,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2919,2020-05-30,"-23,656577","-46,801878","('Clear', None)",15
2920,2020-05-10,"-23,509156931","-46,191662955","('Clear', None)",18
2921,2020-04-14,"-23,596192","-46,556285","('Partially cloudy', None)",12
2922,2020-04-11,"-23,668729","-46,773068","('Partially cloudy', None)",18
2923,2020-03-14,"-23,681954","-46,614448","('Partially cloudy', None)",19
2924,2020-03-12,"-23,659665","-46,774317","('Clear', None)",11
2925,2020-03-10,"-23,603982","-46,64354","('Clear', None)",9
2926,2020-02-22,"-23,494189","-46,697317","('Partially cloudy', None)",20
2927,2020-02-18,"-23,795309","-46,541248","('Partially cloudy', None)",15
2928,2020-02-18,"-23,657719","-46,805529","('Partially cloudy', None)",16
2929,2020-02-08,"-23,54275","-46,839768","('Partially cloudy', None)",18
2930,2020-02-04,"-23,477498","-46,685196","('Overcast', None)",13
2931,2020-01-14,"-23,426175","-46,410333","('Overcast', None)",8
2932,2020-01-08,"-23,635697","-46,641162","('Partially cloudy', None)",17
2933,2020-01-03,"-23,631107","-46,782868","('Partially cloudy', None)",20
2934,2019-12-28,"-23,41192","-46,750734","('Partially cloudy', None)",21
2935,2019-12-26,"-23,60671","-46,471807","('Partially cloudy', None)",15
2936,2019-12-13,"-23,506809","-46,366302","('Overcast', None)",18
2937,2019-12-07,"-23,753157","-46,684904","('Clear', None)",20
2938,2019-11-24,"-23,412577","-46,498276","('Partially cloudy', None)",20
2939,2019-11-09,"-23,670913","-46,747779","('Partially cloudy', None)",1
2940,2019-11-08,"-23,688405","-46,451377","('Overcast', None)",23
2941,2019-10-31,"-23,701803","-46,701369","('Clear', None)",8
2942,2019-10-31,"-23,284752","-46,744615","('Clear', None)",6
2943,2019-10-23,"-23,484489","-46,806231","('Overcast', None)",18
2944,2019-10-09,"-23,647284","-46,779075","('Partially cloudy', None)",18
2945,2019-09-15,"-23,553393","-46,625711","('Clear', None)",21
2946,2019-09-14,"-23,500665","-46,588365","('Partially cloudy', None)",12
2947,2019-09-09,"-23,486367","-46,759754","('Clear', None)",11
2948,2019-08-31,"-23,670774","-46,608557","('Partially cloudy', None)",18
2949,2019-08-21,"-23,554689","-46,624811","('Partially cloudy', None)",17
2950,2019-08-10,"-23,680378","-46,54014","('Clear', None)",21
2951,2019-08-10,"-23,518117","-46,788344","('Clear', None)",21
2952,2019-07-03,"-23,42168","-46,787075","('Partially cloudy', None)",18
2953,2019-06-25,"-23,496422","-46,401647","('Clear', None)",10
2954,2019-06-19,"-23,67897","-46,46063","('Clear', None)",18
2955,2019-06-16,"-23,608774016923245","-46,758165850691476","('Overcast', None)",6
2956,2019-05-23,"-23,681368","-46,653294","('Clear', None)",20
2957,2019-05-17,"-23,584598","-46,718002","('Partially cloudy', None)",19
2958,2019-05-07,"-23,817953","-46,734244","('Partially cloudy', None)",20
2959,2019-04-27,"-23,511328","-46,875939","('Partially cloudy', None)",7
