,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
1074,2018-01-21,"-23,530999","-46,442711","('Clear', None)",0
1075,2018-01-21,"-23,543986","-46,516151","('Partially cloudy', None)",18
1076,2018-01-21,"-23,511101","-46,153648","('Partially cloudy', None)",23
1077,2018-01-20,"-23,5146380229279","-46,8689398818889","('Partially cloudy', None)",21
1078,2018-01-20,"-23,535833636227","-46,9985384147316","('Partially cloudy', None)",18
1079,2018-01-18,"-23,571277","-46,639823","('Partially cloudy', None)",16
1080,2018-01-18,"-23,695906","-46,676128","('Partially cloudy', None)",20
1081,2018-01-18,"-23,6615800326405","-46,5488929357345","('Partially cloudy', None)",18
1082,2018-01-18,"-23,5121808230871","-46,802830768979","('Partially cloudy', None)",13
1083,2018-01-15,"-23,684438","-46,799108","('Partially cloudy', None)",15
1084,2018-01-15,"-23,515242","-46,693862","('Clear', None)",1
1085,2018-01-14,"-23,627977","-46,662147","('Partially cloudy', None)",12
1086,2018-01-14,"-23,779294631","-46,52767192","('Partially cloudy', None)",14
1087,2018-01-14,"-23,4474006792502","-46,454890254442","('Clear', None)",0
1088,2018-01-12,"-23,617083","-46,443082","('Partially cloudy', None)",16
1089,2018-01-08,"-23,686038","-46,749473","('Partially cloudy', None)",1
1090,2018-01-08,"-23,621392","-46,701193","('Overcast', None)",19
1091,2018-01-08,"-23,685042","-46,647545","('Overcast', None)",2
1092,2018-01-06,"-23,503275","-46,615202","('Clear', None)",5
1093,2018-01-06,"-23,5691657945104","-46,0670218337727","('Partially cloudy', None)",10
1094,2018-01-02,"-23,6581733897306","-46,4878554477158","('Partially cloudy', None)",23
1095,2018-01-02,"-23,402549","-46,405679","('Partially cloudy', None)",18
1096,2018-01-01,"-23,575924","-46,657804","('Partially cloudy', None)",14
1097,2018-01-01,"-23,7608127739699","-46,715481646246","('Partially cloudy', None)",19
1098,2017-12-31,"-23,767867","-46,710095","('Partially cloudy', None)",19
1099,2017-12-31,"-23,689994","-46,606081","('Partially cloudy', None)",23
1100,2017-12-31,"-23,540323","-46,844023","('Partially cloudy', None)",14
1101,2017-12-29,"-23,508818","-46,146511","('Clear', None)",21
1102,2017-12-27,"-23,701027","-46,518802","('Overcast', None)",5
1103,2017-12-25,"-23,439384","-46,709582","('Clear', None)",5
1104,2017-12-25,"-23,576284","-46,518432","('Clear', None)",2
1105,2017-12-25,"-23,533004","-46,882488","('Clear', None)",4
1106,2017-12-25,"-23,617526","-46,941297","('Clear', None)",2
1107,2017-12-25,"-23,527129","-46,816379","('Clear', None)",0
1108,2017-12-24,"-23,646379","-46,779282","('Partially cloudy', None)",12
1109,2017-12-24,"-23,6593264722722","-46,5764727716388","('Partially cloudy', None)",11
1110,2017-12-24,"-23,477001","-46,355445","('Partially cloudy', None)",18
1111,2017-12-24,"-23,5981907602396","-46,8567536640415","('Partially cloudy', None)",15
1112,2017-12-24,"-23,534452","-46,782934","('Partially cloudy', None)",20
1113,2017-12-24,"-23,492119","-46,792723","('Partially cloudy', None)",19
1114,2017-12-23,"-23,67648","-46,659103","('Partially cloudy', None)",22
