,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
1812,2016-09-17,"-23,5249337414","-45,7819904179","('Partially cloudy', None)",18
1813,2016-09-16,"-23,572189","-46,604364","('Overcast', None)",16
1814,2016-09-15,"-23,57968","-46,769813","('Partially cloudy', None)",20
1815,2016-09-15,"-23,488873","-46,881572","('Partially cloudy', None)",11
1816,2016-09-14,"-23,453496","-46,49219","('Clear', None)",17
1817,2016-09-12,"-23,472176616","-46,5194061808","('Partially cloudy', None)",3
1818,2016-09-12,"-23,44238","-46,4961","('Clear', None)",18
1819,2016-09-12,"-23,5555745099999","-46,8020895029999","('Partially cloudy', None)",3
1820,2016-09-11,"-23,366401","-46,612673","('Partially cloudy', None)",16
1821,2016-09-11,"-23,471565","-46,434774","('Overcast', None)",0
1822,2016-09-11,"-23,5241844753","-45,8747760675","('Clear', None)",10
1823,2016-09-10,"-23,513528","-46,527222","('Partially cloudy', None)",7
1824,2016-09-09,"-23,516317","-46,727584","('Partially cloudy', None)",11
1825,2016-09-08,"-23,519393984","-46,9502900031","('Clear', None)",6
1826,2016-09-08,"-23,5927474307","-46,8074855555","('Overcast', None)",22
1827,2016-09-06,"-23,523011","-46,825368","('Partially cloudy', None)",1
1828,2016-09-05,"-23,656661","-46,724477","('Partially cloudy', None)",7
1829,2016-09-05,"-23,6759360148","-46,4993505462","('Clear', None)",0
1830,2016-09-05,"-23,590257","-46,767625","('Overcast', None)",18
1831,2016-09-04,"-23,616197","-46,721033","('Clear', None)",21
1832,2016-09-04,"-23,405833","-46,421278","('Partially cloudy', None)",7
1833,2016-09-03,"-23,617792","-46,661167","('Overcast', None)",17
1834,2016-09-03,"-23,626786","-46,586633","('Partially cloudy', None)",14
1835,2016-09-03,"-23,7915674479","-46,5042460772","('Partially cloudy', None)",13
1836,2016-09-03,"-23,3046469968","-46,8553736671","('Partially cloudy', None)",10
1837,2016-09-02,"-23,5401","-46,965965","('Overcast', None)",7
1838,2016-08-31,"-23,5109925786","-46,5551488697","('Overcast', None)",19
1839,2016-08-31,"-23,494479","-46,390288","('Overcast', None)",4
1840,2016-08-29,"-23,661054","-46,764861","('Clear', None)",7
1841,2016-08-29,"-23,619304","-46,592445","('Partially cloudy', None)",18
1842,2016-08-28,"-23,4688726822","-46,510084661","('Clear', None)",5
1843,2016-08-28,"-23,667933","-46,284792","('Clear', None)",13
1844,2016-08-26,"-23,581738","-46,38719","('Clear', None)",22
1845,2016-08-24,"-23,467681","-46,678684","('Partially cloudy', None)",19
1846,2016-08-24,"-23,3550666003","-46,2454609325","('Clear', None)",18
1847,2016-08-24,"-23,6916217139","-46,8181815073","('Partially cloudy', None)",18
1848,2016-08-23,"-23,707624","-46,712682","('Overcast', None)",18
1849,2016-08-23,"-23,7906052732","-46,6431722254","('Overcast', None)",21
1850,2016-08-22,"-23,9405555492","-47,0906228055","('Partially cloudy', None)",10
1851,2016-08-21,"-23,2799708364","-46,5864591942","('Overcast', None)",13
1852,2016-08-20,"-23,582692","-46,797762","('Partially cloudy', None)",1
