,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2263,2015-12-14,"-23,5514302","-46,9288287","('Clear', None)",12
2264,2015-12-13,"-23,6486403","-46,7492015","('Partially cloudy', None)",22
2265,2015-12-13,"-23,568992448","-46,756440722","('Clear', None)",3
2266,2015-12-13,"-23,40917","-46,44629","('Partially cloudy', None)",3
2267,2015-12-12,"-23,4219941","-46,7287345","('Partially cloudy', None)",6
2268,2015-12-12,"-23,7524273","-46,6664644","('Partially cloudy', None)",2
2269,2015-12-12,"-23,6246097587","-46,4615040891","('Partially cloudy', None)",1
2270,2015-12-12,"-23,442465659","-46,4184351393","('Partially cloudy', None)",23
2271,2015-12-11,"-23,6560876","-46,7629471","('Partially cloudy', None)",17
2272,2015-12-11,"-23,57379","-46,4016","('Partially cloudy', None)",22
2273,2015-12-11,"-23,3933705597","-46,4439954785","('Partially cloudy', None)",20
2274,2015-12-10,"-23,4953197307","-46,5593922128","('Partially cloudy', None)",23
2275,2015-12-09,"-23,5466577824","-46,2056692457","('Partially cloudy', None)",20
2276,2015-12-07,"-23,546175932","-46,206309973","('Overcast', None)",21
2277,2015-12-06,"-23,455357","-46,520164","('Partially cloudy', None)",6
2278,2015-12-06,"-23,434383","-46,505101","('Partially cloudy', None)",1
2279,2015-12-05,"-23,438152","-46,804427","('Partially cloudy', None)",9
2280,2015-12-04,"-23,6299199","-46,5337","('Partially cloudy', None)",23
2281,2015-12-04,"-23,683904","-46,603209","('Overcast', None)",21
2282,2015-12-03,"-23,7195748344","-46,5570679704","('Overcast', None)",23
2283,2015-12-03,"-23,695932945","-47,028620758","('Overcast', None)",21
2284,2015-12-02,"-23,7508953129","-46,843357999","('Partially cloudy', None)",18
2285,2015-11-30,"-23,68098","-46,77534","('Overcast', None)",23
2286,2015-11-30,"-23,5358775","-46,4650791","('Overcast', None)",21
2287,2015-11-29,"-23,63332","-46,60511","('Overcast', None)",18
2288,2015-11-29,"-23,42858","-46,37413","('Overcast', None)",18
2289,2015-11-29,"-23,5062926","-46,8625481","('Overcast', None)",18
2290,2015-11-28,"-23,675398","-46,621671","('Partially cloudy', None)",18
2291,2015-11-28,"-23,650307","-46,814819","('Partially cloudy', None)",18
2292,2015-11-26,"-23,749005","-46,582413","('Partially cloudy', None)",18
2293,2015-11-26,"-23,588469444","-46,809833333","('Partially cloudy', None)",18
2294,2015-11-25,"-23,721487","-46,49555","('Overcast', None)",21
2295,2015-11-25,"-23,71677","-46,55182","('Overcast', None)",21
2296,2015-11-25,"-23,54590864615411","-46,819904121307005","('Overcast', None)",21
2297,2015-11-24,"-23,5618077","-46,5191382","('Partially cloudy', None)",18
2298,2015-11-23,"-23,6123151","-46,4810988","('Overcast', None)",20
2299,2015-11-23,"-23,4743338","-46,5303698","('Overcast', None)",18
2300,2015-11-22,"-23,4744","-46,67295","('Partially cloudy', None)",18
2301,2015-11-21,"-23,6557429","-46,8108461","('Overcast', None)",18
2302,2015-11-20,"-23,5584369","-46,4432879","('Partially cloudy', None)",18
2303,2015-11-20,"-23,471077076","-46,871099612","('Partially cloudy', None)",2
