,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2058,2016-04-12,"-23,5466577824","-46,2056692457","('Partially cloudy', None)",20
2059,2016-04-11,"-23,739093","-46,792315","('Clear', None)",9
2060,2016-04-11,"-23,523073116","-46,594756074","('Partially cloudy', None)",0
2061,2016-04-11,"-23,832137","-46,722993","('Partially cloudy', None)",17
2062,2016-04-11,"-23,6497121985","-46,83066739","('Partially cloudy', None)",0
2063,2016-04-10,"-23,71679806","-46,765634117","('Partially cloudy', None)",20
2064,2016-04-10,"-23,599663491","-46,684640466","('Partially cloudy', None)",14
2065,2016-04-10,"-23,671033","-46,493233","('Clear', None)",3
2066,2016-04-09,"-23,676689","-46,680292","('Clear', None)",11
2067,2016-04-09,"-23,6176772","-46,6817542","('Partially cloudy', None)",18
2068,2016-04-09,"-23,620062","-46,466966","('Clear', None)",21
2069,2016-04-09,"-23,812669044","-46,797308896","('Clear', None)",22
2070,2016-04-08,"-23,671665","-46,63289","('Clear', None)",19
2071,2016-04-08,"-23,660068","-46,843855","('Partially cloudy', None)",7
2072,2016-04-05,"-23,530303","-46,692599","('Clear', None)",3
2073,2016-04-04,"-23,45877879041657","-46,482091290837715","('Partially cloudy', None)",7
2074,2016-04-03,"-23,645382","-46,75045","('Partially cloudy', None)",6
2075,2016-04-03,"-23,79334748363264","-46,66223225492226","('Partially cloudy', None)",6
2076,2016-04-03,"-23,7295644866","-46,808673744","('Clear', None)",20
2077,2016-04-02,"-23,46765","-46,697894","('Partially cloudy', None)",6
2078,2016-04-02,"-23,707641","-46,4031796","('Clear', None)",18
2079,2016-03-30,"-23,529278","-46,5471732","('Partially cloudy', None)",5
2080,2016-03-30,"-23,481966","-46,541697","('Partially cloudy', None)",12
2081,2016-03-29,"-23,5064028","-46,149858","('Partially cloudy', None)",13
2082,2016-03-28,"-23,660575","-46,7681557","('Partially cloudy', None)",17
2083,2016-03-27,"-23,6503145","-46,643354","('Clear', None)",22
2084,2016-03-27,"-23,656970667","-46,461176603","('Clear', None)",2
2085,2016-03-26,"-23,500474","-46,6680217","('Partially cloudy', None)",10
2086,2016-03-26,"-23,4711096","-46,5181839","('Partially cloudy', None)",17
2087,2016-03-25,"-23,690699","-46,7516478","('Partially cloudy', None)",16
2088,2016-03-25,"-23,6984372","-46,7793817","('Partially cloudy', None)",15
2089,2016-03-25,"-23,4516308","-46,7313529","('Partially cloudy', None)",1
2090,2016-03-25,"-23,5143852","-46,534972","('Partially cloudy', None)",22
2091,2016-03-24,"-23,5194206979","-45,538320794","('Partially cloudy', None)",18
2092,2016-03-23,"-23,4708037","-46,7350669","('Partially cloudy', None)",16
2093,2016-03-23,"-23,593562168","-46,837630503","('Overcast', None)",18
2094,2016-03-22,"-23,648549","-46,749164","('Clear', None)",2
2095,2016-03-22,"-23,5163087","-46,3441572","('Partially cloudy', None)",14
2096,2016-03-21,"-23,2876767","-46,7324998","('Clear', None)",23
2097,2016-03-20,"-23,644425","-46,7296313","('Partially cloudy', None)",3
2098,2016-03-19,"-23,7242063","-46,7520824","('Clear', None)",13
