,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
993,2018-03-25,"-23,481489","-46,675492","('Clear', None)",1
994,2018-03-24,"-23,412073","-46,733254","('Partially cloudy', None)",4
995,2018-03-24,"-23,5853372166081","-46,7643269193493","('Partially cloudy', None)",13
996,2018-03-24,"-23,524566","-46,707098","('Partially cloudy', None)",17
997,2018-03-23,"-23,651148","-46,722929","('Partially cloudy', None)",5
998,2018-03-23,"-23,45604102561621","-46,57111789503604","('Partially cloudy', None)",14
999,2018-03-21,"-23,550377","-46,638021","('Partially cloudy', None)",17
1000,2018-03-20,"-23,574905","-46,624796","('Partially cloudy', None)",19
1001,2018-03-20,"-23,6494","-46,751595","('Partially cloudy', None)",16
1002,2018-03-20,"-23,596146025576857","-46,81139499495667","('Overcast', None)",18
1003,2018-03-18,"-23,645404","-46,730038","('Partially cloudy', None)",7
1004,2018-03-17,"-23,490618","-46,662978","('Partially cloudy', None)",1
1005,2018-03-11,"-23,457747","-46,661645","('Clear', None)",22
1006,2018-03-11,"-23,280271","-46,738516","('Partially cloudy', None)",18
1007,2018-03-11,"-23,51118","-46,149883","('Clear', None)",19
1008,2018-03-11,"-23,632484","-46,85186","('Partially cloudy', None)",4
1009,2018-03-10,"-23,458737","-46,633759","('Overcast', None)",4
1010,2018-03-09,"-23,490826","-46,453946","('Partially cloudy', None)",8
1011,2018-03-09,"-23,51059518707232","-46,91224513968837","('Partially cloudy', None)",7
1012,2018-03-08,"-23,604938","-46,490388","('Overcast', None)",0
1013,2018-03-07,"-23,618369","-46,382773","('Overcast', None)",18
1014,2018-03-07,"-23,697705","-46,396251","('Partially cloudy', None)",11
1015,2018-03-06,"-23,494627","-46,426448","('Partially cloudy', None)",19
1016,2018-03-06,"-23,52188970721992","-46,766828565572865","('Clear', None)",4
1017,2018-03-05,"-23,5278576179428","-46,5111359827443","('Partially cloudy', None)",18
1018,2018-03-04,"-23,68217","-46,652336","('Clear', None)",2
1019,2018-03-01,"-23,452131329203464","-46,786711969987174","('Partially cloudy', None)",22
1020,2018-03-01,"-23,722848546861062","-46,55377598721375","('Partially cloudy', None)",14
1021,2018-02-27,"-23,641394","-46,673161","('Overcast', None)",21
1022,2018-02-25,"-23,433160189155902","-46,78656065663131","('Clear', None)",3
1023,2018-02-25,"-23,344317704754577","-46,74309853651312","('Partially cloudy', None)",5
1024,2018-02-24,"-23,5726271076043","-46,6996777156631","('Clear', None)",7
1025,2018-02-24,"-23,487292","-46,867937","('Partially cloudy', None)",2
1026,2018-02-24,"-23,531618","-46,193595","('Partially cloudy', None)",13
1027,2018-02-24,"-23,529706","-46,907766","('Partially cloudy', None)",12
1028,2018-02-23,"-23,547773","-46,358655","('Partially cloudy', None)",23
1029,2018-02-23,"-23,398345","-46,165104","('Partially cloudy', None)",22
1030,2018-02-20,"-23,525133","-46,434061","('Clear', None)",22
1031,2018-02-20,"-23,729114","-46,698763","('Partially cloudy', None)",15
1032,2018-02-16,"-23,579809","-46,493513","('Overcast', None)",8
