Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2020-09-15,"-23,686151","-46,633485",NUBLADO,11
2020-09-15,"-23,659678","-46,825149",NUBLADO,10
2020-09-12,"-23,660084","-46,552217",BOM,23
2020-09-11,"-23,5102803242307","-46,6620514783077",NUBLADO,6
2020-09-11,"-23,7432453430959","-46,56622938919",BOM,22
2020-09-11,"-23,412746614857877","-46,35982924977595",BOM,21
2020-09-10,"-23,5356","-46,4931",BOM,18
2020-09-09,"-23,418102298841816","-46,37791152937248",NUBLADO,20
2020-09-08,"-23,708575022186242","-46,778068145",NUBLADO,3
2020-09-08,"-23,6831717732511","-46,7359597832464",BOM,11
2020-09-05,"-23,541208","-46,432482",NUBLADO,6
2020-09-01,"-23,545873","-46,63188",NUBLADO,22
2020-09-01,"-23,584945","-46,586963",NUBLADO,12
2020-09-01,"-23,654688","-46,764065",NUBLADO,0
2020-09-01,"-23,339618","-46,660261",NUBLADO,20
2020-08-30,"-23,42331977658593","-46,78964678892404",BOM,1
2020-08-30,"-23,705104919143036","-46,602549374935926",BOM,0
2020-08-28,"-23,594769","-46,777998",BOM,1
2020-08-24,"-23,653774","-46,634274",BOM,22
2020-08-24,"-23,6254641480776","-46,4624679136319",BOM,7
2020-08-19,"-23,5533083923632","-46,6258102906382",NUBLADO,10
2020-08-18,"-23,5510734747063","-46,6656111007631",NUBLADO,16
2020-08-14,"-23,574331","-46,613522",BOM,21
2020-08-12,"-23,373824","-46,7605",BOM,17
2020-08-11,"-23,318152289822713","-46,753640608840676",BOM,22
2020-08-10,"-23,453359","-46,737282",BOM,0
2020-08-09,"-23,519882","-46,866049",BOM,0
2020-08-08,"-23,663350375354117","-46,110469127200005",BOM,21
2020-08-06,"-23,520164667489073","-46,6231605293233",BOM,16
2020-08-05,"-23,67397","-46,686241",BOM,18
2020-08-05,"-23,314172","-46,751343",NUBLADO,6
2020-08-03,"-23,732075783276","-46,7131824891659",BOM,1
2020-08-03,"-23,523328","-46,791086",BOM,17
2020-07-31,"-23,458778790416762","-46,48209129083817",NUBLADO,6
2020-07-29,"-23,68131313881554","-46,35995922295917",NUBLADO,16
2020-07-27,"-23,764450762585025","-46,534256873830266",NUBLADO,9
2020-07-27,"-23,462455429807935","-46,33225327010008",BOM,16
2020-07-26,"-23,4078736637877","-46,752489600255",NUBLADO,6
2020-07-26,"-23,621282","-46,423294",NUBLADO,14
2020-07-25,"-23,58970636158951","-46,82930911092601",NUBLADO,21
2020-07-24,"-23,64698","-46,74726",BOM,19
2020-07-21,"-23,5242666939672","-46,3242827348688",BOM,9
