,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
1853,2016-08-19,"-23,331346","-46,112662","('Clear', None)",17
1854,2016-08-19,"-23,517911","-46,375075","('Clear', None)",14
1855,2016-08-18,"-23,45997","-46,585517","('Clear', None)",7
1856,2016-08-17,"-23,6143719208","-46,1438015064","('Clear', None)",19
1857,2016-08-17,"-23,397734","-47,006672","('Clear', None)",17
1858,2016-08-17,"-23,474098","-46,866278","('Partially cloudy', None)",22
1859,2016-08-16,"-23,5010436686","-46,5383080622","('Clear', None)",19
1860,2016-08-15,"-23,528267","-46,587991","('Clear', None)",4
1861,2016-08-14,"-23,55299","-46,747535","('Clear', None)",23
1862,2016-08-14,"-23,762748","-46,673807","('Clear', None)",7
1863,2016-08-14,"-23,49143","-46,489565","('Clear', None)",23
1864,2016-08-14,"-23,7775964522","-46,5281445998","('Clear', None)",18
1865,2016-08-14,"-23,472176616","-46,5194061808","('Clear', None)",6
1866,2016-08-13,"-23,495032052","-46,437131813","('Overcast', None)",4
1867,2016-08-12,"-23,4509805575","-46,4634692655","('Partially cloudy', None)",7
1868,2016-08-12,"-23,528938","-46,888192","('Partially cloudy', None)",22
1869,2016-08-11,"-23,646613","-46,613872","('Partially cloudy', None)",19
1870,2016-08-11,"-23,512747","-46,515357","('Overcast', None)",21
1871,2016-08-11,"-23,640223","-46,455567","('Partially cloudy', None)",17
1872,2016-08-11,"-23,752501","-46,584549","('Overcast', None)",21
1873,2016-08-10,"-23,644111","-46,742775","('Overcast', None)",10
1874,2016-08-10,"-23,695274","-46,699718","('Partially cloudy', None)",15
1875,2016-08-10,"-23,7032147221","-46,5615455964","('Partially cloudy', None)",17
1876,2016-08-08,"-23,443966","-46,91826","('Partially cloudy', None)",17
1877,2016-08-07,"-23,668958","-46,633992","('Clear', None)",17
1878,2016-08-07,"-23,5943857089","-46,8109782891","('Partially cloudy', None)",13
1879,2016-08-06,"-23,722323","-46,785243","('Clear', None)",10
1880,2016-08-06,"-23,565721526","-46,711299612","('Partially cloudy', None)",6
1881,2016-08-06,"-23,7693","-46,715074","('Clear', None)",5
1882,2016-08-05,"-23,3313841378","-46,7488098622","('Partially cloudy', None)",18
1883,2016-08-04,"-23,512248","-46,606221","('Partially cloudy', None)",21
1884,2016-08-04,"-23,4781525639","-46,9986380748","('Partially cloudy', None)",0
1885,2016-08-02,"-23,527658","-46,598177","('Overcast', None)",22
1886,2016-08-02,"-23,5165562762","-46,9149026477","('Partially cloudy', None)",6
1887,2016-08-01,"-23,468288","-46,668032","('Clear', None)",1
1888,2016-08-01,"-23,695610693","-46,504604801","('Clear', None)",18
1889,2016-07-31,"-23,414774","-46,428058","('Overcast', None)",4
1890,2016-07-30,"-23,576338","-46,697642","('Overcast', None)",8
1891,2016-07-30,"-23,521759","-46,530329","('Partially cloudy', None)",4
1892,2016-07-29,"-23,4474006793","-46,4548902544","('Overcast', None)",11
1893,2016-07-27,"-23,520446","-46,59546","('Clear', None)",0
