,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
1689,2016-12-04,"-23,695414","-46,600621","('Overcast', None)",19
1690,2016-12-03,"-23,583325","-46,616497","('Partially cloudy', None)",1
1691,2016-12-03,"-23,492179","-46,452851","('Partially cloudy', None)",12
1692,2016-12-03,"-23,481476","-46,682846","('Partially cloudy', None)",20
1693,2016-12-03,"-23,7022082065","-46,0870173498","('Overcast', None)",18
1694,2016-12-03,"-23,55566","-46,823586","('Partially cloudy', None)",0
1695,2016-12-02,"-23,551888","-46,722467","('Partially cloudy', None)",16
1696,2016-12-02,"-23,598063","-46,732834","('Partially cloudy', None)",17
1697,2016-12-01,"-23,47105","-46,331681","('Partially cloudy', None)",18
1698,2016-11-30,"-23,656964","-46,555103","('Partially cloudy', None)",22
1699,2016-11-29,"-23,524256","-46,789539","('Partially cloudy', None)",14
1700,2016-11-28,"-23,568488","-46,585249","('Partially cloudy', None)",18
1701,2016-11-28,"-23,555441","-46,416668","('Clear', None)",3
1702,2016-11-28,"-23,5274354233","-46,9365089266","('Partially cloudy', None)",14
1703,2016-11-27,"-23,686641","-46,755233","('Partially cloudy', None)",1
1704,2016-11-27,"-23,677569","-46,761561","('Partially cloudy', None)",19
1705,2016-11-27,"-23,827717","-46,846692","('Partially cloudy', None)",18
1706,2016-11-27,"-23,397926","-47,012634","('Partially cloudy', None)",17
1707,2016-11-26,"-23,754492","-46,672726","('Clear', None)",3
1708,2016-11-25,"-23,671197","-46,740816","('Partially cloudy', None)",14
1709,2016-11-24,"-23,4688726822","-46,510084661","('Partially cloudy', None)",7
1710,2016-11-23,"-23,569884","-46,531654","('Overcast', None)",9
1711,2016-11-23,"-23,519187","-46,747256","('Overcast', None)",4
1712,2016-11-23,"-23,473291","-46,735249","('Overcast', None)",7
1713,2016-11-23,"-23,556885","-46,445377","('Overcast', None)",7
1714,2016-11-23,"-23,527459","-46,860641","('Partially cloudy', None)",17
1715,2016-11-22,"-23,540718","-46,817365","('Partially cloudy', None)",11
1716,2016-11-20,"-23,553804","-46,625004","('Partially cloudy', None)",19
1717,2016-11-20,"-23,631761","-46,691532","('Partially cloudy', None)",4
1718,2016-11-20,"-23,4304119625","-46,7869829217","('Partially cloudy', None)",0
1719,2016-11-20,"-23,491942","-46,316853","('Partially cloudy', None)",13
1720,2016-11-20,"-23,618771","-46,808752","('Partially cloudy', None)",1
1721,2016-11-19,"-23,622812216","-46,497980601","('Partially cloudy', None)",4
1722,2016-11-19,"-23,334015176","-46,7279672587","('Partially cloudy', None)",18
1723,2016-11-16,"-23,677303","-46,794211","('Partially cloudy', None)",20
1724,2016-11-16,"-23,2897889962","-46,2327305155","('Partially cloudy', None)",13
1725,2016-11-16,"-23,5222418657409","-46,8899833179293","('Partially cloudy', None)",13
1726,2016-11-15,"-23,3323630983","-46,6827165934","('Partially cloudy', None)",17
1727,2016-11-14,"-23,712582","-46,415153","('Overcast', None)",12
1728,2016-11-14,"-23,7615509315","-46,5301680151","('Partially cloudy', None)",20
1729,2016-11-12,"-23,5910017342","-46,8221064461","('Overcast', None)",18
