,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
583,2018-12-09,"-23,668592","-46,739082",Clear,21
584,2018-12-09,"-23,6225","-46,667894",Clear,5
585,2018-12-09,"-23,586489691999247","-46,75340315949968",Clear,5
586,2018-12-09,"-23,687258","-46,663867",Partially cloudy,2
587,2018-12-09,"-23,456807","-46,396732",Clear,18
588,2018-12-09,"-23,57440371403405","-46,19000582272183",Clear,13
589,2018-12-09,"-23,544183","-46,834233",Clear,18
590,2018-12-08,"-23,680016","-46,764853",Partially cloudy,23
591,2018-12-08,"-23,752228","-47,00771",Partially cloudy,14
592,2018-12-06,"-23,573044","-46,711198",Clear,2
593,2018-12-06,"-23,52442715638884","-46,32844110963364",Overcast,21
594,2018-12-03,"-23,569649899426555","-46,701554608026676",Partially cloudy,18
595,2018-12-03,"-23,51038881576953","-46,8208117481181",Partially cloudy,17
596,2018-12-02,"-23,73594","-46,789773",Overcast,19
597,2018-12-02,"-23,428520403903175","-46,941172820701524",Partially cloudy,19
598,2018-12-01,"-23,653172","-46,688883",Overcast,19
599,2018-11-30,"-23,476602","-46,610861",Clear,4
600,2018-11-30,"-23,529316","-46,817989",Partially cloudy,15
601,2018-11-29,"-23,57590833922991","-46,72068046262571",Overcast,3
602,2018-11-28,"-23,450972156767293","-46,463449209491934",Overcast,10
603,2018-11-27,"-23,48324868576754","-46,80332857356813",Partially cloudy,16
604,2018-11-26,"-23,526308","-46,404483",Overcast,1
605,2018-11-26,"-23,660093","-46,822794",Partially cloudy,13
606,2018-11-24,"-23,682504","-46,773266",Partially cloudy,13
607,2018-11-24,"-23,486711","-46,620847",Overcast,20
608,2018-11-24,"-23,745670741710615","-46,54011515543996",Partially cloudy,17
609,2018-11-23,"-23,5221","-46,610918",Partially cloudy,14
610,2018-11-23,"-23,697727","-46,612994",Clear,23
611,2018-11-22,"-23,482171","-46,717397",Partially cloudy,5
612,2018-11-21,"-23,494226","-46,422076",Overcast,17
613,2018-11-20,"-23,690347","-46,791459",Partially cloudy,23
614,2018-11-20,"-23,448049","-46,39119",Overcast,18
615,2018-11-18,"-23,603036","-46,529308",Clear,2
616,2018-11-18,"-23,78737","-46,68112",Partially cloudy,16
617,2018-11-18,"-23,752803","-46,683722",Overcast,19
618,2018-11-17,"-23,845577216632957","-46,575802233024476",Overcast,9
619,2018-11-17,"-23,471356","-46,401609",Clear,12
620,2018-11-17,"-23,530005","-46,211798",Clear,23
621,2018-11-16,"-23,489275","-46,755888",Partially cloudy,18
622,2018-11-15,"-23,581825","-46,776245",Partially cloudy,12
623,2018-11-15,"-23,874724","-46,654502",Clear,5
