,Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
1156,2017-12-04,"-23,52183","-46,593832","('Partially cloudy', None)",5
1157,2017-12-03,"-23,439136","-46,717145","('Partially cloudy', None)",7
1158,2017-12-03,"-23,558176","-46,490981","('Partially cloudy', None)",6
1159,2017-12-03,"-23,500147","-46,648407","('Partially cloudy', None)",2
1160,2017-12-03,"-23,509863917","-46,815188689","('Partially cloudy', None)",5
1161,2017-12-02,"-23,70247","-46,772249","('Partially cloudy', None)",18
1162,2017-12-02,"-23,437017","-46,57157","('Partially cloudy', None)",18
1163,2017-12-02,"-23,621467","-46,794794","('Partially cloudy', None)",15
1164,2017-11-30,"-23,543373","-46,462608","('Partially cloudy', None)",0
1165,2017-11-30,"-23,4778472003093","-46,4398321284321","('Partially cloudy', None)",11
1166,2017-11-30,"-23,48563","-46,372716","('Partially cloudy', None)",15
1167,2017-11-30,"-23,556322","-46,78045","('Overcast', None)",18
1168,2017-11-28,"-23,538737","-46,232682","('Partially cloudy', None)",11
1169,2017-11-28,"-23,405811","-46,881824","('Partially cloudy', None)",7
1170,2017-11-27,"-23,739936","-46,671342","('Partially cloudy', None)",4
1171,2017-11-26,"-23,495449","-46,658313","('Partially cloudy', None)",20
1172,2017-11-25,"-23,608175","-46,563596","('Clear', None)",5
1173,2017-11-25,"-23,528077","-46,884148","('Clear', None)",21
1174,2017-11-25,"-23,5000278921443","-46,9828241937198","('Partially cloudy', None)",22
1175,2017-11-25,"-23,522524","-46,148325","('Partially cloudy', None)",17
1176,2017-11-23,"-23,488996","-46,749658","('Overcast', None)",15
1177,2017-11-23,"-23,650923","-46,760156","('Partially cloudy', None)",5
1178,2017-11-23,"-23,489248","-46,413061","('Partially cloudy', None)",19
1179,2017-11-22,"-23,4576861402026","-46,5712588470092","('Partially cloudy', None)",7
1180,2017-11-22,"-23,748857","-46,709245","('Overcast', None)",23
1181,2017-11-18,"-23,586688","-46,514179","('Partially cloudy', None)",17
1182,2017-11-18,"-23,409124","-46,509288","('Partially cloudy', None)",16
1183,2017-11-18,"-23,498639","-46,890104","('Partially cloudy', None)",21
1184,2017-11-17,"-23,668933","-46,773098","('Clear', None)",0
1185,2017-11-16,"-23,526839","-46,708336","('Clear', None)",7
1186,2017-11-16,"-23,4445488344638","-46,3127548927827","('Clear', None)",11
1187,2017-11-15,"-23,517918","-46,678752","('Clear', None)",5
1188,2017-11-15,"-23,619784","-47,030547","('Clear', None)",18
1189,2017-11-12,"-23,456768","-46,555466","('Clear', None)",19
1190,2017-11-12,"-23,4731923864294","-46,4952635981617","('Clear', None)",2
1191,2017-11-11,"-23,618163","-46,70062","('Clear', None)",23
1192,2017-11-11,"-23,531299","-46,66696","('Overcast', None)",10
1193,2017-11-11,"-23,526756","-46,20405","('Partially cloudy', None)",6
1194,2017-11-10,"-23,551172","-46,522635","('Rain, Partially cloudy', 0.12)",22
1195,2017-11-08,"-23,510514","-46,709962","('Partially cloudy', None)",10
1196,2017-11-08,"-23,619119","-46,592477","('Overcast', None)",5
