,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
1385,178055,AVENIDA CALIM EID,511,SAO PAULO,,,"AVENIDA CALIM EID, 511, SAO PAULO","[-23.5216280802915, -46.50892648029149]"
1386,178156,AVENIDA SAO MIGUEL,7710,SAO PAULO,,,"AVENIDA SAO MIGUEL, 7710, SAO PAULO","[-23.4996042802915, -46.4635695802915]"
1387,178228,RUA DANIEL PEREIRA,180,SAO PAULO,,,"RUA DANIEL PEREIRA, 180, SAO PAULO","[-23.4667284802915, -46.6792150802915]"
1388,178400,ESTRADA DE SANTA ISABEL,10,ARUJA,,,"ESTRADA DE SANTA ISABEL, 10, ARUJA","[-23.4461028802915, -46.3263243802915]"
1389,178495,RUA ILHA BELA,528,SANTO ANDRE,,,"RUA ILHA BELA, 528, SANTO ANDRE","[-23.6527289802915, -46.5553536802915]"
1390,178585,ESTRADA TURISTICA DO JARAGUA,1551,SAO PAULO,,,"ESTRADA TURISTICA DO JARAGUA, 1551, SAO PAULO","[-23.4825240802915, -46.75672823029149]"
1391,178826,AVENIDA TIRADENTES,0,SAO PAULO,,,"AVENIDA TIRADENTES, 0, SAO PAULO","[-23.5297050802915, -46.6325387802915]"
1392,178909,PARQUE DOM PEDRO II,100,SAO PAULO,,,"PARQUE DOM PEDRO II, 100, SAO PAULO","[-23.5447828802915, -46.63109538029151]"
1393,178914,RUA INAJA,268,EMBU DAS ARTES,,,"RUA INAJA, 268, EMBU DAS ARTES","[-23.6483490802915, -46.80169018029149]"
1394,179039,RUA PEDRO VICENTE,1,SAO PAULO,,,"RUA PEDRO VICENTE, 1, SAO PAULO","[-23.5268208802915, -46.6303044802915]"
1395,179393,Avenida Assis Chateaubriand,242,SAO PAULO,,,"Avenida Assis Chateaubriand, 242, SAO PAULO","[-23.5191303802915, -46.6356101802915]"
1396,179396,AVENIDA SANTOS DUMONT,10,SAO PAULO,,,"AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]"
1397,179509,RUA MARIA CANDIDA,0,SAO PAULO,,,"RUA MARIA CANDIDA, 0, SAO PAULO","[-23.5079146802915, -46.6035750802915]"
1398,179553,Rodovia Presidente Dutra,1000,GUARULHOS,,,"Rodovia Presidente Dutra, 1000, GUARULHOS","[-23.4468997802915, -46.4526716802915]"
1399,179734,AVENIDA LOURENCO BELOLI,100,OSASCO,,,"AVENIDA LOURENCO BELOLI, 100, OSASCO","[-23.5028588802915, -46.7845270802915]"
1400,179850,ESTRADA SAO MARCOS,36,EMBU DAS ARTES,,,"ESTRADA SAO MARCOS, 36, EMBU DAS ARTES","[-23.6593162302915, -46.8158399802915]"
1401,179852,Rodovia Hélio Smidt,2,GUARULHOS,,,"Rodovia Hélio Smidt, 2, GUARULHOS","[-23.4627889802915, -46.4920701802915]"
1402,180207,AVENIDA DO TABOAO,2,SAO BERNARDO DO CAMPO,,,"AVENIDA DO TABOAO, 2, SAO BERNARDO DO CAMPO","[-23.6493634802915, -46.58090473029149]"
1403,180646,AVENIDA DONA BELMIRA MARIN,1358,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 1358, SAO PAULO","[-23.7432508302915, -46.69342303029151]"
1404,180663,ACESSO DOUTOR EDUARDO COTCHING,1810,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 1810, SAO PAULO","[-23.56711078029151, -46.5463896802915]"
1405,180780,AVENIDA DOUTOR CANDIDO MOTTA FILHO,829,SAO PAULO,,,"AVENIDA DOUTOR CANDIDO MOTTA FILHO, 829, SAO PAULO","[-23.5605852802915, -46.76382518029149]"
1406,180814,AVENIDA NOVE DE JULHO,10,SAO PAULO,,,"AVENIDA NOVE DE JULHO, 10, SAO PAULO","[-23.5498509802915, -46.6404545802915]"
1407,180986,ALAMEDA AMERICA,60,SANTANA DE PARNAIBA,,,"ALAMEDA AMERICA, 60, SANTANA DE PARNAIBA","[-23.4789784802915, -46.8327017802915]"
1408,181029,AVENIDA CARLOS CALDEIRA FILHO,1,SAO PAULO,,,"AVENIDA CARLOS CALDEIRA FILHO, 1, SAO PAULO","[-23.6410534802915, -46.7463308802915]"
1409,181161,AVENIDA INAJAR DE SOUZA,3000,SAO PAULO,,,"AVENIDA INAJAR DE SOUZA, 3000, SAO PAULO","[-23.4837754802915, -46.6776817802915]"
1410,181181,PRACA QUATORZE BIS,26,SAO PAULO,,,"PRACA QUATORZE BIS, 26, SAO PAULO","[-23.5567408802915, -46.65127778029149]"
1411,181343,RUA HEITOR PENTEADO,499,SANTO ANDRE,,,"RUA HEITOR PENTEADO, 499, SANTO ANDRE","[-23.7065556802915, -46.5161233802915]"
1412,181437,AVENIDA DEPUTADO CANTIDIO SAMPAIO,2015,SAO PAULO,,,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 2015, SAO PAULO","[-23.4639813302915, -46.6851325302915]"
1413,181954,AVENIDA DOUTOR CHUCRI ZAIDAN,100,SAO PAULO,,,"AVENIDA DOUTOR CHUCRI ZAIDAN, 100, SAO PAULO","[-23.6168173802915, -46.6983979802915]"
1414,182064,RUA DAS TRES MARIAS,1,SAO PAULO,,,"RUA DAS TRES MARIAS, 1, SAO PAULO","[-23.7038431802915, -46.7846300802915]"
1415,182153,RUA ESTEVAN DE ALMEIDA,99,FRANCISCO MORATO,,,"RUA ESTEVAN DE ALMEIDA, 99, FRANCISCO MORATO","[-23.2897165802915, -46.7329713802915]"
1416,182288,PONTE DO LIMAO,10,SAO PAULO,,,"PONTE DO LIMAO, 10, SAO PAULO","[-23.5171690802915, -46.6681427802915]"
1417,182560,AVENIDA DIEDERICHSEN,1307,SAO PAULO,,,"AVENIDA DIEDERICHSEN, 1307, SAO PAULO","[-23.6347024802915, -46.6382993802915]"
1418,182600,AVENIDA DO ESTADO,4531,SAO PAULO,,,"AVENIDA DO ESTADO, 4531, SAO PAULO","[-23.5552810802915, -46.6262096802915]"
1419,182618,AVENIDA ROQUE PETRONI JUNIOR,100,SAO PAULO,,,"AVENIDA ROQUE PETRONI JUNIOR, 100, SAO PAULO","[-23.6269995802915, -46.6892501802915]"
1420,183021,RUA ASCENSO FERNANDES,127,SAO PAULO,,,"RUA ASCENSO FERNANDES, 127, SAO PAULO","[-23.4797708802915, -46.4254728802915]"
1421,183069,AVENIDA PROFESSOR EDGAR SANTOS,2647,SAO PAULO,,,"AVENIDA PROFESSOR EDGAR SANTOS, 2647, SAO PAULO","[-23.5540262, -46.5018235]"
1422,183096,AVENIDA JOAO DIAS,100,SAO PAULO,,,"AVENIDA JOAO DIAS, 100, SAO PAULO","[-23.6453355802915, -46.7036504802915]"
1423,183105,AVENIDA DONA BELMIRA MARIN,2578,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 2578, SAO PAULO","[-23.7566710802915, -46.67812678029149]"
1424,183372,ACESSO DOUTOR EDUARDO COTCHING,586,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 586, SAO PAULO","[-23.5641896802915, -46.5561083802915]"
1425,183594,RUA MARINOPOLIS,0,GUARULHOS,,,"RUA MARINOPOLIS, 0, GUARULHOS","[-23.4234907802915, -46.4302538802915]"
1426,183632,AVENIDA GOVERNADOR MARIO COVAS JUNIOR,1,MAUA,,,"AVENIDA GOVERNADOR MARIO COVAS JUNIOR, 1, MAUA","[-23.6667283802915, -46.4617416802915]"
1427,184013,RUA PRESIDENTE CAMPOS SALLES,0,MOGI DAS CRUZES,,,"RUA PRESIDENTE CAMPOS SALLES, 0, MOGI DAS CRUZES","[-23.5218522802915, -46.2039401802915]"
1428,184027,RUA AGUA BRANCA,304,EMBU DAS ARTES,,,"RUA AGUA BRANCA, 304, EMBU DAS ARTES","[-23.6550290802915, -46.8040372302915]"
1429,184123,RUA PIAUI,100,BARUERI,,,"RUA PIAUI, 100, BARUERI","[-23.5168910802915, -46.85895008029149]"
1430,184139,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,5855,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 5855, SANTO ANDRE","[-23.7052783302915, -46.5055715302915]"
1431,184382,ACESSO DOUTOR EDUARDO COTCHING,1800,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 1800, SAO PAULO","[-23.5670631802915, -46.5464892802915]"
1432,184384,Avenida Doutora Ruth Cardoso,514,SAO PAULO,,,"Avenida Doutora Ruth Cardoso, 514, SAO PAULO","[-23.5551917802915, -46.7197071802915]"
