,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
100,18174,AVENIDA WASHINGTON LUIS,3693,SAO PAULO,,,"AVENIDA WASHINGTON LUIS, 3693, SAO PAULO","[-23.6479999802915, -46.6761729802915]"
101,18535,Rodovia dos Imigrantes,16,DIADEMA,,,"Rodovia dos Imigrantes, 16, DIADEMA","[-23.6525137802915, -46.6352914802915]"
102,18619,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
103,18736,ACESSO PARA MARGINAL TIETE CENTRAL,100,SAO PAULO,,,"ACESSO PARA MARGINAL TIETE CENTRAL, 100, SAO PAULO","[-23.5227137802915, -46.6139964802915]"
104,18841,Rodovia Régis Bittencourt,274,TABOAO DA SERRA,,,"Rodovia Régis Bittencourt, 274, TABOAO DA SERRA","[-23.6087817802915, -46.7624659802915]"
105,19131,ALAMEDA DOM PEDRO DE ALCANTARA,470,SAO BERNARDO DO CAMPO,,,"ALAMEDA DOM PEDRO DE ALCANTARA, 470, SAO BERNARDO DO CAMPO","[-23.7066198802915, -46.5399145802915]"
106,19142,VIADUTO JULIO MESQUITA FILHO,2,SAO PAULO,,,"VIADUTO JULIO MESQUITA FILHO, 2, SAO PAULO","[-23.5568054802915, -46.6428700802915]"
107,19172,ESTACAO METRO VILA MATILDE,100,SAO PAULO,,,"ESTACAO METRO VILA MATILDE, 100, SAO PAULO","[-23.5332167802915, -46.5322528802915]"
108,19238,Rodovia dos Imigrantes,10,SAO PAULO,,,"Rodovia dos Imigrantes, 10, SAO PAULO","[-23.6057421802915, -46.62761818029149]"
109,19253,AVENIDA SENADOR TEOTONIO VILELA,5165,SAO PAULO,,,"AVENIDA SENADOR TEOTONIO VILELA, 5165, SAO PAULO","[-23.7441219802915, -46.70751058029149]"
110,19364,Avenida das Nações Unidas,385,SAO PAULO,,,"Avenida das Nações Unidas, 385, SAO PAULO","[-23.6304507802915, -46.71404698029149]"
111,19528,PRESID TANCREDO DE ALMEIDA NEVES,2647,CAIEIRAS,,,"PRESID TANCREDO DE ALMEIDA NEVES, 2647, CAIEIRAS","[-23.3862716802915, -46.73500938029149]"
112,19983,ESTRADA VELHA DA OLARIA,1935,COTIA,,,"ESTRADA VELHA DA OLARIA, 1935, COTIA","[-23.6251393802915, -46.9377655802915]"
113,20312,Rodovia Índio-Tibiriçá,0,SUZANO,,,"Rodovia Índio-Tibiriçá, 0, SUZANO","[-23.5687549802915, -46.30016378029149]"
114,20458,ESTRADA VELHA DA OLARIA,1930,COTIA,,,"ESTRADA VELHA DA OLARIA, 1930, COTIA","[-23.6256981802915, -46.93744798029149]"
115,20583,AVENIDA LUIZ GUSHIKEN,170,SAO PAULO,,,"AVENIDA LUIZ GUSHIKEN, 170, SAO PAULO","[-23.6644875802915, -46.7296377802915]"
116,20654,AVENIDA KEMEL ADDAS,1134,SAO PAULO,,,"AVENIDA KEMEL ADDAS, 1134, SAO PAULO","[-23.5044349802915, -46.36815938029151]"
117,20691,RUA DOS VIANAS,3088,SAO BERNARDO DO CAMPO,,,"RUA DOS VIANAS, 3088, SAO BERNARDO DO CAMPO","[-23.7093277802915, -46.5258468802915]"
118,20735,Rodovia Régis Bittencourt,1,TABOAO DA SERRA,,,"Rodovia Régis Bittencourt, 1, TABOAO DA SERRA","[-23.6572079802915, -46.85138138029149]"
119,21077,VIADUTO  MARIO COVAS,0,SAO PAULO,,,"VIADUTO  MARIO COVAS, 0, SAO PAULO","[-23.9706385302915, -46.4022209802915]"
120,21096,PONTE DA VILA GUILHERME,50,SAO PAULO,,,"PONTE DA VILA GUILHERME, 50, SAO PAULO","[-23.5234981802915, -46.61227008029151]"
121,21110,Rodovia Régis Bittencourt,272,TABOAO DA SERRA,,,"Rodovia Régis Bittencourt, 272, TABOAO DA SERRA","[-23.6086662802915, -46.7623799802915]"
122,21171,PRACA DOUTOR SAMPAIO VIDAL,23,SAO PAULO,,,"PRACA DOUTOR SAMPAIO VIDAL, 23, SAO PAULO","[-23.5686346802915, -46.5428312802915]"
123,21196,AVENIDA PACAEMBU,10017,SAO PAULO,,,"AVENIDA PACAEMBU, 10017, SAO PAULO","[-23.5301836802915, -46.6623652802915]"
