,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
700,89772,RUA MATARAZZO,354,SAO PAULO,,,"RUA MATARAZZO, 354, SAO PAULO","[-23.5234537802915, -46.6418687802915]"
701,89817,Avenida Magalhães de Castro,500,SAO PAULO,,,"Avenida Magalhães de Castro, 500, SAO PAULO","[-23.6051130802915, -46.69995168029149]"
702,89823,AVENIDA ENGENHEIRO CAETANO ALVARES,100,SAO PAULO,,,"AVENIDA ENGENHEIRO CAETANO ALVARES, 100, SAO PAULO","[-23.5140031302915, -46.67183768029151]"
703,89825,VIADUTO JULIO MESQUITA FILHO,100,SAO PAULO,,,"VIADUTO JULIO MESQUITA FILHO, 100, SAO PAULO","[-23.5518325802915, -46.6477800802915]"
704,89895,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,4001,SAO BERNARDO DO CAMPO,,,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 4001, SAO BERNARDO DO CAMPO","[-23.72501628029151, -46.5800747802915]"
705,89935,PRACA DOMINGOS ANTONIO LOPES,1,FRANCO DA ROCHA,,,"PRACA DOMINGOS ANTONIO LOPES, 1, FRANCO DA ROCHA","[-23.3119741302915, -46.7251754302915]"
706,90073,AVENIDA JACU PESSEGO,100,GUARULHOS,,,"AVENIDA JACU PESSEGO, 100, GUARULHOS","[-23.5141470802915, -46.45879318029151]"
707,90198,ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,,,"ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]"
708,90206,AVENIDA YOJIRO TAKAOKA,2722,SANTANA DE PARNAIBA,,,"AVENIDA YOJIRO TAKAOKA, 2722, SANTANA DE PARNAIBA","[-23.4741900802915, -46.8700393802915]"
709,90231,AVENIDA INTERLAGOS,6563,SAO PAULO,,,"AVENIDA INTERLAGOS, 6563, SAO PAULO","[-23.7049342802915, -46.70318038029149]"
710,90660,AVENIDA PROFESSOR FRANCISCO MORATO,3179,SAO PAULO,,,"AVENIDA PROFESSOR FRANCISCO MORATO, 3179, SAO PAULO","[-23.5904882802915, -46.7299526802915]"
711,90661,RUA JOSE BARROS MAGALDI,2006,SAO PAULO,,,"RUA JOSE BARROS MAGALDI, 2006, SAO PAULO","[-23.6718514802915, -46.7413500802915]"
712,90925,AVENIDA KEMEL ADDAS,1281,SAO PAULO,,,"AVENIDA KEMEL ADDAS, 1281, SAO PAULO","[-23.5034165802915, -46.3687168802915]"
713,91211,AVENIDA LAURO GOMES,100,SAO BERNARDO DO CAMPO,,,"AVENIDA LAURO GOMES, 100, SAO BERNARDO DO CAMPO","[-23.6772600802915, -46.5550928802915]"
714,91238,AVENIDA MARGINAL DO RIBEIRAO,4633,CARAPICUIBA,,,"AVENIDA MARGINAL DO RIBEIRAO, 4633, CARAPICUIBA","[-23.5622451802915, -46.8273517802915]"
715,91400,RUA ANTONIO DE FRANCA E SILVA,100,SAO PAULO,,,"RUA ANTONIO DE FRANCA E SILVA, 100, SAO PAULO","[-23.6170920802915, -46.5029206802915]"
716,91495,AVENIDA VILA EMA,5959,SAO PAULO,,,"AVENIDA VILA EMA, 5959, SAO PAULO","[-23.5972805802915, -46.5274697802915]"
717,91900,ACESSO AVENIDA CIDADE JARDIM,10,SAO PAULO,,,"ACESSO AVENIDA CIDADE JARDIM, 10, SAO PAULO","[-23.5831224802915, -46.6865187802915]"
718,91917,RUA SALVADOR DALI,1360,SAO PAULO,,,"RUA SALVADOR DALI, 1360, SAO PAULO","[-23.7150331802915, -46.6584690802915]"
719,92001,AVENIDA MARECHAL TITO,2615,SAO PAULO,,,"AVENIDA MARECHAL TITO, 2615, SAO PAULO","[-23.4952165802915, -46.4218085802915]"
720,92057,AVENIDA ALDA,2425,DIADEMA,,,"AVENIDA ALDA, 2425, DIADEMA","[-23.7073636802915, -46.62792978029151]"
721,92082,AVENIDA BRIGADEIRO FARIA LIMA,0,SAO PAULO,,,"AVENIDA BRIGADEIRO FARIA LIMA, 0, SAO PAULO","[-23.5778926802915, -46.68900858029149]"
722,92091,AVENIDA FRANCISCO MARENGO,2599,SUZANO,,,"AVENIDA FRANCISCO MARENGO, 2599, SUZANO","[-23.4990339802915, -46.29693828029149]"
723,92465,AVENIDA NORTE E SUL,600,GUARULHOS,,,"AVENIDA NORTE E SUL, 600, GUARULHOS","[-23.4624415802915, -46.4043766802915]"
