,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
160,28170,Avenida Engenheiro Billings,385,SAO PAULO,,,"Avenida Engenheiro Billings, 385, SAO PAULO","[-23.55924808029151, -46.71546968029151]"
161,28186,ESTRADA DO PONEI CLUB,53104,SAO BERNARDO DO CAMPO,,,"ESTRADA DO PONEI CLUB, 53104, SAO BERNARDO DO CAMPO","[-23.7630131, -46.6150375]"
162,28245,ACESSO AVENIDA PROFESSOR FRANCISCO MORATO,5171,SAO PAULO,,,"ACESSO AVENIDA PROFESSOR FRANCISCO MORATO, 5171, SAO PAULO","[-23.6022000802915, -46.74388828029151]"
163,28548,AVENIDA EDE,57,SAO PAULO,,,"AVENIDA EDE, 57, SAO PAULO","[-23.4995312802915, -46.59636048029149]"
164,28552,AVENIDA SAO LUIS,100,SAO PAULO,,,"AVENIDA SAO LUIS, 100, SAO PAULO","[-23.5473459802915, -46.64469218029149]"
165,29029,RUA TALES DOS SANTOS FREIRE,434,SAO BERNARDO DO CAMPO,,,"RUA TALES DOS SANTOS FREIRE, 434, SAO BERNARDO DO CAMPO","[-23.6905189802915, -46.54758898029149]"
166,29491,AVENIDA OTAVIO BRAGA DE MESQUITA,1819,GUARULHOS,,,"AVENIDA OTAVIO BRAGA DE MESQUITA, 1819, GUARULHOS","[-23.4504896302915, -46.5100281802915]"
167,29503,RUA ZEZE MACEDO,660,SAO PAULO,,,"RUA ZEZE MACEDO, 660, SAO PAULO","[-23.5163640802915, -46.37749678029149]"
168,29742,AVENIDA DEPUTADO CANTIDIO SAMPAIO,1611,SAO PAULO,,,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 1611, SAO PAULO","[-23.46566808029151, -46.6815717802915]"
169,29753,AVENIDA FRANCISCO MARENGO,2174,SUZANO,,,"AVENIDA FRANCISCO MARENGO, 2174, SUZANO","[-23.5028115802915, -46.2988411802915]"
170,29817,ESTRADA SANTA ISABEL,3440,ITAQUAQUECETUBA,,,"ESTRADA SANTA ISABEL, 3440, ITAQUAQUECETUBA","[-23.4643511802915, -46.33268023029149]"
171,30144,AVENIDA MARGINAL CSU,100,CARAPICUIBA,,,"AVENIDA MARGINAL CSU, 100, CARAPICUIBA","[-23.5336879802915, -46.8496982802915]"
172,30167,AVENIDA ERNESTO SOUZA CRUZ,807,SAO PAULO,,,"AVENIDA ERNESTO SOUZA CRUZ, 807, SAO PAULO","[-23.5279013802915, -46.4658700802915]"
173,30662,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,3670,DIADEMA,,,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 3670, DIADEMA","[-23.7227860802915, -46.58236048029149]"
174,30863,ESTRADA DE ITAPECERICA,3023,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 3023, SAO PAULO","[-23.6554461802915, -46.76104858029149]"
175,30876,AVENIDA ANTONIO BARBOSA DA SILVA SANDOVAL,461,SAO PAULO,,,"AVENIDA ANTONIO BARBOSA DA SILVA SANDOVAL, 461, SAO PAULO","[-23.6954835302915, -46.7058720802915]"
176,30879,AVENIDA PARADA PINTO,1869,SAO PAULO,,,"AVENIDA PARADA PINTO, 1869, SAO PAULO","[-23.4719203802915, -46.6538955802915]"
177,31101,RUA GUILHERME CARIJO,1500,SUZANO,,,"RUA GUILHERME CARIJO, 1500, SUZANO","[-23.4957863, -46.2947499]"
178,31211,AVENIDA ATLANTICA,3685,SAO PAULO,,,"AVENIDA ATLANTICA, 3685, SAO PAULO","[-23.6997466802915, -46.71615028029149]"
179,31419,AVENIDA JOAO VINTE E TRES,418,SAO PAULO,,,"AVENIDA JOAO VINTE E TRES, 418, SAO PAULO","[-23.5733121302915, -46.53793018029149]"
