,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
1750,240371,Avenida Doutora Ruth Cardoso,385,SAO PAULO,,,"Avenida Doutora Ruth Cardoso, 385, SAO PAULO","[-23.5246977802915, -46.74845398029149]"
1751,240398,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,,,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
1752,240428,Rodovia Ayrton Senna da Silva,11,GUARULHOS,,,"Rodovia Ayrton Senna da Silva, 11, GUARULHOS","[-23.4736483802915, -46.4991869802915]"
1753,240586,AVENIDA SAPOPEMBA,2769,SAO PAULO,,,"AVENIDA SAPOPEMBA, 2769, SAO PAULO","[-23.5743762802915, -46.5636526802915]"
1754,240855,Rodovia Prefeito Luiz Salomão Chamma,0,FRANCO DA ROCHA,,,"Rodovia Prefeito Luiz Salomão Chamma, 0, FRANCO DA ROCHA","[-23.3327655802915, -46.6880585802915]"
1755,240931,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
1756,240994,PRACA MINISTRO PEDRO CHAVES,230,SAO PAULO,,,"PRACA MINISTRO PEDRO CHAVES, 230, SAO PAULO","[-23.6548269802915, -46.68119848029151]"
1757,241263,RUA DO LAVAPES,100,SAO PAULO,,,"RUA DO LAVAPES, 100, SAO PAULO","[-23.5611700802915, -46.6316374802915]"
1758,241334,AVENIDA WINSTON CHURCHIL,1679,SANTO ANDRE,,,"AVENIDA WINSTON CHURCHIL, 1679, SANTO ANDRE","[-23.6704195802915, -46.5549937802915]"
1759,241453,RUA DO GASOMETRO,571,SAO PAULO,,,"RUA DO GASOMETRO, 571, SAO PAULO","[-23.5450069802915, -46.6220940802915]"
1760,241484,AVENIDA ROMANOFF,516,CARAPICUIBA,,,"AVENIDA ROMANOFF, 516, CARAPICUIBA","[-23.5323686802915, -46.8341279802915]"
1761,241523,PONTE TATUAPE,100,SAO PAULO,,,"PONTE TATUAPE, 100, SAO PAULO","[-23.5299735802915, -46.5863337802915]"
1762,241552,RUA JOSE PEREIRA SOBRINHO,77,BARUERI,,,"RUA JOSE PEREIRA SOBRINHO, 77, BARUERI","[-23.5041236802915, -46.8186774802915]"
1763,241563,RUA ROMA,672,COTIA,,,"RUA ROMA, 672, COTIA","[-23.5827950802915, -46.8440162802915]"
1764,241565,RUA DO LAVAPES,0,SAO PAULO,,,"RUA DO LAVAPES, 0, SAO PAULO","[-23.5613180802915, -46.63211168029151]"
1765,241692,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
1766,241842,AVENIDA TRANSVERSAL SUL,1,SAO PAULO,,,"AVENIDA TRANSVERSAL SUL, 1, SAO PAULO","[-23.5820768802915, -46.79567498029149]"
1767,241899,RUA MARSALA,0,SAO PAULO,,,"RUA MARSALA, 0, SAO PAULO","[-23.7030217302915, -46.7745554802915]"
1768,241945,AVENIDA NOVA ZELANDIA,381,SANTO ANDRE,,,"AVENIDA NOVA ZELANDIA, 381, SANTO ANDRE","[-23.6392386802915, -46.4904643802915]"
1769,242750,AVENIDA JORNALISTA ROBERTO MARINHO,0,SAO PAULO,,,"AVENIDA JORNALISTA ROBERTO MARINHO, 0, SAO PAULO","[-23.6143678802915, -46.6993575802915]"
1770,242763,AVENIDA DAS NACOES UNIDAS,150,OSASCO,,,"AVENIDA DAS NACOES UNIDAS, 150, OSASCO","[-23.5233427802915, -46.7715330802915]"
1771,242926,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,2000,SAO PAULO,,,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 2000, SAO PAULO","[-23.6466272802915, -46.64257518029151]"
1772,242953,AVENIDA QUEIROS DOS SANTOS,1,SANTO ANDRE,,,"AVENIDA QUEIROS DOS SANTOS, 1, SANTO ANDRE","[-23.6542869802915, -46.52926538029149]"
1773,243001,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
1774,243119,ESTRADA VELHA DA OLARIA,3715,COTIA,,,"ESTRADA VELHA DA OLARIA, 3715, COTIA","[-23.6174382802915, -46.93717058029149]"
1775,243180,ACESSO ACESSO A  AYRTON SENNA,100,ITAQUAQUECETUBA,,,"ACESSO ACESSO A  AYRTON SENNA, 100, ITAQUAQUECETUBA","[-23.4822782802915, -46.50404288029149]"
1776,243458,RUA NOSSA SENHORA MAE DOS HOMENS,11,GUARULHOS,,,"RUA NOSSA SENHORA MAE DOS HOMENS, 11, GUARULHOS","[-23.4620952802915, -46.5366526802915]"
1777,243501,ACESSO TUNEL PRESIDENTE JANIO QUADROS,10,SAO PAULO,,,"ACESSO TUNEL PRESIDENTE JANIO QUADROS, 10, SAO PAULO","[-23.5869946802915, -46.6994848802915]"
1778,243506,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
1779,244006,PONTE ARICANDUVA,10,SAO PAULO,,,"PONTE ARICANDUVA, 10, SAO PAULO","[-23.5993108802915, -46.4697313802915]"
1780,244226,RUA LUIZ GATTI,997,SAO PAULO,,,"RUA LUIZ GATTI, 997, SAO PAULO","[-23.5102522802915, -46.6991637802915]"
1781,244271,MARGINAL TIETE EXPRESSA,0,SAO PAULO,,,"MARGINAL TIETE EXPRESSA, 0, SAO PAULO","[-23.5406327, -46.7575221]"
1782,244356,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,,,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
1783,244674,ALAMEDA GABRIEL MONTEIRO DA SILVA,794,SAO PAULO,,,"ALAMEDA GABRIEL MONTEIRO DA SILVA, 794, SAO PAULO","[-23.5683887802915, -46.6795878302915]"
1784,244740,RUA DO ORFANATO,411,SAO PAULO,,,"RUA DO ORFANATO, 411, SAO PAULO","[-23.5809516802915, -46.58276328029149]"
1785,244744,AVENIDA MARGINAL DO RIBEIRAO,542,CARAPICUIBA,,,"AVENIDA MARGINAL DO RIBEIRAO, 542, CARAPICUIBA","[-23.5464148802915, -46.82315988029149]"
1786,244759,ESTRADA DO CAMPO LIMPO,4237,SAO PAULO,,,"ESTRADA DO CAMPO LIMPO, 4237, SAO PAULO","[-23.6281658302915, -46.7680545802915]"
1787,245123,ESTRADA DO CAMPO LIMPO,100,SAO PAULO,,,"ESTRADA DO CAMPO LIMPO, 100, SAO PAULO","[-23.6498323802915, -46.7560004802915]"
1788,245379,AVENIDA DOUTOR FELIPE PINEL,1800,SAO PAULO,,,"AVENIDA DOUTOR FELIPE PINEL, 1800, SAO PAULO","[-23.4760390802915, -46.73539858029149]"
1789,245401,RUA DOIS,100,BARUERI,,,"RUA DOIS, 100, BARUERI","[-23.553318, -46.965401]"
1790,245426,MARGINAL  RAPOSO TAVARES,13,SAO PAULO,,,"MARGINAL  RAPOSO TAVARES, 13, SAO PAULO","[-23.5933561802915, -46.83610358029151]"
1791,245637,ACESSO CUPECE,2692,SAO PAULO,,,"ACESSO CUPECE, 2692, SAO PAULO","[-23.6663317802915, -46.6605486802915]"
1792,245761,AVENIDA DOUTOR EDUARDO COTCHING,100,SAO PAULO,,,"AVENIDA DOUTOR EDUARDO COTCHING, 100, SAO PAULO","[-23.5694991802915, -46.5424210802915]"
1793,245901,AVENIDA BASSANO DEL GRAPPA,100,SAO PAULO,,,"AVENIDA BASSANO DEL GRAPPA, 100, SAO PAULO","[-23.6120265802915, -46.4557307802915]"
1794,246087,Rodovia dos Imigrantes,13,DIADEMA,,,"Rodovia dos Imigrantes, 13, DIADEMA","[-23.7144362802915, -46.6060352802915]"
1795,246134,AVENIDA DOS ESTADOS,5825,SANTO ANDRE,,,"AVENIDA DOS ESTADOS, 5825, SANTO ANDRE","[-23.6515048802915, -46.5236658802915]"
1796,246218,Avenida Assis Chateaubriand,0,SAO PAULO,,,"Avenida Assis Chateaubriand, 0, SAO PAULO","[-23.5627629802915, -46.65723088029149]"
1797,246224,RUA SARA KUBITSCHECK,962,SAO PAULO,,,"RUA SARA KUBITSCHECK, 962, SAO PAULO","[-23.5815959802915, -46.40051098029149]"
