,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
1016,123795,RUA RIO BRANCO,586,MAUA,,,"RUA RIO BRANCO, 586, MAUA","[-23.6719773802915, -46.4587896802915]"
1017,124193,AVENIDA JOSE PINHEIRO BORGES,10,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
1018,124198,ALAMEDA JAU,256,SAO PAULO,,,"ALAMEDA JAU, 256, SAO PAULO","[-23.5690032302915, -46.6540034802915]"
1019,124319,AVENIDA BRIGADEIRO FARIA LIMA,2421,SAO BERNARDO DO CAMPO,,,"AVENIDA BRIGADEIRO FARIA LIMA, 2421, SAO BERNARDO DO CAMPO","[-23.7211733802915, -46.5518356802915]"
1020,124638,AVENIDA BRIGADEIRO FARIA LIMA,124,GUARULHOS,,,"AVENIDA BRIGADEIRO FARIA LIMA, 124, GUARULHOS","[-23.4555831802915, -46.52140188029149]"
1021,125004,Avenida Major Sylvio de Magalhães Padilha,120,SAO PAULO,,,"Avenida Major Sylvio de Magalhães Padilha, 120, SAO PAULO","[-23.6358418, -46.72246699999999]"
1022,125033,RUA DOUTOR LUIZ MIGLIANO,181,SAO PAULO,,,"RUA DOUTOR LUIZ MIGLIANO, 181, SAO PAULO","[-23.6189829802915, -46.74456868029149]"
1023,125092,RUA DOUTOR MOISES KAHAN,460,SAO PAULO,,,"RUA DOUTOR MOISES KAHAN, 460, SAO PAULO","[-23.5204644802915, -46.6749337802915]"
1024,125124,Rodovia dos Imigrantes,0,SAO PAULO,,,"Rodovia dos Imigrantes, 0, SAO PAULO","[-23.6462200802915, -46.6309697802915]"
1025,125367,AVENIDA ARICANDUVA,12000,SAO PAULO,,,"AVENIDA ARICANDUVA, 12000, SAO PAULO","[-23.5968396802915, -46.46750418029151]"
1026,125396,AVENIDA BRAZ LEME,998,SAO PAULO,,,"AVENIDA BRAZ LEME, 998, SAO PAULO","[-23.5100230802915, -46.65256298029149]"
1027,125463,AVENIDA DOS AUTONOMISTAS,4001,OSASCO,,,"AVENIDA DOS AUTONOMISTAS, 4001, OSASCO","[-23.5309963802915, -46.78937923029149]"
1028,125726,ALAMEDA ARAGUAIA,2799,BARUERI,,,"ALAMEDA ARAGUAIA, 2799, BARUERI","[-23.5034072802915, -46.8363962802915]"
1029,125727,AVENIDA RIBEIRAO ITAQUERA,2790,SAO PAULO,,,"AVENIDA RIBEIRAO ITAQUERA, 2790, SAO PAULO","[-23.5487828, -46.4244366302915]"
1030,125819,AVENIDA MARCELINO BRECIANI,350,CAIEIRAS,,,"AVENIDA MARCELINO BRECIANI, 350, CAIEIRAS","[-23.3514710802915, -46.74875438029149]"
1031,125887,ACESSO AVENIDA PRESIDENTE MEDICE,2793,OSASCO,,,"ACESSO AVENIDA PRESIDENTE MEDICE, 2793, OSASCO","[-23.5094426802915, -46.76540028029149]"
1032,126223,Rodovia Índio-Tibiriçá,99,RIBEIRAO PIRES,,,"Rodovia Índio-Tibiriçá, 99, RIBEIRAO PIRES","[-23.72435698029151, -46.40864128029149]"
1033,126245,RUA INOCENCIO SERAFICO,4655,SAO PAULO,,,"RUA INOCENCIO SERAFICO, 4655, SAO PAULO","[-23.5636275802915, -46.83665978029149]"
1034,126364,RUA ALTINOPOLIS,0,SAO PAULO,,,"RUA ALTINOPOLIS, 0, SAO PAULO","[-23.4836837802915, -46.62128398029149]"
1035,126729,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,1484,GUARULHOS,,,"ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI, 1484, GUARULHOS","[-23.4650581802915, -46.41735818029149]"
1036,126787,AVENIDA SAPOPEMBA,6543,SAO PAULO,,,"AVENIDA SAPOPEMBA, 6543, SAO PAULO","[-23.5900475802915, -46.5334671802915]"
1037,126806,ESTRADA MUNICIPAL,1733,SANTANA DE PARNAIBA,,,"ESTRADA MUNICIPAL, 1733, SANTANA DE PARNAIBA","[-23.3913556802915, -46.92048878029149]"
1038,126847,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,16741,SAO PAULO,,,"ACESSO AVENIDA MARGINAL DO RIO PINHEIROS, 16741, SAO PAULO","[-23.6576990802915, -46.7195090802915]"
1039,126870,ESTRADA GOVERNADOR MARIO COVAS JUNIOR,100,ITAQUAQUECETUBA,,,"ESTRADA GOVERNADOR MARIO COVAS JUNIOR, 100, ITAQUAQUECETUBA","[-23.489347, -46.33093059999999]"
1040,127541,AVENIDA GUAPIRA,100,SAO PAULO,,,"AVENIDA GUAPIRA, 100, SAO PAULO","[-23.4825309802915, -46.60288098029149]"
1041,127705,LARGO UBIRAJARA,0,SAO PAULO,,,"LARGO UBIRAJARA, 0, SAO PAULO","[-23.5518022802915, -46.6352601802915]"
1042,127893,AVENIDA CARLOS LACERDA,10,SAO PAULO,,,"AVENIDA CARLOS LACERDA, 10, SAO PAULO","[-23.6354400802915, -46.7758569802915]"
1043,127927,AVENIDA ALDA,1878,DIADEMA,,,"AVENIDA ALDA, 1878, DIADEMA","[-23.7037025802915, -46.62798348029149]"
1044,127936,AVENIDA DOUTOR EDUARDO COTCHING,1290,SAO PAULO,,,"AVENIDA DOUTOR EDUARDO COTCHING, 1290, SAO PAULO","[-23.5650073802915, -46.5506750802915]"
1045,127984,ALAMEDA SANTO AMARO,113,SAO PAULO,,,"ALAMEDA SANTO AMARO, 113, SAO PAULO","[-23.6560050802915, -46.7080478302915]"
1046,127996,VIADUTO DO GLICERIO,1,SAO PAULO,,,"VIADUTO DO GLICERIO, 1, SAO PAULO","[-23.5574147802915, -46.62986118029149]"
1047,128101,AVENIDA ESCOLA POLITECNICA,100,SAO PAULO,,,"AVENIDA ESCOLA POLITECNICA, 100, SAO PAULO","[-23.5595688802915, -46.7466419802915]"
1048,128367,AVENIDA SANTOS DUMONT,0,SAO PAULO,,,"AVENIDA SANTOS DUMONT, 0, SAO PAULO","[-23.5131363802915, -46.6312728802915]"
1049,128409,VIADUTO MIGUEL MOFARREJ,1,SAO PAULO,,,"VIADUTO MIGUEL MOFARREJ, 1, SAO PAULO","[-23.5277977, -46.74224708029151]"
1050,128478,RUA PINDORAMA,527,SANTO ANDRE,,,"RUA PINDORAMA, 527, SANTO ANDRE","[-23.6457193802915, -46.50777188029151]"
1051,129104,RUA LUIS GOIS,10,SAO PAULO,,,"RUA LUIS GOIS, 10, SAO PAULO","[-23.6055296802915, -46.6289479802915]"
1052,129199,AVENIDA ANTONIO SILVIO CUNHA BUENO,1692,DIADEMA,,,"AVENIDA ANTONIO SILVIO CUNHA BUENO, 1692, DIADEMA","[-23.7231051302915, -46.6154659302915]"
1053,129299,ESTACAO METRO PATRIARCA,1,SAO PAULO,,,"ESTACAO METRO PATRIARCA, 1, SAO PAULO","[-23.5514480802915, -46.6346699802915]"
1054,129637,ACESSO DOUTOR EDUARDO COTCHING,1578,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 1578, SAO PAULO","[-23.5661206802915, -46.5480997802915]"
1055,129655,AVENIDA ESCOLA POLITECNICA,0,SAO PAULO,,,"AVENIDA ESCOLA POLITECNICA, 0, SAO PAULO","[-23.5504974802915, -46.7349876802915]"
1056,129714,AVENIDA JOSE PINHEIRO BORGES,10,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
1057,130024,RUA VINTE E DOIS DE AGOSTO,265,SAO PAULO,,,"RUA VINTE E DOIS DE AGOSTO, 265, SAO PAULO","[-23.4692814802915, -46.66122908029151]"
1058,130040,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
1059,130074,RUA JOSE BENICIO DOS SANTOS,51,CARAPICUIBA,,,"RUA JOSE BENICIO DOS SANTOS, 51, CARAPICUIBA","[-23.5316969802915, -46.83321248029149]"
1060,130078,ESTRADA DO CAMPO LIMPO,4577,SAO PAULO,,,"ESTRADA DO CAMPO LIMPO, 4577, SAO PAULO","[-23.6257054802915, -46.76601348029149]"
1061,130105,AVENIDA MARGINAL DO RIBEIRAO,4833,CARAPICUIBA,,,"AVENIDA MARGINAL DO RIBEIRAO, 4833, CARAPICUIBA","[-23.56826008029151, -46.8308421802915]"
1062,130282,AVENIDA JORNALISTA ROBERTO MARINHO,100,SAO PAULO,,,"AVENIDA JORNALISTA ROBERTO MARINHO, 100, SAO PAULO","[-23.6197877802915, -46.68447208029149]"
1063,130397,RUA EDUARDO CHAVES,200,SANTO ANDRE,,,"RUA EDUARDO CHAVES, 200, SANTO ANDRE","[-23.5247765802915, -46.62983158029149]"
1064,130421,RUA CONDE MOREIRA LIMA,936,SAO PAULO,,,"RUA CONDE MOREIRA LIMA, 936, SAO PAULO","[-23.6621666802915, -46.6635905802915]"
1065,130613,Avenida Engenheiro Billings,661,SAO PAULO,,,"Avenida Engenheiro Billings, 661, SAO PAULO","[-23.5577002802915, -46.7186373802915]"
1066,130618,AVENIDA MORUMBI,8471,SAO PAULO,,,"AVENIDA MORUMBI, 8471, SAO PAULO","[-23.6227207802915, -46.6902814802915]"
1067,130807,RUA JORGE MIRANDA,1,SAO PAULO,,,"RUA JORGE MIRANDA, 1, SAO PAULO","[-23.5324258802915, -46.63336268029149]"
1068,130873,RUA ANTONIO BEZERRA,386,SAO PAULO,,,"RUA ANTONIO BEZERRA, 386, SAO PAULO","[-23.6232036802915, -46.6075384802915]"
1069,130888,AVENIDA CORONEL SEZEFREDO FAGUNDES,7000,SAO PAULO,,,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 7000, SAO PAULO","[-23.4306910802915, -46.5949084802915]"
1070,130953,ESTACAO METRO BELEM,10,SAO PAULO,,,"ESTACAO METRO BELEM, 10, SAO PAULO","[-23.5440635802915, -46.59097358029151]"
1071,131105,RUA JOSE FELIX,189,SAO PAULO,,,"RUA JOSE FELIX, 189, SAO PAULO","[-23.6105154802915, -46.75288208029149]"
1072,131212,AVENIDA PEDRO MACHADO,1,MOGI DAS CRUZES,,,"AVENIDA PEDRO MACHADO, 1, MOGI DAS CRUZES","[-23.5358954802915, -46.19251878029149]"
1073,131512,AVENIDA INOCENCIO SERAFICO,9575,CARAPICUIBA,,,"AVENIDA INOCENCIO SERAFICO, 9575, CARAPICUIBA","[-23.5680784802915, -46.8324926802915]"
1074,131619,AVENIDA PEREIRA BARRETO,1501,SANTO ANDRE,,,"AVENIDA PEREIRA BARRETO, 1501, SANTO ANDRE","[-23.6810020802915, -46.5402931802915]"
1075,132149,ACESSO AVENIDA JOSE PINHEIRO BORGES,60,SAO PAULO,,,"ACESSO AVENIDA JOSE PINHEIRO BORGES, 60, SAO PAULO","[-23.5378332802915, -46.4275306302915]"
1076,132242,AVENIDA AFONSO DE SAMPAIO E SOUSA,100,SAO PAULO,,,"AVENIDA AFONSO DE SAMPAIO E SOUSA, 100, SAO PAULO","[-23.5641552802915, -46.4674112802915]"
1077,132291,RUA DAS TRES MARIAS,213,ITAPECERICA DA SERRA,,,"RUA DAS TRES MARIAS, 213, ITAPECERICA DA SERRA","[-23.70139348029151, -46.7894505802915]"
1078,132752,AVENIDA PROFESSOR FRANCISCO MORATO,4131,SAO PAULO,,,"AVENIDA PROFESSOR FRANCISCO MORATO, 4131, SAO PAULO","[-23.5954744802915, -46.7372804802915]"
1079,132961,AVENIDA INTERCONTINENTAL,1208,SAO PAULO,,,"AVENIDA INTERCONTINENTAL, 1208, SAO PAULO","[-23.6008322802915, -46.7592213802915]"
1080,132983,RUA ANGELO DEL DEBRIO,1705,FRANCO DA ROCHA,,,"RUA ANGELO DEL DEBRIO, 1705, FRANCO DA ROCHA","[-23.2996394802915, -46.7606470802915]"
1081,133156,RUA VOLUNTARIOS DA PATRIA,3812,SAO PAULO,,,"RUA VOLUNTARIOS DA PATRIA, 3812, SAO PAULO","[-23.4881105802915, -46.6284641802915]"
1082,133295,ESTACAO METRO BELEM,10,SAO PAULO,,,"ESTACAO METRO BELEM, 10, SAO PAULO","[-23.5440635802915, -46.59097358029151]"
1083,133311,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
1084,133389,AVENIDA CONDE DE FRONTIN,10,SAO PAULO,,,"AVENIDA CONDE DE FRONTIN, 10, SAO PAULO","[-23.5383987802915, -46.55935968029149]"
1085,133474,ESTRADA DO M'BOI MIRIM,6982,SAO PAULO,,,"ESTRADA DO M'BOI MIRIM, 6982, SAO PAULO","[-23.7237544802915, -46.78667038029151]"
1086,133653,ESTRADA DAS PITAS,1770,ITAPEVI,,,"ESTRADA DAS PITAS, 1770, ITAPEVI","[-23.56494578029151, -46.9126538802915]"
1087,133787,AVENIDA BRIGADEIRO FARIA LIMA,0,SAO BERNARDO DO CAMPO,,,"AVENIDA BRIGADEIRO FARIA LIMA, 0, SAO BERNARDO DO CAMPO","[-23.7048884802915, -46.5533733802915]"
1088,134033,ACESSO AVENIDA PADRE ANCHIETA,13,SAO BERNARDO DO CAMPO,,,"ACESSO AVENIDA PADRE ANCHIETA, 13, SAO BERNARDO DO CAMPO","[-23.6845485802915, -46.5691734802915]"
1089,134134,ESTRADA DO M'BOI MIRIM,7000,SAO PAULO,,,"ESTRADA DO M'BOI MIRIM, 7000, SAO PAULO","[-23.7040274802915, -46.7847620802915]"
1090,134446,ALAMEDA DOM PEDRO DE ALCANTARA,1432,SAO BERNARDO DO CAMPO,,,"ALAMEDA DOM PEDRO DE ALCANTARA, 1432, SAO BERNARDO DO CAMPO","[-23.7116334802915, -46.5320001802915]"
1091,134698,RUA VOLUNTARIOS DA PATRIA,100,SAO PAULO,,,"RUA VOLUNTARIOS DA PATRIA, 100, SAO PAULO","[-23.5196212802915, -46.6296847802915]"
1092,134723,AVENIDA PRESIDENTE TANCREDO NEVES,1000,VARGEM GRANDE PAULISTA,,,"AVENIDA PRESIDENTE TANCREDO NEVES, 1000, VARGEM GRANDE PAULISTA","[-23.6071124802915, -47.02505633029149]"
1093,135101,AVENIDA BRASIL,10,SAO PAULO,,,"AVENIDA BRASIL, 10, SAO PAULO","[-23.5801782802915, -46.6627963802915]"
1094,135265,AVENIDA PADRE VICENTE MELILO,100,OSASCO,,,"AVENIDA PADRE VICENTE MELILO, 100, OSASCO","[-23.5498921802915, -46.7765686802915]"
1095,135477,ACESSO RUA GEOVANE BATISTA PIRELI,2000,SANTO ANDRE,,,"ACESSO RUA GEOVANE BATISTA PIRELI, 2000, SANTO ANDRE","[-23.6667346802915, -46.4934905802915]"
1096,135509,AVENIDA DOUTOR EDUARDO COTCHING,678,SAO PAULO,,,"AVENIDA DOUTOR EDUARDO COTCHING, 678, SAO PAULO","[-23.5647409802915, -46.55544398029149]"
1097,135535,AVENIDA SANTA CATARINA,1,BARUERI,,,"AVENIDA SANTA CATARINA, 1, BARUERI","[-23.5159136802915, -46.8579542302915]"
1098,135650,RUA SERRA DA QUEIMADA,800,SAO PAULO,,,"RUA SERRA DA QUEIMADA, 800, SAO PAULO","[-23.5290824302915, -46.4124294302915]"
1099,135710,AVENIDA DOUTOR FRANCISCO RANIERI,911,SAO PAULO,,,"AVENIDA DOUTOR FRANCISCO RANIERI, 911, SAO PAULO","[-23.4785308802915, -46.6473973802915]"
