,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
1355,173033,RETORNO AVENIDA JACU PESSEGO,100,MAUA,,,"RETORNO AVENIDA JACU PESSEGO, 100, MAUA","[-23.5611616302915, -46.44850453029149]"
1356,173037,RUA ALFREDO PUJOL,1389,SAO PAULO,,,"RUA ALFREDO PUJOL, 1389, SAO PAULO","[-23.5026678802915, -46.64043108029151]"
1357,173176,ALAMEDA SANTO AMARO,2080,SAO PAULO,,,"ALAMEDA SANTO AMARO, 2080, SAO PAULO","[-23.6036694802915, -46.6759350802915]"
1358,173182,AVENIDA DOS ESTADOS,1721,SANTO ANDRE,,,"AVENIDA DOS ESTADOS, 1721, SANTO ANDRE","[-23.6224278802915, -46.5431967802915]"
1359,173445,ESTRADA DOS ALVARENGAS,999,SAO BERNARDO DO CAMPO,,,"ESTRADA DOS ALVARENGAS, 999, SAO BERNARDO DO CAMPO","[-23.7458503302915, -46.6095551802915]"
1360,173506,ESTRADA DE ITAPECERICA,195,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 195, SAO PAULO","[-23.6442507802915, -46.7395792302915]"
1361,173695,AVENIDA ALDINO PINOTTI,650,SAO BERNARDO DO CAMPO,,,"AVENIDA ALDINO PINOTTI, 650, SAO BERNARDO DO CAMPO","[-23.6871315302915, -46.5507234802915]"
1362,173941,ACESSO AVENIDA ELIAS YAZBEK,2434,EMBU DAS ARTES,,,"ACESSO AVENIDA ELIAS YAZBEK, 2434, EMBU DAS ARTES","[-23.6572560802915, -46.8531436802915]"
1363,174103,RUA CONEGO XAVIER,1,SAO PAULO,,,"RUA CONEGO XAVIER, 1, SAO PAULO","[-23.6082636802915, -46.5945933802915]"
1364,174234,RUA MARCILIO ALVES DE CARVALHO,1,SUZANO,,,"RUA MARCILIO ALVES DE CARVALHO, 1, SUZANO","[-23.5649140802915, -46.2966214802915]"
1365,174439,ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,,,"ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
1366,174825,RUA ERNESTO JOAQUIM DE SOUZA,742,SUZANO,,,"RUA ERNESTO JOAQUIM DE SOUZA, 742, SUZANO","[-23.5786446802915, -46.2974528802915]"
1367,174959,AVENIDA VINTE E TRES DE MAIO,16,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 16, SAO PAULO","[-23.5850472802915, -46.65530598029149]"
1368,174980,RUA TAQUARI,100,SAO PAULO,,,"RUA TAQUARI, 100, SAO PAULO","[-23.5471089802915, -46.5930727802915]"
1369,175115,RUA RIBEIRO DE LIMA,153,SAO PAULO,,,"RUA RIBEIRO DE LIMA, 153, SAO PAULO","[-23.5331117302915, -46.639762]"
