,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
320,47952,AVENIDA CARLOS CALDEIRA FILHO,2457,SAO PAULO,,,"AVENIDA CARLOS CALDEIRA FILHO, 2457, SAO PAULO","[-23.6482231802915, -46.7571324802915]"
321,48002,AVENIDA MORUMBI,4754,SAO PAULO,,,"AVENIDA MORUMBI, 4754, SAO PAULO","[-23.6074139802915, -46.7140333802915]"
322,48024,RUA IRMA CAROLINA,635,SAO PAULO,,,"RUA IRMA CAROLINA, 635, SAO PAULO","[-23.5396165802915, -46.5843552802915]"
323,48192,PRACA LEONOR KAUPA,100,SAO PAULO,,,"PRACA LEONOR KAUPA, 100, SAO PAULO","[-23.6211668802915, -46.6281573802915]"
324,48633,AVENIDA JORNALISTA ROBERTO MARINHO,100,SAO PAULO,,,"AVENIDA JORNALISTA ROBERTO MARINHO, 100, SAO PAULO","[-23.6197877802915, -46.68447208029149]"
325,48697,ACESSO AVENIDA SAO MIGUEL,8730,SAO PAULO,,,"ACESSO AVENIDA SAO MIGUEL, 8730, SAO PAULO","[-23.4980207802915, -46.4544594802915]"
326,48703,PRACA FRANCISCO PEREIRA,80,SAO PAULO,,,"PRACA FRANCISCO PEREIRA, 80, SAO PAULO","[-23.5009680802915, -46.42400213029151]"
327,48796,ESTRADA DOS ALVARENGAS,53038,SAO BERNARDO DO CAMPO,,,"ESTRADA DOS ALVARENGAS, 53038, SAO BERNARDO DO CAMPO","[-23.7569838, -46.6319212]"
328,48829,RUA TAUBATE,1316,SAO PAULO,,,"RUA TAUBATE, 1316, SAO PAULO","[-23.5625656802915, -46.5371470802915]"
329,48885,ESTRADA DO MONTE NEGRO,7,SANTA ISABEL,,,"ESTRADA DO MONTE NEGRO, 7, SANTA ISABEL","[-23.3097142802915, -46.2104914802915]"
330,49175,AVENIDA PREFEITO HIRANT SANAZAR,98,OSASCO,,,"AVENIDA PREFEITO HIRANT SANAZAR, 98, OSASCO","[-23.5502399802915, -46.7779338302915]"
331,49225,AVENIDA FRANCISCO FERREIRA LOPES,2737,MOGI DAS CRUZES,,,"AVENIDA FRANCISCO FERREIRA LOPES, 2737, MOGI DAS CRUZES","[-23.5394423802915, -46.22614988029149]"
332,49237,RUA ROSA KASINSKI,100,MAUA,,,"RUA ROSA KASINSKI, 100, MAUA","[-23.6615018802915, -46.4775645802915]"
333,49361,AVENIDA MARIA CAMPOS,2,OSASCO,,,"AVENIDA MARIA CAMPOS, 2, OSASCO","[-23.5331622802915, -46.77484588029149]"
334,49463,RUA SAO CAETANO,452,EMBU DAS ARTES,,,"RUA SAO CAETANO, 452, EMBU DAS ARTES","[-23.6550164802915, -46.8124984802915]"
335,49495,Avenida Magalhães de Castro,583,SAO PAULO,,,"Avenida Magalhães de Castro, 583, SAO PAULO","[-23.6050685802915, -46.6999363802915]"
336,49560,RUA ARICANGA,1208,SAO PAULO,,,"RUA ARICANGA, 1208, SAO PAULO","[-23.5080052802915, -46.41287688029149]"
337,49784,VIADUTO CARLOS DE CAMPOS  TRECHO VILA MATILDE,1,SAO PAULO,,,"VIADUTO CARLOS DE CAMPOS  TRECHO VILA MATILDE, 1, SAO PAULO","[-23.5347627802915, -46.54245018029151]"
338,49849,AVENIDA MORUMBI,8575,SAO PAULO,,,"AVENIDA MORUMBI, 8575, SAO PAULO","[-23.6230637302915, -46.6894114302915]"
339,49907,ACESSO AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"ACESSO AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
340,50029,AVENIDA DOS BANDEIRANTES,5495,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 5495, SAO PAULO","[-23.6266259802915, -46.6504629802915]"
341,50033,ALAMEDA AFONSO SCHMIDT,745,SAO PAULO,,,"ALAMEDA AFONSO SCHMIDT, 745, SAO PAULO","[-23.4960575802915, -46.63633838029151]"
342,50316,AVENIDA PRESIDENTE CASTELO BRANCO,746,MAUA,,,"AVENIDA PRESIDENTE CASTELO BRANCO, 746, MAUA","[-23.6599722802915, -46.4491458802915]"
343,50823,ACESSO AVENIDA SANTOS DUMONT,10,SANTO ANDRE,,,"ACESSO AVENIDA SANTOS DUMONT, 10, SANTO ANDRE","[-23.6677983802915, -46.5222407802915]"
344,51126,RUA ORATORIO,1762,SANTO ANDRE,,,"RUA ORATORIO, 1762, SANTO ANDRE","[-23.6382861802915, -46.5178281802915]"
345,51153,RUA VERGUEIRO,4500,SAO PAULO,,,"RUA VERGUEIRO, 4500, SAO PAULO","[-23.5970013802915, -46.6257180802915]"
346,51205,AVENIDA HENRIQUE PERES,479,MOGI DAS CRUZES,,,"AVENIDA HENRIQUE PERES, 479, MOGI DAS CRUZES","[-23.5403225302915, -46.2183433802915]"
347,51293,AVENIDA MANOEL PEDRO PIMENTEL,365,OSASCO,,,"AVENIDA MANOEL PEDRO PIMENTEL, 365, OSASCO","[-23.5345019802915, -46.76188798029151]"
348,51652,RUA SENA MADUREIRA,415,SAO PAULO,,,"RUA SENA MADUREIRA, 415, SAO PAULO","[-23.5953446302915, -46.6414882802915]"
349,51839,ALAMEDA DOS IPES,0,OSASCO,,,"ALAMEDA DOS IPES, 0, OSASCO","[-23.5412746802915, -46.7891029802915]"
350,51840,AVENIDA MARGINAL CORREGO DOS MONTEIROS,100,DIADEMA,,,"AVENIDA MARGINAL CORREGO DOS MONTEIROS, 100, DIADEMA","[-23.7036578302915, -46.61895639999999]"
351,51927,AVENIDA CAPITAO CASA,151,SAO BERNARDO DO CAMPO,,,"AVENIDA CAPITAO CASA, 151, SAO BERNARDO DO CAMPO","[-23.7263049802915, -46.55651898029149]"
352,52240,PRESIDENTE DUTRA BR 116,223,GUARULHOS,,,"PRESIDENTE DUTRA BR 116, 223, GUARULHOS","[-23.4836391802915, -46.5343977802915]"
353,52662,ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,21,ITAQUAQUECETUBA,,,"ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA, 21, ITAQUAQUECETUBA","[-23.4810377802915, -46.3533832802915]"
354,52666,RUA MELO FREIRE,100,SAO PAULO,,,"RUA MELO FREIRE, 100, SAO PAULO","[-23.5408074802915, -46.5726985802915]"
355,52711,AVENIDA DOUTOR HUGO BEOLCHI,567,SAO PAULO,,,"AVENIDA DOUTOR HUGO BEOLCHI, 567, SAO PAULO","[-23.6321669302915, -46.6431078802915]"
356,52965,AVENIDA TIRADENTES,0,SAO PAULO,,,"AVENIDA TIRADENTES, 0, SAO PAULO","[-23.5297050802915, -46.6325387802915]"
357,53001,RUA SIMAO CAETANO NUNES,840,SAO PAULO,,,"RUA SIMAO CAETANO NUNES, 840, SAO PAULO","[-23.6937147802915, -46.7811665802915]"
358,53006,ACESSO AVENIDA JACU PESSEGO,3200,SAO PAULO,,,"ACESSO AVENIDA JACU PESSEGO, 3200, SAO PAULO","[-23.5313526802915, -46.4580722802915]"
359,53128,RUA ADIBE AUADA,226,COTIA,,,"RUA ADIBE AUADA, 226, COTIA","[-23.5941566802915, -46.8339192802915]"
360,53504,AVENIDA MARGINAL DO RIBEIRAO,1000,CARAPICUIBA,,,"AVENIDA MARGINAL DO RIBEIRAO, 1000, CARAPICUIBA","[-23.5544839802915, -46.8226399802915]"
