,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
9,1871,Rodovia Anhieta,0,SAO PAULO,,,"Rodovia Anhieta, 0, SAO PAULO","[-23.7579168802915, -46.54349038029151]"
10,2690,AVENIDA BRIGADEIRO LUIS ANTONIO,4737,SAO PAULO,,,"AVENIDA BRIGADEIRO LUIS ANTONIO, 4737, SAO PAULO","[-23.5838617802915, -46.66824288029151]"
11,2916,AVENIDA JOSE PINHEIRO BORGES,100,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 100, SAO PAULO","[-23.5405958802915, -46.47098468029149]"
12,3057,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,2849,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 2849, SANTO ANDRE","[-23.6884279802915, -46.50813698029151]"
13,3110,AVENIDA SILVESTRE PIRES DE FREITAS,145,GUARULHOS,,,"AVENIDA SILVESTRE PIRES DE FREITAS, 145, GUARULHOS","[-23.4307694802915, -46.5040952802915]"
14,3245,AVENIDA DOS OURIVES,220,SAO PAULO,,,"AVENIDA DOS OURIVES, 220, SAO PAULO","[-23.6553738802915, -46.6135075802915]"
15,3270,AVENIDA CARLOS CALDEIRA FILHO,1,SAO PAULO,,,"AVENIDA CARLOS CALDEIRA FILHO, 1, SAO PAULO","[-23.6410534802915, -46.7463308802915]"
16,3341,AVENIDA GUARAPIRANGA,3440,SAO PAULO,,,"AVENIDA GUARAPIRANGA, 3440, SAO PAULO","[-23.6865709802915, -46.7520067302915]"
17,4233,VIADUTO MINISTRO ALIOMAR BALEEIRO,1,SAO PAULO,,,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 1, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
18,4251,AVENIDA SENADOR TEOTONIO VILELA,2200,SAO PAULO,,,"AVENIDA SENADOR TEOTONIO VILELA, 2200, SAO PAULO","[-23.7219683802915, -46.69963038029151]"
19,4365,ACESSO A  RAPOSO TAVARES,35,COTIA,,,"ACESSO A  RAPOSO TAVARES, 35, COTIA","[-23.5920090802915, -46.8264049802915]"
