,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
2150,285030,AVENIDA DO CURSINO,0,SAO PAULO,,,"AVENIDA DO CURSINO, 0, SAO PAULO","[-23.6144188802915, -46.6191936802915]"
2151,285122,RUA ORLANDO LOPES DA SILVA,5,POA,,,"RUA ORLANDO LOPES DA SILVA, 5, POA","[-23.5557533802915, -46.3489978802915]"
2152,285248,RUA TIQUATIRA,1565,SAO PAULO,,,"RUA TIQUATIRA, 1565, SAO PAULO","[-23.6124613802915, -46.6264937]"
2153,285688,RUA APINAGES,1268,SAO PAULO,,,"RUA APINAGES, 1268, SAO PAULO","[-23.5425144802915, -46.6845674802915]"
2154,285727,RUA RIO DE JANEIRO,44,DIADEMA,,,"RUA RIO DE JANEIRO, 44, DIADEMA","[-23.7126671802915, -46.6007475802915]"
2155,285930,RUA CONCRETEX,100,GUARULHOS,,,"RUA CONCRETEX, 100, GUARULHOS","[-23.4699217802915, -46.4664122802915]"
2156,286165,VIA MARECHAL RONDON,0,BARUERI,,,"VIA MARECHAL RONDON, 0, BARUERI","[-23.5202575, -46.8688931]"
2157,286173,RUA BASILEIA,0,SANTO ANDRE,,,"RUA BASILEIA, 0, SANTO ANDRE","[-23.6317956802915, -46.50037818029149]"
2158,286203,RUA ORATORIO,3000,SANTO ANDRE,,,"RUA ORATORIO, 3000, SANTO ANDRE","[-23.6291482802915, -46.51017178029149]"
2159,286212,RUA PEDRO GONCALVES MEIRA,279,SAO PAULO,,,"RUA PEDRO GONCALVES MEIRA, 279, SAO PAULO","[-23.6837320802915, -46.6559251802915]"
2160,286382,Rodovia Hélio Smidt,100,GUARULHOS,,,"Rodovia Hélio Smidt, 100, GUARULHOS","[-23.4232592802915, -46.4807721802915]"
2161,286452,AVENIDA SAPOPEMBA,24717,SAO PAULO,,,"AVENIDA SAPOPEMBA, 24717, SAO PAULO","[-23.6218772802915, -46.4596381802915]"
2162,286473,RUA JOAO BASSO,232,SAO BERNARDO DO CAMPO,,,"RUA JOAO BASSO, 232, SAO BERNARDO DO CAMPO","[-23.7221878802915, -46.54958518029149]"
2163,286554,AVENIDA DOS AUTONOMISTAS,6794,OSASCO,,,"AVENIDA DOS AUTONOMISTAS, 6794, OSASCO","[-23.5252473802915, -46.8127497302915]"
2164,286640,AVENIDA ANGELINA,13,SAO PAULO,,,"AVENIDA ANGELINA, 13, SAO PAULO","[-23.5067062802915, -46.5995840802915]"
2165,287078,AVENIDA JOAO RAMALHO,9,MAUA,,,"AVENIDA JOAO RAMALHO, 9, MAUA","[-23.6684236, -46.4873892]"
2166,287081,AVENIDA GUIDO CALOI,100,SAO PAULO,,,"AVENIDA GUIDO CALOI, 100, SAO PAULO","[-23.6469657802915, -46.7291045802915]"
2167,287197,AVENIDA MERCURIO,0,SAO PAULO,,,"AVENIDA MERCURIO, 0, SAO PAULO","[-23.5445648802915, -46.6279432802915]"
2168,287198,AVENIDA CORREDOR ABD,100,DIADEMA,,,"AVENIDA CORREDOR ABD, 100, DIADEMA","[-23.6742172802915, -46.5819353802915]"
2169,287200,RUA PICO DO JARAGUA,10,SAO PAULO,,,"RUA PICO DO JARAGUA, 10, SAO PAULO","[-23.4794064802915, -46.7373027802915]"
2170,287217,RUA SIMONE DE BEAUVOIR,196,SAO BERNARDO DO CAMPO,,,"RUA SIMONE DE BEAUVOIR, 196, SAO BERNARDO DO CAMPO","[-23.7375210802915, -46.5795014302915]"
