,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
449,63877,Rodovia Castelo Branco,0,BARUERI,,,"Rodovia Castelo Branco, 0, BARUERI","[-23.5108128802915, -46.8185928802915]"
450,64046,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
451,64392,Rodovia Anhieta,0,SAO BERNARDO DO CAMPO,,,"Rodovia Anhieta, 0, SAO BERNARDO DO CAMPO","[-23.6897320802915, -46.56530228029151]"
452,64471,Rodovia Professor Alfredo Rolim de Moura,32.6,ARUJA,,,"Rodovia Professor Alfredo Rolim de Moura, 32.6, ARUJA","[-23.6119453, -46.1900242]"
453,64476,AVENIDA JOAO VINTE E TRES,1130,SAO PAULO,,,"AVENIDA JOAO VINTE E TRES, 1130, SAO PAULO","[-23.57237243029151, -46.5319494302915]"
454,64579,RUA EMILIA MARENGO,1330,SAO PAULO,,,"RUA EMILIA MARENGO, 1330, SAO PAULO","[-23.55736288029151, -46.55635238029149]"
455,64630,ACESSO DOUTOR EDUARDO COTCHING,2492,SAO PAULO,,,"ACESSO DOUTOR EDUARDO COTCHING, 2492, SAO PAULO","[-23.5706681802915, -46.5418943802915]"
456,64826,PRESIDENTE DUTRA,0,GUARULHOS,,,"PRESIDENTE DUTRA, 0, GUARULHOS","[-23.4401198, -46.4491338]"
457,64850,ACESSO AVENIDA JACUPESSEGO,100,SAO PAULO,,,"ACESSO AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
458,64855,PONTE JAGUARE,100,SAO PAULO,,,"PONTE JAGUARE, 100, SAO PAULO","[-23.5588922802915, -46.74665033029149]"
459,65152,AVENIDA PADRE VICENTE MELILO,100,OSASCO,,,"AVENIDA PADRE VICENTE MELILO, 100, OSASCO","[-23.5498921802915, -46.7765686802915]"
460,65168,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
461,65171,AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS,5925,SAO PAULO,,,"AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS, 5925, SAO PAULO","[-23.77346548029151, -46.7012688802915]"
462,65412,VIADUTO POMPEIA,10,SAO PAULO,,,"VIADUTO POMPEIA, 10, SAO PAULO","[-23.5217525802915, -46.6804485802915]"
463,65421,AVENIDA DO ESTADO,5303,SAO PAULO,,,"AVENIDA DO ESTADO, 5303, SAO PAULO","[-23.5584151802915, -46.6198213802915]"
464,65514,AVENIDA DO ESTADO,5405,SAO PAULO,,,"AVENIDA DO ESTADO, 5405, SAO PAULO","[-23.5588407802915, -46.6189676802915]"
465,65553,AVENIDA DONA BELMIRA MARIN,2400,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 2400, SAO PAULO","[-23.7516401802915, -46.6894205802915]"
466,65648,AVENIDA MORUMBI,5062,SAO PAULO,,,"AVENIDA MORUMBI, 5062, SAO PAULO","[-23.6101356802915, -46.7143833802915]"
467,65876,VIADUTO DOS TRABALHADORES,1000,BARUERI,,,"VIADUTO DOS TRABALHADORES, 1000, BARUERI","[-23.5133341802915, -46.87235258029149]"
