,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
230,37971,AVENIDA DOM PEDRO II,2990,SANTO ANDRE,,,"AVENIDA DOM PEDRO II, 2990, SANTO ANDRE","[-23.6325550802915, -46.54773518029151]"
231,38044,VIADUTO VINTE E CINCO DE MARCO,1,SAO PAULO,,,"VIADUTO VINTE E CINCO DE MARCO, 1, SAO PAULO","[-23.54984, -46.6292074]"
232,38052,AVENIDA ADELIA CHOHFI,9800,SAO PAULO,,,"AVENIDA ADELIA CHOHFI, 9800, SAO PAULO","[-23.6219449802915, -46.4794875802915]"
233,38056,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
234,38099,RUA ITAPECERICA DA SERRA,8000,SAO PAULO,,,"RUA ITAPECERICA DA SERRA, 8000, SAO PAULO","[-23.6692966, -46.65920928029149]"
235,38154,RUA STELA MARIS,172,GUARULHOS,,,"RUA STELA MARIS, 172, GUARULHOS","[-23.4795488302915, -46.5509328302915]"
236,38164,RUA MIRANDINHA,737,SAO PAULO,,,"RUA MIRANDINHA, 737, SAO PAULO","[-23.5300409802915, -46.53734788029149]"
237,38184,AVENIDA LUIZ GUSHIKEN,100,SAO PAULO,,,"AVENIDA LUIZ GUSHIKEN, 100, SAO PAULO","[-23.6725583802915, -46.7431112802915]"
238,38346,RUA MIGUEL YUNES,1,SAO PAULO,,,"RUA MIGUEL YUNES, 1, SAO PAULO","[-23.6940038802915, -46.6811599802915]"
239,38374,RUA VOLUNTARIOS DA PATRIA,3813,SAO PAULO,,,"RUA VOLUNTARIOS DA PATRIA, 3813, SAO PAULO","[-23.4883943802915, -46.62854488029149]"
240,38389,AVENIDA CAMINHO DO MAR,2455,SAO BERNARDO DO CAMPO,,,"AVENIDA CAMINHO DO MAR, 2455, SAO BERNARDO DO CAMPO","[-23.6668974802915, -46.5705200802915]"
241,38465,ESTRADA CANAL DE COCAIA,4700,SAO PAULO,,,"ESTRADA CANAL DE COCAIA, 4700, SAO PAULO","[-23.7305878802915, -46.6640490802915]"
242,38625,RUA VEREADOR JORGE DE SOUZA,2680,EMBU DAS ARTES,,,"RUA VEREADOR JORGE DE SOUZA, 2680, EMBU DAS ARTES","[-23.6574673, -46.8591989]"
243,38950,ESTACAO METRO BELEM,100,SAO PAULO,,,"ESTACAO METRO BELEM, 100, SAO PAULO","[-23.5440635802915, -46.59097358029151]"
244,39019,ALAMEDA DOM PEDRO DE ALCANTARA,1462,SAO BERNARDO DO CAMPO,,,"ALAMEDA DOM PEDRO DE ALCANTARA, 1462, SAO BERNARDO DO CAMPO","[-23.7124677302915, -46.53169758029149]"
245,39020,ESTRADA DOS ALVARENGAS,495,SAO BERNARDO DO CAMPO,,,"ESTRADA DOS ALVARENGAS, 495, SAO BERNARDO DO CAMPO","[-23.7296588802915, -46.5783548802915]"
246,39096,AVENIDA SAO JOSE,826,OSASCO,,,"AVENIDA SAO JOSE, 826, OSASCO","[-23.5172331802915, -46.76811998029149]"
247,39477,AVENIDA VEREADOR JOAO DE LUCA,100,SAO PAULO,,,"AVENIDA VEREADOR JOAO DE LUCA, 100, SAO PAULO","[-23.6464494802915, -46.67339528029149]"
248,39491,RUA ORATORIO,1587,SANTO ANDRE,,,"RUA ORATORIO, 1587, SANTO ANDRE","[-23.6390277302915, -46.5194375802915]"
249,40594,RUA RUI BARBOSA,226,SAO PAULO,,,"RUA RUI BARBOSA, 226, SAO PAULO","[-23.5588707302915, -46.6471765802915]"
250,40636,AVENIDA ISRAEL,0,FRANCO DA ROCHA,,,"AVENIDA ISRAEL, 0, FRANCO DA ROCHA","[-23.3133359802915, -46.7228429802915]"
251,40827,ESTRADA ITAQUERA GUAIANAZES,2421,SAO PAULO,,,"ESTRADA ITAQUERA GUAIANAZES, 2421, SAO PAULO","[-23.5426243802915, -46.4267825802915]"
252,41003,RUA MONTEIRO LOBATO,2,ITAPECERICA DA SERRA,,,"RUA MONTEIRO LOBATO, 2, ITAPECERICA DA SERRA","[-23.7477622802915, -46.79537498029149]"
253,41261,AVENIDA CORONEL BERTOLDO,100,SANTA ISABEL,,,"AVENIDA CORONEL BERTOLDO, 100, SANTA ISABEL","[-23.3216099802915, -46.2276868802915]"
254,41299,RUA LEON,3624,SAO BERNARDO DO CAMPO,,,"RUA LEON, 3624, SAO BERNARDO DO CAMPO","[-23.7203248802915, -46.57390098029149]"
255,41304,AVENIDA DOS ESTADOS,1341,SANTO ANDRE,,,"AVENIDA DOS ESTADOS, 1341, SANTO ANDRE","[-23.62154858029151, -46.5432324802915]"
256,41612,AVENIDA PIRAPORINHA,100,SAO BERNARDO DO CAMPO,,,"AVENIDA PIRAPORINHA, 100, SAO BERNARDO DO CAMPO","[-23.6910707802915, -46.56887698029149]"
257,41626,RUA AMARAL GURGEL,499,SAO PAULO,,,"RUA AMARAL GURGEL, 499, SAO PAULO","[-23.5475388802915, -46.6489388802915]"
258,41680,VIELA URGA,144,GUARULHOS,,,"VIELA URGA, 144, GUARULHOS","[-23.4107130802915, -46.4012842802915]"
259,41711,RUA MARECHAL LEITAO DE CARVALHO,483,SAO PAULO,,,"RUA MARECHAL LEITAO DE CARVALHO, 483, SAO PAULO","[-23.5172687802915, -46.63594498029149]"
260,41725,AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS,90,SAO PAULO,,,"AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS, 90, SAO PAULO","[-23.7444186802915, -46.6940086802915]"
261,41821,AVENIDA LIONS,1,SAO BERNARDO DO CAMPO,,,"AVENIDA LIONS, 1, SAO BERNARDO DO CAMPO","[-23.6668841802915, -46.5716026802915]"
