,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
180,31658,AVENIDA REBOUCAS,10,SAO PAULO,,,"AVENIDA REBOUCAS, 10, SAO PAULO","[-23.5750257, -46.6983054]"
181,31719,AVENIDA GUARAPIRANGA,4135,SAO PAULO,,,"AVENIDA GUARAPIRANGA, 4135, SAO PAULO","[-23.7375186802915, -46.7000798802915]"
182,31821,AVENIDA SPORT CLUB CORINTIANS PAULISTA,1708,OSASCO,,,"AVENIDA SPORT CLUB CORINTIANS PAULISTA, 1708, OSASCO","[-23.5425796802915, -46.7896399802915]"
183,31853,RUA PIRATININGA,800,SAO CAETANO DO SUL,,,"RUA PIRATININGA, 800, SAO CAETANO DO SUL","[-23.6221539802915, -46.5591336802915]"
184,31885,ESTRADA DA BARONESA,893,SAO PAULO,,,"ESTRADA DA BARONESA, 893, SAO PAULO","[-23.7164134802915, -46.7791430802915]"
185,31954,VIADUTO MINISTRO ALIOMAR BALEEIRO,100,SAO PAULO,,,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 100, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
186,32159,AVENIDA DONA BELMIRA MARIN,48,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 48, SAO PAULO","[-23.7348636802915, -46.69924768029149]"
187,32247,AVENIDA SARGENTO GERALDO SANTANA,1628,SAO PAULO,,,"AVENIDA SARGENTO GERALDO SANTANA, 1628, SAO PAULO","[-23.6665272802915, -46.68001288029149]"
188,32264,RUA ORATORIO,3774,SANTO ANDRE,,,"RUA ORATORIO, 3774, SANTO ANDRE","[-23.6281590802915, -46.5043799802915]"
189,32341,AVENIDA PARADA PINTO,2035,SAO PAULO,,,"AVENIDA PARADA PINTO, 2035, SAO PAULO","[-23.4723762802915, -46.6524763802915]"
190,32395,ESTRADA DO M'BOI MIRIM,8659,SAO PAULO,,,"ESTRADA DO M'BOI MIRIM, 8659, SAO PAULO","[-23.7176109302915, -46.7843925302915]"
191,32472,RUA PEDRO ESCOBAR,614,SAO PAULO,,,"RUA PEDRO ESCOBAR, 614, SAO PAULO","[-23.7522841302915, -46.6674885802915]"
192,32872,AVENIDA JOAO PAULO PRIMEIRO,1702,SAO PAULO,,,"AVENIDA JOAO PAULO PRIMEIRO, 1702, SAO PAULO","[-23.4804386802915, -46.6867289802915]"
193,32890,ACESSO RUA DOUTOR LUIS AIRES,2199,SAO PAULO,,,"ACESSO RUA DOUTOR LUIS AIRES, 2199, SAO PAULO","[-23.5424436802915, -46.48523728029149]"
