,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
2750,367670,PARQUE RAPOSO TAVARES,1617,SAO PAULO,,,"PARQUE RAPOSO TAVARES, 1617, SAO PAULO","[-23.5901984802915, -46.75720843029149]"
2751,367696,RUA ZACARIAS DE GOES,628,SAO PAULO,,,"RUA ZACARIAS DE GOES, 628, SAO PAULO","[-23.6288469802915, -46.67612888029149]"
2752,367867,VIADUTO SAO CARLOS,100,SAO PAULO,,,"VIADUTO SAO CARLOS, 100, SAO PAULO","[-23.5681163802915, -46.6042162802915]"
2753,368140,AVENIDA CORIFEU DE AZEVEDO MARQUES,3200,SAO PAULO,,,"AVENIDA CORIFEU DE AZEVEDO MARQUES, 3200, SAO PAULO","[-23.5699685802915, -46.7431107802915]"
2754,368414,Rodovia dos Imigrantes,19,DIADEMA,,,"Rodovia dos Imigrantes, 19, DIADEMA","[-23.73967128029151, -46.60276058029151]"
2755,368459,ACESSO PARA RUA ENGENHEIRO LEON PSANGUEVICHI,100,COTIA,,,"ACESSO PARA RUA ENGENHEIRO LEON PSANGUEVICHI, 100, COTIA","[-23.6060172802915, -46.9269145802915]"
2756,368511,RUA FUNCHAL,651,SAO PAULO,,,"RUA FUNCHAL, 651, SAO PAULO","[-23.5976616302915, -46.6918089802915]"
2757,368517,AVENIDA JOAO DE ANDRADE,1800,OSASCO,,,"AVENIDA JOAO DE ANDRADE, 1800, OSASCO","[-23.5632038802915, -46.80036318029151]"
2758,368620,ESTRADA DOS ALVARENGAS,6015,SAO BERNARDO DO CAMPO,,,"ESTRADA DOS ALVARENGAS, 6015, SAO BERNARDO DO CAMPO","[-23.7419932802915, -46.5992908802915]"
2759,368827,ESTRADA DO PEDROSO,1306,SANTO ANDRE,,,"ESTRADA DO PEDROSO, 1306, SANTO ANDRE","[-23.7102733802915, -46.5035599802915]"
2760,368828,"METRO CAPAO REDONDO  AVENIDA CARLOS CALDEIRA FILHO, 4",100,SAO PAULO,,,"METRO CAPAO REDONDO  AVENIDA CARLOS CALDEIRA FILHO, 4, 100, SAO PAULO","[-23.6607035802915, -46.7694425802915]"
2761,368853,VIADUTO DOS TRABALHADORES,1,BARUERI,,,"VIADUTO DOS TRABALHADORES, 1, BARUERI","[-23.5123878802915, -46.8733571302915]"
2762,369217,RUA PAULINO VITAL DE MORAIS,3947,SAO PAULO,,,"RUA PAULINO VITAL DE MORAIS, 3947, SAO PAULO","[-23.6646419, -46.7671967]"
2763,369370,AVENIDA PADRE JOSE MARIA,10,SAO PAULO,,,"AVENIDA PADRE JOSE MARIA, 10, SAO PAULO","[-23.6551028802915, -46.70854338029149]"
2764,369397,Rodovia dos Imigrantes,16,DIADEMA,,,"Rodovia dos Imigrantes, 16, DIADEMA","[-23.6525137802915, -46.6352914802915]"
2765,369591,AVENIDA RIO DAS PEDRAS,0,SAO PAULO,,,"AVENIDA RIO DAS PEDRAS, 0, SAO PAULO","[-23.5845949802915, -46.4932929802915]"
2766,369776,AVENIDA JACUPESSEGO,500,SAO PAULO,,,"AVENIDA JACUPESSEGO, 500, SAO PAULO","[-23.5474359802915, -46.4866889802915]"
2767,369952,RUA TIRADENTES,1599,DIADEMA,,,"RUA TIRADENTES, 1599, DIADEMA","[-23.6887453, -46.6168462]"
2768,370317,PRACA GEOVANE BREDA,1876,SAO BERNARDO DO CAMPO,,,"PRACA GEOVANE BREDA, 1876, SAO BERNARDO DO CAMPO","[-23.7249664802915, -46.5762830802915]"
2769,370354,RUA DOS MUTIRANTES,0,SAO PAULO,,,"RUA DOS MUTIRANTES, 0, SAO PAULO","[-23.6715279802915, -46.7795391802915]"
2770,370416,Rua Hungria,613,SAO PAULO,,,"Rua Hungria, 613, SAO PAULO","[-23.5842731802915, -46.6931191802915]"
2771,370493,AVENIDA HEBE CAMARGO,160,SAO PAULO,,,"AVENIDA HEBE CAMARGO, 160, SAO PAULO","[-23.6165803802915, -46.7226563802915]"
2772,370532,"AVENIDA DOS BANDEIRANTES  AV DOS BANDEIRANTES, SAO P",294,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES  AV DOS BANDEIRANTES, SAO P, 294, SAO PAULO","[-23.5987658802915, -46.69176908029151]"
2773,370544,VIADUTO JULIO MESQUITA FILHO,10,SAO PAULO,,,"VIADUTO JULIO MESQUITA FILHO, 10, SAO PAULO","[-23.5568054802915, -46.6428700802915]"
2774,370566,RUA MELO FREIRE,0,SAO PAULO,,,"RUA MELO FREIRE, 0, SAO PAULO","[-23.5380549802915, -46.55907698029149]"
2775,370712,RUA VICTORIO SANTIM,645,SAO PAULO,,,"RUA VICTORIO SANTIM, 645, SAO PAULO","[-23.5427499302915, -46.4529601302915]"
2776,370720,VIADUTO JULIO DE MESQUITA FILHO  VIADUTO JULIO DE,234,SAO PAULO,,,"VIADUTO JULIO DE MESQUITA FILHO  VIADUTO JULIO DE, 234, SAO PAULO","[-23.5518325802915, -46.6477800802915]"
2777,370732,RUA MELO FREIRE,1000,SAO PAULO,,,"RUA MELO FREIRE, 1000, SAO PAULO","[-23.5440699, -46.5812872]"
2778,370786,AVENIDA DO CURSINO,1366,SAO PAULO,,,"AVENIDA DO CURSINO, 1366, SAO PAULO","[-23.6158698802915, -46.6188240802915]"
2779,370985,RUA FERNANDES MOREIRA,100,SAO PAULO,,,"RUA FERNANDES MOREIRA, 100, SAO PAULO","[-23.6369041802915, -46.6976901802915]"
2780,371152,AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS,3298,SAO PAULO,,,"AVENIDA ANTONIO CARLOS BENJAMIM DOS SANTOS, 3298, SAO PAULO","[-23.7680572802915, -46.69923418029149]"
2781,371251,ACESSO SALIM FARAH MALUF,2400,SAO PAULO,,,"ACESSO SALIM FARAH MALUF, 2400, SAO PAULO","[-23.5532298802915, -46.57920488029149]"
2782,371272,AVENIDA BRIGADEIRO FARIA LIMA,1663,SAO PAULO,,,"AVENIDA BRIGADEIRO FARIA LIMA, 1663, SAO PAULO","[-23.5731876802915, -46.6909047302915]"
2783,371347,ACESSO AVENIDA SANTOS DUMONT,1,SAO PAULO,,,"ACESSO AVENIDA SANTOS DUMONT, 1, SAO PAULO","[-23.5075575802915, -46.6292556802915]"
2784,371540,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,100,GUARULHOS,,,"ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI, 100, GUARULHOS","[-23.4736300802915, -46.42469018029149]"
2785,371776,AVENIDA NOSSA SENHORA DO SABARA,1846,SAO PAULO,,,"AVENIDA NOSSA SENHORA DO SABARA, 1846, SAO PAULO","[-23.67269228029151, -46.6896527802915]"
2786,371837,AVENIDA PARADA PINTO,100,SAO PAULO,,,"AVENIDA PARADA PINTO, 100, SAO PAULO","[-23.47433348029151, -46.6682451802915]"
2787,371963,AVENIDA DEPUTADO EMILIO CARLOS,100,CARAPICUIBA,,,"AVENIDA DEPUTADO EMILIO CARLOS, 100, CARAPICUIBA","[-23.5194505802915, -46.83911528029151]"
2788,372224,AVENIDA MARGINAL DO RIBEIRAO,5600,CARAPICUIBA,,,"AVENIDA MARGINAL DO RIBEIRAO, 5600, CARAPICUIBA","[-23.5681549802915, -46.8314420302915]"
2789,372233,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU",0,SAO PAULO,,,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU, 0, SAO PAULO","[-23.6596792802915, -46.69972188029149]"
2790,372455,AVENIDA DONA BELMIRA MARIN,318,SAO PAULO,,,"AVENIDA DONA BELMIRA MARIN, 318, SAO PAULO","[-23.7360683802915, -46.6974017802915]"
2791,373228,RUA CONSELHEIRO MOREIRA DE BARROS,4182,SAO PAULO,,,"RUA CONSELHEIRO MOREIRA DE BARROS, 4182, SAO PAULO","[-23.4743849802915, -46.6514438802915]"
2792,373278,"PRACA SAMUEL SABATINI  PRACA SAMUEL SABATINI, SAO",150,SAO BERNARDO DO CAMPO,,,"PRACA SAMUEL SABATINI  PRACA SAMUEL SABATINI, SAO, 150, SAO BERNARDO DO CAMPO","[-23.6934394802915, -46.5531069802915]"
2793,373280,AVENIDA GUARAPIRANGA,100,SAO PAULO,,,"AVENIDA GUARAPIRANGA, 100, SAO PAULO","[-23.6707923802915, -46.73545898029151]"
2794,373301,RUA HEITOR DA CUNHA BRAGA,1305,BIRITIBA MIRIM,,,"RUA HEITOR DA CUNHA BRAGA, 1305, BIRITIBA MIRIM","[-23.5929941802915, -46.04939988029151]"
2795,373317,AVENIDA DOUTOR ASSIS RIBEIRO,1,SAO PAULO,,,"AVENIDA DOUTOR ASSIS RIBEIRO, 1, SAO PAULO","[-23.5109779802915, -46.5517172802915]"
2796,373477,RUA IBIZA,1,SAO PAULO,,,"RUA IBIZA, 1, SAO PAULO","[-23.68025218029151, -46.73586348029149]"
2797,373499,MOGIDUTRA,77,MOGI DAS CRUZES,,,"MOGIDUTRA, 77, MOGI DAS CRUZES","[-23.4280946802915, -46.2814144802915]"
2798,373549,AVENIDA GUPE,10767,BARUERI,,,"AVENIDA GUPE, 10767, BARUERI","[-23.5104915802915, -46.9058858802915]"
2799,373684,PONTE DO SOCORRO,45,SAO PAULO,,,"PONTE DO SOCORRO, 45, SAO PAULO","[-23.6667943802915, -46.71230738029149]"
