,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
600,79628,AVENIDA PRESIDENTE TANCREDO NEVES,2001,SAO PAULO,,,"AVENIDA PRESIDENTE TANCREDO NEVES, 2001, SAO PAULO","[-23.6184570802915, -46.6105392802915]"
601,79705,ESTACAO METRO CONCEICAO,150,SAO PAULO,,,"ESTACAO METRO CONCEICAO, 150, SAO PAULO","[-23.6475446802915, -46.6421314802915]"
602,79732,AVENIDA DOS AUTONOMISTAS,3160,OSASCO,,,"AVENIDA DOS AUTONOMISTAS, 3160, OSASCO","[-23.5363375802915, -46.7838002802915]"
603,79733,ACESSO AVENIDA ELIAS YAZBEK,926,EMBU DAS ARTES,,,"ACESSO AVENIDA ELIAS YAZBEK, 926, EMBU DAS ARTES","[-23.6559389802915, -46.8527692802915]"
604,79950,AVENIDA DOS BANDEIRANTES,2098,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 2098, SAO PAULO","[-23.6096717802915, -46.6786238802915]"
605,79974,AVENIDA JOSE PINHEIRO BORGES,10,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
606,80086,ESTRADA PIRAJUSSARA VALO VELHO,4300,SAO PAULO,,,"ESTRADA PIRAJUSSARA VALO VELHO, 4300, SAO PAULO","[-23.6505294, -46.7929041]"
607,80423,RUA ZIKE TUMA,1224,SAO PAULO,,,"RUA ZIKE TUMA, 1224, SAO PAULO","[-23.6856471802915, -46.6712171802915]"
608,80635,RUA MIGUEL NUNES,100,SAO PAULO,,,"RUA MIGUEL NUNES, 100, SAO PAULO","[-23.6956045802915, -46.6712900802915]"
609,80827,RUA ARLEY GILBERTO DE ARAUJO,0,SAO PAULO,,,"RUA ARLEY GILBERTO DE ARAUJO, 0, SAO PAULO","[-23.4451927802915, -46.5791852802915]"
610,80889,RUA JOSE MANOEL NICOLI,2683,EMBU DAS ARTES,,,"RUA JOSE MANOEL NICOLI, 2683, EMBU DAS ARTES","[-23.6844391802915, -46.80368378029149]"
611,80908,AVENIDA JOAO PAULO PRIMEIRO,84,SAO PAULO,,,"AVENIDA JOAO PAULO PRIMEIRO, 84, SAO PAULO","[-23.4778026802915, -46.6860501802915]"
612,80977,ESTRADA DO CAMPO LIMPO,3676,SAO PAULO,,,"ESTRADA DO CAMPO LIMPO, 3676, SAO PAULO","[-23.6318634802915, -46.7716120802915]"
613,80991,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
614,81183,RUA DOM TOMAS DE NORONHA,300,SAO PAULO,,,"RUA DOM TOMAS DE NORONHA, 300, SAO PAULO","[-23.4533046802915, -46.6835108802915]"
615,81553,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,6135,SAO PAULO,,,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 6135, SAO PAULO","[-23.5943942802915, -46.54125448029149]"
616,81575,PRACA ANIBAL GUEDES,100,SANTO ANDRE,,,"PRACA ANIBAL GUEDES, 100, SANTO ANDRE","[-23.6418155802915, -46.5096623802915]"
617,81604,AVENIDA SEBASTIAO DAVINO DOS REIS,1015,BARUERI,,,"AVENIDA SEBASTIAO DAVINO DOS REIS, 1015, BARUERI","[-23.4968460802915, -46.86869048029149]"
618,81617,RUA NAZARE PAULISTA,3713,GUARULHOS,,,"RUA NAZARE PAULISTA, 3713, GUARULHOS","[-23.4264149302915, -46.4975711802915]"
619,81627,AVENIDA FORTE DO LEME,1631,SAO PAULO,,,"AVENIDA FORTE DO LEME, 1631, SAO PAULO","[-23.6101422802915, -46.4672077802915]"
620,81650,AVENIDA VISCONDE DE NOVA GRANADA,2,OSASCO,,,"AVENIDA VISCONDE DE NOVA GRANADA, 2, OSASCO","[-23.54629498029151, -46.79048078029151]"
621,81671,RUA BELA VISTA DO PARAISO,1242,GUARULHOS,,,"RUA BELA VISTA DO PARAISO, 1242, GUARULHOS","[-23.4217435802915, -46.44328318029151]"
622,81744,AVENIDA NOSSA SENHORA DO SABARA,2225,SAO PAULO,,,"AVENIDA NOSSA SENHORA DO SABARA, 2225, SAO PAULO","[-23.6751116802915, -46.6873138802915]"
623,81957,AVENIDA PADRE ARLINDO VIEIRA,1502,SAO PAULO,,,"AVENIDA PADRE ARLINDO VIEIRA, 1502, SAO PAULO","[-23.6352945802915, -46.6070502802915]"
624,82164,RUA AMERICA DO SUL,615,ITAPECERICA DA SERRA,,,"RUA AMERICA DO SUL, 615, ITAPECERICA DA SERRA","[-23.7112455802915, -46.86008428029151]"
