,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
2650,351686,AVENIDA ORDEM E PROGRESSO,798,SAO PAULO,,,"AVENIDA ORDEM E PROGRESSO, 798, SAO PAULO","[-23.5156175802915, -46.6680302802915]"
2651,351718,ACESSO  MARIO COVAS,93,SAO PAULO,,,"ACESSO  MARIO COVAS, 93, SAO PAULO","[-23.5631487802915, -46.67606628029149]"
2652,351787,PARQUE DOM PEDRO  CENTRO  PARQUE DOM PEDRO  CEN,100,SAO PAULO,,,"PARQUE DOM PEDRO  CENTRO  PARQUE DOM PEDRO  CEN, 100, SAO PAULO","[-23.5459023802915, -46.6321889802915]"
2653,351804,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,0,SAO PAULO,,,"HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P, 0, SAO PAULO","[-23.7307991802915, -46.6920118802915]"
2654,352292,ACESSO  MARIO COVAS,100,SAO PAULO,,,"ACESSO  MARIO COVAS, 100, SAO PAULO","[-23.5073879302915, -46.3691010302915]"
2655,352748,PRACA GEOVANE BREDA,200,SAO BERNARDO DO CAMPO,,,"PRACA GEOVANE BREDA, 200, SAO BERNARDO DO CAMPO","[-23.7265902802915, -46.57653338029149]"
2656,352828,AVENIDA DO ESTADO,8766,SAO PAULO,,,"AVENIDA DO ESTADO, 8766, SAO PAULO","[-23.58572038029151, -46.6006532802915]"
2657,352943,AVENIDA VINTE E TRES DE MAIO,1300,SAO PAULO,,,"AVENIDA VINTE E TRES DE MAIO, 1300, SAO PAULO","[-23.5824287802915, -46.6513636802915]"
2658,353231,RUA ORESTES BARBOSA,153,SAO PAULO,,,"RUA ORESTES BARBOSA, 153, SAO PAULO","[-23.6899799802915, -46.6796946802915]"
2659,353332,ACESSO  MARIO COVAS,24,SAO PAULO,,,"ACESSO  MARIO COVAS, 24, SAO PAULO","[-23.5963019802915, -46.81192303029149]"
2660,353355,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
2661,353384,ACESSO SALIM FARAH MALUF,2500,SAO PAULO,,,"ACESSO SALIM FARAH MALUF, 2500, SAO PAULO","[-23.5509965802915, -46.58061438029149]"
2662,353570,AVENIDA FRANCISCO RODRIGUES FILHO,1,MOGI DAS CRUZES,,,"AVENIDA FRANCISCO RODRIGUES FILHO, 1, MOGI DAS CRUZES","[-23.5206771802915, -46.19694318029151]"
2663,353573,RUA CAPITAO JOSE GALO,1364,RIBEIRAO PIRES,,,"RUA CAPITAO JOSE GALO, 1364, RIBEIRAO PIRES","[-23.7037096802915, -46.4269619802915]"
2664,353745,Rodovia dos Imigrantes,12,SAO PAULO,,,"Rodovia dos Imigrantes, 12, SAO PAULO","[-23.6057501802915, -46.6276209802915]"
2665,353769,ESTRADA DA RESSACA,1,EMBU DAS ARTES,,,"ESTRADA DA RESSACA, 1, EMBU DAS ARTES","[-23.6741339802915, -46.88459828029149]"
2666,353780,RUA ORLANDO CHIODI,100,SAO PAULO,,,"RUA ORLANDO CHIODI, 100, SAO PAULO","[-23.60233528029151, -46.5147447802915]"
2667,353821,TERMINAL SACOMA  RUA BOM PASTOR 3000,0,SAO PAULO,,,"TERMINAL SACOMA  RUA BOM PASTOR 3000, 0, SAO PAULO","[-23.6044168802915, -46.60402828029149]"
2668,353843,Rodovia dos Imigrantes,1,SAO PAULO,,,"Rodovia dos Imigrantes, 1, SAO PAULO","[-23.6448889802915, -46.63075428029149]"
2669,354353,RUA ALFREDO PUJOL,0,SAO PAULO,,,"RUA ALFREDO PUJOL, 0, SAO PAULO","[-23.5026305802915, -46.6406815802915]"
2670,354642,AVENIDA BARAO DE MAUA,1891,MAUA,,,"AVENIDA BARAO DE MAUA, 1891, MAUA","[-23.6663449802915, -46.44606228029149]"
2671,354704,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,2245,SAO PAULO,,,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 2245, SAO PAULO","[-23.5838746802915, -46.5718115802915]"
2672,354820,AVENIDA ROBERT KENNEDY,4000,SAO PAULO,,,"AVENIDA ROBERT KENNEDY, 4000, SAO PAULO","[-23.7250247802915, -46.57605178029149]"
2673,355127,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,1,GUARULHOS,,,"ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI, 1, GUARULHOS","[-23.4737422802915, -46.4246400802915]"
2674,355144,ACESSO AVENIDA GIOVANNI GRONCHI,1,SAO PAULO,,,"ACESSO AVENIDA GIOVANNI GRONCHI, 1, SAO PAULO","[-23.6009218802915, -46.7226977802915]"
2675,355147,Rodovia Régis Bittencourt,93,TABOAO DA SERRA,,,"Rodovia Régis Bittencourt, 93, TABOAO DA SERRA","[-23.6099561802915, -46.75540048029149]"
2676,355167,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,10,SAO PAULO,,,"ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ, 10, SAO PAULO","[-23.5470592802915, -46.6325507802915]"
2677,355236,AVENIDA PRESTES MAIA,700,SAO PAULO,,,"AVENIDA PRESTES MAIA, 700, SAO PAULO","[-23.5399893802915, -46.63487748029149]"
2678,355498,ESTRADA DA BARONESA,1695,SAO PAULO,,,"ESTRADA DA BARONESA, 1695, SAO PAULO","[-23.6993009802915, -46.76730243029149]"
2679,355547,AVENIDA DOUTOR ANTONIO MARIA LAET,100,SAO PAULO,,,"AVENIDA DOUTOR ANTONIO MARIA LAET, 100, SAO PAULO","[-23.4818595802915, -46.60505298029151]"
2680,355771,PARQUE RAPOSO TAVARES,26,SAO PAULO,,,"PARQUE RAPOSO TAVARES, 26, SAO PAULO","[-23.58963898029151, -46.75717588029149]"
2681,356537,AVENIDA DOS OURIVES,100,SAO PAULO,,,"AVENIDA DOS OURIVES, 100, SAO PAULO","[-23.6553594802915, -46.6141414802915]"
2682,356622,AVENIDA PIRACEMA,600,BARUERI,,,"AVENIDA PIRACEMA, 600, BARUERI","[-23.5062536802915, -46.83363218029151]"
2683,356949,COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR,1,SAO PAULO,,,"COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR, 1, SAO PAULO","[-23.5891434, -46.6681199]"
2684,357040,ACESSO SALIM FARAH MALUF,1,SAO PAULO,,,"ACESSO SALIM FARAH MALUF, 1, SAO PAULO","[-23.5307888802915, -46.5858580802915]"
2685,357177,RUA ARQUITETO JAIME FONSECA RODRIGUES,203,SAO PAULO,,,"RUA ARQUITETO JAIME FONSECA RODRIGUES, 203, SAO PAULO","[-23.5537748802915, -46.70745738029149]"
2686,357202,AVENIDA JACUPESSEGO,100,SAO PAULO,,,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2687,357221,"CEMITERIO MUNICIPAL ALVARO QUINTERO VIEIRA  S/N,",774,BARUERI,,,"CEMITERIO MUNICIPAL ALVARO QUINTERO VIEIRA  S/N,, 774, BARUERI","[-23.5150016802915, -46.8784771802915]"
2688,357540,RUA PASQUALE GALUPI,0,SAO PAULO,,,"RUA PASQUALE GALUPI, 0, SAO PAULO","[-23.6097284802915, -46.72678498029149]"
2689,357544,AVENIDA JACUPESSEGO,100,SAO PAULO,,,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2690,357757,AVENIDA SANTO AMARO,5241,SAO PAULO,,,"AVENIDA SANTO AMARO, 5241, SAO PAULO","[-23.6299645802915, -46.6901356802915]"
2691,358029,AVENIDA ITALO ADAMI,1,ITAQUAQUECETUBA,,,"AVENIDA ITALO ADAMI, 1, ITAQUAQUECETUBA","[-23.4822936802915, -46.3541592802915]"
2692,358155,RUA GALIA,477,CARAPICUIBA,,,"RUA GALIA, 477, CARAPICUIBA","[-23.5321585802915, -46.85253268029149]"
