,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
2350,309727,AVENIDA BENEDITA FRANCO DA VEIGA,100,MAUA,,,"AVENIDA BENEDITA FRANCO DA VEIGA, 100, MAUA","[-23.6652798802915, -46.43264308029149]"
2351,309892,AVENIDA OSVALDO VALLE CORDEIRO,1,SAO PAULO,,,"AVENIDA OSVALDO VALLE CORDEIRO, 1, SAO PAULO","[-23.56243228029151, -46.4846502802915]"
2352,310025,ESTRADA DOS ALVARENGAS,4578,SAO BERNARDO DO CAMPO,,,"ESTRADA DOS ALVARENGAS, 4578, SAO BERNARDO DO CAMPO","[-23.7368324802915, -46.58942108029149]"
2353,310027,AVENIDA ANTONELO DA MESSINA,3770,SAO PAULO,,,"AVENIDA ANTONELO DA MESSINA, 3770, SAO PAULO","[-23.4569114, -46.5909278]"
2354,310136,AVENIDA REBOUCAS,100,SAO PAULO,,,"AVENIDA REBOUCAS, 100, SAO PAULO","[-23.5750257, -46.6983054]"
2355,310196,AVENIDA CONDE DE FRONTIN,1,SAO PAULO,,,"AVENIDA CONDE DE FRONTIN, 1, SAO PAULO","[-23.5382193802915, -46.55960118029149]"
2356,310584,AVENIDA UNIVERSITARIO,10,SANTANA DE PARNAIBA,,,"AVENIDA UNIVERSITARIO, 10, SANTANA DE PARNAIBA","[-23.4728627802915, -46.8725197802915]"
2357,310657,RUA SILVINO DE GODOY,0,SAO PAULO,,,"RUA SILVINO DE GODOY, 0, SAO PAULO","[-23.4813537, -46.7209566]"
2358,310698,Rodovia dos Imigrantes,20,DIADEMA,,,"Rodovia dos Imigrantes, 20, DIADEMA","[-23.6528605302915, -46.6354465302915]"
2359,310706,VIADUTO BRESSER,10,SAO PAULO,,,"VIADUTO BRESSER, 10, SAO PAULO","[-23.5457594802915, -46.60690058029149]"
2360,310764,AVENIDA YOJIRO TAKAOKA,100,SANTANA DE PARNAIBA,,,"AVENIDA YOJIRO TAKAOKA, 100, SANTANA DE PARNAIBA","[-23.4651985802915, -46.8794011802915]"
2361,310765,RUA DOS MERCANTEIS,834,SAO PAULO,,,"RUA DOS MERCANTEIS, 834, SAO PAULO","[-23.6742575802915, -46.7803296802915]"
2362,310911,ALAMEDA ARAGUAIA,99,BARUERI,,,"ALAMEDA ARAGUAIA, 99, BARUERI","[-23.5011519802915, -46.8609867802915]"
2363,310916,ESTRADA DO PORTAO DA RONDA,2950,SUZANO,,,"ESTRADA DO PORTAO DA RONDA, 2950, SUZANO","[-23.5107379802915, -46.28430958029149]"
2364,311264,RUA IGUASSU,0,SAO CAETANO DO SUL,,,"RUA IGUASSU, 0, SAO CAETANO DO SUL","[-23.6483489802915, -46.5685989802915]"
2365,311267,PONTE PRESIDENTE DUTRA,739,SAO PAULO,,,"PONTE PRESIDENTE DUTRA, 739, SAO PAULO","[-23.4468514802915, -46.4525598802915]"
