,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
1850,252796,RUA FRANCISCO MARENGO,1675,SAO PAULO,,,"RUA FRANCISCO MARENGO, 1675, SAO PAULO","[-23.5532637802915, -46.5579970802915]"
1851,252807,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,10232,SAO PAULO,,,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 10232, SAO PAULO","[-23.4530273802915, -46.7205756802915]"
1852,253189,ESTRADA DO PEDROSO,100,SANTO ANDRE,,,"ESTRADA DO PEDROSO, 100, SANTO ANDRE","[-23.7004763802915, -46.50599538029149]"
1853,253284,RUA JOSE RAMON URTIZA,100,SAO PAULO,,,"RUA JOSE RAMON URTIZA, 100, SAO PAULO","[-23.6388097802915, -46.73769498029149]"
1854,253576,AVENIDA DO RIO PEQUENO,805,SAO PAULO,,,"AVENIDA DO RIO PEQUENO, 805, SAO PAULO","[-23.5680238802915, -46.7544383802915]"
1855,253732,AVENIDA EDUARDO PEREIRA RAMOS,126,SAO PAULO,,,"AVENIDA EDUARDO PEREIRA RAMOS, 126, SAO PAULO","[-23.6893458802915, -46.6679796802915]"
1856,253749,ESTRADA DOS ALVARENGAS,100,SAO BERNARDO DO CAMPO,,,"ESTRADA DOS ALVARENGAS, 100, SAO BERNARDO DO CAMPO","[-23.7388451802915, -46.63280328029149]"
1857,253989,TRAVESSA TERRA TOMBADA,100,SAO PAULO,,,"TRAVESSA TERRA TOMBADA, 100, SAO PAULO","[-23.6127887802915, -46.4522026802915]"
1858,254047,AVENIDA PAPA JOAO PAULO I,0,GUARULHOS,,,"AVENIDA PAPA JOAO PAULO I, 0, GUARULHOS","[-23.42879748029151, -46.41142678029149]"
1859,254063,Rodovia Índio-Tibiriçá,100,SUZANO,,,"Rodovia Índio-Tibiriçá, 100, SUZANO","[-23.6050816802915, -46.3117895802915]"
1860,254117,Avenida das Nações Unidas,385,SAO PAULO,,,"Avenida das Nações Unidas, 385, SAO PAULO","[-23.6304507802915, -46.71404698029149]"
1861,254188,AVENIDA ROTARY,84,DIADEMA,,,"AVENIDA ROTARY, 84, DIADEMA","[-23.7015577802915, -46.6140409802915]"
1862,254355,Rodovia Presidente Dutra,224,SAO PAULO,,,"Rodovia Presidente Dutra, 224, SAO PAULO","[-23.4177411802915, -46.3740829802915]"
1863,254586,AVENIDA PRESIDENTE WILSON,6741,SAO CAETANO DO SUL,,,"AVENIDA PRESIDENTE WILSON, 6741, SAO CAETANO DO SUL","[-23.60556443029151, -46.5828606802915]"
1864,254614,Rodovia dos Bandeirantes,13,SAO PAULO,,,"Rodovia dos Bandeirantes, 13, SAO PAULO","[-23.4820610802915, -46.73916568029149]"
1865,254795,ACESSO RUA SAO TEODORO,577,SAO PAULO,,,"ACESSO RUA SAO TEODORO, 577, SAO PAULO","[-23.5554882802915, -46.4564526802915]"
1866,254957,ESTRADA SANTA INES,3,SAO PAULO,,,"ESTRADA SANTA INES, 3, SAO PAULO","[-23.4261805802915, -46.6627094802915]"
1867,255220,ACESSO AVENIDA REBOUCAS,100,SAO PAULO,,,"ACESSO AVENIDA REBOUCAS, 100, SAO PAULO","[-23.5750257, -46.6983054]"
1868,255250,AVENIDA ROQUE PETRONI JUNIOR,1424,SAO PAULO,,,"AVENIDA ROQUE PETRONI JUNIOR, 1424, SAO PAULO","[-23.6219496802915, -46.70038848029149]"
1869,255261,RUA OSVALDO COLINO,1078,OSASCO,,,"RUA OSVALDO COLINO, 1078, OSASCO","[-23.5325417802915, -46.76506988029149]"
1870,255646,AVENIDA IBIRAPUERA,3144,SAO PAULO,,,"AVENIDA IBIRAPUERA, 3144, SAO PAULO","[-23.6109994802915, -46.6697402802915]"
1871,255682,RUA JOSE FRANCISCO BRANDAO,745,SAO PAULO,,,"RUA JOSE FRANCISCO BRANDAO, 745, SAO PAULO","[-23.5917050302915, -46.39653583029149]"
1872,255734,PONTE DO LIMAO,10,SAO PAULO,,,"PONTE DO LIMAO, 10, SAO PAULO","[-23.5171690802915, -46.6681427802915]"
1873,255837,ESTRADA ITAQUERA GUAIANAZES,100,SAO PAULO,,,"ESTRADA ITAQUERA GUAIANAZES, 100, SAO PAULO","[-23.5323552802915, -46.4445874802915]"
1874,256169,RUA JOSE MARQUES RIBEIRO,10,CAJAMAR,,,"RUA JOSE MARQUES RIBEIRO, 10, CAJAMAR","[-23.3845886802915, -46.86351018029149]"
1875,256409,ACESSO MIGUEL INACIO CURI,500,SAO PAULO,,,"ACESSO MIGUEL INACIO CURI, 500, SAO PAULO","[-23.5475111802915, -46.4724283802915]"
1876,256429,ESTRADA SANTA ISABEL,735,ITAQUAQUECETUBA,,,"ESTRADA SANTA ISABEL, 735, ITAQUAQUECETUBA","[-23.4854114802915, -46.36327508029149]"
