,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
900,109590,AVENIDA JORNALISTA PAULO ZINGG,301,SAO PAULO,,,"AVENIDA JORNALISTA PAULO ZINGG, 301, SAO PAULO","[-23.4846724802915, -46.76819123029151]"
901,109599,RUA JOAO PAULO,1575,SAO PAULO,,,"RUA JOAO PAULO, 1575, SAO PAULO","[-23.4813904802915, -46.68780578029149]"
902,109655,RUA JAMIL JOAO ZARIFE,1381,GUARULHOS,,,"RUA JAMIL JOAO ZARIFE, 1381, GUARULHOS","[-23.4229019802915, -46.4908263802915]"
903,109706,RUA SALVADOR RIPOLI,2615,RIBEIRAO PIRES,,,"RUA SALVADOR RIPOLI, 2615, RIBEIRAO PIRES","[-23.6895402802915, -46.3828085802915]"
904,109719,VIADUTO DO GLICERIO,10,SAO PAULO,,,"VIADUTO DO GLICERIO, 10, SAO PAULO","[-23.5573621802915, -46.6298419802915]"
905,109728,AVENIDA SEBASTIAO DAVINO DOS REIS,999,BARUERI,,,"AVENIDA SEBASTIAO DAVINO DOS REIS, 999, BARUERI","[-23.4966764802915, -46.8690551802915]"
906,109768,ESTRADA DA BARONESA,1,SAO PAULO,,,"ESTRADA DA BARONESA, 1, SAO PAULO","[-23.6878105802915, -46.7563617802915]"
907,110009,AVENIDA NOVE DE JULHO,900,ITAPECERICA DA SERRA,,,"AVENIDA NOVE DE JULHO, 900, ITAPECERICA DA SERRA","[-23.7077723802915, -46.8548251802915]"
908,110120,RUA BUTIA,415,SAO PAULO,,,"RUA BUTIA, 415, SAO PAULO","[-23.5617201802915, -46.57332398029149]"
909,110157,AVENIDA JOAO PAULO PRIMEIRO,100,SAO PAULO,,,"AVENIDA JOAO PAULO PRIMEIRO, 100, SAO PAULO","[-23.4755795802915, -46.68571358029149]"
910,110214,AVENIDA MARIA SERVIDEI DEMARCHE,100,SAO BERNARDO DO CAMPO,,,"AVENIDA MARIA SERVIDEI DEMARCHE, 100, SAO BERNARDO DO CAMPO","[-23.7269727302915, -46.55450003029149]"
911,110695,RUA MANOEL FERREIRA PIRES,169,SAO PAULO,,,"RUA MANOEL FERREIRA PIRES, 169, SAO PAULO","[-23.5843814802915, -46.52875538029149]"
912,110944,Rodovia dos Imigrantes,100,SAO PAULO,,,"Rodovia dos Imigrantes, 100, SAO PAULO","[-23.6063009802915, -46.62784808029149]"
913,111059,AVENIDA IBIRAMA,100,TABOAO DA SERRA,,,"AVENIDA IBIRAMA, 100, TABOAO DA SERRA","[-23.6408313302915, -46.8128108302915]"
914,111084,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,5068,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 5068, SANTO ANDRE","[-23.6955682802915, -46.5076973302915]"
915,111135,ESTRADA DO MONTANHAO,4000,SAO BERNARDO DO CAMPO,,,"ESTRADA DO MONTANHAO, 4000, SAO BERNARDO DO CAMPO","[-23.75273288029151, -46.50667568029149]"
916,111247,AVENIDA YERVANT KISSAJIKIAN,1405,SAO PAULO,,,"AVENIDA YERVANT KISSAJIKIAN, 1405, SAO PAULO","[-23.6738085802915, -46.6678435802915]"
917,111332,RUA PILAR DO SUL,100,CARAPICUIBA,,,"RUA PILAR DO SUL, 100, CARAPICUIBA","[-23.5257625802915, -46.8310172802915]"
918,111363,ESTRADA DE SAO BENTO,2470,ITAQUAQUECETUBA,,,"ESTRADA DE SAO BENTO, 2470, ITAQUAQUECETUBA","[-23.4637014802915, -46.3111511802915]"
919,111595,RUA RIACHAO JACUIPE,214,GUARULHOS,,,"RUA RIACHAO JACUIPE, 214, GUARULHOS","[-23.4616343802915, -46.4284765802915]"
920,111723,AVENIDA ORLANDA BERGAMO,1032,GUARULHOS,,,"AVENIDA ORLANDA BERGAMO, 1032, GUARULHOS","[-23.4732472802915, -46.45633368029149]"
921,111727,RUA CANTAGALO,0,SAO PAULO,,,"RUA CANTAGALO, 0, SAO PAULO","[-23.5467007802915, -46.56540658029149]"
922,111882,AVENIDA PRESIDENTE JOAO GOULART,100,SAO PAULO,,,"AVENIDA PRESIDENTE JOAO GOULART, 100, SAO PAULO","[-23.7220362802915, -46.6986153802915]"
923,112093,Rodovia Professor Alfredo Rolim de Moura,0,MOGI DAS CRUZES,,,"Rodovia Professor Alfredo Rolim de Moura, 0, MOGI DAS CRUZES","[-23.5438650802915, -46.1548396802915]"
924,112179,AVENIDA BENEDITA FRANCO DA VEIGA,269,MAUA,,,"AVENIDA BENEDITA FRANCO DA VEIGA, 269, MAUA","[-23.6634092802915, -46.43211988029149]"
925,112421,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,,,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
926,112572,AVENIDA PROFESSOR FRANCISCO MORATO,3757,SAO PAULO,,,"AVENIDA PROFESSOR FRANCISCO MORATO, 3757, SAO PAULO","[-23.5941719302915, -46.73384893029149]"
927,112600,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,10,OSASCO,,,"ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA, 10, OSASCO","[-23.5283720802915, -46.79315938029149]"
928,112611,AVENIDA CONDE DE FRONTIN,0,SAO PAULO,,,"AVENIDA CONDE DE FRONTIN, 0, SAO PAULO","[-23.5344519802915, -46.53874998029149]"
929,112652,AVENIDA ESCOLA POLITECNICA,0,SAO PAULO,,,"AVENIDA ESCOLA POLITECNICA, 0, SAO PAULO","[-23.5504974802915, -46.7349876802915]"
930,112653,AVENIDA IBIRAMA,100,TABOAO DA SERRA,,,"AVENIDA IBIRAMA, 100, TABOAO DA SERRA","[-23.6408313302915, -46.8128108302915]"
931,112680,ESTRADA DO PEDROSO,100,SANTO ANDRE,,,"ESTRADA DO PEDROSO, 100, SANTO ANDRE","[-23.7004763802915, -46.50599538029149]"
932,112853,AVENIDA INAJAR DE SOUZA,0,SAO PAULO,,,"AVENIDA INAJAR DE SOUZA, 0, SAO PAULO","[-23.4967348802915, -46.6864072802915]"
933,112898,RUA FLORIDA,1254,SAO PAULO,,,"RUA FLORIDA, 1254, SAO PAULO","[-23.6111188802915, -46.6918166802915]"
934,112924,AVENIDA DOS BANDEIRANTES,5790,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 5790, SAO PAULO","[-23.6292346802915, -46.64983838029149]"
935,112990,AVENIDA GOVERNADOR CARVALHO PINTO,10,SAO PAULO,,,"AVENIDA GOVERNADOR CARVALHO PINTO, 10, SAO PAULO","[-23.5146456802915, -46.52886648029149]"
936,113001,Rodovia Anhieta,0,SAO BERNARDO DO CAMPO,,,"Rodovia Anhieta, 0, SAO BERNARDO DO CAMPO","[-23.6897320802915, -46.56530228029151]"
937,113238,ESTRADA DE ITAPECERICA,2405,SAO PAULO,,,"ESTRADA DE ITAPECERICA, 2405, SAO PAULO","[-23.6514590802915, -46.7570324302915]"
938,113274,AVENIDA SAO GUALTER,286,SAO PAULO,,,"AVENIDA SAO GUALTER, 286, SAO PAULO","[-23.5391970802915, -46.71425308029149]"
939,113276,RUA DOUTOR ABELARDO VERGUEIRO CESAR,1680,SAO PAULO,,,"RUA DOUTOR ABELARDO VERGUEIRO CESAR, 1680, SAO PAULO","[-23.6415608, -46.6735519]"
940,113365,AVENIDA DOUTOR LAURO PARENTE,1337,SAO PAULO,,,"AVENIDA DOUTOR LAURO PARENTE, 1337, SAO PAULO","[-23.6844428802915, -46.6711359802915]"
941,113368,AVENIDA DO ORATORIO,4392,SAO PAULO,,,"AVENIDA DO ORATORIO, 4392, SAO PAULO","[-23.6030915802915, -46.5331256802915]"
942,113595,Rodovia Índio-Tibiriçá,2500,RIBEIRAO PIRES,,,"Rodovia Índio-Tibiriçá, 2500, RIBEIRAO PIRES","[-23.6802438802915, -46.3552157802915]"
943,113748,RUA JOAO AMOS COMENIUS,1015,SAO PAULO,,,"RUA JOAO AMOS COMENIUS, 1015, SAO PAULO","[-23.75908058029151, -46.70619878029149]"
944,113800,Rodovia Índio-Tibiriçá,0,RIBEIRAO PIRES,,,"Rodovia Índio-Tibiriçá, 0, RIBEIRAO PIRES","[-23.6839145802915, -46.3666015802915]"
945,113806,RUA CORONEL SILVA CASTRO,184,SAO PAULO,,,"RUA CORONEL SILVA CASTRO, 184, SAO PAULO","[-23.6112644302915, -46.59567493029149]"
946,113812,AVENIDA PEREIRA BARRETO,100,SANTO ANDRE,,,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
947,114143,AVENIDA ALDA,5550,DIADEMA,,,"AVENIDA ALDA, 5550, DIADEMA","[-23.7146900802915, -46.6302519802915]"
948,114272,AVENIDA DOM PEDRO II,365,SANTO ANDRE,,,"AVENIDA DOM PEDRO II, 365, SANTO ANDRE","[-23.6534044802915, -46.5356784802915]"
949,114325,AVENIDA DO CURSINO,900,SAO PAULO,,,"AVENIDA DO CURSINO, 900, SAO PAULO","[-23.6117661802915, -46.61908778029149]"
950,114377,PARQUE DOM PEDRO II,3350,SAO PAULO,,,"PARQUE DOM PEDRO II, 3350, SAO PAULO","[-23.5469578802915, -46.63284968029151]"
951,114494,RUA PEDRO DE TOLEDO,0,SAO PAULO,,,"RUA PEDRO DE TOLEDO, 0, SAO PAULO","[-23.6002099802915, -46.64114848029149]"
952,114715,AVENIDA ELISEU DE ALMEIDA,100,SAO PAULO,,,"AVENIDA ELISEU DE ALMEIDA, 100, SAO PAULO","[-23.5769552802915, -46.71375378029149]"
953,114716,RUA MAJOR LUCIO DIAS RAMOS,381,SAO PAULO,,,"RUA MAJOR LUCIO DIAS RAMOS, 381, SAO PAULO","[-23.7692804802915, -46.6837142802915]"
954,114781,ESTRADA DO M'BOI MIRIM,8702,SAO PAULO,,,"ESTRADA DO M'BOI MIRIM, 8702, SAO PAULO","[-23.7195566802915, -46.78588038029149]"
955,114877,RUA JURUBATUBA,122,SAO BERNARDO DO CAMPO,,,"RUA JURUBATUBA, 122, SAO BERNARDO DO CAMPO","[-23.6996340802915, -46.5551485802915]"
956,114925,RUA FUNCHAL,500,SAO PAULO,,,"RUA FUNCHAL, 500, SAO PAULO","[-23.59631423029151, -46.6911337302915]"
957,115016,RUA ANTONIO DE BARROS,1155,SAO PAULO,,,"RUA ANTONIO DE BARROS, 1155, SAO PAULO","[-23.5417001802915, -46.5585810802915]"
958,115160,Rodovia Presidente Dutra,221,GUARULHOS,,,"Rodovia Presidente Dutra, 221, GUARULHOS","[-23.4177411802915, -46.3740829802915]"
959,115183,Rodovia Armando Salles,1,ITAPECERICA DA SERRA,,,"Rodovia Armando Salles, 1, ITAPECERICA DA SERRA","[-23.6910692802915, -46.8171512802915]"
960,115187,Rodovia Ayrton Senna da Silva,14.8,SAO PAULO,,,"Rodovia Ayrton Senna da Silva, 14.8, SAO PAULO","[-23.5080176, -46.552193]"
961,115244,AVENIDA ENGENHEIRO CAETANO ALVARES,100,SAO PAULO,,,"AVENIDA ENGENHEIRO CAETANO ALVARES, 100, SAO PAULO","[-23.5140031302915, -46.67183768029151]"
