,Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location
1300,165394,AVENIDA JOAO DIAS,2346,SAO PAULO,,,"AVENIDA JOAO DIAS, 2346, SAO PAULO","[-23.6458414802915, -46.72453358029149]"
1301,165591,AVENIDA VEREADOR JOSE DINIZ,1700,SAO PAULO,,,"AVENIDA VEREADOR JOSE DINIZ, 1700, SAO PAULO","[-23.6314083802915, -46.6881506802915]"
1302,165729,AVENIDA PROFESSOR FRANCISCO MORATO,3389,SAO PAULO,,,"AVENIDA PROFESSOR FRANCISCO MORATO, 3389, SAO PAULO","[-23.5919457802915, -46.7311157802915]"
1303,165736,AVENIDA AFONSO DE SAMPAIO E SOUSA,100,SAO PAULO,,,"AVENIDA AFONSO DE SAMPAIO E SOUSA, 100, SAO PAULO","[-23.5641552802915, -46.4674112802915]"
1304,166063,ESTRADA EMBU,23,COTIA,,,"ESTRADA EMBU, 23, COTIA","[-23.5996821802915, -46.85935438029149]"
1305,166223,Rodovia Castelo Branco,0,ITAPEVI,,,"Rodovia Castelo Branco, 0, ITAPEVI","[-23.5204723802915, -46.9515019802915]"
1306,166364,AVENIDA DEPUTADO EMILIO CARLOS,100,SAO PAULO,,,"AVENIDA DEPUTADO EMILIO CARLOS, 100, SAO PAULO","[-23.5048345802915, -46.6734558802915]"
1307,166396,AVENIDA NAGIB FARAH MALUF,1404,SAO PAULO,,,"AVENIDA NAGIB FARAH MALUF, 1404, SAO PAULO","[-23.5432338802915, -46.4342657802915]"
1308,166674,AVENIDA VALTER BOVERI,501,OSASCO,,,"AVENIDA VALTER BOVERI, 501, OSASCO","[-23.5676416802915, -46.79528878029149]"
1309,166777,RUA LEOPOLDO COUTO DE MAGALHAES JUNIOR,1305,SAO PAULO,,,"RUA LEOPOLDO COUTO DE MAGALHAES JUNIOR, 1305, SAO PAULO","[-23.5910451802915, -46.6865943802915]"
1310,167168,AVENIDA CONCEICAO,3323,SAO PAULO,,,"AVENIDA CONCEICAO, 3323, SAO PAULO","[-23.4968141802915, -46.5867284802915]"
1311,167198,Avenida Otaviano Alves de Lima,150,SAO PAULO,,,"Avenida Otaviano Alves de Lima, 150, SAO PAULO","[-23.5084112802915, -46.6963071802915]"
1312,167517,Rodovia Castelo Branco,0,JANDIRA,,,"Rodovia Castelo Branco, 0, JANDIRA","[-23.5147233802915, -46.9242441802915]"
1313,167524,AVENIDA TOWER AUTOMOTIVE,100,ARUJA,,,"AVENIDA TOWER AUTOMOTIVE, 100, ARUJA","[-23.4160856802915, -46.3461639802915]"
1314,167655,MARGINAL DO RIBEIRAO,2650,CARAPICUIBA,,,"MARGINAL DO RIBEIRAO, 2650, CARAPICUIBA","[-23.5648757802915, -46.8290350802915]"
1315,167932,AVENIDA CARLOS CALDEIRA FILHO,10,SAO PAULO,,,"AVENIDA CARLOS CALDEIRA FILHO, 10, SAO PAULO","[-23.6474293802915, -46.7547272802915]"
1316,167974,VIADUTO MINISTRO ALIOMAR BALEEIRO,100,SAO PAULO,,,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 100, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
1317,168159,Rodovia Índio-Tibiriçá,100,RIBEIRAO PIRES,,,"Rodovia Índio-Tibiriçá, 100, RIBEIRAO PIRES","[-23.72435698029151, -46.40864128029149]"
1318,168279,AVENIDA TIRADENTES,100,GUARULHOS,,,"AVENIDA TIRADENTES, 100, GUARULHOS","[-23.4736153802915, -46.5337299802915]"
1319,168379,AVENIDA IBIRAPUERA,900,SAO PAULO,,,"AVENIDA IBIRAPUERA, 900, SAO PAULO","[-23.5960154802915, -46.65530418029149]"
1320,168467,RUA ORATORIO,693,SANTO ANDRE,,,"RUA ORATORIO, 693, SANTO ANDRE","[-23.6431617802915, -46.5263027802915]"
1321,168507,AVENIDA ANTONIO CARDOSO,100,SANTO ANDRE,,,"AVENIDA ANTONIO CARDOSO, 100, SANTO ANDRE","[-23.6517568802915, -46.5277257802915]"
1322,168579,RUA BARBARA HIPOLITO CAPRIOTE,401,CARAPICUIBA,,,"RUA BARBARA HIPOLITO CAPRIOTE, 401, CARAPICUIBA","[-23.5276654802915, -46.85142578029149]"
1323,168687,AVENIDA INAJAR DE SOUZA,0,SAO PAULO,,,"AVENIDA INAJAR DE SOUZA, 0, SAO PAULO","[-23.4967348802915, -46.6864072802915]"
1324,168715,Avenida Morvan Dias de Figueiredo,661,SAO PAULO,,,"Avenida Morvan Dias de Figueiredo, 661, SAO PAULO","[-23.5239403802915, -46.6114252802915]"
1325,168766,AVENIDA TIRADENTES,100,GUARULHOS,,,"AVENIDA TIRADENTES, 100, GUARULHOS","[-23.4736153802915, -46.5337299802915]"
1326,168809,Rodovia dos Imigrantes,15,SAO PAULO,,,"Rodovia dos Imigrantes, 15, SAO PAULO","[-23.6060159802915, -46.62713418029149]"
1327,168817,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,4327,SAO BERNARDO DO CAMPO,,,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 4327, SAO BERNARDO DO CAMPO","[-23.7253316802915, -46.57771798029151]"
1328,168841,AVENIDA EMANCIPACAO,100,ITAQUAQUECETUBA,,,"AVENIDA EMANCIPACAO, 100, ITAQUAQUECETUBA","[-23.4793142802915, -46.35470048029149]"
1329,168964,AVENIDA IBIRAMA,100,TABOAO DA SERRA,,,"AVENIDA IBIRAMA, 100, TABOAO DA SERRA","[-23.6408313302915, -46.8128108302915]"
1330,169429,RUA ISABEL SORIA MAINARDES,325,TABOAO DA SERRA,,,"RUA ISABEL SORIA MAINARDES, 325, TABOAO DA SERRA","[-23.6283859802915, -46.8029227802915]"
1331,169871,RUA LUIS CORREIA DE MELO,357,SAO PAULO,,,"RUA LUIS CORREIA DE MELO, 357, SAO PAULO","[-23.6339271802915, -46.7174084802915]"
1332,170350,Avenida Marginal Direita do Tietê,0,SAO PAULO,,,"Avenida Marginal Direita do Tietê, 0, SAO PAULO","[-23.5181099802915, -46.7342349802915]"
1333,170434,AVENIDA ALDA,436,DIADEMA,,,"AVENIDA ALDA, 436, DIADEMA","[-23.6916023802915, -46.6287833302915]"
1334,170493,AVENIDA GAGO COUTINHO,100,SANTO ANDRE,,,"AVENIDA GAGO COUTINHO, 100, SANTO ANDRE","[-23.6580145802915, -46.55493748029149]"
1335,170497,Rodovia João Afonso de Souza Castellano,29.6,ITAQUAQUECETUBA,,,"Rodovia João Afonso de Souza Castellano, 29.6, ITAQUAQUECETUBA","[-23.4884069802915, -46.36852688029149]"
1336,170511,AVENIDA SAPOPEMBA,3739,SAO PAULO,,,"AVENIDA SAPOPEMBA, 3739, SAO PAULO","[-23.5763735802915, -46.5545348802915]"
