,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
1762,37487,RUA JOSE PEREIRA SOBRINHO,77,BARUERI,"RUA JOSE PEREIRA SOBRINHO, 77, BARUERI","[-23.5041236802915, -46.8186774802915]"
1763,37488,RUA ROMA,672,COTIA,"RUA ROMA, 672, COTIA","[-23.5827950802915, -46.8440162802915]"
1764,37489,RUA DO LAVAPES,0,SAO PAULO,"RUA DO LAVAPES, 0, SAO PAULO","[-23.5613180802915, -46.63211168029151]"
1765,37517,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
1766,37529,AVENIDA TRANSVERSAL SUL,1,SAO PAULO,"AVENIDA TRANSVERSAL SUL, 1, SAO PAULO","[-23.5820768802915, -46.79567498029149]"
1767,37534,RUA MARSALA,0,SAO PAULO,"RUA MARSALA, 0, SAO PAULO","[-23.7030217302915, -46.7745554802915]"
1768,37540,AVENIDA NOVA ZELANDIA,381,SANTO ANDRE,"AVENIDA NOVA ZELANDIA, 381, SANTO ANDRE","[-23.6392386802915, -46.4904643802915]"
1769,37706,AVENIDA JORNALISTA ROBERTO MARINHO,0,SAO PAULO,"AVENIDA JORNALISTA ROBERTO MARINHO, 0, SAO PAULO","[-23.6143678802915, -46.6993575802915]"
1770,37709,AVENIDA DAS NACOES UNIDAS,150,OSASCO,"AVENIDA DAS NACOES UNIDAS, 150, OSASCO","[-23.5233427802915, -46.7715330802915]"
1771,37729,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,2000,SAO PAULO,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 2000, SAO PAULO","[-23.6466272802915, -46.64257518029151]"
1772,37733,AVENIDA QUEIROS DOS SANTOS,1,SANTO ANDRE,"AVENIDA QUEIROS DOS SANTOS, 1, SANTO ANDRE","[-23.6542869802915, -46.52926538029149]"
1773,37740,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
1774,37761,ESTRADA VELHA DA OLARIA,3715,COTIA,"ESTRADA VELHA DA OLARIA, 3715, COTIA","[-23.6174382802915, -46.93717058029149]"
1775,37765,ACESSO ACESSO A  AYRTON SENNA,100,ITAQUAQUECETUBA,"ACESSO ACESSO A  AYRTON SENNA, 100, ITAQUAQUECETUBA","[-23.4822782802915, -46.50404288029149]"
1776,37838,RUA NOSSA SENHORA MAE DOS HOMENS,11,GUARULHOS,"RUA NOSSA SENHORA MAE DOS HOMENS, 11, GUARULHOS","[-23.4620952802915, -46.5366526802915]"
1777,37841,ACESSO TUNEL PRESIDENTE JANIO QUADROS,10,SAO PAULO,"ACESSO TUNEL PRESIDENTE JANIO QUADROS, 10, SAO PAULO","[-23.5869946802915, -46.6994848802915]"
1778,37842,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
1779,37930,PONTE ARICANDUVA,10,SAO PAULO,"PONTE ARICANDUVA, 10, SAO PAULO","[-23.5993108802915, -46.4697313802915]"
1780,37985,RUA LUIZ GATTI,997,SAO PAULO,"RUA LUIZ GATTI, 997, SAO PAULO","[-23.5102522802915, -46.6991637802915]"
1781,37988,MARGINAL TIETE EXPRESSA,0,SAO PAULO,"MARGINAL TIETE EXPRESSA, 0, SAO PAULO","[-23.5406327, -46.7575221]"
1782,37995,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
1783,38066,ALAMEDA GABRIEL MONTEIRO DA SILVA,794,SAO PAULO,"ALAMEDA GABRIEL MONTEIRO DA SILVA, 794, SAO PAULO","[-23.5683887802915, -46.6795878302915]"
1784,38071,RUA DO ORFANATO,411,SAO PAULO,"RUA DO ORFANATO, 411, SAO PAULO","[-23.5809516802915, -46.58276328029149]"
1785,38072,AVENIDA MARGINAL DO RIBEIRAO,542,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 542, CARAPICUIBA","[-23.5464148802915, -46.82315988029149]"
1786,38074,ESTRADA DO CAMPO LIMPO,4237,SAO PAULO,"ESTRADA DO CAMPO LIMPO, 4237, SAO PAULO","[-23.6281658302915, -46.7680545802915]"
1787,38122,ESTRADA DO CAMPO LIMPO,100,SAO PAULO,"ESTRADA DO CAMPO LIMPO, 100, SAO PAULO","[-23.6498323802915, -46.7560004802915]"
1788,38140,AVENIDA DOUTOR FELIPE PINEL,1800,SAO PAULO,"AVENIDA DOUTOR FELIPE PINEL, 1800, SAO PAULO","[-23.4760390802915, -46.73539858029149]"
1789,38142,RUA DOIS,100,BARUERI,"RUA DOIS, 100, BARUERI","[-23.5535398, -46.9655286]"
1790,38143,MARGINAL  RAPOSO TAVARES,13,SAO PAULO,"MARGINAL  RAPOSO TAVARES, 13, SAO PAULO","[-23.5933561802915, -46.83610358029151]"
1791,38184,ACESSO CUPECE,2692,SAO PAULO,"ACESSO CUPECE, 2692, SAO PAULO","[-23.6663317802915, -46.6605486802915]"
1792,38190,AVENIDA DOUTOR EDUARDO COTCHING,100,SAO PAULO,"AVENIDA DOUTOR EDUARDO COTCHING, 100, SAO PAULO","[-23.5694991802915, -46.5424210802915]"
1793,38205,AVENIDA BASSANO DEL GRAPPA,100,SAO PAULO,"AVENIDA BASSANO DEL GRAPPA, 100, SAO PAULO","[-23.6120262802915, -46.45573188029149]"
1794,38258,Rodovia dos Imigrantes,13,DIADEMA,"Rodovia dos Imigrantes, 13, DIADEMA","[-23.7144362802915, -46.6060352802915]"
1795,38263,AVENIDA DOS ESTADOS,5825,SANTO ANDRE,"AVENIDA DOS ESTADOS, 5825, SANTO ANDRE","[-23.6515048802915, -46.5236658802915]"
1796,38269,Avenida Magalhães de Castro,0,SAO PAULO,"Avenida Magalhães de Castro, 0, SAO PAULO","[-23.6113865802915, -46.7024017802915]"
1797,38270,RUA SARA KUBITSCHECK,962,SAO PAULO,"RUA SARA KUBITSCHECK, 962, SAO PAULO","[-23.5815959802915, -46.40051098029149]"
1798,38275,AVENIDA GIOVANNI GRONCHI,3107,SAO PAULO,"AVENIDA GIOVANNI GRONCHI, 3107, SAO PAULO","[-23.6103605802915, -46.7272787802915]"
1799,38276,AVENIDA SANTOS DUMONT,10,SAO PAULO,"AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]"
1800,38289,ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS,1,SANTO ANDRE,"ACESSO PARA O VIADUTO ANTONIO ADIBE CHAMAS, 1, SANTO ANDRE","[-23.6551211802915, -46.5309536802915]"
1801,38363,Rodovia dos Bandeirantes,13.4,SAO PAULO,"Rodovia dos Bandeirantes, 13.4, SAO PAULO","[-23.1099207802915, -47.00979248029149]"
1802,38366,ESTRADA PINHEIRINHO VELHO,3200,ITAQUAQUECETUBA,"ESTRADA PINHEIRINHO VELHO, 3200, ITAQUAQUECETUBA","[-23.4841445802915, -46.29599828029149]"
1803,38371,RUA REINALDO CESCHINI,215,OSASCO,"RUA REINALDO CESCHINI, 215, OSASCO","[-23.4999161802915, -46.80951768029149]"
1804,38384,Rodovia João Afonso de Souza Castellano,10,ITAQUAQUECETUBA,"Rodovia João Afonso de Souza Castellano, 10, ITAQUAQUECETUBA","[-23.5102699802915, -46.3433827802915]"
1805,38392,RUA BENEDITO SOARES CAPELO,0,FRANCO DA ROCHA,"RUA BENEDITO SOARES CAPELO, 0, FRANCO DA ROCHA","[-23.3317246802915, -46.72143708029149]"
1806,38440,AVENIDA OTTO UNGER,100,MOGI DAS CRUZES,"AVENIDA OTTO UNGER, 100, MOGI DAS CRUZES","[-23.52417688029151, -46.1892710802915]"
1807,38443,ACESSO CUPECE,1110,SAO PAULO,"ACESSO CUPECE, 1110, SAO PAULO","[-23.6557973802915, -46.67138318029149]"
1808,38444,AVENIDA DO ESTADO,1,SAO PAULO,"AVENIDA DO ESTADO, 1, SAO PAULO","[-23.5439561802915, -46.6303855802915]"
1809,38455,RUA JAMIL JOAO ZARIFE,100,GUARULHOS,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
1810,38466,ACESSO AVENIDA DOM PEDRO II,2111,SANTO ANDRE,"ACESSO AVENIDA DOM PEDRO II, 2111, SANTO ANDRE","[-23.6397752302915, -46.54395193029149]"
1811,38535,ESTRADA DE ITAPECERICA,100,SAO PAULO,"ESTRADA DE ITAPECERICA, 100, SAO PAULO","[-23.6439207802915, -46.7388384802915]"
1812,38537,AVENIDA GENERAL EDGAR FACO,1293,SAO PAULO,"AVENIDA GENERAL EDGAR FACO, 1293, SAO PAULO","[-23.4965822802915, -46.7100678802915]"
1813,38539,RUA MARILIA,1,ITAQUAQUECETUBA,"RUA MARILIA, 1, ITAQUAQUECETUBA","[-23.4854061802915, -46.37826208029149]"
1814,38547,ESTACAO METRO CARRAO,100,SAO PAULO,"ESTACAO METRO CARRAO, 100, SAO PAULO","[-23.5391749802915, -46.5654709802915]"
1815,38563,PRACA ANGELO CONTI,2917,SAO PAULO,"PRACA ANGELO CONTI, 2917, SAO PAULO","[-23.4936619802915, -46.5757834302915]"
1816,38617,VIADUTO JULIO MESQUITA FILHO,100,SAO PAULO,"VIADUTO JULIO MESQUITA FILHO, 100, SAO PAULO","[-23.5518325802915, -46.6477800802915]"
1817,38637,PONTE DO LIMAO,1,SAO PAULO,"PONTE DO LIMAO, 1, SAO PAULO","[-23.5171707802915, -46.66814308029149]"
1818,38686,AVENIDA INTERLAGOS,3665,SAO PAULO,"AVENIDA INTERLAGOS, 3665, SAO PAULO","[-23.6829135802915, -46.6893339802915]"
1819,38689,AVENIDA PRESIDENTE COSTA E SILVA,1178,SANTO ANDRE,"AVENIDA PRESIDENTE COSTA E SILVA, 1178, SANTO ANDRE","[-23.6499296, -46.4888748]"
1820,38703,AVENIDA PIRAJUSSARA,3871,SAO PAULO,"AVENIDA PIRAJUSSARA, 3871, SAO PAULO","[-23.5939916802915, -46.7417943302915]"
1821,38707,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]"
1822,38748,RUA SADAMU INOUE,5252,SAO PAULO,"RUA SADAMU INOUE, 5252, SAO PAULO","[-23.8173224802915, -46.7366500302915]"
1823,38754,AVENIDA NORDESTINA,5516,SAO PAULO,"AVENIDA NORDESTINA, 5516, SAO PAULO","[-23.52738278029151, -46.41965318029149]"
1824,38771,ESTRADA MORRO GRANDE,100,COTIA,"ESTRADA MORRO GRANDE, 100, COTIA","[-23.6197291802915, -46.9502884802915]"
1825,38864,RUA DOM LUIS,10,SAO BERNARDO DO CAMPO,"RUA DOM LUIS, 10, SAO BERNARDO DO CAMPO","[-23.7026649802915, -46.5497477802915]"
1826,38873,MARGINAL TIETE PISTA INTERMEDIARIA  KM8 5,0,SAO PAULO,"MARGINAL TIETE PISTA INTERMEDIARIA  KM8 5, 0, SAO PAULO","[-23.5225224, -46.71400920000001]"
1827,38878,ESTRADA DO PEQUIA,100,CARAPICUIBA,"ESTRADA DO PEQUIA, 100, CARAPICUIBA","[-23.5426113802915, -46.8373026802915]"
1828,38884,Rua Hungria,100,SAO PAULO,"Rua Hungria, 100, SAO PAULO","[-23.5856356, -46.6995133]"
1829,38947,Avenida das Nações Unidas,574,SAO PAULO,"Avenida das Nações Unidas, 574, SAO PAULO","[-23.5834276802915, -46.69341548029149]"
1830,38964,Avenida Embaixador Macedo Soares,115.4,SAO PAULO,"Avenida Embaixador Macedo Soares, 115.4, SAO PAULO","[-23.5105185802915, -46.7008397802915]"
1831,38966,AVENIDA REBOUCAS,100,SAO PAULO,"AVENIDA REBOUCAS, 100, SAO PAULO","[-23.5750257, -46.6983054]"
1832,38971,AVENIDA DOS REMEDIOS,1822,OSASCO,"AVENIDA DOS REMEDIOS, 1822, OSASCO","[-23.5141434802915, -46.7601232802915]"
1833,38972,ALAMEDA ALDA,102,SAO PAULO,"ALAMEDA ALDA, 102, SAO PAULO","[-23.5598184802915, -46.52947938029149]"
1834,38973,AVENIDA DO ESTADO,10,SAO PAULO,"AVENIDA DO ESTADO, 10, SAO PAULO","[-23.5439561802915, -46.6303855802915]"
1835,38980,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
1836,39028,AVENIDA DOS ESTADOS,0,SANTO ANDRE,"AVENIDA DOS ESTADOS, 0, SANTO ANDRE","[-23.6455799802915, -46.52985548029149]"
1837,39111,PRACA DA REPUBLICA,100,SAO PAULO,"PRACA DA REPUBLICA, 100, SAO PAULO","[-23.5456143802915, -46.64408938029151]"
1838,39115,AVENIDA LUIS RINK,1169,OSASCO,"AVENIDA LUIS RINK, 1169, OSASCO","[-23.5085633802915, -46.7763551802915]"
1839,39129,RUA ALVARES CABRAL,645,DIADEMA,"RUA ALVARES CABRAL, 645, DIADEMA","[-23.6990059802915, -46.61126288029149]"
1840,39196,ESTRADA CAUCAIA DO ALTO,6,VARGEM GRANDE PAULISTA,"ESTRADA CAUCAIA DO ALTO, 6, VARGEM GRANDE PAULISTA","[-23.6612740802915, -47.0066528802915]"
1841,39201,AVENIDA MARGINAL DO RIBEIRAO,10,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 10, CARAPICUIBA","[-23.5491326802915, -46.82317758029149]"
1842,39205,ESTRADA DE SANTA ISABEL,1370,ARUJA,"ESTRADA DE SANTA ISABEL, 1370, ARUJA","[-23.4129610802915, -46.3212981802915]"
1843,39209,RUA DAS JUNTAS PROVISORIAS,10,SAO PAULO,"RUA DAS JUNTAS PROVISORIAS, 10, SAO PAULO","[-23.58792848029151, -46.5999115802915]"
1844,39259,AVENIDA CRUZEIRO DO SUL,1360,OSASCO,"AVENIDA CRUZEIRO DO SUL, 1360, OSASCO","[-23.5104662302915, -46.7787904302915]"
1845,39263,Rua Hungria,400,SAO PAULO,"Rua Hungria, 400, SAO PAULO","[-23.5845366802915, -46.6928296802915]"
1846,39268,ACESSO  DE ITAPECERICA,11540,SAO PAULO,"ACESSO  DE ITAPECERICA, 11540, SAO PAULO","[-23.6757205802915, -46.7893421302915]"
1847,39270,AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES,100,GUARULHOS,"AVENIDA PRESIDENTE TANCREDO DE ALMEIDA NEVES, 100, GUARULHOS","[-23.4723171802915, -46.51931718029151]"
1848,39276,AVENIDA SARAIVA,100,MOGI DAS CRUZES,"AVENIDA SARAIVA, 100, MOGI DAS CRUZES","[-23.5409671802915, -46.2334632802915]"
1849,39287,PONTE ARICANDUVA,1,SAO PAULO,"PONTE ARICANDUVA, 1, SAO PAULO","[-23.5393943802915, -46.54734778029151]"
1850,39323,RUA FRANCISCO MARENGO,1675,SAO PAULO,"RUA FRANCISCO MARENGO, 1675, SAO PAULO","[-23.5532637802915, -46.5579970802915]"
1851,39324,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,10232,SAO PAULO,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 10232, SAO PAULO","[-23.4530273802915, -46.7205756802915]"
1852,39367,ESTRADA DO PEDROSO,100,SANTO ANDRE,"ESTRADA DO PEDROSO, 100, SANTO ANDRE","[-23.7004763802915, -46.50599538029149]"
1853,39371,RUA JOSE RAMON URTIZA,100,SAO PAULO,"RUA JOSE RAMON URTIZA, 100, SAO PAULO","[-23.6388097802915, -46.73769498029149]"
1854,39429,AVENIDA DO RIO PEQUENO,805,SAO PAULO,"AVENIDA DO RIO PEQUENO, 805, SAO PAULO","[-23.5680238802915, -46.7544383802915]"
1855,39439,AVENIDA EDUARDO PEREIRA RAMOS,126,SAO PAULO,"AVENIDA EDUARDO PEREIRA RAMOS, 126, SAO PAULO","[-23.6893458802915, -46.6679796802915]"
1856,39442,ESTRADA DOS ALVARENGAS,100,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 100, SAO BERNARDO DO CAMPO","[-23.7388451802915, -46.63280328029149]"
1857,39518,TRAVESSA TERRA TOMBADA,100,SAO PAULO,"TRAVESSA TERRA TOMBADA, 100, SAO PAULO","[-23.6127887802915, -46.4522026802915]"
