,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
2011,42382,AVENIDA JACUPESSEGO,100,SAO PAULO,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2012,42396,RUA ANTONIO DIAS ADORNO,65,DIADEMA,"RUA ANTONIO DIAS ADORNO, 65, DIADEMA","[-23.6904462802915, -46.59214748029149]"
2013,42404,RETORNO COMPLEXO VIARIO MARIA MALUF,10,SAO PAULO,"RETORNO COMPLEXO VIARIO MARIA MALUF, 10, SAO PAULO","[-23.6298541802915, -46.6270365802915]"
2014,42420,AVENIDA MARECHAL TITO,0,SAO PAULO,"AVENIDA MARECHAL TITO, 0, SAO PAULO","[-23.4957695802915, -46.4404102802915]"
2015,42422,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
2016,42423,ACESSO A  RAPOSO TAVARES,29,COTIA,"ACESSO A  RAPOSO TAVARES, 29, COTIA","[-23.6138839802915, -46.98909148029149]"
2017,42424,RUA BELGRADO,0,SAO PAULO,"RUA BELGRADO, 0, SAO PAULO","[-23.6126810802915, -46.6079609802915]"
2018,42425,AVENIDA DOS NACIONALISTAS,355,SAO PAULO,"AVENIDA DOS NACIONALISTAS, 355, SAO PAULO","[-23.5779234802915, -46.51829268029149]"
2019,42426,RUA SILVA BUENO,2727,SAO PAULO,"RUA SILVA BUENO, 2727, SAO PAULO","[-23.6040162802915, -46.60297618029149]"
2020,42428,PRESIDENTE DUTRA,100,GUARULHOS,"PRESIDENTE DUTRA, 100, GUARULHOS","[-23.4603629802915, -46.4836019802915]"
2021,42429,Rodovia Castelo Branco,1,SAO PAULO,"Rodovia Castelo Branco, 1, SAO PAULO","[-23.2950205302915, -47.7364058302915]"
2022,42430,RUA DOS CALANGOS,100,SAO PAULO,"RUA DOS CALANGOS, 100, SAO PAULO","[-23.70215428029151, -46.64425918029149]"
2023,42431,AVENIDA THOMAS MORGAN,74,SAO PAULO,"AVENIDA THOMAS MORGAN, 74, SAO PAULO","[-23.76074958029151, -46.6784368802915]"
2024,42432,MARGINAL  RAPOSO TAVARES,14,SAO PAULO,"MARGINAL  RAPOSO TAVARES, 14, SAO PAULO","[-23.5846706802915, -46.7725635802915]"
2025,42433,RUA SANTO ANTONIO,874,SAO PAULO,"RUA SANTO ANTONIO, 874, SAO PAULO","[-23.5539482802915, -46.6479422802915]"
2026,42473,Rua Hungria,574,SAO PAULO,"Rua Hungria, 574, SAO PAULO","[-23.5833304802915, -46.69351338029149]"
2027,42508,AVENIDA BRIGADEIRO LUIS ANTONIO,4315,SAO PAULO,"AVENIDA BRIGADEIRO LUIS ANTONIO, 4315, SAO PAULO","[-23.5818331302915, -46.6647492302915]"
2028,42510,AVENIDA DEPUTADO CANTIDIO SAMPAIO,4278,SAO PAULO,"AVENIDA DEPUTADO CANTIDIO SAMPAIO, 4278, SAO PAULO","[-23.4539769802915, -46.7008314802915]"
2029,42511,RUA HELOISA,182,GUARULHOS,"RUA HELOISA, 182, GUARULHOS","[-23.4621493802915, -46.5438971802915]"
2030,42512,RUA SILVA JARDIM,438,SAO PAULO,"RUA SILVA JARDIM, 438, SAO PAULO","[-23.5463712802915, -46.59372408029149]"
2031,42515,AVENIDA MARIANA DE SOUZA GUERRA,59,SAO PAULO,"AVENIDA MARIANA DE SOUZA GUERRA, 59, SAO PAULO","[-23.6158802802915, -46.4586940802915]"
2032,42577,AVENIDA VINTE E TRES DE MAIO,0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 0, SAO PAULO","[-23.5937874, -46.65605069999999]"
2033,42579,RUA MELO PEIXOTO,660,SAO PAULO,"RUA MELO PEIXOTO, 660, SAO PAULO","[-23.540374, -46.574058]"
2034,42581,PRACA CAMPO DE BAGATELLE,1,SAO PAULO,"PRACA CAMPO DE BAGATELLE, 1, SAO PAULO","[-23.5157630802915, -46.63085788029149]"
2035,42616,AVENIDA JACUPESSEGO,100,SAO PAULO,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2036,42623,AVENIDA AFRANIO PEIXOTO,338,DIADEMA,"AVENIDA AFRANIO PEIXOTO, 338, DIADEMA","[-23.7315715802915, -46.6205749802915]"
2037,42631,RUA PARATININ,998,SAO PAULO,"RUA PARATININ, 998, SAO PAULO","[-23.5285418802915, -46.4714339302915]"
2038,42688,Rodovia Presidente Dutra,0,SANTA ISABEL,"Rodovia Presidente Dutra, 0, SANTA ISABEL","[-23.3661468802915, -46.2257291802915]"
2039,42699,AVENIDA SOROCABA,0,SANTO ANDRE,"AVENIDA SOROCABA, 0, SANTO ANDRE","[-23.6499204802915, -46.5032565802915]"
2040,42703,RUA VIOLETA SILVESTRE,59,SAO PAULO,"RUA VIOLETA SILVESTRE, 59, SAO PAULO","[-23.4114991802915, -46.7506509802915]"
2041,42704,AVENIDA SOROCABA,0,SANTO ANDRE,"AVENIDA SOROCABA, 0, SANTO ANDRE","[-23.6499204802915, -46.5032565802915]"
2042,42705,RUA CEARA,525,BARUERI,"RUA CEARA, 525, BARUERI","[-23.5093553802915, -46.8542116802915]"
2043,42750,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]"
2044,42756,RUA BRASILEIRA,196,GUARULHOS,"RUA BRASILEIRA, 196, GUARULHOS","[-23.4875252802915, -46.55457378029149]"
2045,42766,RUA GUARUJA,80,JANDIRA,"RUA GUARUJA, 80, JANDIRA","[-23.5433412802915, -46.89473813029149]"
2046,42773,Rodovia Prefeito Luiz Salomão Chamma,37,CAIEIRAS,"Rodovia Prefeito Luiz Salomão Chamma, 37, CAIEIRAS","[-23.3351579802915, -46.7278336802915]"
2047,42779,ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,"ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
2048,42783,RUA ATLANTICA,2980,SAO PAULO,"RUA ATLANTICA, 2980, SAO PAULO","[-23.6939389802915, -46.7164469802915]"
2049,42784,RUA TRIMONTE,143,SAO PAULO,"RUA TRIMONTE, 143, SAO PAULO","[-23.5772294802915, -46.5577303802915]"
2050,42787,AVENIDA RAIMUNDO PEREIRA DE MAGALHAES,12794,SAO PAULO,"AVENIDA RAIMUNDO PEREIRA DE MAGALHAES, 12794, SAO PAULO","[-23.4318488802915, -46.7219189802915]"
2051,42840,Rodovia Prefeito Luiz Salomão Chamma,44.8,FRANCO DA ROCHA,"Rodovia Prefeito Luiz Salomão Chamma, 44.8, FRANCO DA ROCHA","[-23.3327655802915, -46.6880585802915]"
2052,42869,RUA JEQUIRITUBA,849,SAO PAULO,"RUA JEQUIRITUBA, 849, SAO PAULO","[-23.7302280802915, -46.6900838802915]"
2053,42870,RUA JULIO MACIEL,110,SAO PAULO,"RUA JULIO MACIEL, 110, SAO PAULO","[-23.4152063302915, -46.7542108302915]"
2054,42910,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2055,42913,ESTACAO METRO CARRAO,120,SAO PAULO,"ESTACAO METRO CARRAO, 120, SAO PAULO","[-23.5391749802915, -46.5654709802915]"
2056,42923,AVENIDA MARGINAL DO RIBEIRAO,3000,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 3000, CARAPICUIBA","[-23.5648859802915, -46.8289769802915]"
2057,42934,PRACA SAMUEL SABATINE,100,SAO BERNARDO DO CAMPO,"PRACA SAMUEL SABATINE, 100, SAO BERNARDO DO CAMPO","[-23.6934361802915, -46.55312508029149]"
2058,43000,ESTRADA DE ITAPECERICA,255,SAO PAULO,"ESTRADA DE ITAPECERICA, 255, SAO PAULO","[-23.6441088302915, -46.7403541302915]"
2059,43005,AVENIDA CAPITAO JOAO,3680,MAUA,"AVENIDA CAPITAO JOAO, 3680, MAUA","[-23.6971719802915, -46.4471390802915]"
2060,43011,AVENIDA MARQUES DE SAO VICENTE,2045,SAO PAULO,"AVENIDA MARQUES DE SAO VICENTE, 2045, SAO PAULO","[-23.5201680802915, -46.67942978029149]"
2061,43012,AVENIDA SANTA INES,1665,SAO PAULO,"AVENIDA SANTA INES, 1665, SAO PAULO","[-23.4669277802915, -46.63352568029149]"
2062,43013,AVENIDA MARGINAL,100,CARAPICUIBA,"AVENIDA MARGINAL, 100, CARAPICUIBA","[-23.5235416802915, -46.8559523802915]"
2063,43050,RUA JOAQUIM NABUCO,1283,SAO PAULO,"RUA JOAQUIM NABUCO, 1283, SAO PAULO","[-23.6321728802915, -46.6764442802915]"
2064,43052,ACESSO AO SHOPPING INTERLAGOS,100,SAO PAULO,"ACESSO AO SHOPPING INTERLAGOS, 100, SAO PAULO","[-23.6770869302915, -46.67478773029149]"
2065,43053,AVENIDA BARAO DE ALAGOAS,0,SAO PAULO,"AVENIDA BARAO DE ALAGOAS, 0, SAO PAULO","[-23.5005209802915, -46.39565698029149]"
2066,43059,AVENIDA CARMEM,1000,CARAPICUIBA,"AVENIDA CARMEM, 1000, CARAPICUIBA","[-23.5306543802915, -46.83557700000001]"
2067,43066,RUA CONSELHEIRO BROTERO,1559,SAO PAULO,"RUA CONSELHEIRO BROTERO, 1559, SAO PAULO","[-23.5412744302915, -46.6624448302915]"
2068,43069,Rodovia Castelo Branco,0,ITAPEVI,"Rodovia Castelo Branco, 0, ITAPEVI","[-23.5204723802915, -46.9515019802915]"
2069,43072,AVENIDA SALIM FARAH MALUF,2,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 2, SAO PAULO","[-23.5671633802915, -46.57628218029149]"
2070,43073,RUA CHICO MENDES,1430,BARUERI,"RUA CHICO MENDES, 1430, BARUERI","[-23.49267023029151, -46.8074794802915]"
2071,43076,Avenida Major Sylvio de Magalhães Padilha,500,SAO PAULO,"Avenida Major Sylvio de Magalhães Padilha, 500, SAO PAULO","[-23.6358418, -46.72246699999999]"
2072,43080,ESTRADA DE ITAPECERICA,23502,SAO PAULO,"ESTRADA DE ITAPECERICA, 23502, SAO PAULO","[-23.6725732802915, -46.7884494802915]"
2073,43085,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,100,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 100, SAO PAULO","[-23.5881531802915, -46.5908237802915]"
2074,43128,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
2075,43140,RUA TABORDA,4027,SAO PAULO,"RUA TABORDA, 4027, SAO PAULO","[-23.5955812802915, -46.7362788802915]"
2076,43153,RUA SABIA,240,MAUA,"RUA SABIA, 240, MAUA","[-23.6827956802915, -46.41467798029149]"
2077,43216,VIADUTO CURUCA,10,SAO PAULO,"VIADUTO CURUCA, 10, SAO PAULO","[-23.5185432802915, -46.58450638029149]"
2078,43235,RUA ANTONIO BENTO,711,SAO PAULO,"RUA ANTONIO BENTO, 711, SAO PAULO","[-23.6459993802915, -46.7032402802915]"
2079,43237,AVENIDA ITABERABA,3203,SAO PAULO,"AVENIDA ITABERABA, 3203, SAO PAULO","[-23.4823847802915, -46.6838206802915]"
2080,43238,RUA AUGUSTO JOSE AVANCINI,241,SAO PAULO,"RUA AUGUSTO JOSE AVANCINI, 241, SAO PAULO","[-23.5929274802915, -46.7872054802915]"
2081,43308,AVENIDA ELISEU DE ALMEIDA,0,SAO PAULO,"AVENIDA ELISEU DE ALMEIDA, 0, SAO PAULO","[-23.5933149802915, -46.7395037802915]"
2082,43310,RUA MOGEIRO,10,SAO PAULO,"RUA MOGEIRO, 10, SAO PAULO","[-23.4034273802915, -46.7681523802915]"
2083,43314,AVENIDA ARESTOTELES COSTA PINTO,3200,SAO PAULO,"AVENIDA ARESTOTELES COSTA PINTO, 3200, SAO PAULO","[-23.7371117, -46.6848423302915]"
2084,43321,ESTRADA TURISTICA DO JARAGUA,980,SAO PAULO,"ESTRADA TURISTICA DO JARAGUA, 980, SAO PAULO","[-23.4876634802915, -46.75775308029151]"
2085,43322,ACESSO ACESSO A   BANDEIRANTES,348,SAO PAULO,"ACESSO ACESSO A   BANDEIRANTES, 348, SAO PAULO","[-22.5389485802915, -47.4528335802915]"
2086,43323,AVENIDA DEPUTADO DT JOSE ARISTODERMO PINOTTY,1,SAO PAULO,"AVENIDA DEPUTADO DT JOSE ARISTODERMO PINOTTY, 1, SAO PAULO","[-23.5148500802915, -46.44512308029151]"
2087,43382,AVENIDA JOAO VENTURA DOS SANTOS,1884,OSASCO,"AVENIDA JOAO VENTURA DOS SANTOS, 1884, OSASCO","[-23.4959216802915, -46.79828868029149]"
2088,43397,RUA DOUTOR AUGUSTO DE MIRANDA,86,SAO PAULO,"RUA DOUTOR AUGUSTO DE MIRANDA, 86, SAO PAULO","[-23.5259954802915, -46.6876258802915]"
2089,43411,AVENIDA FAGUNDES DE OLIVEIRA,1712,DIADEMA,"AVENIDA FAGUNDES DE OLIVEIRA, 1712, DIADEMA","[-23.67757908029151, -46.58445818029149]"
2090,43412,RUA INACIO MONTEIRO,0,SAO PAULO,"RUA INACIO MONTEIRO, 0, SAO PAULO","[-23.5657002802915, -46.4136792802915]"
2091,43413,AVENIDA DOUTORA RUTH CARDOSO,1501,SAO PAULO,"AVENIDA DOUTORA RUTH CARDOSO, 1501, SAO PAULO","[-23.5353578802915, -46.74776748029149]"
2092,43463,RUA DOUTOR ABELARDO VERGUEIRO CESAR,0,SAO PAULO,"RUA DOUTOR ABELARDO VERGUEIRO CESAR, 0, SAO PAULO","[-23.6377889802915, -46.6702099802915]"
2093,43464,AVENIDA SANTOS DUMONT,1,SAO PAULO,"AVENIDA SANTOS DUMONT, 1, SAO PAULO","[-23.5075575802915, -46.6292556802915]"
2094,43552,AVENIDA JACANA,0,SAO PAULO,"AVENIDA JACANA, 0, SAO PAULO","[-23.4671831802915, -46.5867762802915]"
2095,43565,AVENIDA MIGUEL DE CASTRO,416,SAO PAULO,"AVENIDA MIGUEL DE CASTRO, 416, SAO PAULO","[-23.4836510302915, -46.7198006802915]"
2096,43566,AVENIDA INTERCONTINENTAL,266,TABOAO DA SERRA,"AVENIDA INTERCONTINENTAL, 266, TABOAO DA SERRA","[-23.6043035802915, -46.7520325802915]"
2097,43567,RUA REGINA CABALAU MENDONCA,825,SUZANO,"RUA REGINA CABALAU MENDONCA, 825, SUZANO","[-23.5538656802915, -46.3230870802915]"
2098,43621,AVENIDA REBOUCAS,1111,SAO PAULO,"AVENIDA REBOUCAS, 1111, SAO PAULO","[-23.5623595802915, -46.67367858029149]"
2099,43631,ESTRADA DE ITAPECERICA,12553,SAO PAULO,"ESTRADA DE ITAPECERICA, 12553, SAO PAULO","[-23.6863834802915, -46.80118608029149]"
2100,43658,AVENIDA SANTOS DUMONT,0,SAO PAULO,"AVENIDA SANTOS DUMONT, 0, SAO PAULO","[-23.5131363802915, -46.6312728802915]"
2101,43659,RUA SALVADOR GIANETTI,100,SAO PAULO,"RUA SALVADOR GIANETTI, 100, SAO PAULO","[-23.5443891802915, -46.4218356802915]"
2102,43660,RUA GEOVANE BATISTA PIRELI,200,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 200, SANTO ANDRE","[-23.6661000802915, -46.5084995802915]"
2103,43662,RUA ITAMBE,100,SAO PAULO,"RUA ITAMBE, 100, SAO PAULO","[-23.5474216802915, -46.6543392802915]"
2104,43698,AVENIDA PROFESSOR FRANCISCO MORATO,0,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 0, SAO PAULO","[-23.5920346802915, -46.7313499802915]"
2105,43711,SANTA RITA,50,SAO LOURENCO DA SERRA,"SANTA RITA, 50, SAO LOURENCO DA SERRA","[-23.9384605, -47.0283405]"
2106,43714,AVENIDA JOAO VENTURA DOS SANTOS,2845,OSASCO,"AVENIDA JOAO VENTURA DOS SANTOS, 2845, OSASCO","[-23.4947493802915, -46.8088203802915]"
2107,43722,ACESSO AVENIDA LUIS PEQUINI,1058,SAO BERNARDO DO CAMPO,"ACESSO AVENIDA LUIS PEQUINI, 1058, SAO BERNARDO DO CAMPO","[-23.7155304802915, -46.5329470802915]"
2108,43733,AVENIDA SPORT CLUB CORINTIANS PAULISTA,100,OSASCO,"AVENIDA SPORT CLUB CORINTIANS PAULISTA, 100, OSASCO","[-23.5286264802915, -46.79318368029149]"
2109,43734,ESTRADA DO M'BOI MIRIM,0,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 0, SAO PAULO","[-23.6919312802915, -46.7753416802915]"
2110,43735,ACESSO  M BOI MIRIM,0.8,SAO PAULO,"ACESSO  M BOI MIRIM, 0.8, SAO PAULO","[-23.7416518, -46.7938116]"
2111,43736,RUA CORTEGACA,37,SAO PAULO,"RUA CORTEGACA, 37, SAO PAULO","[-23.6915257802915, -46.79512018029151]"
2112,43738,RUA ALVARENGA,0,SAO PAULO,"RUA ALVARENGA, 0, SAO PAULO","[-23.5719987802915, -46.71312268029149]"
2113,43781,ESTRADA DE ITAPECERICA,100,SAO PAULO,"ESTRADA DE ITAPECERICA, 100, SAO PAULO","[-23.6439207802915, -46.7388384802915]"
2114,43783,RUA GEOVANE BATISTA PIRELI,100,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
2115,43786,ESTRADA PARA ITAQUAQUECETUBA,1525,ITAQUAQUECETUBA,"ESTRADA PARA ITAQUAQUECETUBA, 1525, ITAQUAQUECETUBA","[-23.4639138302915, -46.3926540302915]"
2116,43795,RUA VERGUEIRO,9264,SAO PAULO,"RUA VERGUEIRO, 9264, SAO PAULO","[-23.6206043802915, -46.60374098029149]"
2117,43801,AVENIDA CORONEL SEZEFREDO FAGUNDES,273,SAO PAULO,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 273, SAO PAULO","[-23.47669498029151, -46.6103044802915]"
2118,43804,ESTRADA DOS ALVARENGAS,89446,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 89446, SAO BERNARDO DO CAMPO","[-23.7569838, -46.6319212]"
2119,43816,RUA MIGUEL YUNES,950,SAO PAULO,"RUA MIGUEL YUNES, 950, SAO PAULO","[-23.6952465802915, -46.6853004802915]"
2120,43872,Rodovia Edgard Máximo Zambotto,50.3,FRANCO DA ROCHA,"Rodovia Edgard Máximo Zambotto, 50.3, FRANCO DA ROCHA","[-23.2957594802915, -46.8068227802915]"
2121,43877,Rodovia dos Bandeirantes,1,SAO PAULO,"Rodovia dos Bandeirantes, 1, SAO PAULO","[-22.8839669802915, -47.2375359802915]"
2122,43880,PRACA SAO MARCOS,903,SAO PAULO,"PRACA SAO MARCOS, 903, SAO PAULO","[-23.5437618802915, -46.7124112802915]"
2123,43883,AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI,1807,SAO PAULO,"AVENIDA ENGENHEIRO LUIZ CARLOS BERRINI, 1807, SAO PAULO","[-23.6139140302915, -46.69653098029151]"
2124,43900,AVENIDA SALIM FARAH MALUF,10,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 10, SAO PAULO","[-23.5336140802915, -46.5853747802915]"
2125,43908,ESTRADA CATA PRETA,131,SANTO ANDRE,"ESTRADA CATA PRETA, 131, SANTO ANDRE","[-23.7094816802915, -46.5052426802915]"
2126,43909,AVENIDA JURUBATUBA,1301,SAO PAULO,"AVENIDA JURUBATUBA, 1301, SAO PAULO","[-23.6160554802915, -46.69447698029149]"
2127,43961,AVENIDA PRESIDENTE ALTINO,1,SAO PAULO,"AVENIDA PRESIDENTE ALTINO, 1, SAO PAULO","[-23.5561993802915, -46.7528003802915]"
2128,43973,ESTRADA DO M'BOI MIRIM,6399,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 6399, SAO PAULO","[-23.7007300802915, -46.7814369802915]"
2129,43985,RUA AVELINO TOLEDO DE LIMA,193,CAJAMAR,"RUA AVELINO TOLEDO DE LIMA, 193, CAJAMAR","[-23.3352802802915, -46.84054568029151]"
2130,44040,Rodovia Ayrton Senna da Silva,100,GUARULHOS,"Rodovia Ayrton Senna da Silva, 100, GUARULHOS","[-23.4822782802915, -46.50404288029149]"
2131,44043,VIADUTO TERESA DELTA,100,SAO BERNARDO DO CAMPO,"VIADUTO TERESA DELTA, 100, SAO BERNARDO DO CAMPO","[-23.7068633802915, -46.55934098029149]"
2132,44051,AVENIDA VEREADOR JOSE DINIZ,0,SAO PAULO,"AVENIDA VEREADOR JOSE DINIZ, 0, SAO PAULO","[-23.6213060802915, -46.6786293802915]"
2133,44053,AVENIDA ALDA,2163,DIADEMA,"AVENIDA ALDA, 2163, DIADEMA","[-23.7086050802915, -46.62791938029149]"
2134,44055,AVENIDA DO RIO BONITO,1171,SAO PAULO,"AVENIDA DO RIO BONITO, 1171, SAO PAULO","[-23.6838411802915, -46.7050597802915]"
2135,44056,RUA AURORA SOARES BARBOSA,100,OSASCO,"RUA AURORA SOARES BARBOSA, 100, OSASCO","[-23.5406587802915, -46.77375358029149]"
2136,44060,AVENIDA MARGINAL DO RIBEIRAO,5600,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 5600, CARAPICUIBA","[-23.5681549802915, -46.8314420302915]"
2137,44071,ALAMEDA BARROS,935,SAO PAULO,"ALAMEDA BARROS, 935, SAO PAULO","[-23.5363453802915, -46.66131108029151]"
2138,44115,RUA ARVORE DA JUDEIA,45,SAO PAULO,"RUA ARVORE DA JUDEIA, 45, SAO PAULO","[-23.5075790802915, -46.4314049802915]"
2139,44116,AVENIDA JORNALISTA PAULO ZINGG,1225,SAO PAULO,"AVENIDA JORNALISTA PAULO ZINGG, 1225, SAO PAULO","[-23.4886994802915, -46.7603501802915]"
2140,44163,AVENIDA CONSELHEIRO CARRAO,2000,SAO PAULO,"AVENIDA CONSELHEIRO CARRAO, 2000, SAO PAULO","[-23.5481304802915, -46.54325308029149]"
2141,44177,ESTRADA DE ITAPECERICA,2355,EMBU DAS ARTES,"ESTRADA DE ITAPECERICA, 2355, EMBU DAS ARTES","[-23.6696118802915, -46.80319728029149]"
2142,44296,ACESSO SAO MIGUEL,12567,SAO PAULO,"ACESSO SAO MIGUEL, 12567, SAO PAULO","[-23.4928157802915, -46.4477888802915]"
2143,44299,Avenida Otaviano Alves de Lima,0,SAO PAULO,"Avenida Otaviano Alves de Lima, 0, SAO PAULO","[-23.5191887, -46.7236754]"
2144,44307,AVENIDA CONSELHEIRO CARRAO,0,SAO PAULO,"AVENIDA CONSELHEIRO CARRAO, 0, SAO PAULO","[-23.5499939802915, -46.5386949802915]"
2145,44311,AVENIDA CONDESSA ELISABETH DE ROBIANO,6100,SAO PAULO,"AVENIDA CONDESSA ELISABETH DE ROBIANO, 6100, SAO PAULO","[-23.5112052802915, -46.55463648029149]"
2146,44312,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,0,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 0, SANTO ANDRE","[-23.69286038029151, -46.5090829802915]"
2147,44365,AVENIDA IMIRIM,0,SAO PAULO,"AVENIDA IMIRIM, 0, SAO PAULO","[-23.4820399802915, -46.65782598029151]"
2148,44367,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2149,44372,Avenida Magalhães de Castro,0,SAO PAULO,"Avenida Magalhães de Castro, 0, SAO PAULO","[-23.6113865802915, -46.7024017802915]"
2150,44378,AVENIDA DO CURSINO,0,SAO PAULO,"AVENIDA DO CURSINO, 0, SAO PAULO","[-23.6144188802915, -46.6191936802915]"
2151,44386,RUA ORLANDO LOPES DA SILVA,5,POA,"RUA ORLANDO LOPES DA SILVA, 5, POA","[-23.5557533802915, -46.3489978802915]"
2152,44436,RUA TIQUATIRA,1565,SAO PAULO,"RUA TIQUATIRA, 1565, SAO PAULO","[-23.6124613802915, -46.6264937]"
2153,44469,RUA APINAGES,1268,SAO PAULO,"RUA APINAGES, 1268, SAO PAULO","[-23.5425144802915, -46.6845674802915]"
2154,44471,RUA RIO DE JANEIRO,44,DIADEMA,"RUA RIO DE JANEIRO, 44, DIADEMA","[-23.7126671802915, -46.6007475802915]"
2155,44533,RUA CONCRETEX,100,GUARULHOS,"RUA CONCRETEX, 100, GUARULHOS","[-23.4699217802915, -46.4664122802915]"
2156,44561,VIA MARECHAL RONDON,0,BARUERI,"VIA MARECHAL RONDON, 0, BARUERI","[-23.5202575, -46.8688931]"
2157,44562,RUA BASILEIA,0,SANTO ANDRE,"RUA BASILEIA, 0, SANTO ANDRE","[-23.6317956802915, -46.50037818029149]"
2158,44563,RUA ORATORIO,3000,SANTO ANDRE,"RUA ORATORIO, 3000, SANTO ANDRE","[-23.6291482802915, -46.51017178029149]"
2159,44565,RUA PEDRO GONCALVES MEIRA,279,SAO PAULO,"RUA PEDRO GONCALVES MEIRA, 279, SAO PAULO","[-23.6837320802915, -46.6559251802915]"
2160,44616,Rodovia Hélio Smidt,100,GUARULHOS,"Rodovia Hélio Smidt, 100, GUARULHOS","[-23.4232592802915, -46.4807721802915]"
2161,44626,AVENIDA SAPOPEMBA,24717,SAO PAULO,"AVENIDA SAPOPEMBA, 24717, SAO PAULO","[-23.6218772802915, -46.4596381802915]"
2162,44629,RUA JOAO BASSO,232,SAO BERNARDO DO CAMPO,"RUA JOAO BASSO, 232, SAO BERNARDO DO CAMPO","[-23.7221878802915, -46.54958518029149]"
