,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
2320,47798,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100,SAO PAULO,"ACESSO AVENIDA MARGINAL DO RIO PINHEIROS, 100, SAO PAULO","[-23.5721698802915, -46.70240818029151]"
2321,47824,ESTRADA DO M'BOI MIRIM,6831,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 6831, SAO PAULO","[-23.7023785302915, -46.78285208029151]"
2322,47828,ESTRADA KEISHI MATSUMOTO,500,EMBU DAS ARTES,"ESTRADA KEISHI MATSUMOTO, 500, EMBU DAS ARTES","[-23.6344830802915, -46.8534515802915]"
2323,47857,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO,"AVENIDA DO TABOAO, 100, SAO BERNARDO DO CAMPO","[-23.6493639802915, -46.58183948029149]"
2324,47886,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,8,SAO PAULO,"AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON, 8, SAO PAULO","[-23.6286735802915, -46.6579331802915]"
2325,47887,VIADUTO RAPOSO TAVARES,3,SAO PAULO,"VIADUTO RAPOSO TAVARES, 3, SAO PAULO","[-23.5923721302915, -46.7998499302915]"
2326,47893,AVENIDA SANTOS DUMONT,100,SAO PAULO,"AVENIDA SANTOS DUMONT, 100, SAO PAULO","[-23.5272551802915, -46.63207098029149]"
2327,47895,AVENIDA DOUTOR JOSE FORNARI,100,SAO BERNARDO DO CAMPO,"AVENIDA DOUTOR JOSE FORNARI, 100, SAO BERNARDO DO CAMPO","[-23.7259443802915, -46.55085098029149]"
2328,47900,RUA FRANCISCO DE OLIVEIRA,25,SAO PAULO,"RUA FRANCISCO DE OLIVEIRA, 25, SAO PAULO","[-23.5225646802915, -46.5151761802915]"
2329,47926,RUA HENRY CHARLES POTEL,0,SAO PAULO,"RUA HENRY CHARLES POTEL, 0, SAO PAULO","[-23.4713834802915, -46.6782700802915]"
2330,47974,AVENIDA INTERLAGOS,6538,SAO PAULO,"AVENIDA INTERLAGOS, 6538, SAO PAULO","[-23.7047707302915, -46.70378033029149]"
2331,47980,R SETE DE SETEMBRO  CENTRO  R SETE DE SETEMBRO,610,GUARULHOS,"R SETE DE SETEMBRO  CENTRO  R SETE DE SETEMBRO, 610, GUARULHOS","[-23.4699042802915, -46.5287865802915]"
2332,47986,RUA JOAQUIM NABUCO,1652,SAO PAULO,"RUA JOAQUIM NABUCO, 1652, SAO PAULO","[-23.6344013802915, -46.6739404802915]"
2333,47991,Rua Hungria,345,SAO PAULO,"Rua Hungria, 345, SAO PAULO","[-23.5847703802915, -46.6928340802915]"
2334,48040,ESTRADA CANAL DE COCAIA,1946,SAO PAULO,"ESTRADA CANAL DE COCAIA, 1946, SAO PAULO","[-23.7422765802915, -46.6688859802915]"
2335,48041,AVENIDA OLAVO FONTOURA,0,SAO PAULO,"AVENIDA OLAVO FONTOURA, 0, SAO PAULO","[-23.5182381, -46.6524305]"
2336,48042,AVENIDA PIRAPORINHA,1,SAO BERNARDO DO CAMPO,"AVENIDA PIRAPORINHA, 1, SAO BERNARDO DO CAMPO","[-23.69121528029151, -46.5763923802915]"
2337,48048,ESTRADA PIRAJUSSARA VALO VELHO,440,SAO PAULO,"ESTRADA PIRAJUSSARA VALO VELHO, 440, SAO PAULO","[-23.6436568802915, -46.78335808029151]"
2338,48060,PRACA NICOLA VIVILECHIO,2,TABOAO DA SERRA,"PRACA NICOLA VIVILECHIO, 2, TABOAO DA SERRA","[-23.61002468029151, -46.7599121802915]"
2339,48062,AVENIDA JOAO VINTE E TRES,1128,SAO PAULO,"AVENIDA JOAO VINTE E TRES, 1128, SAO PAULO","[-23.5724158802915, -46.5320705802915]"
2340,48064,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2341,48068,RUA MIGUEL ANGELO LAPENA,255,SAO PAULO,"RUA MIGUEL ANGELO LAPENA, 255, SAO PAULO","[-23.4924772802915, -46.4435475802915]"
2342,48074,ESTRADA KEISHI MATSUMOTO,1867,EMBU DAS ARTES,"ESTRADA KEISHI MATSUMOTO, 1867, EMBU DAS ARTES","[-23.6229087802915, -46.8510066802915]"
2343,48123,AVENIDA DO TABOAO,2,SAO BERNARDO DO CAMPO,"AVENIDA DO TABOAO, 2, SAO BERNARDO DO CAMPO","[-23.6493634802915, -46.58090473029149]"
2344,48124,AVENIDA EUSEBIO MATOSO,0,SAO PAULO,"AVENIDA EUSEBIO MATOSO, 0, SAO PAULO","[-23.5723902802915, -46.6939046802915]"
2345,48143,ESTRADA CUMBICA,410,SAO PAULO,"ESTRADA CUMBICA, 410, SAO PAULO","[-23.7356015802915, -46.7463642802915]"
2346,48152,RUA DOS TRILHOS,100,SAO PAULO,"RUA DOS TRILHOS, 100, SAO PAULO","[-23.5538500802915, -46.6097583802915]"
2347,48179,AVENIDA SANTOS DUMONT,10,GUARULHOS,"AVENIDA SANTOS DUMONT, 10, GUARULHOS","[-23.4509440802915, -46.4751453802915]"
2348,48181,RUA JOSE PORFIRIO DE SOUZA,856,SAO PAULO,"RUA JOSE PORFIRIO DE SOUZA, 856, SAO PAULO","[-23.6041357802915, -46.78346318029149]"
2349,48184,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU",0,SAO PAULO,"AVENIDA WASHINGTON LUIS  AV WASHINGTON LUIS, SAO PAU, 0, SAO PAULO","[-23.6596792802915, -46.69972188029149]"
2350,48188,AVENIDA BENEDITA FRANCO DA VEIGA,100,MAUA,"AVENIDA BENEDITA FRANCO DA VEIGA, 100, MAUA","[-23.6652798802915, -46.43264308029149]"
2351,48204,AVENIDA OSVALDO VALLE CORDEIRO,1,SAO PAULO,"AVENIDA OSVALDO VALLE CORDEIRO, 1, SAO PAULO","[-23.56243228029151, -46.4846502802915]"
2352,48227,ESTRADA DOS ALVARENGAS,4578,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 4578, SAO BERNARDO DO CAMPO","[-23.7368324802915, -46.58942108029149]"
2353,48228,AVENIDA ANTONELO DA MESSINA,3770,SAO PAULO,"AVENIDA ANTONELO DA MESSINA, 3770, SAO PAULO","[-23.4569114, -46.5909278]"
2354,48240,AVENIDA REBOUCAS,100,SAO PAULO,"AVENIDA REBOUCAS, 100, SAO PAULO","[-23.5750257, -46.6983054]"
2355,48245,AVENIDA CONDE DE FRONTIN,1,SAO PAULO,"AVENIDA CONDE DE FRONTIN, 1, SAO PAULO","[-23.5382193802915, -46.55960118029149]"
2356,48325,AVENIDA UNIVERSITARIO,10,SANTANA DE PARNAIBA,"AVENIDA UNIVERSITARIO, 10, SANTANA DE PARNAIBA","[-23.4728627802915, -46.8725197802915]"
2357,48330,RUA SILVINO DE GODOY,0,SAO PAULO,"RUA SILVINO DE GODOY, 0, SAO PAULO","[-23.4813537, -46.7209566]"
2358,48335,Rodovia dos Imigrantes,20,DIADEMA,"Rodovia dos Imigrantes, 20, DIADEMA","[-23.6528605302915, -46.6354465302915]"
2359,48336,VIADUTO BRESSER,10,SAO PAULO,"VIADUTO BRESSER, 10, SAO PAULO","[-23.5457594802915, -46.60690058029149]"
2360,48337,AVENIDA YOJIRO TAKAOKA,100,SANTANA DE PARNAIBA,"AVENIDA YOJIRO TAKAOKA, 100, SANTANA DE PARNAIBA","[-23.4651985802915, -46.8794011802915]"
2361,48338,RUA DOS MERCANTEIS,834,SAO PAULO,"RUA DOS MERCANTEIS, 834, SAO PAULO","[-23.6742575802915, -46.7803296802915]"
2362,48352,ALAMEDA ARAGUAIA,99,BARUERI,"ALAMEDA ARAGUAIA, 99, BARUERI","[-23.5011519802915, -46.8609867802915]"
2363,48354,ESTRADA DO PORTAO DA RONDA,2950,SUZANO,"ESTRADA DO PORTAO DA RONDA, 2950, SUZANO","[-23.5107379802915, -46.28430958029149]"
2364,48431,RUA IGUASSU,0,SAO CAETANO DO SUL,"RUA IGUASSU, 0, SAO CAETANO DO SUL","[-23.6483489802915, -46.5685989802915]"
2365,48432,PONTE PRESIDENTE DUTRA,739,SAO PAULO,"PONTE PRESIDENTE DUTRA, 739, SAO PAULO","[-23.4468514802915, -46.4525598802915]"
2366,48438,COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI,10,SAO PAULO,"COMPLEXO VIARIO MARIA MALUF  COMPLEXO VIARIO MARI, 10, SAO PAULO","[-23.6298541802915, -46.6270365802915]"
2367,48472,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2368,48510,RUA GERALDO AUGUSTO DA SILVA,593,GUARULHOS,"RUA GERALDO AUGUSTO DA SILVA, 593, GUARULHOS","[-23.4417928802915, -46.55835988029149]"
2369,48513,AVENIDA ALCANTARA MACHADO,0,SAO PAULO,"AVENIDA ALCANTARA MACHADO, 0, SAO PAULO","[-23.5455286802915, -46.5919857802915]"
2370,48515,SAIDA 23 A PQSHOPPING   PRESIDENTE CASTEL,0,BARUERI,"SAIDA 23 A PQSHOPPING   PRESIDENTE CASTEL, 0, BARUERI","[-23.5074474802915, -46.85065758029151]"
2371,48525,RUA JERUSALEM,586,EMBU DAS ARTES,"RUA JERUSALEM, 586, EMBU DAS ARTES","[-23.6686316802915, -46.8100275802915]"
2372,48529,PRACA PANAMERICANA  ALTO DE PINHEIROS  PRACA PAN,100,SAO PAULO,"PRACA PANAMERICANA  ALTO DE PINHEIROS  PRACA PAN, 100, SAO PAULO","[-23.5551007802915, -46.7089816802915]"
2373,48534,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO",100,SAO PAULO,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO, 100, SAO PAULO","[-23.5535038802915, -46.63537538029149]"
2374,48535,AVENIDA SUPLICY,399,GUARULHOS,"AVENIDA SUPLICY, 399, GUARULHOS","[-23.4506169802915, -46.54173628029151]"
2375,48539,AVENIDA BRIGADEIRO LUIS ANTONIO,100,SAO PAULO,"AVENIDA BRIGADEIRO LUIS ANTONIO, 100, SAO PAULO","[-23.5529071802915, -46.6387480802915]"
2376,48586,RUA CHICO MENDES,100,TABOAO DA SERRA,"RUA CHICO MENDES, 100, TABOAO DA SERRA","[-23.6277937802915, -46.8111625802915]"
2377,48594,AVENIDA PAULO FACINI,100,GUARULHOS,"AVENIDA PAULO FACINI, 100, GUARULHOS","[-23.4700032802915, -46.5220539802915]"
2378,48603,AVENIDA PACAEMBU,100,SAO PAULO,"AVENIDA PACAEMBU, 100, SAO PAULO","[-23.5289262802915, -46.6623618802915]"
2379,48614,RUA BENTO BRANCO DE ANDRADE FILHO,1,SAO PAULO,"RUA BENTO BRANCO DE ANDRADE FILHO, 1, SAO PAULO","[-23.6461507802915, -46.7241448802915]"
2380,48648,AVENIDA UTARO KANAI,600,SAO PAULO,"AVENIDA UTARO KANAI, 600, SAO PAULO","[-23.5667089802915, -46.3976438802915]"
2381,48650,RUA JOAO CACHOEIRA,899,SAO PAULO,"RUA JOAO CACHOEIRA, 899, SAO PAULO","[-23.58919848029151, -46.6775806802915]"
2382,48673,VIELA URGA,100,GUARULHOS,"VIELA URGA, 100, GUARULHOS","[-23.4098678802915, -46.4008502802915]"
2383,48726,"SHOPPING TABOAO  ROD REGIS BITTENCOURT, 2643",100,TABOAO DA SERRA,"SHOPPING TABOAO  ROD REGIS BITTENCOURT, 2643, 100, TABOAO DA SERRA","[-23.6158431802915, -46.7766628802915]"
2384,48729,"AVENIDA PAULO AYRES  AV PAULO AYRES, TABOAO DA SERRA",0,TABOAO DA SERRA,"AVENIDA PAULO AYRES  AV PAULO AYRES, TABOAO DA SERRA, 0, TABOAO DA SERRA","[-23.6214257802915, -46.7872280802915]"
2385,48739,AVENIDA ANTONIO MANOGRASSO,0,SAO PAULO,"AVENIDA ANTONIO MANOGRASSO, 0, SAO PAULO","[-23.5750465802915, -46.53557088029149]"
2386,48789,PONTE DOS REMEDIOS,1,SAO PAULO,"PONTE DOS REMEDIOS, 1, SAO PAULO","[-23.5219127802915, -46.7504207802915]"
2387,48805,RUA AMARAL GURGEL,502,SAO PAULO,"RUA AMARAL GURGEL, 502, SAO PAULO","[-23.5476271802915, -46.6493873802915]"
2388,48817,PARQUE RAPOSO TAVARES,17,SAO PAULO,"PARQUE RAPOSO TAVARES, 17, SAO PAULO","[-23.5897570802915, -46.7574711802915]"
2389,48931,AVENIDA IMPERATRIZ LEOPOLDINA,435,SAO PAULO,"AVENIDA IMPERATRIZ LEOPOLDINA, 435, SAO PAULO","[-23.5279429802915, -46.7359932802915]"
2390,48974,RUA HAMILTON FERNANDES,30,TABOAO DA SERRA,"RUA HAMILTON FERNANDES, 30, TABOAO DA SERRA","[-23.6405160802915, -46.8066817802915]"
2391,48975,ESTRADA DO CAMPO LIMPO,100,SAO PAULO,"ESTRADA DO CAMPO LIMPO, 100, SAO PAULO","[-23.6498323802915, -46.7560004802915]"
2392,48987,Rodovia dos Bandeirantes,14.3,SAO PAULO,"Rodovia dos Bandeirantes, 14.3, SAO PAULO","[-23.0990849802915, -47.0099140802915]"
2393,48999,AVENIDA ONIX,100,OSASCO,"AVENIDA ONIX, 100, OSASCO","[-23.5106769802915, -46.7677401802915]"
2394,49001,ACESSO AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,1,SANTO ANDRE,"ACESSO AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 1, SANTO ANDRE","[-23.6683309802915, -46.5129028802915]"
2395,49003,PONTE PRESIDENTE DUTRA,100,SAO PAULO,"PONTE PRESIDENTE DUTRA, 100, SAO PAULO","[-23.5307393, -46.59107163029149]"
2396,49005,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
2397,49075,AVENIDA DAS NACOES,13,SANTO ANDRE,"AVENIDA DAS NACOES, 13, SANTO ANDRE","[-23.6284923802915, -46.5046375802915]"
2398,49093,RUA PLUTAO,488,OSASCO,"RUA PLUTAO, 488, OSASCO","[-23.57339673029151, -46.8177435302915]"
2399,49095,AVENIDA DO ESTADO,1,SAO PAULO,"AVENIDA DO ESTADO, 1, SAO PAULO","[-23.5439561802915, -46.6303855802915]"
2400,49105,RUA SANTA CRUZ,328,SAO PAULO,"RUA SANTA CRUZ, 328, SAO PAULO","[-23.5983282802915, -46.6348114802915]"
2401,49107,VIADUTO BRESSER,1,SAO PAULO,"VIADUTO BRESSER, 1, SAO PAULO","[-23.5457594802915, -46.60690058029149]"
2402,49135,AVENIDA JACUPESSEGO,100,SAO PAULO,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2403,49253,SEM TIPO MIGUEL INACIO CURI,7426,SAO PAULO,"SEM TIPO MIGUEL INACIO CURI, 7426, SAO PAULO","[-23.5466710802915, -46.4756165802915]"
2404,49340,ESCOLA DE ARTES  CIENCIAS E HUMANIDADES DA UNIVERS,0,SAO PAULO,"ESCOLA DE ARTES  CIENCIAS E HUMANIDADES DA UNIVERS, 0, SAO PAULO","[-23.4837408802915, -46.50179878029149]"
2405,49396,AVENIDA BARONESA DE MURITIBA,680,SAO PAULO,"AVENIDA BARONESA DE MURITIBA, 680, SAO PAULO","[-23.6303559302915, -46.4721918802915]"
2406,49399,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
2407,49409,AVENIDA VEREADOR JOSE DINIZ,100,SAO PAULO,"AVENIDA VEREADOR JOSE DINIZ, 100, SAO PAULO","[-23.6296171802915, -46.68568628029149]"
2408,49433,ACESSO AVENIDA ANTONIO ESTEVAO DE CARVALHO,1990,SAO PAULO,"ACESSO AVENIDA ANTONIO ESTEVAO DE CARVALHO, 1990, SAO PAULO","[-23.5321971802915, -46.50343308029149]"
2409,49462,AVENIDA MARIA CAMPOS,10,OSASCO,"AVENIDA MARIA CAMPOS, 10, OSASCO","[-23.5331775802915, -46.7747602802915]"
2410,49463,AVENIDA JORGE RODRIGUES PASCOALINE  AV JORGE RODRIGU,115,TABOAO DA SERRA,"AVENIDA JORGE RODRIGUES PASCOALINE  AV JORGE RODRIGU, 115, TABOAO DA SERRA","[-23.6227315802915, -46.79566698029149]"
2411,49469,AVENIDA YOJIRO TAKAOKA,3501,BARUERI,"AVENIDA YOJIRO TAKAOKA, 3501, BARUERI","[-23.4699204802915, -46.87327678029149]"
2412,49471,AVENIDA PACAEMBU,100,SAO PAULO,"AVENIDA PACAEMBU, 100, SAO PAULO","[-23.5289262802915, -46.6623618802915]"
2413,49502,AVENIDA DAS JUNTAS PROVISORIAS,100,SAO PAULO,"AVENIDA DAS JUNTAS PROVISORIAS, 100, SAO PAULO","[-23.5889064802915, -46.5993180802915]"
2414,49542,"CEMITERIO DA SAUDADE  AVENIDA PIRES DO RIO, 1441",0,SAO PAULO,"CEMITERIO DA SAUDADE  AVENIDA PIRES DO RIO, 1441, 0, SAO PAULO","[-23.5113988802915, -46.4425758802915]"
2415,49551,RUA VEREADOR JOAO BATISTA FITIPALDI,2505,SUZANO,"RUA VEREADOR JOAO BATISTA FITIPALDI, 2505, SUZANO","[-23.5206783802915, -46.3001796302915]"
2416,49553,AVENIDA BRIGADEIRO FARIA LIMA,1,SAO PAULO,"AVENIDA BRIGADEIRO FARIA LIMA, 1, SAO PAULO","[-23.5708956802915, -46.6927390802915]"
2417,49613,TUNEL FERNANDO VIEIRA DE MELLO  PINHEIROS  TUNEL,1,SAO PAULO,"TUNEL FERNANDO VIEIRA DE MELLO  PINHEIROS  TUNEL, 1, SAO PAULO","[-23.5719857, -46.6947577]"
2418,49626,VIADUTO TERESA DELTA,100,SAO BERNARDO DO CAMPO,"VIADUTO TERESA DELTA, 100, SAO BERNARDO DO CAMPO","[-23.7068633802915, -46.55934098029149]"
2419,49630,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,0,SAO PAULO,"ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ, 0, SAO PAULO","[-23.5470592802915, -46.6325507802915]"
2420,49631,AVENIDA PREFEITO ANGELO CELEGUIM,100,FRANCO DA ROCHA,"AVENIDA PREFEITO ANGELO CELEGUIM, 100, FRANCO DA ROCHA","[-23.3207994802915, -46.7463711802915]"
2421,49693,AVENIDA ELISEU DE ALMEIDA,2251,SAO PAULO,"AVENIDA ELISEU DE ALMEIDA, 2251, SAO PAULO","[-23.5873755802915, -46.7311269302915]"
2422,49696,RUA UM,4725,CAJAMAR,"RUA UM, 4725, CAJAMAR","[-23.3414952302915, -46.8419977302915]"
2423,49699,AVENIDA MARGINAL,100,CARAPICUIBA,"AVENIDA MARGINAL, 100, CARAPICUIBA","[-23.5235416802915, -46.8559523802915]"
2424,49708,EE PROFA MARIA JANNUZZI MASCARI  ESTR DE ITAPEC,100,SAO PAULO,"EE PROFA MARIA JANNUZZI MASCARI  ESTR DE ITAPEC, 100, SAO PAULO","[-23.6783290802915, -46.79511378029149]"
2425,49773,RUA PROFESSOR LUIS BARBOSA,0,SAO PAULO,"RUA PROFESSOR LUIS BARBOSA, 0, SAO PAULO","[-23.4700742802915, -46.6967010802915]"
2426,49774,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]"
2427,49775,MARGINAL PINHEIROS,10,SAO PAULO,"MARGINAL PINHEIROS, 10, SAO PAULO","[-23.6627628802915, -46.7134751802915]"
2428,49849,AVENIDA SALIM FARAH MALUF,1,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 1, SAO PAULO","[-23.5307888802915, -46.5858580802915]"
2429,49859,RUA IGUATAMA,0,SAO PAULO,"RUA IGUATAMA, 0, SAO PAULO","[-23.5502384, -46.4190318802915]"
2430,49861,AVENIDA DO ORATORIO,10,SAO PAULO,"AVENIDA DO ORATORIO, 10, SAO PAULO","[-23.5841310802915, -46.5641032802915]"
2431,49863,AVENIDA ARICANDUVA,1,SAO PAULO,"AVENIDA ARICANDUVA, 1, SAO PAULO","[-23.5393943802915, -46.54734778029151]"
2432,49864,AVENIDA JAPAO,260,MOGI DAS CRUZES,"AVENIDA JAPAO, 260, MOGI DAS CRUZES","[-23.5327230802915, -46.2064198802915]"
2433,49910,AVENIDA CARLOS LACERDA,2010,SAO PAULO,"AVENIDA CARLOS LACERDA, 2010, SAO PAULO","[-23.6504190802915, -46.78080618029149]"
2434,49913,ESTRADA VEREDAS,100,ITAPECERICA DA SERRA,"ESTRADA VEREDAS, 100, ITAPECERICA DA SERRA","[-23.6594969802915, -46.82724268029149]"
2435,49914,RUA AUGUSTO JOSE AVANCINI,1,SAO PAULO,"RUA AUGUSTO JOSE AVANCINI, 1, SAO PAULO","[-23.5911219802915, -46.78610098029149]"
2436,49919,Avenida das Nações Unidas,304,SAO PAULO,"Avenida das Nações Unidas, 304, SAO PAULO","[-23.5855512802915, -46.69224328029149]"
2437,49924,VIADUTO ANTONIO ADIBE CHAMAS,1,SANTO ANDRE,"VIADUTO ANTONIO ADIBE CHAMAS, 1, SANTO ANDRE","[-23.6551211802915, -46.5309536802915]"
2438,49937,AVENIDA ALCANTARA MACHADO,0,SAO PAULO,"AVENIDA ALCANTARA MACHADO, 0, SAO PAULO","[-23.5455286802915, -46.5919857802915]"
2439,49943,ESTRADA ITAQUAQUECETUBA,8842,SAO PAULO,"ESTRADA ITAQUAQUECETUBA, 8842, SAO PAULO","[-23.7845999802915, -46.6462709802915]"
2440,50007,AVENIDA PAULISTA,7,SAO PAULO,"AVENIDA PAULISTA, 7, SAO PAULO","[-23.5727095302915, -46.64607588029151]"
2441,50008,AVENIDA DOS BANDEIRANTES,0,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 0, SAO PAULO","[-23.6060493802915, -46.68041288029149]"
2442,50023,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2443,50024,AVENIDA LUIZ DUMONT VILLARES,100,SAO PAULO,"AVENIDA LUIZ DUMONT VILLARES, 100, SAO PAULO","[-23.5021343802915, -46.61614338029151]"
2444,50084,RUA CUNHA BUENO,34,CARAPICUIBA,"RUA CUNHA BUENO, 34, CARAPICUIBA","[-23.5636272302915, -46.8469024802915]"
2445,50085,ACESSO AVENIDA DOUTOR ULISSES GUIMARAES,1,DIADEMA,"ACESSO AVENIDA DOUTOR ULISSES GUIMARAES, 1, DIADEMA","[-23.70061508029151, -46.62995658029149]"
2446,50087,Rodovia dos Imigrantes,1,SAO PAULO,"Rodovia dos Imigrantes, 1, SAO PAULO","[-23.6448889802915, -46.63075428029149]"
2447,50090,AVENIDA ANTONELO DA MESSINA,0,SAO PAULO,"AVENIDA ANTONELO DA MESSINA, 0, SAO PAULO","[-23.4551248802915, -46.5907534802915]"
2448,50106,PARQUE RAPOSO TAVARES,19000,SAO PAULO,"PARQUE RAPOSO TAVARES, 19000, SAO PAULO","[-23.5901984802915, -46.75720843029149]"
2449,50111,AVENIDA CASA VERDE,1267,SAO PAULO,"AVENIDA CASA VERDE, 1267, SAO PAULO","[-23.5044288302915, -46.6549789302915]"
2450,50164,RUA SOLDADO CRISTOVAO MORAIS GARCIA,100,SAO PAULO,"RUA SOLDADO CRISTOVAO MORAIS GARCIA, 100, SAO PAULO","[-23.5208690802915, -46.5661984802915]"
2451,50165,MOGI  DUTRA,10,MOGI DAS CRUZES,"MOGI  DUTRA, 10, MOGI DAS CRUZES","[-23.5118581802915, -46.2075889802915]"
2452,50171,Avenida Doutora Ruth Cardoso,190,SAO PAULO,"Avenida Doutora Ruth Cardoso, 190, SAO PAULO","[-23.5564705802915, -46.71682198029149]"
2453,50175,Rua Hungria,444,SAO PAULO,"Rua Hungria, 444, SAO PAULO","[-23.5840618802915, -46.6930975802915]"
