,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
519,10252,RUA NEPAL,871,SANTO ANDRE,"RUA NEPAL, 871, SANTO ANDRE","[-23.6402282802915, -46.49070028029149]"
520,10253,AVENIDA CONDE DE FRONTIN,10,SAO PAULO,"AVENIDA CONDE DE FRONTIN, 10, SAO PAULO","[-23.5383987802915, -46.55935968029149]"
521,10255,AVENIDA SALIM FARAH MALUF,3167,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 3167, SAO PAULO","[-23.5586684802915, -46.57858718029151]"
522,10258,RUA DA COROA,1640,SAO PAULO,"RUA DA COROA, 1640, SAO PAULO","[-23.52066798029151, -46.6137063302915]"
523,10273,ESTRADA CAUCAIA DO ALTO,4521,VARGEM GRANDE PAULISTA,"ESTRADA CAUCAIA DO ALTO, 4521, VARGEM GRANDE PAULISTA","[-23.6483595302915, -46.9951100302915]"
524,10306,AVENIDA PEREIRA BARRETO,100,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
525,10324,ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,1,ITAQUAQUECETUBA,"ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA, 1, ITAQUAQUECETUBA","[-23.4800862802915, -46.35305048029149]"
526,10383,AVENIDA SPORT CLUB CORINTIANS PAULISTA,1000,OSASCO,"AVENIDA SPORT CLUB CORINTIANS PAULISTA, 1000, OSASCO","[-23.5354720802915, -46.78887978029151]"
527,10385,Rodovia Professor Alfredo Rolim de Moura,0,BIRITIBA MIRIM,"Rodovia Professor Alfredo Rolim de Moura, 0, BIRITIBA MIRIM","[-23.5672243802915, -46.08118968029149]"
528,10390,RUA JOAQUIM RIBEIRO,260,SAO PAULO,"RUA JOAQUIM RIBEIRO, 260, SAO PAULO","[-23.4746644802915, -46.70591768029149]"
529,10398,RUA PADRE SILVERIO PARAOPEBA,22,SAO PAULO,"RUA PADRE SILVERIO PARAOPEBA, 22, SAO PAULO","[-23.6553666802915, -46.77853048029149]"
530,10400,RUA JOAO PAULO,786,SAO PAULO,"RUA JOAO PAULO, 786, SAO PAULO","[-23.5599543802915, -46.6801419802915]"
531,10438,AVENIDA DO CURSINO,1828,SAO PAULO,"AVENIDA DO CURSINO, 1828, SAO PAULO","[-23.6048096802915, -46.61698508029149]"
532,10443,AVENIDA DEPUTADO EMILIO CARLOS,2083,SAO PAULO,"AVENIDA DEPUTADO EMILIO CARLOS, 2083, SAO PAULO","[-23.4905374802915, -46.6771249802915]"
533,10445,AVENIDA NEVADA,3616,SANTO ANDRE,"AVENIDA NEVADA, 3616, SANTO ANDRE","[-23.6278026, -46.5108471]"
534,10448,AVENIDA ALDINO PINOTTI,601,SAO BERNARDO DO CAMPO,"AVENIDA ALDINO PINOTTI, 601, SAO BERNARDO DO CAMPO","[-23.6895118802915, -46.5526705802915]"
535,10454,ACESSO HEBE CAMARGO,1355,SAO PAULO,"ACESSO HEBE CAMARGO, 1355, SAO PAULO","[-23.6360786802915, -46.7288907802915]"
536,10503,ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA,1,SAO PAULO,"ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA, 1, SAO PAULO","[-23.5369684802915, -46.54943988029149]"
537,10509,AVENIDA DOM PAULO ROLIM LOUREIRO,0,MOGI DAS CRUZES,"AVENIDA DOM PAULO ROLIM LOUREIRO, 0, MOGI DAS CRUZES","[-23.5345133802915, -46.1712825802915]"
538,10511,AVENIDA PROFESSOR ABRAAO DE MORAIS,1,SAO PAULO,"AVENIDA PROFESSOR ABRAAO DE MORAIS, 1, SAO PAULO","[-23.6060060802915, -46.6271297802915]"
539,10518,ACESSO AVENIDA DO ESTADO,100,SAO CAETANO DO SUL,"ACESSO AVENIDA DO ESTADO, 100, SAO CAETANO DO SUL","[-23.6016015802915, -46.57940318029149]"
540,10521,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,100,SAO PAULO,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 100, SAO PAULO","[-23.6333669802915, -46.64819018029149]"
541,10535,RETORNO RUA FREDERICO RENE DE JAEGHER,2628,SAO PAULO,"RETORNO RUA FREDERICO RENE DE JAEGHER, 2628, SAO PAULO","[-23.7313803802915, -46.7179696802915]"
542,10538,PONTE PRESIDENTE DUTRA,100,SAO PAULO,"PONTE PRESIDENTE DUTRA, 100, SAO PAULO","[-23.5307393, -46.59107163029149]"
543,10600,ESTRADA DA COLONIA,10,SAO PAULO,"ESTRADA DA COLONIA, 10, SAO PAULO","[-23.84971678029151, -46.7025931802915]"
544,10604,AVENIDA WASHINGTON LUIS,10,SAO PAULO,"AVENIDA WASHINGTON LUIS, 10, SAO PAULO","[-23.6628089802915, -46.7063195802915]"
545,10605,AVENIDA DOS BANDEIRANTES,4969,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 4969, SAO PAULO","[-23.6232147302915, -46.65438478029149]"
546,10606,ESTRADA GUARULHOSNAZARE,6100,GUARULHOS,"ESTRADA GUARULHOSNAZARE, 6100, GUARULHOS","[-23.4184471802915, -46.45671038029151]"
547,10613,AVENIDA PRESTES MAIA,100,SAO PAULO,"AVENIDA PRESTES MAIA, 100, SAO PAULO","[-23.5450319802915, -46.63629908029149]"
548,10616,ESTRADA CATA PRETA,0,SANTO ANDRE,"ESTRADA CATA PRETA, 0, SANTO ANDRE","[-23.7160660802915, -46.51176638029149]"
549,10622,RUA ANTONIO IERVOLINO,1,GUARULHOS,"RUA ANTONIO IERVOLINO, 1, GUARULHOS","[-23.4758639802915, -46.53519528029151]"
550,10630,RUA TIRADENTES,1000,SAO BERNARDO DO CAMPO,"RUA TIRADENTES, 1000, SAO BERNARDO DO CAMPO","[-23.7219625802915, -46.5422020802915]"
551,10631,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
552,10675,AVENIDA VALTER BOVERI,500,OSASCO,"AVENIDA VALTER BOVERI, 500, OSASCO","[-23.5674324802915, -46.7951391802915]"
553,10686,AVENIDA ARICANDUVA,11920,SAO PAULO,"AVENIDA ARICANDUVA, 11920, SAO PAULO","[-23.5948555802915, -46.4716901802915]"
554,10690,RUA SAO CAETANO,943,EMBU DAS ARTES,"RUA SAO CAETANO, 943, EMBU DAS ARTES","[-23.6569586802915, -46.8086637802915]"
555,10694,AVENIDA DOS SIGNOS,478,DIADEMA,"AVENIDA DOS SIGNOS, 478, DIADEMA","[-23.7052050802915, -46.62410758029149]"
556,10752,RUA ANTONIO DE FRANCA E SILVA,100,SAO PAULO,"RUA ANTONIO DE FRANCA E SILVA, 100, SAO PAULO","[-23.6170920802915, -46.5029206802915]"
557,10755,RUA ANTONIO PASINATO,200,BARUERI,"RUA ANTONIO PASINATO, 200, BARUERI","[-23.5149556802915, -46.8617348802915]"
558,10765,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
559,10772,AVENIDA TUCURUVI,2338,SAO PAULO,"AVENIDA TUCURUVI, 2338, SAO PAULO","[-23.4825111, -46.610516]"
560,10775,AVENIDA DOS BANDEIRANTES,2829,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 2829, SAO PAULO","[-23.6136073802915, -46.67297578029149]"
561,10815,AVENIDA ENGENHEIRO CAETANO ALVARES,2350,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 2350, SAO PAULO","[-23.4971611802915, -46.66281048029149]"
562,10817,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
563,10821,ESTRADA IGUATEMI,6114,SAO PAULO,"ESTRADA IGUATEMI, 6114, SAO PAULO","[-23.5655253802915, -46.4175430802915]"
564,10877,AVENIDA MARECHAL TITO,3311,SAO PAULO,"AVENIDA MARECHAL TITO, 3311, SAO PAULO","[-23.4957742302915, -46.41550093029149]"
565,10885,RUA PROFESSOR COSME DEODATO TADEU,477,SAO PAULO,"RUA PROFESSOR COSME DEODATO TADEU, 477, SAO PAULO","[-23.5456854802915, -46.40706098029151]"
566,10886,RUA CONSELHEIRO MOREIRA DE BARROS,2400,SAO PAULO,"RUA CONSELHEIRO MOREIRA DE BARROS, 2400, SAO PAULO","[-23.4852747802915, -46.6435822802915]"
567,10889,RUA DOUTOR ANTONIO BASTOS,100,COTIA,"RUA DOUTOR ANTONIO BASTOS, 100, COTIA","[-23.6040429802915, -46.9367574802915]"
568,10892,RUA PATAPIO SILVA,307,SAO PAULO,"RUA PATAPIO SILVA, 307, SAO PAULO","[-23.5549638802915, -46.6867331802915]"
569,10897,PRACA DELEGADO AMOROSO NETO,100,SAO PAULO,"PRACA DELEGADO AMOROSO NETO, 100, SAO PAULO","[-23.51029198029151, -46.6668239802915]"
570,10912,AVENIDA ALDA,1876,DIADEMA,"AVENIDA ALDA, 1876, DIADEMA","[-23.7030506302915, -46.62842318029151]"
571,10958,AVENIDA DOUTOR ALBERTO JACKSON BYINGTON,100,OSASCO,"AVENIDA DOUTOR ALBERTO JACKSON BYINGTON, 100, OSASCO","[-23.4953342802915, -46.7706059302915]"
572,10959,ROD JOAO AFONSO DE SOUZA CASTELLANO,455,ITAQUAQUECETUBA,"ROD JOAO AFONSO DE SOUZA CASTELLANO, 455, ITAQUAQUECETUBA","[-23.5059225802915, -46.34796238029149]"
573,10965,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,2999,SAO BERNARDO DO CAMPO,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 2999, SAO BERNARDO DO CAMPO","[-23.6816072802915, -46.59980298029149]"
574,10982,RUA MELO FREIRE,2754,SAO PAULO,"RUA MELO FREIRE, 2754, SAO PAULO","[-23.5418512802915, -46.5760317802915]"
575,10994,AVENIDA ROUXINOL,8,GUARULHOS,"AVENIDA ROUXINOL, 8, GUARULHOS","[-23.4273362802915, -46.5353550802915]"
576,10995,ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,100,SAO PAULO,"ACESSO AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 100, SAO PAULO","[-23.5866479802915, -46.6726386802915]"
577,11078,Rodovia Dom Paulo Rolim Loureiro,0,BIRITIBA MIRIM,"Rodovia Dom Paulo Rolim Loureiro, 0, BIRITIBA MIRIM","[-23.7410235, -46.2523808]"
578,11079,RUA VITORIA,385,SAO BERNARDO DO CAMPO,"RUA VITORIA, 385, SAO BERNARDO DO CAMPO","[-23.7857274802915, -46.5410604802915]"
579,11080,AVENIDA ITAPARK,5007,MAUA,"AVENIDA ITAPARK, 5007, MAUA","[-23.66742798029151, -46.4417523802915]"
580,11083,RUA ESTRADA DE ITAPECERICA A SANTO AMARO,100,ITAPECERICA DA SERRA,"RUA ESTRADA DE ITAPECERICA A SANTO AMARO, 100, ITAPECERICA DA SERRA","[-23.7085555802915, -46.83116418029151]"
581,11095,RUA SARA KUBITSCHECK,520,SAO PAULO,"RUA SARA KUBITSCHECK, 520, SAO PAULO","[-23.5819857302915, -46.4052511302915]"
582,11174,Rodovia Ayrton Senna da Silva,13,SAO PAULO,"Rodovia Ayrton Senna da Silva, 13, SAO PAULO","[-23.4675243802915, -46.3702918802915]"
583,11177,AVENIDA SAPOPEMBA,1999,SAO PAULO,"AVENIDA SAPOPEMBA, 1999, SAO PAULO","[-23.5737384802915, -46.57009258029151]"
584,11195,AVENIDA DOUTOR ARNALDO,100,SAO PAULO,"AVENIDA DOUTOR ARNALDO, 100, SAO PAULO","[-23.5570544802915, -46.6661133802915]"
585,11207,AVENIDA CAPITAO CASA,10,SAO BERNARDO DO CAMPO,"AVENIDA CAPITAO CASA, 10, SAO BERNARDO DO CAMPO","[-23.7246978802915, -46.55508838029149]"
586,11282,AVENIDA PEREIRA BARRETO,100,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
587,11284,PRACA DA BANDEIRA,215,SAO PAULO,"PRACA DA BANDEIRA, 215, SAO PAULO","[-23.5501833802915, -46.6401073802915]"
588,11287,RUA DA CONSOLACAO,584,SAO PAULO,"RUA DA CONSOLACAO, 584, SAO PAULO","[-23.5483423802915, -46.6484648802915]"
589,11290,RUA DA INDEPENDENCIA,716,SAO PAULO,"RUA DA INDEPENDENCIA, 716, SAO PAULO","[-23.5688866802915, -46.6164534802915]"
590,11341,AVENIDA REBOUCAS,3007,SAO PAULO,"AVENIDA REBOUCAS, 3007, SAO PAULO","[-23.5714444302915, -46.68960683029151]"
591,11342,RUA JOAQUINA DE JESUS,472,GUARULHOS,"RUA JOAQUINA DE JESUS, 472, GUARULHOS","[-23.43417593029151, -46.4997527802915]"
592,11344,AVENIDA CIDADE JUDAIDET MARJAYOUN,940,SAO PAULO,"AVENIDA CIDADE JUDAIDET MARJAYOUN, 940, SAO PAULO","[-23.7160052802915, -46.63226708029149]"
593,11349,DOM PAULO ROLIM LOUREIRO,0,MOGI DAS CRUZES,"DOM PAULO ROLIM LOUREIRO, 0, MOGI DAS CRUZES","[-23.5345133802915, -46.1712825802915]"
594,11352,AVENIDA DO ESTADO,8877,SAO PAULO,"AVENIDA DO ESTADO, 8877, SAO PAULO","[-23.5855051802915, -46.6004045802915]"
595,11362,ESTRADA SAMUEL AIZEMBERG,100,SAO BERNARDO DO CAMPO,"ESTRADA SAMUEL AIZEMBERG, 100, SAO BERNARDO DO CAMPO","[-23.7108413802915, -46.5906227802915]"
596,11395,AVENIDA WASHINGTON LUIS,3408,SAO PAULO,"AVENIDA WASHINGTON LUIS, 3408, SAO PAULO","[-23.6498241802915, -46.67715528029149]"
597,11397,ACESSO GIOVANNI GRONCHI,0,SAO PAULO,"ACESSO GIOVANNI GRONCHI, 0, SAO PAULO","[-23.6460454, -46.7381783]"
598,11401,AVENIDA ESCOLA POLITECNICA,0,SAO PAULO,"AVENIDA ESCOLA POLITECNICA, 0, SAO PAULO","[-23.5504974802915, -46.7349876802915]"
599,11408,AVENIDA DOS BANDEIRANTES,5826,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 5826, SAO PAULO","[-23.6295990302915, -46.6497560302915]"
600,11410,AVENIDA PRESIDENTE TANCREDO NEVES,2001,SAO PAULO,"AVENIDA PRESIDENTE TANCREDO NEVES, 2001, SAO PAULO","[-23.6184570802915, -46.6105392802915]"
601,11417,ESTACAO METRO CONCEICAO,150,SAO PAULO,"ESTACAO METRO CONCEICAO, 150, SAO PAULO","[-23.6269759802915, -46.6421911802915]"
602,11422,AVENIDA DOS AUTONOMISTAS,3160,OSASCO,"AVENIDA DOS AUTONOMISTAS, 3160, OSASCO","[-23.5363375802915, -46.7838002802915]"
603,11423,ACESSO AVENIDA ELIAS YAZBEK,926,EMBU DAS ARTES,"ACESSO AVENIDA ELIAS YAZBEK, 926, EMBU DAS ARTES","[-23.6559389802915, -46.8527692802915]"
604,11496,AVENIDA DOS BANDEIRANTES,2098,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 2098, SAO PAULO","[-23.6096717802915, -46.6786238802915]"
605,11498,AVENIDA JOSE PINHEIRO BORGES,10,SAO PAULO,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
606,11508,ESTRADA PIRAJUSSARA VALO VELHO,4300,SAO PAULO,"ESTRADA PIRAJUSSARA VALO VELHO, 4300, SAO PAULO","[-23.6505294, -46.7929041]"
607,11551,RUA ZIKE TUMA,1224,SAO PAULO,"RUA ZIKE TUMA, 1224, SAO PAULO","[-23.6856471802915, -46.6712171802915]"
608,11563,RUA MIGUEL NUNES,100,SAO PAULO,"RUA MIGUEL NUNES, 100, SAO PAULO","[-23.6956045802915, -46.6712900802915]"
609,11607,RUA ARLEY GILBERTO DE ARAUJO,0,SAO PAULO,"RUA ARLEY GILBERTO DE ARAUJO, 0, SAO PAULO","[-23.4471091802915, -46.5789033802915]"
610,11610,RUA JOSE MANOEL NICOLI,2683,EMBU DAS ARTES,"RUA JOSE MANOEL NICOLI, 2683, EMBU DAS ARTES","[-23.6844391802915, -46.80368378029149]"
611,11613,AVENIDA JOAO PAULO PRIMEIRO,84,SAO PAULO,"AVENIDA JOAO PAULO PRIMEIRO, 84, SAO PAULO","[-23.4778026802915, -46.6860501802915]"
612,11626,ESTRADA DO CAMPO LIMPO,3676,SAO PAULO,"ESTRADA DO CAMPO LIMPO, 3676, SAO PAULO","[-23.6318634802915, -46.7716120802915]"
613,11629,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
614,11643,RUA DOM TOMAS DE NORONHA,300,SAO PAULO,"RUA DOM TOMAS DE NORONHA, 300, SAO PAULO","[-23.4533046802915, -46.6835108802915]"
615,11712,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,6135,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 6135, SAO PAULO","[-23.5943942802915, -46.54125448029149]"
616,11715,PRACA ANIBAL GUEDES,100,SANTO ANDRE,"PRACA ANIBAL GUEDES, 100, SANTO ANDRE","[-23.6418155802915, -46.5096623802915]"
617,11719,AVENIDA SEBASTIAO DAVINO DOS REIS,1015,BARUERI,"AVENIDA SEBASTIAO DAVINO DOS REIS, 1015, BARUERI","[-23.4968460802915, -46.86869048029149]"
618,11720,RUA NAZARE PAULISTA,3713,GUARULHOS,"RUA NAZARE PAULISTA, 3713, GUARULHOS","[-23.4264149302915, -46.4975711802915]"
619,11722,AVENIDA FORTE DO LEME,1631,SAO PAULO,"AVENIDA FORTE DO LEME, 1631, SAO PAULO","[-23.6101422802915, -46.4672077802915]"
620,11724,AVENIDA VISCONDE DE NOVA GRANADA,2,OSASCO,"AVENIDA VISCONDE DE NOVA GRANADA, 2, OSASCO","[-23.54629498029151, -46.79048078029151]"
621,11726,RUA BELA VISTA DO PARAISO,1242,GUARULHOS,"RUA BELA VISTA DO PARAISO, 1242, GUARULHOS","[-23.4217435802915, -46.44328318029151]"
622,11731,AVENIDA NOSSA SENHORA DO SABARA,2225,SAO PAULO,"AVENIDA NOSSA SENHORA DO SABARA, 2225, SAO PAULO","[-23.6751116802915, -46.6873138802915]"
623,11797,AVENIDA PADRE ARLINDO VIEIRA,1502,SAO PAULO,"AVENIDA PADRE ARLINDO VIEIRA, 1502, SAO PAULO","[-23.6352945802915, -46.6070502802915]"
624,11823,RUA AMERICA DO SUL,615,ITAPECERICA DA SERRA,"RUA AMERICA DO SUL, 615, ITAPECERICA DA SERRA","[-23.7112455802915, -46.86008428029151]"
625,11824,AVENIDA CARLOS DE CAMPOS,214,SAO PAULO,"AVENIDA CARLOS DE CAMPOS, 214, SAO PAULO","[-23.5312189802915, -46.6158629802915]"
626,11825,VIADUTO DONA MATILDE,1,SAO PAULO,"VIADUTO DONA MATILDE, 1, SAO PAULO","[-23.5329242, -46.52889393029151]"
627,11907,AVENIDA ANTONIO CARDOSO,59,SANTO ANDRE,"AVENIDA ANTONIO CARDOSO, 59, SANTO ANDRE","[-23.6520587802915, -46.52787248029149]"
628,11908,RUA VOLUNTARIOS DA PATRIA,3300,SAO PAULO,"RUA VOLUNTARIOS DA PATRIA, 3300, SAO PAULO","[-23.4925354802915, -46.62723323029149]"
629,11912,RUA FRANCISCO TRAMONTANO,100,SAO PAULO,"RUA FRANCISCO TRAMONTANO, 100, SAO PAULO","[-23.6181432802915, -46.7033683302915]"
630,11914,AVENIDA PEREIRA BARRETO,100,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
631,11916,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,533,SAO BERNARDO DO CAMPO,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 533, SAO BERNARDO DO CAMPO","[-23.6995222802915, -46.5872490802915]"
632,11970,RUA LUIZ GATTI,977,SAO PAULO,"RUA LUIZ GATTI, 977, SAO PAULO","[-23.5102522802915, -46.6991637802915]"
633,11982,ESTRADA DO M'BOI MIRIM,8350,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 8350, SAO PAULO","[-23.7154855802915, -46.7836947802915]"
634,12041,AVENIDA CANGAIBA,2689,SAO PAULO,"AVENIDA CANGAIBA, 2689, SAO PAULO","[-23.5070997802915, -46.5312383802915]"
635,12053,VIADUTO ANTARTICA,0,SAO PAULO,"VIADUTO ANTARTICA, 0, SAO PAULO","[-23.5309823, -46.6777773]"
636,12073,RUA RIACHAO JACUIPE,224,GUARULHOS,"RUA RIACHAO JACUIPE, 224, GUARULHOS","[-23.4617300802915, -46.4284396802915]"
637,12074,RUA JOSE DE OLIVEIRA COELHO,766,SAO PAULO,"RUA JOSE DE OLIVEIRA COELHO, 766, SAO PAULO","[-23.6286203802915, -46.74042053029149]"
638,12075,AVENIDA INOCENCIO SERAFICO,6300,CARAPICUIBA,"AVENIDA INOCENCIO SERAFICO, 6300, CARAPICUIBA","[-23.5671435802915, -46.8338683302915]"
639,12116,VIADUTO GRANDE SAO PAULO  IPIRANGA,100,SAO PAULO,"VIADUTO GRANDE SAO PAULO  IPIRANGA, 100, SAO PAULO","[-23.5891402802915, -46.5939958802915]"
640,12124,AVENIDA DOS BANDEIRANTES,1074,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 1074, SAO PAULO","[-23.6024618802915, -46.68494648029149]"
641,12128,ALAMEDA RORAIMA,100,OSASCO,"ALAMEDA RORAIMA, 100, OSASCO","[-23.4798486802915, -46.78997708029149]"
642,12137,AVENIDA AFONSO DE SAMPAIO E SOUSA,100,SAO PAULO,"AVENIDA AFONSO DE SAMPAIO E SOUSA, 100, SAO PAULO","[-23.5641552802915, -46.4674112802915]"
643,12211,AVENIDA ISALTINO VICTOR DE MORAES,280,EMBU DAS ARTES,"AVENIDA ISALTINO VICTOR DE MORAES, 280, EMBU DAS ARTES","[-23.6427091802915, -46.8436191802915]"
644,12226,AVENIDA MARGINAL DO RIBEIRAO,4632,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 4632, CARAPICUIBA","[-23.5613686802915, -46.82752738029151]"
645,12227,AVENIDA ENGENHEIRO CAETANO ALVARES,4800,SAO PAULO,"AVENIDA ENGENHEIRO CAETANO ALVARES, 4800, SAO PAULO","[-23.4882201802915, -46.64351398029149]"
646,12231,ACESSO ALBERTO BYINGTON,1502,SAO PAULO,"ACESSO ALBERTO BYINGTON, 1502, SAO PAULO","[-23.5038920802915, -46.5921348802915]"
647,12233,ACESSO ESQUERDO   IMIGRANTES,1,SAO PAULO,"ACESSO ESQUERDO   IMIGRANTES, 1, SAO PAULO","[-24.0082209, -46.825514]"
648,12301,VIADUTO AIRTON SENNA,10,FERRAZ DE VASCONCELOS,"VIADUTO AIRTON SENNA, 10, FERRAZ DE VASCONCELOS","[-23.5388574802915, -46.3672189802915]"
649,12312,Rodovia Alberto Hinoto,10,ITAQUAQUECETUBA,"Rodovia Alberto Hinoto, 10, ITAQUAQUECETUBA","[-23.4872787802915, -46.3662832802915]"
650,12313,RUA NOSSA SENHORA MAE DOS HOMENS,1182,GUARULHOS,"RUA NOSSA SENHORA MAE DOS HOMENS, 1182, GUARULHOS","[-23.4657579802915, -46.54468188029149]"
651,12328,AVENIDA SENADOR TEOTONIO VILELA,3900,SAO PAULO,"AVENIDA SENADOR TEOTONIO VILELA, 3900, SAO PAULO","[-23.7356807802915, -46.70036998029151]"
652,12329,AVENIDA GIOVANNI GRONCHI,3510,SAO PAULO,"AVENIDA GIOVANNI GRONCHI, 3510, SAO PAULO","[-23.6130387802915, -46.7299888302915]"
653,12334,AVENIDA TENENTE MARQUES,5300,SANTANA DE PARNAIBA,"AVENIDA TENENTE MARQUES, 5300, SANTANA DE PARNAIBA","[-23.4086054802915, -46.87833518029149]"
