,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
849,15770,VIADUTO JULIO MESQUITA FILHO,111,SAO PAULO,"VIADUTO JULIO MESQUITA FILHO, 111, SAO PAULO","[-23.5518325802915, -46.6477800802915]"
850,15771,ACESSO DOUTOR EDUARDO COTCHING,804,SAO PAULO,"ACESSO DOUTOR EDUARDO COTCHING, 804, SAO PAULO","[-23.5650554802915, -46.55437973029149]"
851,15773,VIADUTO JULIO MESQUITA FILHO,10,SAO PAULO,"VIADUTO JULIO MESQUITA FILHO, 10, SAO PAULO","[-23.5568054802915, -46.6428700802915]"
852,15841,AVENIDA ARRAIAS DO ARAGUAIA,100,SAO PAULO,"AVENIDA ARRAIAS DO ARAGUAIA, 100, SAO PAULO","[-23.5806156802915, -46.5034088802915]"
853,15843,AVENIDA DOS ESTADOS,4555,SANTO ANDRE,"AVENIDA DOS ESTADOS, 4555, SANTO ANDRE","[-23.6451166302915, -46.5322982302915]"
854,15854,AVENIDA IBIRAMA,517,TABOAO DA SERRA,"AVENIDA IBIRAMA, 517, TABOAO DA SERRA","[-23.6373009302915, -46.8114294302915]"
855,15917,ESTRADA DA BARONESA,991,SAO PAULO,"ESTRADA DA BARONESA, 991, SAO PAULO","[-23.68998008029151, -46.7594636802915]"
856,15925,RUA MONSENHOR ANDRADE,0,SAO PAULO,"RUA MONSENHOR ANDRADE, 0, SAO PAULO","[-23.5388316802915, -46.6234144802915]"
857,15926,AVENIDA MORUMBI,100,SAO PAULO,"AVENIDA MORUMBI, 100, SAO PAULO","[-23.6200196802915, -46.70000168029151]"
858,15928,RUA PAULO DO VALE,213,EMBU DAS ARTES,"RUA PAULO DO VALE, 213, EMBU DAS ARTES","[-23.6484300802915, -46.8513257802915]"
859,15937,AVENIDA NOVA ARCADIA,1200,SAO PAULO,"AVENIDA NOVA ARCADIA, 1200, SAO PAULO","[-23.6963337802915, -46.76471168029149]"
860,15939,AVENIDA SAO JOAO,1050,SAO PAULO,"AVENIDA SAO JOAO, 1050, SAO PAULO","[-23.5417736802915, -46.6448724802915]"
861,15944,AVENIDA ANTONIO SILVIO CUNHA BUENO,1693,DIADEMA,"AVENIDA ANTONIO SILVIO CUNHA BUENO, 1693, DIADEMA","[-23.7232815802915, -46.6157577802915]"
862,16003,Avenida Barão de Mauá,10,MAUA,"Avenida Barão de Mauá, 10, MAUA","[-23.6680004802915, -46.4634250802915]"
863,16018,AVENIDA INTERLAGOS,6330,SAO PAULO,"AVENIDA INTERLAGOS, 6330, SAO PAULO","[-23.7028409802915, -46.7031269302915]"
864,16025,AVENIDA ELISEU DE ALMEIDA,0,SAO PAULO,"AVENIDA ELISEU DE ALMEIDA, 0, SAO PAULO","[-23.5933149802915, -46.7395037802915]"
865,16030,AVENIDA MARGINAL CSU,1000,CARAPICUIBA,"AVENIDA MARGINAL CSU, 1000, CARAPICUIBA","[-23.5327786802915, -46.84970928029149]"
866,16077,AVENIDA PARADA PINTO,2446,SAO PAULO,"AVENIDA PARADA PINTO, 2446, SAO PAULO","[-23.4711700302915, -46.64893678029149]"
867,16081,AVENIDA DOS ESTADOS,5989,SANTO ANDRE,"AVENIDA DOS ESTADOS, 5989, SANTO ANDRE","[-23.6527523802915, -46.5226215802915]"
868,16086,AVENIDA ALCANTARA MACHADO,0,SAO PAULO,"AVENIDA ALCANTARA MACHADO, 0, SAO PAULO","[-23.5455286802915, -46.5919857802915]"
869,16098,ESTRADA DA ROSEIRA,10048,MAIRIPORA,"ESTRADA DA ROSEIRA, 10048, MAIRIPORA","[-23.3907545802915, -46.6219661802915]"
870,16147,AVENIDA SAPOPEMBA,30000,SAO PAULO,"AVENIDA SAPOPEMBA, 30000, SAO PAULO","[-23.6232845802915, -46.4275937802915]"
871,16157,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
872,16165,RUA SCHWARTZMANN,0,MOGI DAS CRUZES,"RUA SCHWARTZMANN, 0, MOGI DAS CRUZES","[-23.5401373802915, -46.22529728029151]"
873,16166,ESTRADA DOS ALVARENGAS,3141,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 3141, SAO BERNARDO DO CAMPO","[-23.7299269802915, -46.5787509802915]"
874,16168,AVENIDA DOS BANDEIRANTES,1440,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 1440, SAO PAULO","[-23.6047489802915, -46.6822445802915]"
875,16233,AVENIDA DOUTOR HUGO BEOLCHI,10,SAO PAULO,"AVENIDA DOUTOR HUGO BEOLCHI, 10, SAO PAULO","[-23.6356003802915, -46.6426252802915]"
876,16247,RUA TOMAS RIBEIRO COLACO,623,SAO PAULO,"RUA TOMAS RIBEIRO COLACO, 623, SAO PAULO","[-23.4550673802915, -46.73382348029149]"
877,16248,RUA DO PLANALTO,476,SUZANO,"RUA DO PLANALTO, 476, SUZANO","[-23.5145394802915, -46.29884198029151]"
878,16249,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,4169,SAO BERNARDO DO CAMPO,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 4169, SAO BERNARDO DO CAMPO","[-23.7254797802915, -46.5790995802915]"
879,16252,AVENIDA GETULIO VARGAS,893,SAO BERNARDO DO CAMPO,"AVENIDA GETULIO VARGAS, 893, SAO BERNARDO DO CAMPO","[-23.6936569802915, -46.5463643802915]"
880,16253,AVENIDA DOUTOR SYLVIO DE CAMPOS,100,SAO PAULO,"AVENIDA DOUTOR SYLVIO DE CAMPOS, 100, SAO PAULO","[-23.40763398029151, -46.7561274802915]"
881,16261,Avenida Assis Chateaubriand,635,SAO PAULO,"Avenida Assis Chateaubriand, 635, SAO PAULO","[-23.5191476802915, -46.6392304802915]"
882,16318,RUA SAO CAETANO,213,EMBU DAS ARTES,"RUA SAO CAETANO, 213, EMBU DAS ARTES","[-23.6556319802915, -46.8146249802915]"
883,16320,AVENIDA DIOGENES RIBEIRO DE LIMA,2991,SAO PAULO,"AVENIDA DIOGENES RIBEIRO DE LIMA, 2991, SAO PAULO","[-23.5360082802915, -46.72009578029149]"
884,16322,AVENIDA DOS BANDEIRANTES,100,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 100, SAO PAULO","[-23.5980828802915, -46.6917949802915]"
885,16332,AVENIDA PACAEMBU,1553,SAO PAULO,"AVENIDA PACAEMBU, 1553, SAO PAULO","[-23.5413303802915, -46.66523258029151]"
886,16340,LARGO CONSELHEIRO MOREIRA DE BARROS,2390,SAO PAULO,"LARGO CONSELHEIRO MOREIRA DE BARROS, 2390, SAO PAULO","[-23.4852491802915, -46.6433605802915]"
887,16341,RUA BEIJAFLOR,938,COTIA,"RUA BEIJAFLOR, 938, COTIA","[-23.6002086802915, -46.91139038029149]"
888,16406,ESTRADA DE SANTA INES,10,CAIEIRAS,"ESTRADA DE SANTA INES, 10, CAIEIRAS","[-23.4024608802915, -46.6726545802915]"
889,16410,RUA CONDE MOREIRA LIMA,446,SAO PAULO,"RUA CONDE MOREIRA LIMA, 446, SAO PAULO","[-23.6624704802915, -46.6616200802915]"
890,16411,AVENIDA DONA BELMIRA MARIN,100,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
891,16415,ACESSO AVENIDA DOUTOR GUILHERME DUMONT VILLARES,1930,SAO PAULO,"ACESSO AVENIDA DOUTOR GUILHERME DUMONT VILLARES, 1930, SAO PAULO","[-23.6232598802915, -46.7408259302915]"
892,16457,Avenida Morvan Dias de Figueiredo,514,SAO PAULO,"Avenida Morvan Dias de Figueiredo, 514, SAO PAULO","[-23.5265305802915, -46.57082878029149]"
893,16459,AVENIDA JACU PESSEGO,1400,SAO PAULO,"AVENIDA JACU PESSEGO, 1400, SAO PAULO","[-23.5220101802915, -46.45719808029149]"
894,16461,RUA CERRO CORA,586,SAO PAULO,"RUA CERRO CORA, 586, SAO PAULO","[-23.5416093802915, -46.7041310802915]"
895,16464,AVENIDA CONCEICAO,1253,SAO PAULO,"AVENIDA CONCEICAO, 1253, SAO PAULO","[-23.5022348802915, -46.6026887802915]"
896,16472,RUA ARTUR FERREIRA DE ABREU,100,SAO PAULO,"RUA ARTUR FERREIRA DE ABREU, 100, SAO PAULO","[-23.5989041802915, -46.7688514802915]"
897,16483,AVENIDA MARECHAL TITO,2614,SAO PAULO,"AVENIDA MARECHAL TITO, 2614, SAO PAULO","[-23.4956728802915, -46.4222998302915]"
898,16533,ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA,100,SAO PAULO,"ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA, 100, SAO PAULO","[-23.5376797802915, -46.5492448802915]"
899,16535,ESTRADA DE ITAPECERICA,1000,EMBU DAS ARTES,"ESTRADA DE ITAPECERICA, 1000, EMBU DAS ARTES","[-23.6796913802915, -46.8588352802915]"
900,16537,AVENIDA JORNALISTA PAULO ZINGG,301,SAO PAULO,"AVENIDA JORNALISTA PAULO ZINGG, 301, SAO PAULO","[-23.4846724802915, -46.76819123029151]"
901,16540,RUA JOAO PAULO,1575,SAO PAULO,"RUA JOAO PAULO, 1575, SAO PAULO","[-23.5543480802915, -46.6847465802915]"
902,16552,RUA JAMIL JOAO ZARIFE,1381,GUARULHOS,"RUA JAMIL JOAO ZARIFE, 1381, GUARULHOS","[-23.4229019802915, -46.4908263802915]"
903,16556,RUA SALVADOR RIPOLI,2615,RIBEIRAO PIRES,"RUA SALVADOR RIPOLI, 2615, RIBEIRAO PIRES","[-23.6895402802915, -46.3828085802915]"
904,16559,VIADUTO DO GLICERIO,10,SAO PAULO,"VIADUTO DO GLICERIO, 10, SAO PAULO","[-23.5573621802915, -46.6298419802915]"
905,16561,AVENIDA SEBASTIAO DAVINO DOS REIS,999,BARUERI,"AVENIDA SEBASTIAO DAVINO DOS REIS, 999, BARUERI","[-23.4966764802915, -46.8690551802915]"
906,16565,ESTRADA DA BARONESA,1,SAO PAULO,"ESTRADA DA BARONESA, 1, SAO PAULO","[-23.6878105802915, -46.7563617802915]"
907,16618,AVENIDA NOVE DE JULHO,900,ITAPECERICA DA SERRA,"AVENIDA NOVE DE JULHO, 900, ITAPECERICA DA SERRA","[-23.7077723802915, -46.8548251802915]"
908,16623,RUA BUTIA,415,SAO PAULO,"RUA BUTIA, 415, SAO PAULO","[-23.5617201802915, -46.57332398029149]"
909,16630,AVENIDA JOAO PAULO PRIMEIRO,100,SAO PAULO,"AVENIDA JOAO PAULO PRIMEIRO, 100, SAO PAULO","[-23.4755795802915, -46.68571358029149]"
910,16635,AVENIDA MARIA SERVIDEI DEMARCHE,100,SAO BERNARDO DO CAMPO,"AVENIDA MARIA SERVIDEI DEMARCHE, 100, SAO BERNARDO DO CAMPO","[-23.7269727302915, -46.55450003029149]"
911,16714,RUA MANOEL FERREIRA PIRES,169,SAO PAULO,"RUA MANOEL FERREIRA PIRES, 169, SAO PAULO","[-23.5843814802915, -46.52875538029149]"
912,16783,Rodovia dos Imigrantes,100,SAO PAULO,"Rodovia dos Imigrantes, 100, SAO PAULO","[-23.6063009802915, -46.62784808029149]"
913,16792,AVENIDA IBIRAMA,100,TABOAO DA SERRA,"AVENIDA IBIRAMA, 100, TABOAO DA SERRA","[-23.6408313302915, -46.8128108302915]"
914,16794,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,5068,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 5068, SANTO ANDRE","[-23.6955682802915, -46.5076973302915]"
915,16798,ESTRADA DO MONTANHAO,4000,SAO BERNARDO DO CAMPO,"ESTRADA DO MONTANHAO, 4000, SAO BERNARDO DO CAMPO","[-23.75273288029151, -46.50667568029149]"
916,16809,AVENIDA YERVANT KISSAJIKIAN,1405,SAO PAULO,"AVENIDA YERVANT KISSAJIKIAN, 1405, SAO PAULO","[-23.6738085802915, -46.6678435802915]"
917,16816,RUA PILAR DO SUL,100,CARAPICUIBA,"RUA PILAR DO SUL, 100, CARAPICUIBA","[-23.5257625802915, -46.8310172802915]"
918,16820,ESTRADA DE SAO BENTO,2470,ITAQUAQUECETUBA,"ESTRADA DE SAO BENTO, 2470, ITAQUAQUECETUBA","[-23.4637014802915, -46.3111511802915]"
919,16888,RUA RIACHAO JACUIPE,214,GUARULHOS,"RUA RIACHAO JACUIPE, 214, GUARULHOS","[-23.4616343802915, -46.4284765802915]"
920,16903,AVENIDA ORLANDA BERGAMO,1032,GUARULHOS,"AVENIDA ORLANDA BERGAMO, 1032, GUARULHOS","[-23.4732472802915, -46.45633368029149]"
921,16906,RUA CANTAGALO,0,SAO PAULO,"RUA CANTAGALO, 0, SAO PAULO","[-23.5467007802915, -46.56540658029149]"
922,16926,AVENIDA PRESIDENTE JOAO GOULART,100,SAO PAULO,"AVENIDA PRESIDENTE JOAO GOULART, 100, SAO PAULO","[-23.7220455802915, -46.6986264802915]"
923,16973,Rodovia Professor Alfredo Rolim de Moura,0,MOGI DAS CRUZES,"Rodovia Professor Alfredo Rolim de Moura, 0, MOGI DAS CRUZES","[-23.5438650802915, -46.1548396802915]"
924,16985,AVENIDA BENEDITA FRANCO DA VEIGA,269,MAUA,"AVENIDA BENEDITA FRANCO DA VEIGA, 269, MAUA","[-23.6634092802915, -46.43211988029149]"
925,17047,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
926,17064,AVENIDA PROFESSOR FRANCISCO MORATO,3757,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 3757, SAO PAULO","[-23.5941719302915, -46.73384893029149]"
927,17068,ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA,10,OSASCO,"ACESSO AVENIDA SPORT CLUB CORINTIANS PAULISTA, 10, OSASCO","[-23.5283720802915, -46.79315938029149]"
928,17069,AVENIDA CONDE DE FRONTIN,0,SAO PAULO,"AVENIDA CONDE DE FRONTIN, 0, SAO PAULO","[-23.5340342802915, -46.5370679802915]"
929,17076,AVENIDA ESCOLA POLITECNICA,0,SAO PAULO,"AVENIDA ESCOLA POLITECNICA, 0, SAO PAULO","[-23.5504974802915, -46.7349876802915]"
930,17077,AVENIDA IBIRAMA,100,TABOAO DA SERRA,"AVENIDA IBIRAMA, 100, TABOAO DA SERRA","[-23.6408313302915, -46.8128108302915]"
931,17081,ESTRADA DO PEDROSO,100,SANTO ANDRE,"ESTRADA DO PEDROSO, 100, SANTO ANDRE","[-23.7004763802915, -46.50599538029149]"
932,17129,AVENIDA INAJAR DE SOUZA,0,SAO PAULO,"AVENIDA INAJAR DE SOUZA, 0, SAO PAULO","[-23.5036697802915, -46.68836718029149]"
933,17136,RUA FLORIDA,1254,SAO PAULO,"RUA FLORIDA, 1254, SAO PAULO","[-23.6111188802915, -46.6918166802915]"
934,17137,AVENIDA DOS BANDEIRANTES,5790,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 5790, SAO PAULO","[-23.6292346802915, -46.64983838029149]"
935,17142,AVENIDA GOVERNADOR CARVALHO PINTO,10,SAO PAULO,"AVENIDA GOVERNADOR CARVALHO PINTO, 10, SAO PAULO","[-23.5146456802915, -46.52886648029149]"
936,17144,Rodovia Anhieta,0,SAO BERNARDO DO CAMPO,"Rodovia Anhieta, 0, SAO BERNARDO DO CAMPO","[-23.6897320802915, -46.56530228029151]"
937,17204,ESTRADA DE ITAPECERICA,2405,SAO PAULO,"ESTRADA DE ITAPECERICA, 2405, SAO PAULO","[-23.6514590802915, -46.7570324302915]"
938,17209,AVENIDA SAO GUALTER,286,SAO PAULO,"AVENIDA SAO GUALTER, 286, SAO PAULO","[-23.5391970802915, -46.71425308029149]"
939,17210,RUA DOUTOR ABELARDO VERGUEIRO CESAR,1680,SAO PAULO,"RUA DOUTOR ABELARDO VERGUEIRO CESAR, 1680, SAO PAULO","[-23.6415608, -46.6735519]"
940,17219,AVENIDA DOUTOR LAURO PARENTE,1337,SAO PAULO,"AVENIDA DOUTOR LAURO PARENTE, 1337, SAO PAULO","[-23.6844428802915, -46.6711359802915]"
941,17220,AVENIDA DO ORATORIO,4392,SAO PAULO,"AVENIDA DO ORATORIO, 4392, SAO PAULO","[-23.6030915802915, -46.5331256802915]"
942,17266,Rodovia Índio-Tibiriçá,2500,RIBEIRAO PIRES,"Rodovia Índio-Tibiriçá, 2500, RIBEIRAO PIRES","[-23.6802438802915, -46.3552157802915]"
943,17276,RUA JOAO AMOS COMENIUS,1015,SAO PAULO,"RUA JOAO AMOS COMENIUS, 1015, SAO PAULO","[-23.75908058029151, -46.70619878029149]"
944,17281,Rodovia Índio-Tibiriçá,0,RIBEIRAO PIRES,"Rodovia Índio-Tibiriçá, 0, RIBEIRAO PIRES","[-23.6839145802915, -46.3666015802915]"
945,17282,RUA CORONEL SILVA CASTRO,184,SAO PAULO,"RUA CORONEL SILVA CASTRO, 184, SAO PAULO","[-23.6112644302915, -46.59567493029149]"
946,17284,AVENIDA PEREIRA BARRETO,100,SANTO ANDRE,"AVENIDA PEREIRA BARRETO, 100, SANTO ANDRE","[-23.6699570802915, -46.5366615802915]"
947,17356,AVENIDA ALDA,5550,DIADEMA,"AVENIDA ALDA, 5550, DIADEMA","[-23.7146900802915, -46.6302519802915]"
948,17365,AVENIDA DOM PEDRO II,365,SANTO ANDRE,"AVENIDA DOM PEDRO II, 365, SANTO ANDRE","[-23.6534045802915, -46.5356785802915]"
949,17370,AVENIDA DO CURSINO,900,SAO PAULO,"AVENIDA DO CURSINO, 900, SAO PAULO","[-23.6117661802915, -46.61908778029149]"
950,17374,PARQUE DOM PEDRO II,3350,SAO PAULO,"PARQUE DOM PEDRO II, 3350, SAO PAULO","[-23.5469578802915, -46.63284968029151]"
951,17385,RUA PEDRO DE TOLEDO,0,SAO PAULO,"RUA PEDRO DE TOLEDO, 0, SAO PAULO","[-23.6002099802915, -46.64114848029149]"
952,17453,AVENIDA ELISEU DE ALMEIDA,100,SAO PAULO,"AVENIDA ELISEU DE ALMEIDA, 100, SAO PAULO","[-23.5769552802915, -46.71375378029149]"
953,17454,RUA MAJOR LUCIO DIAS RAMOS,381,SAO PAULO,"RUA MAJOR LUCIO DIAS RAMOS, 381, SAO PAULO","[-23.7692804802915, -46.6837142802915]"
954,17460,ESTRADA DO M'BOI MIRIM,8702,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 8702, SAO PAULO","[-23.7195566802915, -46.78588038029149]"
955,17473,RUA JURUBATUBA,122,SAO BERNARDO DO CAMPO,"RUA JURUBATUBA, 122, SAO BERNARDO DO CAMPO","[-23.6996340802915, -46.5551485802915]"
956,17476,RUA FUNCHAL,500,SAO PAULO,"RUA FUNCHAL, 500, SAO PAULO","[-23.59631423029151, -46.6911337302915]"
957,17485,RUA ANTONIO DE BARROS,1155,SAO PAULO,"RUA ANTONIO DE BARROS, 1155, SAO PAULO","[-23.5417001802915, -46.5585810802915]"
