,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
2613,53390,ACESSO  MARIO COVAS,17,SAO PAULO,"ACESSO  MARIO COVAS, 17, SAO PAULO","[-23.8410992, -46.8640458]"
2614,53409,ACESSO  MARIO COVAS,1,SAO PAULO,"ACESSO  MARIO COVAS, 1, SAO PAULO","[-23.5064044802915, -46.36850278029149]"
2615,53473,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO",0,SAO PAULO,"AVENIDA ALCANTARA MACHADO  AV ALCANTARA MACHADO, SAO, 0, SAO PAULO","[-23.5530482802915, -46.61109388029149]"
2616,53483,PONTE DA VILA GUILHERME,100,SAO PAULO,"PONTE DA VILA GUILHERME, 100, SAO PAULO","[-23.5236000802915, -46.6122878802915]"
2617,53501,Avenida Morvan Dias de Figueiredo,101,SAO PAULO,"Avenida Morvan Dias de Figueiredo, 101, SAO PAULO","[-23.5246359802915, -46.5675772802915]"
2618,53560,Rodovia Coronel PM Nelson Tranchesi,30,JANDIRA,"Rodovia Coronel PM Nelson Tranchesi, 30, JANDIRA","[-23.5435896802915, -46.93633698029149]"
2619,53575,AVENIDA GUARAPIRANGA,100,SAO PAULO,"AVENIDA GUARAPIRANGA, 100, SAO PAULO","[-23.6707923802915, -46.73545898029151]"
2620,53626,AVENIDA MARGINAL DO RIBEIRAO,4430,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 4430, CARAPICUIBA","[-23.56052618029151, -46.82608078029149]"
2621,53633,RUA JOAQUINA DE JESUS,10,GUARULHOS,"RUA JOAQUINA DE JESUS, 10, GUARULHOS","[-23.4330016802915, -46.5014978802915]"
2622,53642,AVENIDA YOJIRO TAKAOKA,1000,BARUERI,"AVENIDA YOJIRO TAKAOKA, 1000, BARUERI","[-23.4808632802915, -46.85930468029151]"
2623,53676,AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON,21,SAO PAULO,"AEROPORTO DE SAO PAULO/CONGONHAS  AVENIDA WASHINGTON, 21, SAO PAULO","[-23.6286735802915, -46.6579331802915]"
2624,53759,RUA MARECHAL DEODORO,500,SAO BERNARDO DO CAMPO,"RUA MARECHAL DEODORO, 500, SAO BERNARDO DO CAMPO","[-23.7038255802915, -46.55298528029149]"
2625,53771,ESTRADA DO M'BOI MIRIM,5203,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 5203, SAO PAULO","[-23.6925445802915, -46.7761475802915]"
2626,53773,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10,SAO PAULO,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,, 10, SAO PAULO","[-23.645837, -46.67429728029149]"
2627,53778,AVENIDA SENADOR TEOTONIO VILELA,100,SAO PAULO,"AVENIDA SENADOR TEOTONIO VILELA, 100, SAO PAULO","[-23.7037140802915, -46.7027279802915]"
2628,53838,VIADUTO MINISTRO ALIOMAR BALEEIRO,100,SAO PAULO,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 100, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
2629,53842,ESTRADA DE ITAPECERICA,23480,SAO PAULO,"ESTRADA DE ITAPECERICA, 23480, SAO PAULO","[-23.6714815802915, -46.78794088029149]"
2630,53847,ACESSO DOUTOR EDUARDO COTCHING,1637,SAO PAULO,"ACESSO DOUTOR EDUARDO COTCHING, 1637, SAO PAULO","[-23.5659565802915, -46.5474899802915]"
2631,53857,AVENIDA GUARAPIRANGA,100,SAO PAULO,"AVENIDA GUARAPIRANGA, 100, SAO PAULO","[-23.6707923802915, -46.73545898029151]"
2632,53962,AVENIDA NATALIA ZARIF,100,GUARULHOS,"AVENIDA NATALIA ZARIF, 100, GUARULHOS","[-23.4376525802915, -46.4971180802915]"
2633,53979,AVENIDA MARGINAL DO RIBEIRAO,2650,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 2650, CARAPICUIBA","[-23.5648757802915, -46.8290350802915]"
2634,54024,RUA CAIO GRACCO,0,SAO PAULO,"RUA CAIO GRACCO, 0, SAO PAULO","[-23.5278001802915, -46.6955755802915]"
2635,54046,AVENIDA CRUZEIRO DO SUL,1677,OSASCO,"AVENIDA CRUZEIRO DO SUL, 1677, OSASCO","[-23.5074528802915, -46.77865698029151]"
2636,54093,AVENIDA ELISEU DE ALMEIDA,0,SAO PAULO,"AVENIDA ELISEU DE ALMEIDA, 0, SAO PAULO","[-23.5933149802915, -46.7395037802915]"
2637,54116,RUA FRANCISCO RABELO,977,SAO PAULO,"RUA FRANCISCO RABELO, 977, SAO PAULO","[-23.60770608029151, -46.5663781802915]"
2638,54149,AVENIDA ISALTINO VICTOR DE MORAES,100,EMBU DAS ARTES,"AVENIDA ISALTINO VICTOR DE MORAES, 100, EMBU DAS ARTES","[-23.6416696802915, -46.8403575802915]"
2639,54159,TERMINAL URBANO PIMENTAS  ESTR JUSCELINO KUBTISC,10,GUARULHOS,"TERMINAL URBANO PIMENTAS  ESTR JUSCELINO KUBTISC, 10, GUARULHOS","[-23.4407761802915, -46.4081631802915]"
2640,54162,CENTRAL PLAZA SHOPPING  AVENIDA DR FRANCISCO MESQUIT,10,SAO PAULO,"CENTRAL PLAZA SHOPPING  AVENIDA DR FRANCISCO MESQUIT, 10, SAO PAULO","[-23.59505608029151, -46.5865038802915]"
2641,54245,AVENIDA PROFESSOR FRANCISCO MORATO,3228,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 3228, SAO PAULO","[-23.5902027802915, -46.7299440802915]"
2642,54251,AVENIDA ELISEU DE ALMEIDA,1,SAO PAULO,"AVENIDA ELISEU DE ALMEIDA, 1, SAO PAULO","[-23.5824407802915, -46.7234383802915]"
2643,54318,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2644,54319,RUA GEOVANE DA CONEGLIANO,305,SAO PAULO,"RUA GEOVANE DA CONEGLIANO, 305, SAO PAULO","[-23.6529217802915, -46.6000111802915]"
2645,54321,ACESSO AVENIDA NOSSA SENHORA DO SABARA,250,SAO PAULO,"ACESSO AVENIDA NOSSA SENHORA DO SABARA, 250, SAO PAULO","[-23.6614471802915, -46.6983869802915]"
2646,54359,Rodovia Régis Bittencourt,1,EMBU DAS ARTES,"Rodovia Régis Bittencourt, 1, EMBU DAS ARTES","[-23.6571631802915, -46.85145008029149]"
2647,54361,AVENIDA PORTUGAL,300,SAO PAULO,"AVENIDA PORTUGAL, 300, SAO PAULO","[-23.6133287802915, -46.6804939302915]"
2648,54368,ESTRADA ITAPECERICA A CAMPO LIMPO,2421,EMBU DAS ARTES,"ESTRADA ITAPECERICA A CAMPO LIMPO, 2421, EMBU DAS ARTES","[-23.6700586302915, -46.8036096802915]"
2649,54420,AVENIDA PROFESSOR VICENTE RAO,100,SAO PAULO,"AVENIDA PROFESSOR VICENTE RAO, 100, SAO PAULO","[-23.6288373802915, -46.68732258029149]"
2650,54422,AVENIDA ORDEM E PROGRESSO,798,SAO PAULO,"AVENIDA ORDEM E PROGRESSO, 798, SAO PAULO","[-23.5156175802915, -46.6680302802915]"
2651,54423,ACESSO  MARIO COVAS,93,SAO PAULO,"ACESSO  MARIO COVAS, 93, SAO PAULO","[-23.8078745, -46.82604560000001]"
2652,54431,PARQUE DOM PEDRO  CENTRO  PARQUE DOM PEDRO  CEN,100,SAO PAULO,"PARQUE DOM PEDRO  CENTRO  PARQUE DOM PEDRO  CEN, 100, SAO PAULO","[-23.5459023802915, -46.6321889802915]"
2653,54432,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,0,SAO PAULO,"HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P, 0, SAO PAULO","[-23.7307991802915, -46.6920118802915]"
2654,54494,ACESSO  MARIO COVAS,100,SAO PAULO,"ACESSO  MARIO COVAS, 100, SAO PAULO","[-23.5073879302915, -46.3691010302915]"
2655,54549,PRACA GEOVANE BREDA,200,SAO BERNARDO DO CAMPO,"PRACA GEOVANE BREDA, 200, SAO BERNARDO DO CAMPO","[-23.7265902802915, -46.57653338029149]"
2656,54556,AVENIDA DO ESTADO,8766,SAO PAULO,"AVENIDA DO ESTADO, 8766, SAO PAULO","[-23.58572038029151, -46.6006532802915]"
2657,54561,AVENIDA VINTE E TRES DE MAIO,1300,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1300, SAO PAULO","[-23.5824287802915, -46.6513636802915]"
2658,54605,RUA ORESTES BARBOSA,153,SAO PAULO,"RUA ORESTES BARBOSA, 153, SAO PAULO","[-23.6899799802915, -46.6796946802915]"
2659,54614,ACESSO  MARIO COVAS,24,SAO PAULO,"ACESSO  MARIO COVAS, 24, SAO PAULO","[-23.5963019802915, -46.81192303029149]"
2660,54615,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
2661,54617,ACESSO SALIM FARAH MALUF,2500,SAO PAULO,"ACESSO SALIM FARAH MALUF, 2500, SAO PAULO","[-23.5509965802915, -46.58061438029149]"
2662,54627,AVENIDA FRANCISCO RODRIGUES FILHO,1,MOGI DAS CRUZES,"AVENIDA FRANCISCO RODRIGUES FILHO, 1, MOGI DAS CRUZES","[-23.5206771802915, -46.19694318029151]"
2663,54628,RUA CAPITAO JOSE GALO,1364,RIBEIRAO PIRES,"RUA CAPITAO JOSE GALO, 1364, RIBEIRAO PIRES","[-23.7037096802915, -46.4269619802915]"
2664,54692,Rodovia dos Imigrantes,12,SAO PAULO,"Rodovia dos Imigrantes, 12, SAO PAULO","[-23.6057501802915, -46.6276209802915]"
2665,54693,ESTRADA DA RESSACA,1,EMBU DAS ARTES,"ESTRADA DA RESSACA, 1, EMBU DAS ARTES","[-23.6741339802915, -46.88459828029149]"
2666,54696,RUA ORLANDO CHIODI,100,SAO PAULO,"RUA ORLANDO CHIODI, 100, SAO PAULO","[-23.60233528029151, -46.5147447802915]"
2667,54699,TERMINAL SACOMA  RUA BOM PASTOR 3000,0,SAO PAULO,"TERMINAL SACOMA  RUA BOM PASTOR 3000, 0, SAO PAULO","[-23.6044168802915, -46.60402828029149]"
2668,54703,Rodovia dos Imigrantes,1,SAO PAULO,"Rodovia dos Imigrantes, 1, SAO PAULO","[-23.6448889802915, -46.63075428029149]"
2669,54786,RUA ALFREDO PUJOL,0,SAO PAULO,"RUA ALFREDO PUJOL, 0, SAO PAULO","[-23.5026305802915, -46.6406815802915]"
2670,54846,AVENIDA BARAO DE MAUA,1891,MAUA,"AVENIDA BARAO DE MAUA, 1891, MAUA","[-23.6663449802915, -46.44606228029149]"
2671,54852,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,2245,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 2245, SAO PAULO","[-23.5838746802915, -46.5718115802915]"
2672,54863,AVENIDA ROBERT KENNEDY,4000,SAO PAULO,"AVENIDA ROBERT KENNEDY, 4000, SAO PAULO","[-23.7250247802915, -46.57605178029149]"
2673,54926,ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI,1,GUARULHOS,"ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK DE OLIVEI, 1, GUARULHOS","[-23.4737422802915, -46.4246400802915]"
2674,54930,ACESSO AVENIDA GIOVANNI GRONCHI,1,SAO PAULO,"ACESSO AVENIDA GIOVANNI GRONCHI, 1, SAO PAULO","[-23.6009218802915, -46.7226977802915]"
2675,54932,Rodovia Régis Bittencourt,93,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 93, TABOAO DA SERRA","[-23.6099561802915, -46.75540048029149]"
2676,54934,ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ,10,SAO PAULO,"ESTACIONAMENTO DO TERMINAL PARQUE DOM PEDRO  PARQ, 10, SAO PAULO","[-23.5470592802915, -46.6325507802915]"
2677,54942,AVENIDA PRESTES MAIA,700,SAO PAULO,"AVENIDA PRESTES MAIA, 700, SAO PAULO","[-23.5399893802915, -46.63487748029149]"
2678,55000,ESTRADA DA BARONESA,1695,SAO PAULO,"ESTRADA DA BARONESA, 1695, SAO PAULO","[-23.6993009802915, -46.76730243029149]"
2679,55001,AVENIDA DOUTOR ANTONIO MARIA LAET,100,SAO PAULO,"AVENIDA DOUTOR ANTONIO MARIA LAET, 100, SAO PAULO","[-23.4818595802915, -46.60505298029151]"
2680,55015,PARQUE RAPOSO TAVARES,26,SAO PAULO,"PARQUE RAPOSO TAVARES, 26, SAO PAULO","[-23.58963898029151, -46.75717588029149]"
2681,55115,AVENIDA DOS OURIVES,100,SAO PAULO,"AVENIDA DOS OURIVES, 100, SAO PAULO","[-23.6553594802915, -46.6141414802915]"
2682,55118,AVENIDA PIRACEMA,600,BARUERI,"AVENIDA PIRACEMA, 600, BARUERI","[-23.5062536802915, -46.83363218029151]"
2683,55184,COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR,1,SAO PAULO,"COMPLEXO VIARIO AYRTON SENNA  COMPLEXO VIARIO AYR, 1, SAO PAULO","[-23.5891434, -46.6681199]"
2684,55189,ACESSO SALIM FARAH MALUF,1,SAO PAULO,"ACESSO SALIM FARAH MALUF, 1, SAO PAULO","[-23.5307888802915, -46.5858580802915]"
2685,55197,RUA ARQUITETO JAIME FONSECA RODRIGUES,203,SAO PAULO,"RUA ARQUITETO JAIME FONSECA RODRIGUES, 203, SAO PAULO","[-23.5537748802915, -46.70745738029149]"
2686,55200,AVENIDA JACUPESSEGO,100,SAO PAULO,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2687,55203,"CEMITERIO MUNICIPAL ALVARO QUINTERO VIEIRA  S/N,",774,BARUERI,"CEMITERIO MUNICIPAL ALVARO QUINTERO VIEIRA  S/N,, 774, BARUERI","[-23.5150016802915, -46.8784771802915]"
2688,55257,RUA PASQUALE GALUPI,0,SAO PAULO,"RUA PASQUALE GALUPI, 0, SAO PAULO","[-23.6097284802915, -46.72678498029149]"
2689,55259,AVENIDA JACUPESSEGO,100,SAO PAULO,"AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
2690,55312,AVENIDA SANTO AMARO,5241,SAO PAULO,"AVENIDA SANTO AMARO, 5241, SAO PAULO","[-23.6299645802915, -46.6901356802915]"
2691,55331,AVENIDA ITALO ADAMI,1,ITAQUAQUECETUBA,"AVENIDA ITALO ADAMI, 1, ITAQUAQUECETUBA","[-23.4822936802915, -46.3541592802915]"
2692,55375,RUA GALIA,477,CARAPICUIBA,"RUA GALIA, 477, CARAPICUIBA","[-23.5321585802915, -46.85253268029149]"
2693,55377,AVENIDA ERMANO MARCHETTI,1558,SAO PAULO,"AVENIDA ERMANO MARCHETTI, 1558, SAO PAULO","[-23.5127670802915, -46.7067013802915]"
2694,55382,AVENIDA DOS BANDEIRANTES,10,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 10, SAO PAULO","[-23.6178576802915, -46.6656048802915]"
2695,55455,RUA MIRANDINHA,100,SAO PAULO,"RUA MIRANDINHA, 100, SAO PAULO","[-23.52476128029151, -46.5382169802915]"
2696,55456,RUA JOAQUIM GUIMARAES,62,SAO BERNARDO DO CAMPO,"RUA JOAQUIM GUIMARAES, 62, SAO BERNARDO DO CAMPO","[-23.7284150802915, -46.53590078029149]"
2697,55525,PONTE ENGENHEIRO ROBERTO ROSSI ZUCCOLO  PONTE ENG,0,SAO PAULO,"PONTE ENGENHEIRO ROBERTO ROSSI ZUCCOLO  PONTE ENG, 0, SAO PAULO","[-23.5880351802915, -46.6927855802915]"
2698,55593,RUA DOS TEXTEIS,2705,SAO PAULO,"RUA DOS TEXTEIS, 2705, SAO PAULO","[-23.5948198802915, -46.3972108802915]"
2699,55598,RUA SAO CAMILO,2400,COTIA,"RUA SAO CAMILO, 2400, COTIA","[-23.5784971802915, -46.8467574802915]"
2700,55617,RUA JOSE BENEDITO BONELI,100,SAO PAULO,"RUA JOSE BENEDITO BONELI, 100, SAO PAULO","[-23.5262213302915, -46.68200299999999]"
2701,55705,Rodovia Régis Bittencourt,10,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 10, TABOAO DA SERRA","[-23.6572079802915, -46.85138138029149]"
2702,55708,"TERMINAL CAMPO LIMPO  ESTR DO CAMPO LIMPO, 3401",3,SAO PAULO,"TERMINAL CAMPO LIMPO  ESTR DO CAMPO LIMPO, 3401, 3, SAO PAULO","[-23.6324514802915, -46.7742446802915]"
2703,55709,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
2704,55710,AVENIDA SENADOR TEOTONIO VILELA,656,SAO PAULO,"AVENIDA SENADOR TEOTONIO VILELA, 656, SAO PAULO","[-23.7084629802915, -46.70173088029149]"
2705,55712,AVENIDA JOAO XXIII,1957,SAO PAULO,"AVENIDA JOAO XXIII, 1957, SAO PAULO","[-23.5672441802915, -46.5273123802915]"
2706,55831,AVENIDA ANTONIO CANDIDO MACHADO,100,CAJAMAR,"AVENIDA ANTONIO CANDIDO MACHADO, 100, CAJAMAR","[-23.3392769802915, -46.8412042802915]"
2707,55840,ACESSO CUPECE,5866,SAO PAULO,"ACESSO CUPECE, 5866, SAO PAULO","[-23.6846614802915, -46.6365032802915]"
2708,55856,AVENIDA DO TABOAO,100,SAO BERNARDO DO CAMPO,"AVENIDA DO TABOAO, 100, SAO BERNARDO DO CAMPO","[-23.6493639802915, -46.58183948029149]"
2709,55914,PARQUE RAPOSO TAVARES,11,SAO PAULO,"PARQUE RAPOSO TAVARES, 11, SAO PAULO","[-23.5896998802915, -46.7575755802915]"
2710,56020,RUA DOZE DE JUNHO,240,GUARULHOS,"RUA DOZE DE JUNHO, 240, GUARULHOS","[-23.4131664802915, -46.40497278029149]"
2711,56024,"JOSE BONIFACIO  AVENIDA NAGIB FARAH MALUF, 1500",1000,SAO PAULO,"JOSE BONIFACIO  AVENIDA NAGIB FARAH MALUF, 1500, 1000, SAO PAULO","[-23.5404472802915, -46.4327207802915]"
2712,56094,RUA ESTADOS UNIDOS,340,DIADEMA,"RUA ESTADOS UNIDOS, 340, DIADEMA","[-23.6833019802915, -46.61571218029151]"
2713,56095,ESTRADA MONT SERRAT,100,CAJAMAR,"ESTRADA MONT SERRAT, 100, CAJAMAR","[-23.3223806, -46.93892839999999]"
2714,56099,AVENIDA SENADOR TEOTONIO VILELA,10,SAO PAULO,"AVENIDA SENADOR TEOTONIO VILELA, 10, SAO PAULO","[-23.7162657802915, -46.6998608802915]"
2715,56108,AVENIDA ROBERT KENNEDY,1000,SAO PAULO,"AVENIDA ROBERT KENNEDY, 1000, SAO PAULO","[-23.7005243302915, -46.5792476302915]"
2716,56122,AVENIDA PROFESSOR ABRAAO DE MORAIS,100,SAO PAULO,"AVENIDA PROFESSOR ABRAAO DE MORAIS, 100, SAO PAULO","[-23.6091578802915, -46.6283883802915]"
2717,56126,VIADUTO MINISTRO ALIOMAR BALEEIRO,10,SAO PAULO,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 10, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
2718,56184,RUA DAS AMEIXEIRAS,100,SAO PAULO,"RUA DAS AMEIXEIRAS, 100, SAO PAULO","[-23.6559006802915, -46.6675619802915]"
2719,56188,ACESSO  MARIO COVAS,10,SAO PAULO,"ACESSO  MARIO COVAS, 10, SAO PAULO","[-23.5064865802915, -46.3687821802915]"
2720,56191,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,",10,SAO PAULO,"VIADUTO WASHINGTON LUIS  VIADUTO WASHINGTON LUIS,, 10, SAO PAULO","[-23.645837, -46.67429728029149]"
2721,56200,RUA ENGENHEIRO OSCAR AMERICANO,100,SAO PAULO,"RUA ENGENHEIRO OSCAR AMERICANO, 100, SAO PAULO","[-23.5879735802915, -46.70023778029151]"
2722,56207,HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P,1,SAO PAULO,"HOSPITAL GERAL DO GRAJAU  RUA FRANCISCO OCTAVIO P, 1, SAO PAULO","[-23.7307991802915, -46.6920118802915]"
2723,56250,RUA PROFESSORA HELOISA CARNEIRO,446,SAO PAULO,"RUA PROFESSORA HELOISA CARNEIRO, 446, SAO PAULO","[-23.6364008802915, -46.66613358029149]"
2724,56251,AVENIDA PAULISTA,0,SAO PAULO,"AVENIDA PAULISTA, 0, SAO PAULO","[-23.5718715802915, -46.6469669802915]"
2725,56255,ACESSO AVENIDA VINTE E TRES DE MAIO,100,SAO PAULO,"ACESSO AVENIDA VINTE E TRES DE MAIO, 100, SAO PAULO","[-23.5684031802915, -46.6422459802915]"
2726,56259,AVENIDA MARGINAL DO RIBEIRAO,2650,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 2650, CARAPICUIBA","[-23.5648757802915, -46.8290350802915]"
2727,56262,ESTRADA DO M'BOI MIRIM,753,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 753, SAO PAULO","[-23.6726443802915, -46.7415200802915]"
2728,56265,RUA AIDA,100,SAO PAULO,"RUA AIDA, 100, SAO PAULO","[-23.5998162802915, -46.59676838029149]"
2729,56270,RUA ALAGOAS,0,SAO PAULO,"RUA ALAGOAS, 0, SAO PAULO","[-23.54529668029151, -46.6644435802915]"
2730,56327,VIADUTO DO CHA,1,SAO PAULO,"VIADUTO DO CHA, 1, SAO PAULO","[-23.5485420802915, -46.6384121802915]"
2731,56329,AVENIDA REBOUCAS,0,SAO PAULO,"AVENIDA REBOUCAS, 0, SAO PAULO","[-23.5588986802915, -46.6692950802915]"
2732,56334,AVENIDA SALIM FARAH MALUF,100,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
2733,56385,PARQUE RAPOSO TAVARES,21,SAO PAULO,"PARQUE RAPOSO TAVARES, 21, SAO PAULO","[-23.5897583802915, -46.75740088029149]"
2734,56390,AVENIDA MARGINAL,100,OSASCO,"AVENIDA MARGINAL, 100, OSASCO","[-23.5104967802915, -46.7819225802915]"
2735,56399,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,4477,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 4477, SAO PAULO","[-23.5849544802915, -46.5520995802915]"
2736,56473,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO",0,SAO PAULO,"PRACA DR JOAO MENDES  PRACA DR JOAO MENDES, SAO, 0, SAO PAULO","[-23.5534120802915, -46.6361302802915]"
2737,56517,Rodovia Fernão Dias,146,SAO PAULO,"Rodovia Fernão Dias, 146, SAO PAULO","[-23.4999582802915, -46.5609107802915]"
2738,56521,AVENIDA PROFESSOR ABRAAO DE MORAIS,100,SAO PAULO,"AVENIDA PROFESSOR ABRAAO DE MORAIS, 100, SAO PAULO","[-23.6091578802915, -46.6283883802915]"
2739,56522,RUA LEME DA SILVA,48,SAO PAULO,"RUA LEME DA SILVA, 48, SAO PAULO","[-23.5600636802915, -46.5922919802915]"
2740,56531,RUA JURUBATUBA,1709,SAO BERNARDO DO CAMPO,"RUA JURUBATUBA, 1709, SAO BERNARDO DO CAMPO","[-23.7138491802915, -46.55410698029151]"
2741,56534,ACESSO 15 DE NOVEMBRO,173,FERRAZ DE VASCONCELOS,"ACESSO 15 DE NOVEMBRO, 173, FERRAZ DE VASCONCELOS","[-23.5427222802915, -46.3674666802915]"
2742,56590,Rodovia Hélio Smidt,2,GUARULHOS,"Rodovia Hélio Smidt, 2, GUARULHOS","[-23.4627889802915, -46.4920701802915]"
2743,56594,AVENIDA MARGINAL,100,CARAPICUIBA,"AVENIDA MARGINAL, 100, CARAPICUIBA","[-23.5235416802915, -46.8559523802915]"
2744,56601,ESTRADA MORRO GRANDE,1894,COTIA,"ESTRADA MORRO GRANDE, 1894, COTIA","[-23.6219980802915, -46.9499432802915]"
2745,56667,ACESSO  MARIO COVAS,1,SAO PAULO,"ACESSO  MARIO COVAS, 1, SAO PAULO","[-23.5064044802915, -46.36850278029149]"
2746,56715,AVENIDA PROFESSOR PAPINI,221,SAO PAULO,"AVENIDA PROFESSOR PAPINI, 221, SAO PAULO","[-23.7149174802915, -46.7070889802915]"
2747,56716,PRACA NOVE DE JULHO,87,GUARAREMA,"PRACA NOVE DE JULHO, 87, GUARAREMA","[-23.4141381802915, -46.0369276802915]"
2748,56717,AVENIDA CASA GRANDE,2571,DIADEMA,"AVENIDA CASA GRANDE, 2571, DIADEMA","[-23.6935987302915, -46.5856885802915]"
2749,56727,PARQUE RAPOSO TAVARES,29,SAO PAULO,"PARQUE RAPOSO TAVARES, 29, SAO PAULO","[-23.5898057802915, -46.7572060802915]"
2750,56731,PARQUE RAPOSO TAVARES,1617,SAO PAULO,"PARQUE RAPOSO TAVARES, 1617, SAO PAULO","[-23.5901984802915, -46.75720843029149]"
2751,56734,RUA ZACARIAS DE GOES,628,SAO PAULO,"RUA ZACARIAS DE GOES, 628, SAO PAULO","[-23.6288469802915, -46.67612888029149]"
