,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
350,7324,AVENIDA MARGINAL CORREGO DOS MONTEIROS,100,DIADEMA,"AVENIDA MARGINAL CORREGO DOS MONTEIROS, 100, DIADEMA","[-23.7036578302915, -46.61895639999999]"
351,7332,AVENIDA CAPITAO CASA,151,SAO BERNARDO DO CAMPO,"AVENIDA CAPITAO CASA, 151, SAO BERNARDO DO CAMPO","[-23.7263049802915, -46.55651898029149]"
352,7383,Rodovia Presidente Dutra,223,GUARULHOS,"Rodovia Presidente Dutra, 223, GUARULHOS","[-23.4830968802915, -46.5337927802915]"
353,7412,ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,21,ITAQUAQUECETUBA,"ACESSO AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA, 21, ITAQUAQUECETUBA","[-23.4810377802915, -46.3533832802915]"
354,7413,RUA MELO FREIRE,100,SAO PAULO,"RUA MELO FREIRE, 100, SAO PAULO","[-23.5408074802915, -46.5726985802915]"
355,7421,AVENIDA DOUTOR HUGO BEOLCHI,567,SAO PAULO,"AVENIDA DOUTOR HUGO BEOLCHI, 567, SAO PAULO","[-23.6321669302915, -46.6431078802915]"
356,7487,AVENIDA TIRADENTES,0,SAO PAULO,"AVENIDA TIRADENTES, 0, SAO PAULO","[-23.5297050802915, -46.6325387802915]"
357,7490,RUA SIMAO CAETANO NUNES,840,SAO PAULO,"RUA SIMAO CAETANO NUNES, 840, SAO PAULO","[-23.6937147802915, -46.7811665802915]"
358,7491,ACESSO AVENIDA JACU PESSEGO,3200,SAO PAULO,"ACESSO AVENIDA JACU PESSEGO, 3200, SAO PAULO","[-23.5313526802915, -46.4580722802915]"
359,7501,RUA ADIBE AUADA,226,COTIA,"RUA ADIBE AUADA, 226, COTIA","[-23.5941566802915, -46.8339192802915]"
360,7556,AVENIDA MARGINAL DO RIBEIRAO,1000,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 1000, CARAPICUIBA","[-23.5544839802915, -46.8226399802915]"
361,7561,Rodovia Ayrton Senna da Silva,1000,GUARULHOS,"Rodovia Ayrton Senna da Silva, 1000, GUARULHOS","[-23.4823211802915, -46.4690903802915]"
362,7563,RUA GARCIA DE ORTA,20,SAO PAULO,"RUA GARCIA DE ORTA, 20, SAO PAULO","[-23.6850317802915, -46.79068108029151]"
363,7566,AVENIDA DOS BANDEIRANTES,5378,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 5378, SAO PAULO","[-23.6259798802915, -46.65151228029149]"
364,7568,AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK,1321,SAO PAULO,"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 1321, SAO PAULO","[-23.5921134802915, -46.6834152802915]"
365,7571,AVENIDA INGLATERRA,0,SAO PAULO,"AVENIDA INGLATERRA, 0, SAO PAULO","[-23.6818299802915, -46.7464025302915]"
366,7634,PARQUE DOM PEDRO II,100,SAO PAULO,"PARQUE DOM PEDRO II, 100, SAO PAULO","[-23.5447828802915, -46.63109538029151]"
367,7702,RUA BENEDITO BARBOSA,2718,SAO PAULO,"RUA BENEDITO BARBOSA, 2718, SAO PAULO","[-23.4614183802915, -46.70018288029149]"
368,7708,VIADUTO COMEN ELIAS NAGIB BREIM,13,SAO PAULO,"VIADUTO COMEN ELIAS NAGIB BREIM, 13, SAO PAULO","[-23.5204654802915, -46.7014234802915]"
369,7711,AVENIDA IMPERATRIZ LEOPOLDINA,14520,SAO PAULO,"AVENIDA IMPERATRIZ LEOPOLDINA, 14520, SAO PAULO","[-23.538111, -46.7381783]"
370,7758,AVENIDA ALDA,2806,DIADEMA,"AVENIDA ALDA, 2806, DIADEMA","[-23.7094303802915, -46.6286182802915]"
371,7764,AVENIDA ELISIO CORDEIRO DE SIQUEIRA,474,SAO PAULO,"AVENIDA ELISIO CORDEIRO DE SIQUEIRA, 474, SAO PAULO","[-23.5044469802915, -46.7492284802915]"
372,7779,RUA CRISTOVAO PEREIRA,1772,SAO PAULO,"RUA CRISTOVAO PEREIRA, 1772, SAO PAULO","[-23.6256214302915, -46.6691855302915]"
373,7781,RUA JOSE MARQUES RIBEIRO,1,CAJAMAR,"RUA JOSE MARQUES RIBEIRO, 1, CAJAMAR","[-23.3844021802915, -46.86271148029149]"
374,7785,PARQUE RAPOSO TAVARES,17,SAO PAULO,"PARQUE RAPOSO TAVARES, 17, SAO PAULO","[-23.5897570802915, -46.7574711802915]"
375,7786,MOGIDUTRA,98,MOGI DAS CRUZES,"MOGIDUTRA, 98, MOGI DAS CRUZES","[-23.4280946802915, -46.2814144802915]"
376,7819,AVENIDA OTAVIO BRAGA DE MESQUITA,1687,GUARULHOS,"AVENIDA OTAVIO BRAGA DE MESQUITA, 1687, GUARULHOS","[-23.4516853802915, -46.5099604802915]"
377,7840,ESTRADA DE SAPOPEMBA,8,RIBEIRAO PIRES,"ESTRADA DE SAPOPEMBA, 8, RIBEIRAO PIRES","[-23.6395233802915, -46.3949401802915]"
378,7854,VIADUTO CONDESSA DE SAO JOAQUIM,100,SAO PAULO,"VIADUTO CONDESSA DE SAO JOAQUIM, 100, SAO PAULO","[-23.5603027802915, -46.63950948029149]"
379,7935,RUA DOUTOR PEDRO DE TOLEDO,342,GUARAREMA,"RUA DOUTOR PEDRO DE TOLEDO, 342, GUARAREMA","[-23.4185691802915, -46.0350943802915]"
380,7939,AVENIDA GUSTAVO ADOLFO,2916,SAO PAULO,"AVENIDA GUSTAVO ADOLFO, 2916, SAO PAULO","[-23.4938353802915, -46.57643048029149]"
381,7941,ESTRADA GUARULHOSSAO MIGUEL,2539,GUARULHOS,"ESTRADA GUARULHOSSAO MIGUEL, 2539, GUARULHOS","[-23.46150818029151, -46.4433155802915]"
382,7945,AVENIDA GOVERNADOR CARVALHO PINTO,2045,SAO PAULO,"AVENIDA GOVERNADOR CARVALHO PINTO, 2045, SAO PAULO","[-23.5151604802915, -46.5312638802915]"
383,7968,ACESSO RUA VEREADOR JOAO BATISTA FITIPALDI,123,SUZANO,"ACESSO RUA VEREADOR JOAO BATISTA FITIPALDI, 123, SUZANO","[-23.5340429802915, -46.3088336802915]"
384,8050,AVENIDA DONA BELMIRA MARIN,1357,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 1357, SAO PAULO","[-23.7437955802915, -46.69317058029149]"
385,8055,AVENIDA NORDESTINA,2904,SAO PAULO,"AVENIDA NORDESTINA, 2904, SAO PAULO","[-23.5128587802915, -46.4332276802915]"
386,8062,RUA JOAO DOMINGUES DE OLIVEIRA,193,RIBEIRAO PIRES,"RUA JOAO DOMINGUES DE OLIVEIRA, 193, RIBEIRAO PIRES","[-23.7137845802915, -46.4134837802915]"
387,8124,AVENIDA JORNALISTA ROBERTO MARINHO,100,SAO PAULO,"AVENIDA JORNALISTA ROBERTO MARINHO, 100, SAO PAULO","[-23.6197877802915, -46.68447208029149]"
388,8130,AVENIDA CONCEICAO,100,DIADEMA,"AVENIDA CONCEICAO, 100, DIADEMA","[-23.6853626802915, -46.62807608029149]"
389,8132,RUA LEONILDA,396,SANTO ANDRE,"RUA LEONILDA, 396, SANTO ANDRE","[-23.6232400802915, -46.5287246802915]"
390,8135,AVENIDA SAPOPEMBA,3437,SAO PAULO,"AVENIDA SAPOPEMBA, 3437, SAO PAULO","[-23.5756500302915, -46.5573991802915]"
391,8137,RUA ALBERTO DE OLIVEIRA,3540,ITAQUAQUECETUBA,"RUA ALBERTO DE OLIVEIRA, 3540, ITAQUAQUECETUBA","[-23.4466189302915, -46.37962158029149]"
392,8138,Rodovia Ayrton Senna da Silva,13,SAO PAULO,"Rodovia Ayrton Senna da Silva, 13, SAO PAULO","[-23.4675243802915, -46.3702918802915]"
393,8200,Avenida Otaviano Alves de Lima,480,SAO PAULO,"Avenida Otaviano Alves de Lima, 480, SAO PAULO","[-23.5087453802915, -46.7158943802915]"
394,8205,AVENIDA PRESIDENTE TANCREDO NEVES,0,SAO PAULO,"AVENIDA PRESIDENTE TANCREDO NEVES, 0, SAO PAULO","[-23.6083698802915, -46.60738058029149]"
395,8214,AVENIDA BRASIL,2035,FERRAZ DE VASCONCELOS,"AVENIDA BRASIL, 2035, FERRAZ DE VASCONCELOS","[-23.5454499802915, -46.3740736802915]"
396,8219,VIADUTO AIRTON SENNA,25,FERRAZ DE VASCONCELOS,"VIADUTO AIRTON SENNA, 25, FERRAZ DE VASCONCELOS","[-23.5387975802915, -46.3668880802915]"
397,8260,RUA CONSOLACAO,10,CARAPICUIBA,"RUA CONSOLACAO, 10, CARAPICUIBA","[-23.5173922802915, -46.8375490802915]"
398,8276,AVENIDA BRIGADEIRO FARIA LIMA,10,SAO BERNARDO DO CAMPO,"AVENIDA BRIGADEIRO FARIA LIMA, 10, SAO BERNARDO DO CAMPO","[-23.7000068802915, -46.55360828029149]"
399,8294,Rodovia Régis Bittencourt,23,EMBU DAS ARTES,"Rodovia Régis Bittencourt, 23, EMBU DAS ARTES","[-23.6303339302915, -46.82267778029149]"
400,8342,ESTRADA DOS ALVARENGAS,53026,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 53026, SAO BERNARDO DO CAMPO","[-23.7569838, -46.6319212]"
401,8356,ESTRADA DE SANTA ISABEL,1001,ARUJA,"ESTRADA DE SANTA ISABEL, 1001, ARUJA","[-23.4108447802915, -46.3189294802915]"
402,8363,AVENIDA TRINTA E UM DE MARCO,3027,SAO BERNARDO DO CAMPO,"AVENIDA TRINTA E UM DE MARCO, 3027, SAO BERNARDO DO CAMPO","[-23.65800568029151, -46.5970932802915]"
403,8365,PRACA DOUTOR JOAO MENDES,62,SAO PAULO,"PRACA DOUTOR JOAO MENDES, 62, SAO PAULO","[-23.5530713802915, -46.6370156802915]"
404,8370,VIADUTO SANTA GENEROSA,10,SAO PAULO,"VIADUTO SANTA GENEROSA, 10, SAO PAULO","[-23.5772321802915, -46.64282358029149]"
405,8407,AVENIDA JOAO PAULO I,3134,EMBU DAS ARTES,"AVENIDA JOAO PAULO I, 3134, EMBU DAS ARTES","[-23.6428409802915, -46.8130631302915]"
406,8412,AVENIDA ELIAS YAZBEK,784,EMBU DAS ARTES,"AVENIDA ELIAS YAZBEK, 784, EMBU DAS ARTES","[-23.6448076802915, -46.8445598302915]"
407,8415,AVENIDA JOAO RAMALHO,1000,SANTO ANDRE,"AVENIDA JOAO RAMALHO, 1000, SANTO ANDRE","[-23.6686097802915, -46.5260378802915]"
408,8475,PRACA EROTIDES DE CAMPOS,975,SAO PAULO,"PRACA EROTIDES DE CAMPOS, 975, SAO PAULO","[-23.4825770802915, -46.5731811802915]"
409,8478,AVENIDA PROFESSOR VICENTE RAO,2327,SAO PAULO,"AVENIDA PROFESSOR VICENTE RAO, 2327, SAO PAULO","[-23.6440526302915, -46.6747401302915]"
410,8479,RUA DOS VIANAS,3148,SAO BERNARDO DO CAMPO,"RUA DOS VIANAS, 3148, SAO BERNARDO DO CAMPO","[-23.7091902302915, -46.5254314302915]"
411,8485,RUA ANTONIO BEZERRA,702,SAO PAULO,"RUA ANTONIO BEZERRA, 702, SAO PAULO","[-23.6232879802915, -46.60767208029149]"
412,8489,AVENIDA PADRE VICENTE MELILO,1544,OSASCO,"AVENIDA PADRE VICENTE MELILO, 1544, OSASCO","[-23.5608243802915, -46.7833741802915]"
413,8491,AVENIDA MARIA CAMPOS,1,OSASCO,"AVENIDA MARIA CAMPOS, 1, OSASCO","[-23.5331578802915, -46.7747629802915]"
414,8542,AVENIDA POMPEIA,10,SAO PAULO,"AVENIDA POMPEIA, 10, SAO PAULO","[-23.5269137802915, -46.68308768029149]"
415,8543,ACESSO RUA MONTE PASCAL,100,SAO PAULO,"ACESSO RUA MONTE PASCAL, 100, SAO PAULO","[-23.5221424302915, -46.7212476802915]"
416,8554,ESTRADA CANAL DE COCAIA,1311,SAO PAULO,"ESTRADA CANAL DE COCAIA, 1311, SAO PAULO","[-23.7470503802915, -46.6728044302915]"
417,8557,RUA GUAICURUS,100,SAO PAULO,"RUA GUAICURUS, 100, SAO PAULO","[-23.52463208029151, -46.6878802802915]"
418,8560,VIADUTO DO GLICERIO,100,SAO PAULO,"VIADUTO DO GLICERIO, 100, SAO PAULO","[-23.5574862802915, -46.6303012802915]"
419,8570,ACESSO DAS LAGRIMAS,100,SAO CAETANO DO SUL,"ACESSO DAS LAGRIMAS, 100, SAO CAETANO DO SUL","[-23.6415930802915, -46.57545098029149]"
420,8625,AVENIDA WASHINGTON LUIS,7023,SAO PAULO,"AVENIDA WASHINGTON LUIS, 7023, SAO PAULO","[-23.6236325802915, -46.6634663302915]"
421,8635,AVENIDA GIOVANNI GRONCHI,3993,SAO PAULO,"AVENIDA GIOVANNI GRONCHI, 3993, SAO PAULO","[-23.6163395802915, -46.73255618029151]"
422,8638,AVENIDA ARICANDUVA,10,SAO PAULO,"AVENIDA ARICANDUVA, 10, SAO PAULO","[-23.5993108802915, -46.4697313802915]"
423,8640,ESTRADA CAUCAIA DO ALTO,100,COTIA,"ESTRADA CAUCAIA DO ALTO, 100, COTIA","[-23.6178612802915, -46.97348458029149]"
424,8644,AVENIDA PRESTES MAIA,0,SAO PAULO,"AVENIDA PRESTES MAIA, 0, SAO PAULO","[-23.53817058029151, -46.6352968802915]"
425,8658,VIADUTO TERESA DELTA,10,SAO BERNARDO DO CAMPO,"VIADUTO TERESA DELTA, 10, SAO BERNARDO DO CAMPO","[-23.7068295802915, -46.5592920802915]"
426,8721,Avenida Marginal Tietê Central,17,SAO PAULO,"Avenida Marginal Tietê Central, 17, SAO PAULO","[-23.5295123802915, -46.5989732802915]"
427,8732,AVENIDA ENGENHEIRO EUSEBIO STEVAUX,800,SAO PAULO,"AVENIDA ENGENHEIRO EUSEBIO STEVAUX, 800, SAO PAULO","[-23.6706132302915, -46.70406893029149]"
428,8747,AVENIDA DO CURSINO,3600,SAO PAULO,"AVENIDA DO CURSINO, 3600, SAO PAULO","[-23.6341354802915, -46.61812718029149]"
429,8749,AVENIDA CORONEL SEZEFREDO FAGUNDES,2699,SAO PAULO,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 2699, SAO PAULO","[-23.4568197802915, -46.6039598802915]"
430,8753,RUA MELO FREIRE,1,SAO PAULO,"RUA MELO FREIRE, 1, SAO PAULO","[-23.5431216802915, -46.5815397802915]"
431,8798,AVENIDA DO IMPERADOR,4870,SAO PAULO,"AVENIDA DO IMPERADOR, 4870, SAO PAULO","[-23.5168776802915, -46.4586941802915]"
432,8803,VIADUTO GUERINO SPITALETI,100,OSASCO,"VIADUTO GUERINO SPITALETI, 100, OSASCO","[-23.52853178029151, -46.7751925802915]"
433,8806,AVENIDA QUEIROZ FILHO,100,SAO PAULO,"AVENIDA QUEIROZ FILHO, 100, SAO PAULO","[-23.5385986802915, -46.7219369802915]"
434,8810,AVENIDA ANCHIETA,720,SAO PAULO,"AVENIDA ANCHIETA, 720, SAO PAULO","[-23.8506059802915, -46.1389959802915]"
435,8819,RUA MELO FREIRE,4800,SAO PAULO,"RUA MELO FREIRE, 4800, SAO PAULO","[-23.5387228802915, -46.5607774802915]"
436,8824,AVENIDA BRASIL,1456,SAO PAULO,"AVENIDA BRASIL, 1456, SAO PAULO","[-23.5708780802915, -46.6728183802915]"
437,8877,AVENIDA YERVANT KISSAJIKIAN,1949,SAO PAULO,"AVENIDA YERVANT KISSAJIKIAN, 1949, SAO PAULO","[-23.67615798029151, -46.6629401802915]"
438,8879,AVENIDA ROQUE PETRONI JUNIOR,1089,SAO PAULO,"AVENIDA ROQUE PETRONI JUNIOR, 1089, SAO PAULO","[-23.6275801802915, -46.68953718029151]"
439,8883,AVENIDA PIRES DO RIO,4022,SAO PAULO,"AVENIDA PIRES DO RIO, 4022, SAO PAULO","[-23.5303251302915, -46.4524112302915]"
440,8888,ACESSO AVENIDA PRESIDENTE TANCREDO NEVES,100,SAO PAULO,"ACESSO AVENIDA PRESIDENTE TANCREDO NEVES, 100, SAO PAULO","[-23.6071324302915, -46.6068056302915]"
441,8891,AVENIDA WASHINGTON LUIS,2500,SAO PAULO,"AVENIDA WASHINGTON LUIS, 2500, SAO PAULO","[-23.6531584802915, -46.6839762802915]"
442,8895,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,4950,SAO PAULO,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 4950, SAO PAULO","[-23.6690605802915, -46.6378902802915]"
443,8904,AVENIDA WASHINGTON LUIS,6800,SAO PAULO,"AVENIDA WASHINGTON LUIS, 6800, SAO PAULO","[-23.6256239802915, -46.66245958029151]"
444,8940,AVENIDA REBOUCAS,3025,SAO PAULO,"AVENIDA REBOUCAS, 3025, SAO PAULO","[-23.5714417802915, -46.68971948029149]"
445,8941,AVENIDA JOSE PINHEIRO BORGES,10,SAO PAULO,"AVENIDA JOSE PINHEIRO BORGES, 10, SAO PAULO","[-23.5281067802915, -46.43331918029149]"
446,8990,AVENIDA MARGINAL,100,CARAPICUIBA,"AVENIDA MARGINAL, 100, CARAPICUIBA","[-23.5235416802915, -46.8559523802915]"
447,9001,AVENIDA CELSO DOS SANTOS,378,SAO PAULO,"AVENIDA CELSO DOS SANTOS, 378, SAO PAULO","[-23.6684625802915, -46.6711054802915]"
448,9080,RUA VERGUEIRO,0,SAO PAULO,"RUA VERGUEIRO, 0, SAO PAULO","[-23.5724443802915, -46.64159628029149]"
449,9086,Rodovia Castelo Branco,0,BARUERI,"Rodovia Castelo Branco, 0, BARUERI","[-23.5108128802915, -46.8185928802915]"
450,9099,AVENIDA VINTE E TRES DE MAIO,1,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
451,9159,Rodovia Anhieta,0,SAO BERNARDO DO CAMPO,"Rodovia Anhieta, 0, SAO BERNARDO DO CAMPO","[-23.6897320802915, -46.56530228029151]"
452,9167,Rodovia Professor Alfredo Rolim de Moura,32.6,ARUJA,"Rodovia Professor Alfredo Rolim de Moura, 32.6, ARUJA","[-23.5438650802915, -46.1548396802915]"
453,9168,AVENIDA JOAO VINTE E TRES,1130,SAO PAULO,"AVENIDA JOAO VINTE E TRES, 1130, SAO PAULO","[-23.57237243029151, -46.5319494302915]"
454,9176,RUA EMILIA MARENGO,1330,SAO PAULO,"RUA EMILIA MARENGO, 1330, SAO PAULO","[-23.55736288029151, -46.55635238029149]"
455,9179,ACESSO DOUTOR EDUARDO COTCHING,2492,SAO PAULO,"ACESSO DOUTOR EDUARDO COTCHING, 2492, SAO PAULO","[-23.5706681802915, -46.5418943802915]"
456,9231,PRESIDENTE DUTRA,0,GUARULHOS,"PRESIDENTE DUTRA, 0, GUARULHOS","[-23.4401198, -46.4491338]"
457,9234,ACESSO AVENIDA JACUPESSEGO,100,SAO PAULO,"ACESSO AVENIDA JACUPESSEGO, 100, SAO PAULO","[-23.5507665802915, -46.48816378029149]"
