,Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
1258,24578,Avenida Marginal Tietê Central,18,SAO PAULO,"Avenida Marginal Tietê Central, 18, SAO PAULO","[-23.5237686802915, -46.6088178802915]"
1259,24644,ESTRADA KIZAEMON TAKEUTI,3247,TABOAO DA SERRA,"ESTRADA KIZAEMON TAKEUTI, 3247, TABOAO DA SERRA","[-23.6439136302915, -46.8067948302915]"
1260,24646,Avenida Otaviano Alves de Lima,500,SAO PAULO,"Avenida Otaviano Alves de Lima, 500, SAO PAULO","[-23.5087453802915, -46.71589368029149]"
1261,24687,RUA ALEGRE,20,SANTO ANDRE,"RUA ALEGRE, 20, SANTO ANDRE","[-23.6181610802915, -46.5571097802915]"
1262,24752,ALAMEDA SAO CAETANO,684,SANTO ANDRE,"ALAMEDA SAO CAETANO, 684, SANTO ANDRE","[-23.6488902802915, -46.54600178029149]"
1263,24840,RUA CURUCA,142,SAO PAULO,"RUA CURUCA, 142, SAO PAULO","[-23.5123049302915, -46.59531743029149]"
1264,24844,Avenida Assis Chateaubriand,101,SAO PAULO,"Avenida Assis Chateaubriand, 101, SAO PAULO","[-23.5196650802915, -46.63410708029151]"
1265,24862,ESTRADA DOS ALVARENGAS,999,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 999, SAO BERNARDO DO CAMPO","[-23.7458503302915, -46.6095551802915]"
1266,24863,VIADUTO PEDROSO,100,SAO PAULO,"VIADUTO PEDROSO, 100, SAO PAULO","[-23.5640122802915, -46.6408384802915]"
1267,24867,AVENIDA ARICANDUVA,12771,SAO PAULO,"AVENIDA ARICANDUVA, 12771, SAO PAULO","[-23.5965810802915, -46.4664927802915]"
1268,24876,PRACA MARIO GARNERO,100,SAO PAULO,"PRACA MARIO GARNERO, 100, SAO PAULO","[-23.6114099802915, -46.72061868029149]"
1269,24878,RUA ARCELINA TEIXEIRA DA SILVA,100,SAO PAULO,"RUA ARCELINA TEIXEIRA DA SILVA, 100, SAO PAULO","[-23.7709664802915, -46.71871528029149]"
1270,24921,AVENIDA JOSE ANTONIO DE ALMEIDA AMAZONAS,100,SANTO ANDRE,"AVENIDA JOSE ANTONIO DE ALMEIDA AMAZONAS, 100, SANTO ANDRE","[-23.6616166802915, -46.5444450802915]"
1271,24930,RUA BENEDICTO DE SOUZA BRANCO,0,MOGI DAS CRUZES,"RUA BENEDICTO DE SOUZA BRANCO, 0, MOGI DAS CRUZES","[-23.5496856802915, -46.2615606802915]"
1272,24939,AVENIDA ASSEMBLEIA,10,DIADEMA,"AVENIDA ASSEMBLEIA, 10, DIADEMA","[-23.6783360802915, -46.6293830802915]"
1273,24943,MARGINAL MARGINAL TIETE CENTRAL,0,SAO PAULO,"MARGINAL MARGINAL TIETE CENTRAL, 0, SAO PAULO","[-23.5141964802915, -46.5552308802915]"
1274,24944,ALAMEDA SANTO AMARO,1,SAO PAULO,"ALAMEDA SANTO AMARO, 1, SAO PAULO","[-23.6552145802915, -46.70812298029149]"
1275,24946,RUA MANOEL AUGUSTO FERREIRINHA,853,SAO CAETANO DO SUL,"RUA MANOEL AUGUSTO FERREIRINHA, 853, SAO CAETANO DO SUL","[-23.6399097802915, -46.5663054802915]"
1276,25008,AVENIDA ENGENHEIRO EUSEBIO STEVAUX,1350,SAO PAULO,"AVENIDA ENGENHEIRO EUSEBIO STEVAUX, 1350, SAO PAULO","[-23.6736759802915, -46.7009491802915]"
1277,25015,AVENIDA MARCO ANTONIO CALEGARI,100,BARUERI,"AVENIDA MARCO ANTONIO CALEGARI, 100, BARUERI","[-23.5274237, -46.8640458]"
1278,25044,ALAMEDA AGENOR COUTO MAGALHAES,1779,SAO PAULO,"ALAMEDA AGENOR COUTO MAGALHAES, 1779, SAO PAULO","[-23.4725896802915, -46.7447091802915]"
1279,25099,RUA SANTA CRUZ,1610,SAO PAULO,"RUA SANTA CRUZ, 1610, SAO PAULO","[-23.6019054802915, -46.6239025302915]"
1280,25114,AVENIDA MONTEMAGNO,2471,SAO PAULO,"AVENIDA MONTEMAGNO, 2471, SAO PAULO","[-23.5739824302915, -46.54338733029149]"
1281,25118,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,575,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 575, SAO PAULO","[-23.5863604802915, -46.5891220802915]"
1282,25179,ESTRADA DO ALVARENGA,2820,SAO PAULO,"ESTRADA DO ALVARENGA, 2820, SAO PAULO","[-23.6999562802915, -46.6494431802915]"
1283,25194,AVENIDA LUIS PEQUINI,36,SAO BERNARDO DO CAMPO,"AVENIDA LUIS PEQUINI, 36, SAO BERNARDO DO CAMPO","[-23.7110819802915, -46.5304308802915]"
1284,25198,VIADUTO ANTONIO ADIBE CHAMAS,1,SANTO ANDRE,"VIADUTO ANTONIO ADIBE CHAMAS, 1, SANTO ANDRE","[-23.6551211802915, -46.5309536802915]"
1285,25213,AVENIDA VINTE E TRES DE MAIO,2,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 2, SAO PAULO","[-23.5524098802915, -46.6388287802915]"
1286,25214,AVENIDA CARLOS CALDEIRA FILHO,100,SAO PAULO,"AVENIDA CARLOS CALDEIRA FILHO, 100, SAO PAULO","[-23.6397637802915, -46.74273818029151]"
1287,25282,AVENIDA JOAO PAULO PRIMEIRO,0,SAO PAULO,"AVENIDA JOAO PAULO PRIMEIRO, 0, SAO PAULO","[-23.4869759802915, -46.6889399802915]"
1288,25286,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA,100,SAO PAULO,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA, 100, SAO PAULO","[-23.6333669802915, -46.64819018029149]"
1289,25289,RUA HENRIQUE SCHAUMANN,679,SAO PAULO,"RUA HENRIQUE SCHAUMANN, 679, SAO PAULO","[-23.5609478802915, -46.6832848802915]"
1290,25335,Rodovia Índio-Tibiriçá,100,RIBEIRAO PIRES,"Rodovia Índio-Tibiriçá, 100, RIBEIRAO PIRES","[-23.72435698029151, -46.40864128029149]"
1291,25392,AVENIDA NOSSA SENHORA DO SABARA,609,SAO PAULO,"AVENIDA NOSSA SENHORA DO SABARA, 609, SAO PAULO","[-23.6626027802915, -46.6948612802915]"
1292,25404,AVENIDA DAS NACOES,2767,SANTO ANDRE,"AVENIDA DAS NACOES, 2767, SANTO ANDRE","[-23.6482214802915, -46.4919121802915]"
1293,25415,ESTRADA DO PONEI CLUB,53086,SAO BERNARDO DO CAMPO,"ESTRADA DO PONEI CLUB, 53086, SAO BERNARDO DO CAMPO","[-23.7630131, -46.6150375]"
1294,25425,RUA JOSE CAMPANELA,1,GUARULHOS,"RUA JOSE CAMPANELA, 1, GUARULHOS","[-23.4694559802915, -46.51691878029149]"
1295,25426,AVENIDA MARGINAL,100,CARAPICUIBA,"AVENIDA MARGINAL, 100, CARAPICUIBA","[-23.5235416802915, -46.8559523802915]"
1296,25430,Rodovia Edgard Máximo Zambotto,3,CAJAMAR,"Rodovia Edgard Máximo Zambotto, 3, CAJAMAR","[-23.3455560802915, -46.8401881802915]"
1297,25500,AVENIDA BRIGADEIRO FARIA LIMA,2859,SAO PAULO,"AVENIDA BRIGADEIRO FARIA LIMA, 2859, SAO PAULO","[-23.5827666802915, -46.6854365802915]"
1298,25513,Rodovia dos Imigrantes,10,SAO PAULO,"Rodovia dos Imigrantes, 10, SAO PAULO","[-23.6057421802915, -46.62761818029149]"
1299,25560,AVENIDA ALBERTO SOARES SAMPAIO,100,MAUA,"AVENIDA ALBERTO SOARES SAMPAIO, 100, MAUA","[-23.6648848802915, -46.46927958029151]"
1300,25569,AVENIDA JOAO DIAS,2346,SAO PAULO,"AVENIDA JOAO DIAS, 2346, SAO PAULO","[-23.6458414802915, -46.72453358029149]"
1301,25584,AVENIDA VEREADOR JOSE DINIZ,1700,SAO PAULO,"AVENIDA VEREADOR JOSE DINIZ, 1700, SAO PAULO","[-23.6314083802915, -46.6881506802915]"
1302,25630,AVENIDA PROFESSOR FRANCISCO MORATO,3389,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 3389, SAO PAULO","[-23.5919457802915, -46.7311157802915]"
1303,25631,AVENIDA AFONSO DE SAMPAIO E SOUSA,100,SAO PAULO,"AVENIDA AFONSO DE SAMPAIO E SOUSA, 100, SAO PAULO","[-23.5641552802915, -46.4674112802915]"
1304,25658,ESTRADA EMBU,23,COTIA,"ESTRADA EMBU, 23, COTIA","[-23.5996821802915, -46.85935438029149]"
1305,25692,Rodovia Castelo Branco,0,ITAPEVI,"Rodovia Castelo Branco, 0, ITAPEVI","[-23.5204723802915, -46.9515019802915]"
1306,25696,AVENIDA DEPUTADO EMILIO CARLOS,100,SAO PAULO,"AVENIDA DEPUTADO EMILIO CARLOS, 100, SAO PAULO","[-23.5048345802915, -46.6734558802915]"
1307,25698,AVENIDA NAGIB FARAH MALUF,1404,SAO PAULO,"AVENIDA NAGIB FARAH MALUF, 1404, SAO PAULO","[-23.5432338802915, -46.4342657802915]"
1308,25740,AVENIDA VALTER BOVERI,501,OSASCO,"AVENIDA VALTER BOVERI, 501, OSASCO","[-23.5676416802915, -46.79528878029149]"
1309,25748,RUA LEOPOLDO COUTO DE MAGALHAES JUNIOR,1305,SAO PAULO,"RUA LEOPOLDO COUTO DE MAGALHAES JUNIOR, 1305, SAO PAULO","[-23.5910451802915, -46.6865943802915]"
1310,25823,AVENIDA CONCEICAO,3323,SAO PAULO,"AVENIDA CONCEICAO, 3323, SAO PAULO","[-23.4968141802915, -46.5867284802915]"
1311,25828,Avenida Marginal Direita do Tietê,150,SAO PAULO,"Avenida Marginal Direita do Tietê, 150, SAO PAULO","[-23.5156564802915, -46.7287431802915]"
1312,25882,Rodovia Castelo Branco,0,JANDIRA,"Rodovia Castelo Branco, 0, JANDIRA","[-23.5147233802915, -46.9242441802915]"
1313,25883,AVENIDA TOWER AUTOMOTIVE,100,ARUJA,"AVENIDA TOWER AUTOMOTIVE, 100, ARUJA","[-23.4160856802915, -46.3461639802915]"
1314,25895,MARGINAL DO RIBEIRAO,2650,CARAPICUIBA,"MARGINAL DO RIBEIRAO, 2650, CARAPICUIBA","[-23.5648757802915, -46.8290350802915]"
1315,25947,AVENIDA CARLOS CALDEIRA FILHO,10,SAO PAULO,"AVENIDA CARLOS CALDEIRA FILHO, 10, SAO PAULO","[-23.6474293802915, -46.7547272802915]"
1316,25952,VIADUTO MINISTRO ALIOMAR BALEEIRO,100,SAO PAULO,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 100, SAO PAULO","[-23.6306304802915, -46.6324127802915]"
1317,25968,Rodovia Índio-Tibiriçá,100,RIBEIRAO PIRES,"Rodovia Índio-Tibiriçá, 100, RIBEIRAO PIRES","[-23.72435698029151, -46.40864128029149]"
1318,26001,AVENIDA TIRADENTES,100,GUARULHOS,"AVENIDA TIRADENTES, 100, GUARULHOS","[-23.4736153802915, -46.5337299802915]"
1319,26009,AVENIDA IBIRAPUERA,900,SAO PAULO,"AVENIDA IBIRAPUERA, 900, SAO PAULO","[-23.5960154802915, -46.65530418029149]"
1320,26017,RUA ORATORIO,693,SANTO ANDRE,"RUA ORATORIO, 693, SANTO ANDRE","[-23.6431617802915, -46.5263027802915]"
1321,26018,AVENIDA ANTONIO CARDOSO,100,SANTO ANDRE,"AVENIDA ANTONIO CARDOSO, 100, SANTO ANDRE","[-23.6517568802915, -46.5277257802915]"
1322,26022,RUA BARBARA HIPOLITO CAPRIOTE,401,CARAPICUIBA,"RUA BARBARA HIPOLITO CAPRIOTE, 401, CARAPICUIBA","[-23.5276654802915, -46.85142578029149]"
1323,26054,AVENIDA INAJAR DE SOUZA,0,SAO PAULO,"AVENIDA INAJAR DE SOUZA, 0, SAO PAULO","[-23.5036697802915, -46.68836718029149]"
1324,26058,Avenida Marginal Direita do Tietê,661,SAO PAULO,"Avenida Marginal Direita do Tietê, 661, SAO PAULO","[-23.5200187802915, -46.74808668029149]"
1325,26061,AVENIDA TIRADENTES,100,GUARULHOS,"AVENIDA TIRADENTES, 100, GUARULHOS","[-23.4736153802915, -46.5337299802915]"
1326,26066,Rodovia dos Imigrantes,15,SAO PAULO,"Rodovia dos Imigrantes, 15, SAO PAULO","[-23.6060159802915, -46.62713418029149]"
1327,26067,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,4327,SAO BERNARDO DO CAMPO,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 4327, SAO BERNARDO DO CAMPO","[-23.7253316802915, -46.57771798029151]"
1328,26069,AVENIDA EMANCIPACAO,100,ITAQUAQUECETUBA,"AVENIDA EMANCIPACAO, 100, ITAQUAQUECETUBA","[-23.4793142802915, -46.35470048029149]"
1329,26079,AVENIDA IBIRAMA,100,TABOAO DA SERRA,"AVENIDA IBIRAMA, 100, TABOAO DA SERRA","[-23.6408313302915, -46.8128108302915]"
1330,26123,RUA ISABEL SORIA MAINARDES,325,TABOAO DA SERRA,"RUA ISABEL SORIA MAINARDES, 325, TABOAO DA SERRA","[-23.6283859802915, -46.8029227802915]"
1331,26188,RUA LUIS CORREIA DE MELO,357,SAO PAULO,"RUA LUIS CORREIA DE MELO, 357, SAO PAULO","[-23.6339271802915, -46.7174084802915]"
1332,26274,Avenida Marginal Direita do Tietê,0,SAO PAULO,"Avenida Marginal Direita do Tietê, 0, SAO PAULO","[-23.5181099802915, -46.7342349802915]"
1333,26280,AVENIDA ALDA,436,DIADEMA,"AVENIDA ALDA, 436, DIADEMA","[-23.6916023802915, -46.6287833302915]"
1334,26285,AVENIDA GAGO COUTINHO,100,SANTO ANDRE,"AVENIDA GAGO COUTINHO, 100, SANTO ANDRE","[-23.6580145802915, -46.55493748029149]"
1335,26286,Rodovia João Afonso de Souza Castellano,29.6,ITAQUAQUECETUBA,"Rodovia João Afonso de Souza Castellano, 29.6, ITAQUAQUECETUBA","[-23.5055279802915, -46.34708638029149]"
1336,26287,AVENIDA SAPOPEMBA,3739,SAO PAULO,"AVENIDA SAPOPEMBA, 3739, SAO PAULO","[-23.5763735802915, -46.5545348802915]"
1337,26295,AVENIDA NOVE DE JULHO,3800,SAO PAULO,"AVENIDA NOVE DE JULHO, 3800, SAO PAULO","[-23.5729060802915, -46.66568573029149]"
1338,26356,PARQUE RAPOSO TAVARES,19200,SAO PAULO,"PARQUE RAPOSO TAVARES, 19200, SAO PAULO","[-23.5901984802915, -46.75720843029149]"
1339,26375,AVENIDA ATLANTICA,100,SAO PAULO,"AVENIDA ATLANTICA, 100, SAO PAULO","[-23.6683831802915, -46.71347188029149]"
1340,26379,AVENIDA ANGELINA,0,SAO PAULO,"AVENIDA ANGELINA, 0, SAO PAULO","[-23.5000478802915, -46.59782148029149]"
1341,26395,RUA LUIS CARLOS LISBOA,30,SAO PAULO,"RUA LUIS CARLOS LISBOA, 30, SAO PAULO","[-23.4172395802915, -46.5842828802915]"
1342,26451,AVENIDA NOSSA SENHORA DOS NAVEGANTES,1663,DIADEMA,"AVENIDA NOSSA SENHORA DOS NAVEGANTES, 1663, DIADEMA","[-23.7243769802915, -46.61121868029149]"
1343,26454,AVENIDA PROFESSOR FRANCISCO MORATO,10,SAO PAULO,"AVENIDA PROFESSOR FRANCISCO MORATO, 10, SAO PAULO","[-23.5739438802915, -46.7063940802915]"
1344,26481,RUA ESPELHO MAGICO,66,SAO PAULO,"RUA ESPELHO MAGICO, 66, SAO PAULO","[-23.51178163029151, -46.37669683029149]"
1345,26542,RUA PEDRO RAMAZZANI,1555,SAO PAULO,"RUA PEDRO RAMAZZANI, 1555, SAO PAULO","[-23.6213390802915, -46.41250168029149]"
1346,26544,AVENIDA DO ESTADO,8767,SAO PAULO,"AVENIDA DO ESTADO, 8767, SAO PAULO","[-23.5852207802915, -46.6006362802915]"
1347,26546,AVENIDA DOS BANDEIRANTES,100,SAO PAULO,"AVENIDA DOS BANDEIRANTES, 100, SAO PAULO","[-23.5980828802915, -46.6917949802915]"
1348,26548,AVENIDA ARICANDUVA,12771,SAO PAULO,"AVENIDA ARICANDUVA, 12771, SAO PAULO","[-23.5965810802915, -46.4664927802915]"
1349,26566,AVENIDA PAULO FACINI,2181,GUARULHOS,"AVENIDA PAULO FACINI, 2181, GUARULHOS","[-23.4560270802915, -46.5350264802915]"
1350,26568,ACESSO ESQUERDO   IMIGRANTES,100,SAO PAULO,"ACESSO ESQUERDO   IMIGRANTES, 100, SAO PAULO","[-24.0082209, -46.825514]"
1351,26575,AVENIDA CONSELHEIRO CARRAO,2974,SAO PAULO,"AVENIDA CONSELHEIRO CARRAO, 2974, SAO PAULO","[-23.5521427802915, -46.5348163802915]"
1352,26631,AVENIDA RIO DAS PEDRAS,2919,SAO PAULO,"AVENIDA RIO DAS PEDRAS, 2919, SAO PAULO","[-23.5795014802915, -46.50425753029149]"
1353,26645,Rodovia dos Imigrantes,22,DIADEMA,"Rodovia dos Imigrantes, 22, DIADEMA","[-23.6528956802915, -46.6354700802915]"
1354,26693,RUA DOS COQUEIROS,0,SANTO ANDRE,"RUA DOS COQUEIROS, 0, SANTO ANDRE","[-23.6330355802915, -46.5468663802915]"
1355,26699,RETORNO AVENIDA JACU PESSEGO,100,MAUA,"RETORNO AVENIDA JACU PESSEGO, 100, MAUA","[-23.5611616302915, -46.44850453029149]"
1356,26700,RUA ALFREDO PUJOL,1389,SAO PAULO,"RUA ALFREDO PUJOL, 1389, SAO PAULO","[-23.5026678802915, -46.64043108029151]"
1357,26707,ALAMEDA SANTO AMARO,2080,SAO PAULO,"ALAMEDA SANTO AMARO, 2080, SAO PAULO","[-23.6036694802915, -46.6759350802915]"
1358,26708,AVENIDA DOS ESTADOS,1721,SANTO ANDRE,"AVENIDA DOS ESTADOS, 1721, SANTO ANDRE","[-23.6224278802915, -46.5431967802915]"
1359,26767,ESTRADA DOS ALVARENGAS,999,SAO BERNARDO DO CAMPO,"ESTRADA DOS ALVARENGAS, 999, SAO BERNARDO DO CAMPO","[-23.7458503302915, -46.6095551802915]"
1360,26772,ESTRADA DE ITAPECERICA,195,SAO PAULO,"ESTRADA DE ITAPECERICA, 195, SAO PAULO","[-23.6442507802915, -46.7395792302915]"
1361,26788,AVENIDA ALDINO PINOTTI,650,SAO BERNARDO DO CAMPO,"AVENIDA ALDINO PINOTTI, 650, SAO BERNARDO DO CAMPO","[-23.6871315302915, -46.5507234802915]"
1362,26845,ACESSO AVENIDA ELIAS YAZBEK,2434,EMBU DAS ARTES,"ACESSO AVENIDA ELIAS YAZBEK, 2434, EMBU DAS ARTES","[-23.6572560802915, -46.8531436802915]"
1363,26858,RUA CONEGO XAVIER,1,SAO PAULO,"RUA CONEGO XAVIER, 1, SAO PAULO","[-23.6082636802915, -46.5945933802915]"
1364,26872,RUA MARCILIO ALVES DE CARVALHO,1,SUZANO,"RUA MARCILIO ALVES DE CARVALHO, 1, SUZANO","[-23.5649140802915, -46.2966214802915]"
1365,26931,ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100,DIADEMA,"ACESSO AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
1366,27005,RUA ERNESTO JOAQUIM DE SOUZA,742,SUZANO,"RUA ERNESTO JOAQUIM DE SOUZA, 742, SUZANO","[-23.5786446802915, -46.2974528802915]"
1367,27020,AVENIDA VINTE E TRES DE MAIO,16,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 16, SAO PAULO","[-23.5850472802915, -46.65530598029149]"
1368,27027,RUA TAQUARI,100,SAO PAULO,"RUA TAQUARI, 100, SAO PAULO","[-23.5471089802915, -46.5930727802915]"
1369,27033,RUA RIBEIRO DE LIMA,153,SAO PAULO,"RUA RIBEIRO DE LIMA, 153, SAO PAULO","[-23.5331117302915, -46.639762]"
1370,27036,AVENIDA PROFESSOR VICENTE RAO,2328,SAO PAULO,"AVENIDA PROFESSOR VICENTE RAO, 2328, SAO PAULO","[-23.6443531802915, -46.6753417802915]"
1371,27091,RUA CANTAGALO,40,SAO PAULO,"RUA CANTAGALO, 40, SAO PAULO","[-23.5485323802915, -46.5747069802915]"
1372,27161,AVENIDA OTAVIO BRAGA DE MESQUITA,100,GUARULHOS,"AVENIDA OTAVIO BRAGA DE MESQUITA, 100, GUARULHOS","[-23.4318997802915, -46.5039050802915]"
1373,27166,AVENIDA HUMBERTO ALENCAR CASTELO BRANCO,100,SAO BERNARDO DO CAMPO,"AVENIDA HUMBERTO ALENCAR CASTELO BRANCO, 100, SAO BERNARDO DO CAMPO","[-23.6958294802915, -46.58590498029151]"
1374,27304,AVENIDA MARGINAL,96,CARAPICUIBA,"AVENIDA MARGINAL, 96, CARAPICUIBA","[-23.5355318802915, -46.84880808029149]"
1375,27324,Avenida Marginal Tietê Central,6,SAO PAULO,"Avenida Marginal Tietê Central, 6, SAO PAULO","[-23.5200521802915, -46.6249066802915]"
1376,27404,RUA ANTONIO IERVOLINO,2,GUARULHOS,"RUA ANTONIO IERVOLINO, 2, GUARULHOS","[-23.4758639802915, -46.53519528029151]"
1377,27406,AVENIDA CORIFEU DE AZEVEDO MARQUES,3937,SAO PAULO,"AVENIDA CORIFEU DE AZEVEDO MARQUES, 3937, SAO PAULO","[-23.5644795802915, -46.7480881802915]"
1378,27408,Rodovia Régis Bittencourt,10,EMBU DAS ARTES,"Rodovia Régis Bittencourt, 10, EMBU DAS ARTES","[-23.6572079802915, -46.85138138029149]"
1379,27410,RUA ANTONIO JOAO DE MEDEIROS,100,SAO PAULO,"RUA ANTONIO JOAO DE MEDEIROS, 100, SAO PAULO","[-23.5046507802915, -46.3991495802915]"
1380,27417,AVENIDA JABAQUARA,100,SAO PAULO,"AVENIDA JABAQUARA, 100, SAO PAULO","[-23.6062498802915, -46.63851888029149]"
1381,27419,AVENIDA INOCENCIO SERAFICO,5230,CARAPICUIBA,"AVENIDA INOCENCIO SERAFICO, 5230, CARAPICUIBA","[-23.5643578802915, -46.8354459802915]"
1382,27487,AVENIDA ARICANDUVA,12000,SAO PAULO,"AVENIDA ARICANDUVA, 12000, SAO PAULO","[-23.5968396802915, -46.46750418029151]"
1383,27491,AVENIDA SAO GUALTER,1296,SAO PAULO,"AVENIDA SAO GUALTER, 1296, SAO PAULO","[-23.5478932802915, -46.71215523029149]"
1384,27497,RUA AMADOR BUENO,3019,SAO PAULO,"RUA AMADOR BUENO, 3019, SAO PAULO","[-23.6542073802915, -46.7170297]"
1385,27504,AVENIDA CALIM EID,511,SAO PAULO,"AVENIDA CALIM EID, 511, SAO PAULO","[-23.5216280802915, -46.50892648029149]"
1386,27512,AVENIDA SAO MIGUEL,7710,SAO PAULO,"AVENIDA SAO MIGUEL, 7710, SAO PAULO","[-23.4996042802915, -46.4635695802915]"
1387,27525,RUA DANIEL PEREIRA,180,SAO PAULO,"RUA DANIEL PEREIRA, 180, SAO PAULO","[-23.4667284802915, -46.6792150802915]"
1388,27581,ESTRADA DE SANTA ISABEL,10,ARUJA,"ESTRADA DE SANTA ISABEL, 10, ARUJA","[-23.4461028802915, -46.3263243802915]"
1389,27594,RUA ILHA BELA,528,SANTO ANDRE,"RUA ILHA BELA, 528, SANTO ANDRE","[-23.6527289802915, -46.5553536802915]"
1390,27599,ESTRADA TURISTICA DO JARAGUA,1551,SAO PAULO,"ESTRADA TURISTICA DO JARAGUA, 1551, SAO PAULO","[-23.4825240802915, -46.75672823029149]"
1391,27660,AVENIDA TIRADENTES,0,SAO PAULO,"AVENIDA TIRADENTES, 0, SAO PAULO","[-23.5297050802915, -46.6325387802915]"
1392,27670,PARQUE DOM PEDRO II,100,SAO PAULO,"PARQUE DOM PEDRO II, 100, SAO PAULO","[-23.5447828802915, -46.63109538029151]"
1393,27672,RUA INAJA,268,EMBU DAS ARTES,"RUA INAJA, 268, EMBU DAS ARTES","[-23.6483490802915, -46.80169018029149]"
1394,27686,RUA PEDRO VICENTE,1,SAO PAULO,"RUA PEDRO VICENTE, 1, SAO PAULO","[-23.5268208802915, -46.6303044802915]"
1395,27747,Avenida Assis Chateaubriand,242,SAO PAULO,"Avenida Assis Chateaubriand, 242, SAO PAULO","[-23.5191303802915, -46.6356101802915]"
1396,27748,AVENIDA SANTOS DUMONT,10,SAO PAULO,"AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]"
1397,27760,RUA MARIA CANDIDA,0,SAO PAULO,"RUA MARIA CANDIDA, 0, SAO PAULO","[-23.5079146802915, -46.6035750802915]"
1398,27764,Rodovia Presidente Dutra,1000,GUARULHOS,"Rodovia Presidente Dutra, 1000, GUARULHOS","[-23.4468997802915, -46.4526716802915]"
1399,27800,AVENIDA LOURENCO BELOLI,100,OSASCO,"AVENIDA LOURENCO BELOLI, 100, OSASCO","[-23.5028588802915, -46.7845270802915]"
