Indice_ori,Logradouro,Numero/KM,Município,Endereço,Location
32552,AVENIDA DONA BELMIRA MARIN,100.0,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
32562,AVENIDA NOSSA SENHORA DO SABARA,100.0,SAO PAULO,"AVENIDA NOSSA SENHORA DO SABARA, 100, SAO PAULO","[-23.6608157802915, -46.6994675802915]"
32565,AVENIDA ANTONIA ROSA FIORAVANTE,100.0,MAUA,"AVENIDA ANTONIA ROSA FIORAVANTE, 100, MAUA","[-23.6642331802915, -46.45321988029149]"
32566,Rodovia dos Bandeirantes,13.0,SAO PAULO,"Rodovia dos Bandeirantes, 13, SAO PAULO","[-23.4820610802915, -46.73916568029149]"
32567,Rodovia dos Imigrantes,18.0,DIADEMA,"Rodovia dos Imigrantes, 18, DIADEMA","[-23.7144213802915, -46.6061212802915]"
32623,ACESSO  M BOI MIRIM,500.0,SAO PAULO,"ACESSO  M BOI MIRIM, 500, SAO PAULO","[-23.6712772802915, -46.73944498029149]"
32627,Avenida Embaixador Macedo Soares,112.0,SAO PAULO,"Avenida Embaixador Macedo Soares, 112, SAO PAULO","[-23.5198806802915, -46.73793328029149]"
32628,RUA AMADOR BUENO,942.0,SAO PAULO,"RUA AMADOR BUENO, 942, SAO PAULO","[-23.6544856302915, -46.7176811302915]"
32647,AVENIDA DO TABOAO,100.0,SAO BERNARDO DO CAMPO,"AVENIDA DO TABOAO, 100, SAO BERNARDO DO CAMPO","[-23.6493639802915, -46.58183948029149]"
32712,AVENIDA SANTOS DUMONT,1.0,SAO PAULO,"AVENIDA SANTOS DUMONT, 1, SAO PAULO","[-23.5075575802915, -46.6292556802915]"
32786,AVENIDA DO ESTADO,0.0,SAO PAULO,"AVENIDA DO ESTADO, 0, SAO PAULO","[-23.5518022802915, -46.6352601802915]"
32802,RUA GALENO DE ALMEIDA,235.0,SAO PAULO,"RUA GALENO DE ALMEIDA, 235, SAO PAULO","[-23.5545076802915, -46.67957238029151]"
32847,ACESSO AVENIDA VEREADOR JOSE DINIZ,100.0,SAO PAULO,"ACESSO AVENIDA VEREADOR JOSE DINIZ, 100, SAO PAULO","[-23.6296171802915, -46.68568628029149]"
32850,AVENIDA SALIM FARAH MALUF,10.0,SAO PAULO,"AVENIDA SALIM FARAH MALUF, 10, SAO PAULO","[-23.5336140802915, -46.5853747802915]"
32865,AVENIDA GOVERNADOR CARVALHO PINTO,1200.0,SAO PAULO,"AVENIDA GOVERNADOR CARVALHO PINTO, 1200, SAO PAULO","[-23.5164266802915, -46.5372004802915]"
32944,AVENIDA LUIZ DUMONT VILLARES,100.0,SAO PAULO,"AVENIDA LUIZ DUMONT VILLARES, 100, SAO PAULO","[-23.5021343802915, -46.61614338029151]"
32952,RUA DIOGO JACOME,260.0,SAO PAULO,"RUA DIOGO JACOME, 260, SAO PAULO","[-23.5957339802915, -46.6674959802915]"
32971,AVENIDA SANTOS DUMONT,100.0,SAO PAULO,"AVENIDA SANTOS DUMONT, 100, SAO PAULO","[-23.5272551802915, -46.63207098029149]"
33041,ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA,100.0,SAO PAULO,"ACESSO VIADUTO ENGENHEIRO ALBERTO BADRA, 100, SAO PAULO","[-23.5376797802915, -46.5492448802915]"
33046,ESTRADA DO M'BOI MIRIM,8639.0,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 8639, SAO PAULO","[-23.7190382802915, -46.7852774802915]"
33066,AVENIDA MAJOR PINHEIRO FROES,100.0,SUZANO,"AVENIDA MAJOR PINHEIRO FROES, 100, SUZANO","[-23.5348712802915, -46.3100653802915]"
33072,AVENIDA QUEIROZ FILHO,0.0,SAO PAULO,"AVENIDA QUEIROZ FILHO, 0, SAO PAULO","[-23.5449600802915, -46.73468228029149]"
33080,VIADUTO DA INDEPENDENCIA,25.0,SAO CAETANO DO SUL,"VIADUTO DA INDEPENDENCIA, 25, SAO CAETANO DO SUL","[-23.6134957, -46.5687810802915]"
33083,RUA GEOVANE BATISTA PIRELI,100.0,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
33086,RUA PALESTRA ITALIA,100.0,SAO PAULO,"RUA PALESTRA ITALIA, 100, SAO PAULO","[-23.7506457802915, -46.75361278029149]"
33147,AVENIDA LUIZ DUMONT VILLARES,100.0,SAO PAULO,"AVENIDA LUIZ DUMONT VILLARES, 100, SAO PAULO","[-23.5021343802915, -46.61614338029151]"
33157,RUA NETUNO,670.0,EMBU DAS ARTES,"RUA NETUNO, 670, EMBU DAS ARTES","[-23.65193513029151, -46.8616553802915]"
33207,ACESSO DOUTOR ASSIS RIBEIRO,4687.0,SAO PAULO,"ACESSO DOUTOR ASSIS RIBEIRO, 4687, SAO PAULO","[-23.4963487802915, -46.5101521802915]"
33216,ACESSO ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAI,784.0,SAO PAULO,"ACESSO ACESSO AVENIDA PROFESSOR LUIZ IGNACIO ANHAI, 784, SAO PAULO","[-23.58580508029151, -46.5871939802915]"
33281,ACESSO CANAL DE COCAIA,46.0,SAO PAULO,"ACESSO CANAL DE COCAIA, 46, SAO PAULO","[-23.7552945802915, -46.67437398029149]"
33293,AVENIDA VINTE E TRES DE MAIO,1.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 1, SAO PAULO","[-23.5506059802915, -46.63983598029149]"
33343,PONTE ARICANDUVA,21.0,SAO PAULO,"PONTE ARICANDUVA, 21, SAO PAULO","[-23.52486948029151, -46.5595302802915]"
33349,ACESSO PARA AVENIDA WASHINGTON LUIS,100.0,SAO PAULO,"ACESSO PARA AVENIDA WASHINGTON LUIS, 100, SAO PAULO","[-23.6533646802915, -46.6839042802915]"
33353,AVENIDA DOUTOR BERNARDINO BRITO FONSECA DE CARVALH,0.0,SAO PAULO,"AVENIDA DOUTOR BERNARDINO BRITO FONSECA DE CARVALH, 0, SAO PAULO","[-23.54720458029151, -46.50636568029149]"
33411,AVENIDA VINTE E TRES DE MAIO,5.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 5, SAO PAULO","[-23.5850472802915, -46.65530598029149]"
33412,ALAMEDA RIO NEGRO,877.0,BARUERI,"ALAMEDA RIO NEGRO, 877, BARUERI","[-23.4994979802915, -46.85033978029149]"
33419,TERMINAL PARELHEIROS,471.0,SAO PAULO,"TERMINAL PARELHEIROS, 471, SAO PAULO","[-23.8295008802915, -46.7283704802915]"
33420,PRACA SAMUEL SABATINE,100.0,SAO BERNARDO DO CAMPO,"PRACA SAMUEL SABATINE, 100, SAO BERNARDO DO CAMPO","[-23.6934361802915, -46.55312508029149]"
33422,AVENIDA DO ESTADO,1498.0,SAO PAULO,"AVENIDA DO ESTADO, 1498, SAO PAULO","[-23.5296238802915, -46.6294840802915]"
33424,ESTRADA PIRAJUSSARA VALO VELHO,1309.0,SAO PAULO,"ESTRADA PIRAJUSSARA VALO VELHO, 1309, SAO PAULO","[-23.6495688802915, -46.7889445802915]"
33429,RUA VEREADOR GENTIL SANTO DE PAULA,675.0,DIADEMA,"RUA VEREADOR GENTIL SANTO DE PAULA, 675, DIADEMA","[-23.7059424802915, -46.6224632802915]"
33481,ACESSO RUA CAPITAO MOR JERONIMO LEITAO,100.0,SAO PAULO,"ACESSO RUA CAPITAO MOR JERONIMO LEITAO, 100, SAO PAULO","[-23.54226528029151, -46.6368167802915]"
33483,RUA GEOVANE BATISTA PIRELI,100.0,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
33500,RUA ITAJUIBE,2646.0,FERRAZ DE VASCONCELOS,"RUA ITAJUIBE, 2646, FERRAZ DE VASCONCELOS","[-23.5168793802915, -46.3814698802915]"
33531,ACESSO PARA A  ANHANGUERA,22.0,SAO PAULO,"ACESSO PARA A  ANHANGUERA, 22, SAO PAULO","[-23.3359270802915, -46.83852858029151]"
33540,AVENIDA LUIZ DUMONT VILLARES,513.0,SAO PAULO,"AVENIDA LUIZ DUMONT VILLARES, 513, SAO PAULO","[-23.4989570802915, -46.6140220802915]"
33543,AVENIDA GOVERNADOR CARVALHO PINTO,3168.0,SAO PAULO,"AVENIDA GOVERNADOR CARVALHO PINTO, 3168, SAO PAULO","[-23.5156764802915, -46.5230895802915]"
33552,ACESSO CUPECE,5175.0,SAO PAULO,"ACESSO CUPECE, 5175, SAO PAULO","[-23.6800883302915, -46.64145123029149]"
33553,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,0.0,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 0, SAO PAULO","[-23.5898561802915, -46.5459691802915]"
33555,RUA JAMIL JOAO ZARIFE,100.0,GUARULHOS,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
33558,RUA VOLUNTARIOS DA PATRIA,1.0,SAO PAULO,"RUA VOLUNTARIOS DA PATRIA, 1, SAO PAULO","[-23.5196726802915, -46.6297619802915]"
33627,ACESSO AVENIDA DO ESTADO,805.0,SAO CAETANO DO SUL,"ACESSO AVENIDA DO ESTADO, 805, SAO CAETANO DO SUL","[-23.6103540802915, -46.5629901302915]"
33641,RUA ANTONIO GIL,0.0,SAO PAULO,"RUA ANTONIO GIL, 0, SAO PAULO","[-23.6647359802915, -46.6721759802915]"
33647,AVENIDA LEONIL CRE BORTOLOSSO,1.0,OSASCO,"AVENIDA LEONIL CRE BORTOLOSSO, 1, OSASCO","[-23.5261439802915, -46.8176609802915]"
33648,AVENIDA DO ESTADO,1.0,SAO PAULO,"AVENIDA DO ESTADO, 1, SAO PAULO","[-23.5439561802915, -46.6303855802915]"
33656,ACESSO AVENIDA DOUTOR FREDERICO MARTINS DA COSTA C,558.0,SAO PAULO,"ACESSO AVENIDA DOUTOR FREDERICO MARTINS DA COSTA C, 558, SAO PAULO","[-23.6136188, -46.5222792]"
33718,ESTRADA DE ITAPECERICA,100.0,SAO PAULO,"ESTRADA DE ITAPECERICA, 100, SAO PAULO","[-23.6439207802915, -46.7388384802915]"
33807,ESTRADA DE ITAPECERICA,3017.0,EMBU DAS ARTES,"ESTRADA DE ITAPECERICA, 3017, EMBU DAS ARTES","[-23.6750286802915, -46.80455098029149]"
33814,RUA PAULO AIRES,240.0,TABOAO DA SERRA,"RUA PAULO AIRES, 240, TABOAO DA SERRA","[-23.61903263029151, -46.78812173029149]"
33820,AVENIDA BRIGADEIRO LUIS ANTONIO,2759.0,SAO PAULO,"AVENIDA BRIGADEIRO LUIS ANTONIO, 2759, SAO PAULO","[-23.5724294802915, -46.65340988029149]"
33904,RUA MARSELHA,458.0,SAO PAULO,"RUA MARSELHA, 458, SAO PAULO","[-23.5442563802915, -46.7467531802915]"
33947,ACESSO AVENIDA JACUPESSEGO,1440.0,SAO PAULO,"ACESSO AVENIDA JACUPESSEGO, 1440, SAO PAULO","[-23.5216781802915, -46.45719528029149]"
33949,AVENIDA PARAGUASSU,192.0,BARUERI,"AVENIDA PARAGUASSU, 192, BARUERI","[-23.5217776802915, -46.89268458029151]"
33951,VIADUTO ANTONIO ADIBE CHAMAS,10.0,SANTO ANDRE,"VIADUTO ANTONIO ADIBE CHAMAS, 10, SANTO ANDRE","[-23.6542865802915, -46.5294659802915]"
33969,AVENIDA PRESIDENTE CASTELO BRANCO,1328.0,MAUA,"AVENIDA PRESIDENTE CASTELO BRANCO, 1328, MAUA","[-23.6553244802915, -46.4472393802915]"
34030,ACESSO AVENIDA MARGINAL DO RIO PINHEIROS,100.0,SAO PAULO,"ACESSO AVENIDA MARGINAL DO RIO PINHEIROS, 100, SAO PAULO","[-23.5721698802915, -46.70240818029151]"
34050,RUA DOM MACARIO,199.0,SAO PAULO,"RUA DOM MACARIO, 199, SAO PAULO","[-23.6170823802915, -46.61164018029151]"
34134,AVENIDA DOUTOR JOSE ARTUR NOVA,1520.0,SAO PAULO,"AVENIDA DOUTOR JOSE ARTUR NOVA, 1520, SAO PAULO","[-23.4845346302915, -46.43353968029149]"
34154,AVENIDA VEREADOR JOSE DINIZ,0.0,SAO PAULO,"AVENIDA VEREADOR JOSE DINIZ, 0, SAO PAULO","[-23.6213060802915, -46.6786293802915]"
34229,AVENIDA SILVIO RIBEIRO ARAGAO,200.0,SAO PAULO,"AVENIDA SILVIO RIBEIRO ARAGAO, 200, SAO PAULO","[-23.6413370802915, -46.7500866802915]"
34236,Rodovia Professor Alfredo Rolim de Moura,0.0,ARUJA,"Rodovia Professor Alfredo Rolim de Moura, 0, ARUJA","[-23.5438650802915, -46.1548396802915]"
34287,AVENIDA DAS NACOES UNIDAS,12000.0,SAO PAULO,"AVENIDA DAS NACOES UNIDAS, 12000, SAO PAULO","[-23.6096822802915, -46.6984160802915]"
34291,AVENIDA RUBEM BERTA,10.0,SAO PAULO,"AVENIDA RUBEM BERTA, 10, SAO PAULO","[-23.6032985802915, -46.6523109802915]"
34315,PRACA GEOVANE BREDA,100.0,SAO BERNARDO DO CAMPO,"PRACA GEOVANE BREDA, 100, SAO BERNARDO DO CAMPO","[-23.7263236802915, -46.5748633802915]"
34389,ACESSO AVENIDA DO ESTADO,1079.0,SAO CAETANO DO SUL,"ACESSO AVENIDA DO ESTADO, 1079, SAO CAETANO DO SUL","[-23.6087449802915, -46.56695148029151]"
34392,AVENIDA VINTE E TRES DE MAIO,0.0,SAO PAULO,"AVENIDA VINTE E TRES DE MAIO, 0, SAO PAULO","[-23.5937874, -46.65605069999999]"
34501,ACESSO VIADUTO AVENIDA SANTOS DUMONT,10.0,SAO PAULO,"ACESSO VIADUTO AVENIDA SANTOS DUMONT, 10, SAO PAULO","[-23.52792448029151, -46.6323414802915]"
34502,RUA TUPA,100.0,ARUJA,"RUA TUPA, 100, ARUJA","[-23.4321149802915, -46.2788301802915]"
34559,VIADUTO ACISA,10.0,SANTO ANDRE,"VIADUTO ACISA, 10, SANTO ANDRE","[-23.6562411802915, -46.5337188802915]"
34563,Rodovia Hélio Smidt,13.0,GUARULHOS,"Rodovia Hélio Smidt, 13, GUARULHOS","[-23.4628149802915, -46.49214518029149]"
34651,PRACA GAUCHA,100.0,SAO PAULO,"PRACA GAUCHA, 100, SAO PAULO","[-23.6216185802915, -46.6023094802915]"
34657,ACESSO AVENIDA SALIM FARAH MALUF,100.0,SAO PAULO,"ACESSO AVENIDA SALIM FARAH MALUF, 100, SAO PAULO","[-23.5770964802915, -46.57279708029149]"
34659,RUA JOSE MANOEL DE ALMEIDA,100.0,VARGEM GRANDE PAULISTA,"RUA JOSE MANOEL DE ALMEIDA, 100, VARGEM GRANDE PAULISTA","[-23.6147286802915, -47.0051642802915]"
34756,ACESSO PARA MARGINAL PINHEIROS EXPRESSA,10.0,SAO PAULO,"ACESSO PARA MARGINAL PINHEIROS EXPRESSA, 10, SAO PAULO","[-23.5631487802915, -46.67606628029149]"
34757,Rodovia Régis Bittencourt,273.0,TABOAO DA SERRA,"Rodovia Régis Bittencourt, 273, TABOAO DA SERRA","[-23.6106171802915, -46.7569316802915]"
34795,AVENIDA BERNARDINO DE CAMPOS,348.0,SAO PAULO,"AVENIDA BERNARDINO DE CAMPOS, 348, SAO PAULO","[-23.5758378802915, -46.6435393802915]"
34803,AVENIDA MARGINAL DO RIO PINHEIROS,4.0,SAO PAULO,"AVENIDA MARGINAL DO RIO PINHEIROS, 4, SAO PAULO","[-23.5746396802915, -46.70217978029149]"
34820,RUA LEANDRO DE SEVILHA,0.0,SAO PAULO,"RUA LEANDRO DE SEVILHA, 0, SAO PAULO","[-23.6034861, -46.5066406]"
34827,Avenida Alcides Sangirardi,215.0,SAO PAULO,"Avenida Alcides Sangirardi, 215, SAO PAULO","[-23.5976627, -46.69770159999999]"
34833,AVENIDA PEDROSO DE MORAIS,1234.0,SAO PAULO,"AVENIDA PEDROSO DE MORAIS, 1234, SAO PAULO","[-23.5615906802915, -46.6955904302915]"
34834,RUA GEOVANE BATISTA PIRELI,100.0,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
34898,RUA PEDRO ZOLCSAK,1.0,SAO BERNARDO DO CAMPO,"RUA PEDRO ZOLCSAK, 1, SAO BERNARDO DO CAMPO","[-23.7354983802915, -46.5437466802915]"
34970,AVENIDA VILA EMA,100.0,SAO PAULO,"AVENIDA VILA EMA, 100, SAO PAULO","[-23.5794089802915, -46.5764197802915]"
34974,AVENIDA YOJIRO TAKAOKA,100.0,SANTANA DE PARNAIBA,"AVENIDA YOJIRO TAKAOKA, 100, SANTANA DE PARNAIBA","[-23.4651985802915, -46.8794011802915]"
34983,AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO,3555.0,SAO PAULO,"AVENIDA PROFESSOR LUIZ IGNACIO ANHAIA MELLO, 3555, SAO PAULO","[-23.5828517302915, -46.5616932302915]"
34986,RUA JURUBATUBA,165.0,SAO BERNARDO DO CAMPO,"RUA JURUBATUBA, 165, SAO BERNARDO DO CAMPO","[-23.6986849802915, -46.55482398029149]"
35041,Rodovia dos Imigrantes,12.0,SAO PAULO,"Rodovia dos Imigrantes, 12, SAO PAULO","[-23.6057501802915, -46.6276209802915]"
35042,VIADUTO DEPUTADO ANTONIO SYLVIO CUNHA BUENO,100.0,SAO PAULO,"VIADUTO DEPUTADO ANTONIO SYLVIO CUNHA BUENO, 100, SAO PAULO","[-23.5446589802915, -46.4117957802915]"
35052,ESTRADA DO M'BOI MIRIM,9983.0,SAO PAULO,"ESTRADA DO M'BOI MIRIM, 9983, SAO PAULO","[-23.7172749802915, -46.7843075802915]"
35120,RETORNO  HENRIQUE EROLES,0.0,ITAQUAQUECETUBA,"RETORNO  HENRIQUE EROLES, 0, ITAQUAQUECETUBA","[-23.5356884, -46.3993735]"
35176,RETORNO COMPLEXO VIARIO MARIA MALUF,200.0,SAO PAULO,"RETORNO COMPLEXO VIARIO MARIA MALUF, 200, SAO PAULO","[-23.6292756802915, -46.62345558029149]"
35211,AVENIDA LOTHAR WALDEMAR HOEHNE,100.0,MOGI DAS CRUZES,"AVENIDA LOTHAR WALDEMAR HOEHNE, 100, MOGI DAS CRUZES","[-23.5116660802915, -46.2056201302915]"
35285,AVENIDA ALDA,2451.0,DIADEMA,"AVENIDA ALDA, 2451, DIADEMA","[-23.7074455802915, -46.6279164802915]"
35296,Rodovia dos Imigrantes,13.0,DIADEMA,"Rodovia dos Imigrantes, 13, DIADEMA","[-23.7144362802915, -46.6060352802915]"
35307,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100.0,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]"
35311,RUA JAMIL JOAO ZARIFE,100.0,GUARULHOS,"RUA JAMIL JOAO ZARIFE, 100, GUARULHOS","[-23.4312851802915, -46.50284458029149]"
35378,PONTE ARICANDUVA,10.0,SAO PAULO,"PONTE ARICANDUVA, 10, SAO PAULO","[-23.5993108802915, -46.4697313802915]"
35379,VIA ANHANGUERA,1.0,SAO PAULO,"VIA ANHANGUERA, 1, SAO PAULO","[-23.4833789802915, -46.7714799802915]"
35383,RUA GEOVANE BATISTA PIRELI,100.0,SANTO ANDRE,"RUA GEOVANE BATISTA PIRELI, 100, SANTO ANDRE","[-23.6657309802915, -46.4912789802915]"
35411,PONTE PRESIDENTE DUTRA,100.0,SAO PAULO,"PONTE PRESIDENTE DUTRA, 100, SAO PAULO","[-23.5307393, -46.59107163029149]"
35414,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,100.0,SANTO ANDRE,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 100, SANTO ANDRE","[-23.6800646802915, -46.5068682802915]"
35470,ESTRADA BOI MIRIM,10113.0,ITAPECERICA DA SERRA,"ESTRADA BOI MIRIM, 10113, ITAPECERICA DA SERRA","[-23.7324496802915, -46.7870912802915]"
35477,AVENIDA CRUZEIRO DO SUL,100.0,SAO PAULO,"AVENIDA CRUZEIRO DO SUL, 100, SAO PAULO","[-23.5323298802915, -46.62665638029149]"
35479,RUA DAS JUNTAS PROVISORIAS,10.0,SAO PAULO,"RUA DAS JUNTAS PROVISORIAS, 10, SAO PAULO","[-23.58792848029151, -46.5999115802915]"
35489,PRACA NOVO MUNDO,100.0,SAO PAULO,"PRACA NOVO MUNDO, 100, SAO PAULO","[-23.5178600802915, -46.56966508029149]"
35492,VIADUTO DO CHA,100.0,SAO PAULO,"VIADUTO DO CHA, 100, SAO PAULO","[-23.5483504802915, -46.6386716802915]"
35494,ALAMEDA ALDA,2404.0,SAO PAULO,"ALAMEDA ALDA, 2404, SAO PAULO","[-23.7054809802915, -46.6275559802915]"
35497,Avenida Alcides Sangirardi,514.0,SAO PAULO,"Avenida Alcides Sangirardi, 514, SAO PAULO","[-23.59646418029151, -46.69719158029149]"
35549,Avenida Marginal Tietê Central,100.0,SAO PAULO,"Avenida Marginal Tietê Central, 100, SAO PAULO","[-23.5227137802915, -46.6139964802915]"
35583,RUA FRANCISCO MARENGO,100.0,SAO PAULO,"RUA FRANCISCO MARENGO, 100, SAO PAULO","[-23.5394157802915, -46.5616029802915]"
35692,ESTRADA DAS OLARIAS,100.0,TABOAO DA SERRA,"ESTRADA DAS OLARIAS, 100, TABOAO DA SERRA","[-23.6351545802915, -46.78632848029149]"
35696,Rodovia Índio-Tibiriçá,12309.0,SUZANO,"Rodovia Índio-Tibiriçá, 12309, SUZANO","[-23.6448488802915, -46.3227259802915]"
35711,AVENIDA DONA BELMIRA MARIN,100.0,SAO PAULO,"AVENIDA DONA BELMIRA MARIN, 100, SAO PAULO","[-23.7346261802915, -46.6989712802915]"
35715,RUA PAULO CASTALDELI,472.0,GUARULHOS,"RUA PAULO CASTALDELI, 472, GUARULHOS","[-23.4350485302915, -46.5541241302915]"
35729,RUA FREI GASPAR,10.0,SAO BERNARDO DO CAMPO,"RUA FREI GASPAR, 10, SAO BERNARDO DO CAMPO","[-23.7187780802915, -46.54909088029149]"
35798,Rodovia Régis Bittencourt,288.0,EMBU DAS ARTES,"Rodovia Régis Bittencourt, 288, EMBU DAS ARTES","[-23.6864524802915, -46.8610753802915]"
35802,AVENIDA SAPOPEMBA,15613.0,SAO PAULO,"AVENIDA SAPOPEMBA, 15613, SAO PAULO","[-23.6258989802915, -46.4652754802915]"
35815,RUA BABILONIA,499.0,EMBU DAS ARTES,"RUA BABILONIA, 499, EMBU DAS ARTES","[-23.6456058802915, -46.8045055802915]"
35818,AVENIDA MARGINAL DO RIBEIRAO,544.0,CARAPICUIBA,"AVENIDA MARGINAL DO RIBEIRAO, 544, CARAPICUIBA","[-23.5505233802915, -46.8233991802915]"
35827,RUA SIMAO CAETANO NUNES,10.0,SAO PAULO,"RUA SIMAO CAETANO NUNES, 10, SAO PAULO","[-23.6933818802915, -46.7810814802915]"
35914,RUA ALEGRE,1316.0,SAO CAETANO DO SUL,"RUA ALEGRE, 1316, SAO CAETANO DO SUL","[-23.6298840802915, -46.54977538029151]"
35929,AVENIDA JOAO DIAS,799.0,SAO PAULO,"AVENIDA JOAO DIAS, 799, SAO PAULO","[-23.6478733802915, -46.70955928029149]"
35936,AVENIDA DEPUTADO EMILIO CARLOS,665.0,SAO PAULO,"AVENIDA DEPUTADO EMILIO CARLOS, 665, SAO PAULO","[-23.4998929302915, -46.67720293029149]"
35993,PONTE DA VILA GUILHERME,1500.0,SAO PAULO,"PONTE DA VILA GUILHERME, 1500, SAO PAULO","[-23.5250745802915, -46.6126392802915]"
36000,Rodovia Ayrton Senna da Silva,13.0,SAO PAULO,"Rodovia Ayrton Senna da Silva, 13, SAO PAULO","[-23.4675243802915, -46.3702918802915]"
36010,RUA MIGUEL RACHID,0.0,SAO PAULO,"RUA MIGUEL RACHID, 0, SAO PAULO","[-23.4939677802915, -46.47818838029149]"
36016,ACESSO AVENIDA GIOVANNI GRONCHI,100.0,SAO PAULO,"ACESSO AVENIDA GIOVANNI GRONCHI, 100, SAO PAULO","[-23.5995150802915, -46.72175678029149]"
36018,AVENIDA YERVANT KISSAJIKIAN,3620.0,SAO PAULO,"AVENIDA YERVANT KISSAJIKIAN, 3620, SAO PAULO","[-23.6862734802915, -46.65038648029149]"
36022,VIADUTO ANTONIO ADIBE CHAMAS,100.0,SANTO ANDRE,"VIADUTO ANTONIO ADIBE CHAMAS, 100, SANTO ANDRE","[-23.6548118802915, -46.5304636802915]"
36068,AVENIDA INTERNACIONAL,180.0,OSASCO,"AVENIDA INTERNACIONAL, 180, OSASCO","[-23.5556763302915, -46.7972635302915]"
36069,ACESSO ESQUERDO   IMIGRANTES,1.0,SAO PAULO,"ACESSO ESQUERDO   IMIGRANTES, 1, SAO PAULO","[-24.0082209, -46.825514]"
36075,AVENIDA FABIO EDUARDO RAMOS ESQUIVEL,100.0,DIADEMA,"AVENIDA FABIO EDUARDO RAMOS ESQUIVEL, 100, DIADEMA","[-23.6870026802915, -46.62623758029149]"
