Unnamed: 0,Logradouro,Numero/KM,Município,Longitude,Latitude,Endereço,Location,Numero_ori,Logradouro_ori,index1,Index_Bala
2909,RUA QUINTILIANO DE MESQUITA,0.0,SAO PAULO,,,"RUA QUINTILIANO DE MESQUITA, 0, SAO PAULO","[-23.4896450302915, -46.65838023029149]",nan,RUA QUINTILIANO DE MESQUITA,2614,2614RUA QUINTILIANO DE MESQUITAnanSAO PAULO
10,AVENIDA BRIGADEIRO LUIS ANTONIO,4737.0,SAO PAULO,,,"AVENIDA BRIGADEIRO LUIS ANTONIO, 4737, SAO PAULO","[-23.5838617802915, -46.66824288029151]",4737,AVENIDA BRIGADEIRO LUIS ANTONIO,2690,2690AVENIDA BRIGADEIRO LUIS ANTONIO4737SAO PAULO
2910,AVENIDA CORREDOR OESTE,0.0,ITAPEVI,,,"AVENIDA CORREDOR OESTE, 0, ITAPEVI","[-23.5431001802915, -46.9341426802915]",nan,AVENIDA CORREDOR OESTE,2773,2773AVENIDA CORREDOR OESTEnanITAPEVI
11,AVENIDA JOSE PINHEIRO BORGES,100.0,SAO PAULO,,,"AVENIDA JOSE PINHEIRO BORGES, 100, SAO PAULO","[-23.5405958802915, -46.47098468029149]",100,AVENIDA JOSE PINHEIRO BORGES,2916,2916AVENIDA JOSE PINHEIRO BORGES100SAO PAULO
12,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,2849.0,SANTO ANDRE,,,"AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO, 2849, SANTO ANDRE","[-23.6884279802915, -46.50813698029151]",2849,AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO,3057,3057AVENIDA CAPITAO MARIO TOLEDO DE CAMARGO2849SANTO ANDRE
13,AVENIDA SILVESTRE PIRES DE FREITAS,145.0,GUARULHOS,,,"AVENIDA SILVESTRE PIRES DE FREITAS, 145, GUARULHOS","[-23.4307694802915, -46.5040952802915]",145,AVENIDA SILVESTRE PIRES DE FREITAS,3110,3110AVENIDA SILVESTRE PIRES DE FREITAS145GUARULHOS
14,AVENIDA DOS OURIVES,220.0,SAO PAULO,,,"AVENIDA DOS OURIVES, 220, SAO PAULO","[-23.6553738802915, -46.6135075802915]",220,AVENIDA DOS OURIVES,3245,3245AVENIDA DOS OURIVES220SAO PAULO
15,AVENIDA CARLOS CALDEIRA FILHO,1.0,SAO PAULO,,,"AVENIDA CARLOS CALDEIRA FILHO, 1, SAO PAULO","[-23.6410534802915, -46.7463308802915]",1,AVENIDA CARLOS CALDEIRA FILHO,3270,3270AVENIDA CARLOS CALDEIRA FILHO1SAO PAULO
16,AVENIDA GUARAPIRANGA,3440.0,SAO PAULO,,,"AVENIDA GUARAPIRANGA, 3440, SAO PAULO","[-23.6865709802915, -46.7520067302915]",3440,AVENIDA GUARAPIRANGA,3341,3341AVENIDA GUARAPIRANGA3440SAO PAULO
2846,RUA EDSON DANILO DOTTO,0.0,SAO PAULO,,,"RUA EDSON DANILO DOTTO, 0, SAO PAULO","[-23.593504, -46.4135172]",nan,RUA EDSON DANILO DOTTO,3470,3470RUA EDSON DANILO DOTTOnanSAO PAULO
2911,RUA ABILIO CESAR,0.0,SAO PAULO,,,"RUA ABILIO CESAR, 0, SAO PAULO","[-23.6813609802915, -46.7780629802915]",nan,RUA ABILIO CESAR,3551,3551RUA ABILIO CESARnanSAO PAULO
2847,RUA HEBE CAMARGO,0.0,SAO PAULO,,,"RUA HEBE CAMARGO, 0, SAO PAULO","[-23.6347854, -46.7285093]",nan,RUA HEBE CAMARGO,3869,3869RUA HEBE CAMARGOnanSAO PAULO
2848,AVENIDA CORONEL SEZEFREDO FAGUNDES,0.0,SAO PAULO,,,"AVENIDA CORONEL SEZEFREDO FAGUNDES, 0, SAO PAULO","[-23.4724469802915, -46.60720798029149]",nan,AVENIDA CORONEL SEZEFREDO FAGUNDES,4144,4144AVENIDA CORONEL SEZEFREDO FAGUNDESnanSAO PAULO
17,VIADUTO MINISTRO ALIOMAR BALEEIRO,1.0,SAO PAULO,,,"VIADUTO MINISTRO ALIOMAR BALEEIRO, 1, SAO PAULO","[-23.6306304802915, -46.6324127802915]",1,VIADUTO MINISTRO ALIOMAR BALEEIRO,4233,4233VIADUTO MINISTRO ALIOMAR BALEEIRO1SAO PAULO
18,AVENIDA SENADOR TEOTONIO VILELA,2200.0,SAO PAULO,,,"AVENIDA SENADOR TEOTONIO VILELA, 2200, SAO PAULO","[-23.7219683802915, -46.69963038029151]",2200,AVENIDA SENADOR TEOTONIO VILELA,4251,4251AVENIDA SENADOR TEOTONIO VILELA2200SAO PAULO
19,ACESSO A  RAPOSO TAVARES,35.0,COTIA,,,"ACESSO A  RAPOSO TAVARES, 35, COTIA","[-23.5920090802915, -46.8264049802915]",35,ACESSO A  RAPOSO TAVARES,4365,4365ACESSO A  RAPOSO TAVARES35COTIA
2912,RUA LION,0.0,SAO PAULO,,,"RUA LION, 0, SAO PAULO","[-23.5274496802915, -46.6961104802915]",nan,RUA LION,4373,4373RUA LIONnanSAO PAULO
20,AVENIDA LAURO GOMES,100.0,SANTO ANDRE,,,"AVENIDA LAURO GOMES, 100, SANTO ANDRE","[-23.6851083802915, -46.54942278029149]",100,AVENIDA LAURO GOMES,4466,4466AVENIDA LAURO GOMES100SANTO ANDRE
2849,Rodovia João Afonso de Souza Castellano,0.0,MOGI DAS CRUZES,,,"Rodovia João Afonso de Souza Castellano, 0, MOGI DAS CRUZES","[-23.5120064802915, -46.34126248029149]",nan,SP 066,4760,4760SP 066nanMOGI DAS CRUZES
2850,AVENIDA BARAO DE MAUA,0.0,MAUA,,,"AVENIDA BARAO DE MAUA, 0, MAUA","[-23.6657537802915, -46.44949968029151]",nan,AVENIDA BARAO DE MAUA,4804,4804AVENIDA BARAO DE MAUAnanMAUA
21,AVENIDA CANGAIBA,959.0,SAO PAULO,,,"AVENIDA CANGAIBA, 959, SAO PAULO","[-23.5129307802915, -46.54593908029151]",959,AVENIDA CANGAIBA,4849,4849AVENIDA CANGAIBA959SAO PAULO
2851,RUA ANGELO CREPALDI,0.0,SUZANO,,,"RUA ANGELO CREPALDI, 0, SUZANO","[-23.5735375, -46.336833]",nan,RUA ANGELO CREPALDI,4897,4897RUA ANGELO CREPALDInanSUZANO
22,AVENIDA DOS ESTADOS,11041.0,SANTO ANDRE,,,"AVENIDA DOS ESTADOS, 11041, SANTO ANDRE","[-23.6517983802915, -46.4933203302915]",11041,AVENIDA DOS ESTADOS,4975,4975AVENIDA DOS ESTADOS11041SANTO ANDRE
23,Rodovia dos Imigrantes,100.0,SAO PAULO,,,"Rodovia dos Imigrantes, 100, SAO PAULO","[-23.6063009802915, -46.62784808029149]",100,IMIGRANTES,4981,4981IMIGRANTES100SAO PAULO
2852,ESTRADA DO ITAIM,0.0,SAO PAULO,,,"ESTRADA DO ITAIM, 0, SAO PAULO","[-23.8173935, -46.7146132]",nan,ESTRADA DO ITAIM,5256,5256ESTRADA DO ITAIMnanSAO PAULO
2853,AVENIDA LIONS,0.0,SAO BERNARDO DO CAMPO,,,"AVENIDA LIONS, 0, SAO BERNARDO DO CAMPO","[-23.6798256802915, -46.55839178029149]",nan,AVENIDA LIONS,5308,5308AVENIDA LIONSnanSAO BERNARDO DO CAMPO
2854,ESTRADA DO GOPIUVA,0.0,CARAPICUIBA,,,"ESTRADA DO GOPIUVA, 0, CARAPICUIBA","[-23.5538913802915, -46.8269669802915]",nan,ESTRADA DO GOPIUVA,5405,5405ESTRADA DO GOPIUVAnanCARAPICUIBA
24,ACESSO AVENIDA RADIAL LESTE OESTE,100.0,SAO PAULO,,,"ACESSO AVENIDA RADIAL LESTE OESTE, 100, SAO PAULO","[-23.5328009802915, -46.52162188029149]",100,ACESSO AVENIDA RADIAL LESTE OESTE,5585,5585ACESSO AVENIDA RADIAL LESTE OESTE100SAO PAULO
2855,AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,0.0,ITAQUAQUECETUBA,,,"AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA, 0, ITAQUAQUECETUBA","[-23.4746866802915, -46.34494368029149]",nan,AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRA,5622,5622AVENIDA VEREADOR ALMIRO DIAS DE OLIVEIRAnanITAQUAQUECETUBA
25,AVENIDA DAS NACOES,2275.0,SANTO ANDRE,,,"AVENIDA DAS NACOES, 2275, SANTO ANDRE","[-23.6458977802915, -46.49596498029151]",2275,AVENIDA DAS NACOES,5624,5624AVENIDA DAS NACOES2275SANTO ANDRE
2856,AVENIDA JUVENAL FERREIRA DOS SANTOS,0.0,CAJAMAR,,,"AVENIDA JUVENAL FERREIRA DOS SANTOS, 0, CAJAMAR","[-23.3788623, -46.8737409]",nan,AVENIDA JUVENAL FERREIRA DOS SANTOS,5723,5723AVENIDA JUVENAL FERREIRA DOS SANTOSnanCAJAMAR
2857,AVENIDA JUVENAL FERREIRA DOS SANTOS,0.0,CAJAMAR,,,"AVENIDA JUVENAL FERREIRA DOS SANTOS, 0, CAJAMAR","[-23.3788623, -46.8737409]",nan,AVENIDA JUVENAL FERREIRA DOS SANTOS,5724,5724AVENIDA JUVENAL FERREIRA DOS SANTOSnanCAJAMAR
2858,RUA CARDOSO MOREIRA,0.0,SAO PAULO,,,"RUA CARDOSO MOREIRA, 0, SAO PAULO","[-23.6336443, -46.7611498]",nan,RUA CARDOSO MOREIRA,5846,5846RUA CARDOSO MOREIRAnanSAO PAULO
26,ESTRADA GALVAO BUENO,9041.0,SAO BERNARDO DO CAMPO,,,"ESTRADA GALVAO BUENO, 9041, SAO BERNARDO DO CAMPO","[-23.7734551802915, -46.59862508029151]",9041,ESTRADA GALVAO BUENO,5902,5902ESTRADA GALVAO BUENO9041SAO BERNARDO DO CAMPO
2859,RUA MONET,0.0,COTIA,,,"RUA MONET, 0, COTIA","[-23.5951989802915, -46.82930728029149]",nan,RUA MONET,5947,5947RUA MONETnanCOTIA
27,ESTRADA GALVAO BUENO,9172.0,SAO BERNARDO DO CAMPO,,,"ESTRADA GALVAO BUENO, 9172, SAO BERNARDO DO CAMPO","[-23.7729669802915, -46.60132818029151]",9172,ESTRADA GALVAO BUENO,6034,6034ESTRADA GALVAO BUENO9172SAO BERNARDO DO CAMPO
2913,ACESSO VIADUTO ARICANDUVA,10.0,SAO PAULO,,,"ACESSO VIADUTO ARICANDUVA, 10, SAO PAULO","[-23.5993108802915, -46.4697313802915]","10,0",ACESSO VIADUTO ARICANDUVA,6405,"6405ACESSO VIADUTO ARICANDUVA10,0SAO PAULO"
2860,AVENIDA INTERLAGOS,0.0,SAO PAULO,,,"AVENIDA INTERLAGOS, 0, SAO PAULO","[-23.6777851802915, -46.67961478029149]",nan,AVENIDA INTERLAGOS,6539,6539AVENIDA INTERLAGOSnanSAO PAULO
2861,Rodovia Índio-Tibiriçá,0.0,SANTO ANDRE,,,"Rodovia Índio-Tibiriçá, 0, SANTO ANDRE","[-23.7713446802915, -46.47292228029149]",nan,SP 031,6542,6542SP 031nanSANTO ANDRE
2862,ESTRADA SAO PAULO RIO,800.0,ITAQUAQUECETUBA,,,"ESTRADA SAO PAULO RIO, 800, ITAQUAQUECETUBA","[-23.4624502802915, -46.3660242802915]","800,0",ESTRADA SAO PAULO RIO,6572,"6572ESTRADA SAO PAULO RIO800,0ITAQUAQUECETUBA"
28,ACESSO AVENIDA GOVERNADOR CARVALHO PINTO,100.0,SAO PAULO,,,"ACESSO AVENIDA GOVERNADOR CARVALHO PINTO, 100, SAO PAULO","[-23.5151215802915, -46.54628488029151]",100,ACESSO AVENIDA GOVERNADOR CARVALHO PINTO,6766,6766ACESSO AVENIDA GOVERNADOR CARVALHO PINTO100SAO PAULO
29,AVENIDA GETULIO VARGAS,100.0,OSASCO,,,"AVENIDA GETULIO VARGAS, 100, OSASCO","[-23.5200804802915, -46.78964558029149]",100,AVENIDA GETULIO VARGAS,6861,6861AVENIDA GETULIO VARGAS100OSASCO
2863,RUA CARAIVA,0.0,SAO PAULO,,,"RUA CARAIVA, 0, SAO PAULO","[-23.6311908, -46.75448778029151]",nan,RUA CARAIVA,6982,6982RUA CARAIVAnanSAO PAULO
2914,RUA JURUBATUBA,0.0,SAO BERNARDO DO CAMPO,,,"RUA JURUBATUBA, 0, SAO BERNARDO DO CAMPO","[-23.7039689802915, -46.5548379802915]",nan,RUA JURUBATUBA,7009,7009RUA JURUBATUBAnanSAO BERNARDO DO CAMPO
2864,AVENIDA PRESTES MAIA,0.0,DIADEMA,,,"AVENIDA PRESTES MAIA, 0, DIADEMA","[-23.6749229802915, -46.6154878802915]",nan,AVENIDA PRESTES MAIA,7011,7011AVENIDA PRESTES MAIAnanDIADEMA
2915,AVENIDA ITAQUERA,0.0,SAO PAULO,,,"AVENIDA ITAQUERA, 0, SAO PAULO","[-23.5556249802915, -46.5156869802915]",nan,AVENIDA ITAQUERA,7029,7029AVENIDA ITAQUERAnanSAO PAULO
2865,AVENIDA SENADOR TEOTONIO VILELA,7300.0,SAO PAULO,,,"AVENIDA SENADOR TEOTONIO VILELA, 7300, SAO PAULO","[-23.7613936302915, -46.7168605302915]","7300,0",AVENIDA SENADOR TEOTONIO VILELA,7199,"7199AVENIDA SENADOR TEOTONIO VILELA7300,0SAO PAULO"
30,AVENIDA ALZIRO ZARUR,100.0,SAO PAULO,,,"AVENIDA ALZIRO ZARUR, 100, SAO PAULO","[-23.5631358802915, -46.4845297802915]",100,AVENIDA ALZIRO ZARUR,7225,7225AVENIDA ALZIRO ZARUR100SAO PAULO
31,ACESSO ALBERTO BYINGTON,1000.0,SAO PAULO,,,"ACESSO ALBERTO BYINGTON, 1000, SAO PAULO","[-23.5074069802915, -46.59197038029149]",1000,ACESSO ALBERTO BYINGTON,7362,7362ACESSO ALBERTO BYINGTON1000SAO PAULO
32,VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE,10.0,OSASCO,,,"VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE, 10, OSASCO","[-23.5269728802915, -46.7926149802915]",10,VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE,7396,7396VIADUTO PRESIDENTE DOUTOR TANCREDO DE ALMEIDA NEVE10OSASCO
2916,RUA CINCO IRMAOS,0.0,SAO PAULO,,,"RUA CINCO IRMAOS, 0, SAO PAULO","[-23.6286401302915, -46.7522963802915]",nan,RUA CINCO IRMAOS,7620,7620RUA CINCO IRMAOSnanSAO PAULO
2917,AVENIDA EDUCADOR PAULO FREIRE,0.0,GUARULHOS,,,"AVENIDA EDUCADOR PAULO FREIRE, 0, GUARULHOS","[-23.5081859802915, -46.5598829802915]",nan,AVENIDA EDUCADOR PAULO FREIRE,7757,7757AVENIDA EDUCADOR PAULO FREIREnanGUARULHOS
33,Rua Hungria,150.0,SAO PAULO,,,"Rua Hungria, 150, SAO PAULO","[-23.5861218802915, -46.6921567802915]",150,SP 015,7822,7822SP 015150SAO PAULO
2866,RUA FERNAO MENDES PINTO,0.0,SAO PAULO,,,"RUA FERNAO MENDES PINTO, 0, SAO PAULO","[-23.5071557, -46.4909974]",nan,RUA FERNAO MENDES PINTO,7849,7849RUA FERNAO MENDES PINTOnanSAO PAULO
34,RUA ACASSIO ANTONIO BATISTA,100.0,GUARULHOS,,,"RUA ACASSIO ANTONIO BATISTA, 100, GUARULHOS","[-23.3677628802915, -46.39770498029149]",100,RUA ACASSIO ANTONIO BATISTA,8013,8013RUA ACASSIO ANTONIO BATISTA100GUARULHOS
35,AVENIDA NOVE DE JULHO,399.0,SAO PAULO,,,"AVENIDA NOVE DE JULHO, 399, SAO PAULO","[-23.5511986802915, -46.6436846802915]",399,AVENIDA NOVE DE JULHO,8317,8317AVENIDA NOVE DE JULHO399SAO PAULO
36,Rodovia Índio-Tibiriçá,200.0,RIBEIRAO PIRES,,,"Rodovia Índio-Tibiriçá, 200, RIBEIRAO PIRES","[-23.6593889802915, -46.3339937802915]",200,SP 031,8421,8421SP 031200RIBEIRAO PIRES
2867,AVENIDA SAPOPEMBA,15708.0,SAO PAULO,,,"AVENIDA SAPOPEMBA, 15708, SAO PAULO","[-23.6269932802915, -46.4648432802915]","15708,0",AVENIDA SAPOPEMBA,8523,"8523AVENIDA SAPOPEMBA15708,0SAO PAULO"
2868,ESTRADA PEDREIRA,0.0,ITAPEVI,,,"ESTRADA PEDREIRA, 0, ITAPEVI","[-23.5559252802915, -46.9127913802915]",nan,ESTRADA PEDREIRA,8576,8576ESTRADA PEDREIRAnanITAPEVI
2869,ESTRADA DE JANDIRA,0.0,BARUERI,,,"ESTRADA DE JANDIRA, 0, BARUERI","[-23.5218649, -46.8919243]",nan,ESTRADA DE JANDIRA,8616,8616ESTRADA DE JANDIRAnanBARUERI
2870,AVENIDA JUSCELINO KUBITSCHEK,0.0,MAUA,,,"AVENIDA JUSCELINO KUBITSCHEK, 0, MAUA","[-23.6731392, -46.4789712]",nan,AVENIDA JUSCELINO KUBITSCHEK,8682,8682AVENIDA JUSCELINO KUBITSCHEKnanMAUA
37,RUA ATLANTICA,4300.0,SAO PAULO,,,"RUA ATLANTICA, 4300, SAO PAULO","[-23.7052215802915, -46.7162365802915]",4300,RUA ATLANTICA,8862,8862RUA ATLANTICA4300SAO PAULO
38,AVENIDA DOS BANDEIRANTES,4119.0,SAO PAULO,,,"AVENIDA DOS BANDEIRANTES, 4119, SAO PAULO","[-23.6194296802915, -46.66106698029149]",4119,AVENIDA DOS BANDEIRANTES,8934,8934AVENIDA DOS BANDEIRANTES4119SAO PAULO
39,AVENIDA BRIGADEIRO LUIS ANTONIO,4521.0,SAO PAULO,,,"AVENIDA BRIGADEIRO LUIS ANTONIO, 4521, SAO PAULO","[-23.5827686302915, -46.66634983029149]",4521,AVENIDA BRIGADEIRO LUIS ANTONIO,8996,8996AVENIDA BRIGADEIRO LUIS ANTONIO4521SAO PAULO
40,PONTE ARICANDUVA,1.0,SAO PAULO,,,"PONTE ARICANDUVA, 1, SAO PAULO","[-23.5393943802915, -46.54734778029151]",1,PONTE ARICANDUVA,9073,9073PONTE ARICANDUVA1SAO PAULO
41,AVENIDA CANGAIBA,1063.0,SAO PAULO,,,"AVENIDA CANGAIBA, 1063, SAO PAULO","[-23.5059354802915, -46.5159487802915]",1063,AVENIDA CANGAIBA,9339,9339AVENIDA CANGAIBA1063SAO PAULO
42,AVENIDA ARICANDUVA,0.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 0, SAO PAULO","[-23.5672306802915, -46.5082644802915]",nan,AVENIDA ARICANDUVA,9379,9379AVENIDA ARICANDUVAnanSAO PAULO
43,RUA SADAMU INOUE,1400.0,SAO PAULO,,,"RUA SADAMU INOUE, 1400, SAO PAULO","[-23.7874340802915, -46.72747998029149]",1400,RUA SADAMU INOUE,9533,9533RUA SADAMU INOUE1400SAO PAULO
2918,VIADUTO PEDRO DEL ANTONIA,0.0,SANTO ANDRE,,,"VIADUTO PEDRO DEL ANTONIA, 0, SANTO ANDRE","[-23.6716335802915, -46.5121250802915]",nan,VIADUTO PEDRO DEL ANTONIA,9566,9566VIADUTO PEDRO DEL ANTONIAnanSANTO ANDRE
2919,ESTRADA DA GABIROBA,0.0,CARAPICUIBA,,,"ESTRADA DA GABIROBA, 0, CARAPICUIBA","[-23.5459751802915, -46.83243548029149]",nan,ESTRADA DA GABIROBA,9637,9637ESTRADA DA GABIROBAnanCARAPICUIBA
44,RUA JEQUIRITUBA,2556.0,SAO PAULO,,,"RUA JEQUIRITUBA, 2556, SAO PAULO","[-23.7430132802915, -46.6849381802915]",2556,RUA JEQUIRITUBA,9757,9757RUA JEQUIRITUBA2556SAO PAULO
2871,RUA HELMUTH HANS LUZ BACCI,1229.0,FERRAZ DE VASCONCELOS,,,"RUA HELMUTH HANS LUZ BACCI, 1229, FERRAZ DE VASCONCELOS","[-23.5391881, -46.3795897]","1229,0",RUA HELMUTH HANS LUZ BACCI,9812,"9812RUA HELMUTH HANS LUZ BACCI1229,0FERRAZ DE VASCONCELOS"
45,Rodovia dos Imigrantes,16.0,DIADEMA,,,"Rodovia dos Imigrantes, 16, DIADEMA","[-23.6525137802915, -46.6352914802915]",16,IMIGRANTES,9859,9859IMIGRANTES16DIADEMA
2872,AVENIDA DOM PEDRO DE ALCANTARA,0.0,SAO BERNARDO DO CAMPO,,,"AVENIDA DOM PEDRO DE ALCANTARA, 0, SAO BERNARDO DO CAMPO","[-23.7153398802915, -46.5312290802915]",nan,AVENIDA DOM PEDRO DE ALCANTARA,9946,9946AVENIDA DOM PEDRO DE ALCANTARAnanSAO BERNARDO DO CAMPO
2920,RUA MACIEIRA,0.0,EMBU DAS ARTES,,,"RUA MACIEIRA, 0, EMBU DAS ARTES","[-23.6907975, -46.9181169]",nan,RUA MACIEIRA,9982,9982RUA MACIEIRAnanEMBU DAS ARTES
46,ACESSO AVENIDA JACUPESSEGO,5550.0,SAO PAULO,,,"ACESSO AVENIDA JACUPESSEGO, 5550, SAO PAULO","[-23.5403652302915, -46.45230078029149]",5550,ACESSO AVENIDA JACUPESSEGO,9994,9994ACESSO AVENIDA JACUPESSEGO5550SAO PAULO
2873,AVENIDA PAPA JOAO PAULO I,0.0,GUARULHOS,,,"AVENIDA PAPA JOAO PAULO I, 0, GUARULHOS","[-23.42879748029151, -46.41142678029149]",nan,AVENIDA PAPA JOAO PAULO I,10095,10095AVENIDA PAPA JOAO PAULO InanGUARULHOS
47,RUA GALATEA,1200.0,SAO PAULO,,,"RUA GALATEA, 1200, SAO PAULO","[-23.5095978802915, -46.61392358029149]",1200,RUA GALATEA,10211,10211RUA GALATEA1200SAO PAULO
2874,AVENIDA JOSE DIAS DA SILVA,0.0,BARUERI,,,"AVENIDA JOSE DIAS DA SILVA, 0, BARUERI","[-23.536572, -46.8665889]",nan,AVENIDA JOSE DIAS DA SILVA,10736,10736AVENIDA JOSE DIAS DA SILVAnanBARUERI
2875,AVENIDA JOSE DIAS DA SILVA,0.0,BARUERI,,,"AVENIDA JOSE DIAS DA SILVA, 0, BARUERI","[-23.536572, -46.8665889]",nan,AVENIDA JOSE DIAS DA SILVA,10737,10737AVENIDA JOSE DIAS DA SILVAnanBARUERI
2876,ESTRADA DOS FICHERS,0.0,COTIA,,,"ESTRADA DOS FICHERS, 0, COTIA","[-23.6353848802915, -46.9520789802915]",nan,ESTRADA DOS FICHERS,10802,10802ESTRADA DOS FICHERSnanCOTIA
2877,RUA NOVA DO TUPAROQUERA,0.0,SAO PAULO,,,"RUA NOVA DO TUPAROQUERA, 0, SAO PAULO","[-23.6672204, -46.7466403]",nan,RUA NOVA DO TUPAROQUERA,10884,10884RUA NOVA DO TUPAROQUERAnanSAO PAULO
2878,RUA CORREDOR OESTE,0.0,ITAPEVI,,,"RUA CORREDOR OESTE, 0, ITAPEVI","[-23.5431001802915, -46.9341426802915]",nan,RUA CORREDOR OESTE,10895,10895RUA CORREDOR OESTEnanITAPEVI
48,RETORNO  HENRIQUE EROLES,1.0,ITAQUAQUECETUBA,,,"RETORNO  HENRIQUE EROLES, 1, ITAQUAQUECETUBA","[-23.5121716, -46.397296]",1,RETORNO  HENRIQUE EROLES,10906,10906RETORNO  HENRIQUE EROLES1ITAQUAQUECETUBA
2879,RUA JOSE PIRES DE OLIVEIRA,0.0,VARGEM GRANDE PAULISTA,,,"RUA JOSE PIRES DE OLIVEIRA, 0, VARGEM GRANDE PAULISTA","[-23.6078706802915, -47.02359438029149]",nan,RUA JOSE PIRES DE OLIVEIRA,11070,11070RUA JOSE PIRES DE OLIVEIRAnanVARGEM GRANDE PAULISTA
49,RUA ACASSIO ANTONIO BATISTA,763.0,GUARULHOS,,,"RUA ACASSIO ANTONIO BATISTA, 763, GUARULHOS","[-23.4012337802915, -46.4014405802915]",763,RUA ACASSIO ANTONIO BATISTA,11085,11085RUA ACASSIO ANTONIO BATISTA763GUARULHOS
50,AVENIDA JAGUARE,100.0,SAO PAULO,,,"AVENIDA JAGUARE, 100, SAO PAULO","[-23.5588922802915, -46.74665033029149]",100,AVENIDA JAGUARE,11104,11104AVENIDA JAGUARE100SAO PAULO
2880,RUA MARIA MINERVINA DA CONCEICAO,0.0,SUZANO,,,"RUA MARIA MINERVINA DA CONCEICAO, 0, SUZANO","[-23.5600492802915, -46.2884556802915]",nan,RUA MARIA MINERVINA DA CONCEICAO,11185,11185RUA MARIA MINERVINA DA CONCEICAOnanSUZANO
2881,Rodovia Fernão Dias,0.0,SAO PAULO,,,"Rodovia Fernão Dias, 0, SAO PAULO","[-22.8808167802915, -46.3743553802915]",nan,BR 381,11318,11318BR 381nanSAO PAULO
51,AVENIDA EMANCIPACAO,97.0,ITAQUAQUECETUBA,,,"AVENIDA EMANCIPACAO, 97, ITAQUAQUECETUBA","[-23.4791853302915, -46.3544918302915]",97,AVENIDA EMANCIPACAO,11361,11361AVENIDA EMANCIPACAO97ITAQUAQUECETUBA
2882,AVENIDA CARLOS LACERDA,0.0,SAO PAULO,,,"AVENIDA CARLOS LACERDA, 0, SAO PAULO","[-23.6491139802915, -46.7800556802915]",nan,AVENIDA CARLOS LACERDA,11391,11391AVENIDA CARLOS LACERDAnanSAO PAULO
52,RUA PREFEITO CIDO FRANCO,1083.0,RIO GRANDE DA SERRA,,,"RUA PREFEITO CIDO FRANCO, 1083, RIO GRANDE DA SERRA","[-23.7443027802915, -46.4026358802915]",1083,RUA PREFEITO CIDO FRANCO,11487,11487RUA PREFEITO CIDO FRANCO1083RIO GRANDE DA SERRA
2883,VIADUTO ELEVADO PRESIDENTE JOAO GOULART,0.0,SAO PAULO,,,"VIADUTO ELEVADO PRESIDENTE JOAO GOULART, 0, SAO PAULO","[-23.5373767802915, -46.65297078029151]",nan,VIADUTO ELEVADO PRESIDENTE JOAO GOULART,11586,11586VIADUTO ELEVADO PRESIDENTE JOAO GOULARTnanSAO PAULO
2921,VICINAL ENGENHEIRO RENE BENEDITO SILVA,1.0,ITAPEVI,,,"VICINAL ENGENHEIRO RENE BENEDITO SILVA, 1, ITAPEVI","[-23.5509001802915, -46.9424737802915]","1,0",VICINAL ENGENHEIRO RENE BENEDITO SILVA,11588,"11588VICINAL ENGENHEIRO RENE BENEDITO SILVA1,0ITAPEVI"
53,AVENIDA SILVESTRE PIRES DE FREITAS,100.0,GUARULHOS,,,"AVENIDA SILVESTRE PIRES DE FREITAS, 100, GUARULHOS","[-23.4310155802915, -46.5037693802915]",100,AVENIDA SILVESTRE PIRES DE FREITAS,11623,11623AVENIDA SILVESTRE PIRES DE FREITAS100GUARULHOS
54,Rodovia dos Imigrantes,1.0,SAO PAULO,,,"Rodovia dos Imigrantes, 1, SAO PAULO","[-23.6448889802915, -46.63075428029149]",1,IMIGRANTES,11678,11678IMIGRANTES1SAO PAULO
55,AVENIDA ARICANDUVA,10000.0,SAO PAULO,,,"AVENIDA ARICANDUVA, 10000, SAO PAULO","[-23.5896685802915, -46.48290778029149]",10000,AVENIDA ARICANDUVA,11920,11920AVENIDA ARICANDUVA10000SAO PAULO
56,ACESSO AVENIDA JACUPESSEGO,809.0,SAO PAULO,,,"ACESSO AVENIDA JACUPESSEGO, 809, SAO PAULO","[-23.5673063802915, -46.44764558029149]",809,ACESSO AVENIDA JACUPESSEGO,11922,11922ACESSO AVENIDA JACUPESSEGO809SAO PAULO
57,AVENIDA GETULIO VARGAS,100.0,OSASCO,,,"AVENIDA GETULIO VARGAS, 100, OSASCO","[-23.5200804802915, -46.78964558029149]",100,AVENIDA GETULIO VARGAS,11966,11966AVENIDA GETULIO VARGAS100OSASCO
