Município,Latitude,Longitude,Condições Climáticas,Mes_sin,Mes_cos,dias_semana_sin,horario_sin,horario_cos
São Bernardo do Campo,-23.6867358802915,-46.56244228029149,BOM,0.49999999999999994,0.8660254037844387,0.43388373911755823,0.3420201433256687,0.9396926207859084
