Município,Latitude,Longitude,Condições Climáticas,Mes_sin,Mes_cos,dias_semana_sin,horario_sin,horario_cos
São Paulo,-23.5282738802915,-46.5968877802915,NUBLADO,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.7660444431189779,-0.6427876096865395
