Município,Latitude,Longitude,Condições Climáticas,Mes_sin,Mes_cos,dias_semana_sin,horario_sin,horario_cos
São Bernardo do Campo,-23.6867358802915,-46.56244228029149,NUBLADO,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.258819045102521,-0.9659258262890682
