Data do Acidente,Latitude,Longitude,Condições Climáticas,Hora
2020-09-12,"-23,660084","-46,552217",,23.0
2020-09-11,"-23,5102803242307","-46,6620514783077",,6.0
2020-09-11,"-23,7432453430959","-46,56622938919",,22.0
2020-09-11,"-23,412746614857877","-46,35982924977595",,21.0
2020-09-10,"-23,5356","-46,4931",,18.0
2020-09-09,"-23,418102298841816","-46,37791152937248",,20.0
2020-09-08,"-23,708575022186242","-46,778068145",,3.0
2020-09-08,"-23,6831717732511","-46,7359597832464",,11.0
2020-09-05,"-23,541208","-46,432482",,6.0
2020-09-01,"-23,545873","-46,63188",,22.0
2020-09-01,"-23,584945","-46,586963",,12.0
2020-09-01,"-23,654688","-46,764065",,0.0
2020-09-01,"-23,339618","-46,660261",,20.0
2020-08-30,"-23,42331977658593","-46,78964678892404",,1.0
2020-08-30,"-23,705104919143036","-46,602549374935926",,0.0
2020-08-28,"-23,594769","-46,777998",,1.0
2020-08-24,"-23,653774","-46,634274",,22.0
2020-08-24,"-23,6254641480776","-46,4624679136319",,7.0
2020-08-19,"-23,5533083923632","-46,6258102906382",,10.0
2020-08-18,"-23,5510734747063","-46,6656111007631",,16.0
2020-08-14,"-23,574331","-46,613522",,21.0
2020-08-12,"-23,373824","-46,7605",,17.0
2020-08-11,"-23,318152289822713","-46,753640608840676",,22.0
2020-08-10,"-23,453359","-46,737282",,0.0
2020-08-09,"-23,519882","-46,866049",,0.0
2020-08-08,"-23,663350375354117","-46,110469127200005",,21.0
2020-08-06,"-23,520164667489073","-46,6231605293233",,16.0
2020-08-05,"-23,67397","-46,686241",,18.0
2020-08-05,"-23,314172","-46,751343",,6.0
2020-08-03,"-23,732075783276","-46,7131824891659",,1.0
2020-08-03,"-23,523328","-46,791086",,17.0
2020-07-31,"-23,458778790416762","-46,48209129083817",,6.0
2020-07-29,"-23,68131313881554","-46,35995922295917",,16.0
2020-07-27,"-23,764450762585025","-46,534256873830266",,9.0
2020-07-27,"-23,462455429807935","-46,33225327010008",,16.0
2020-07-26,"-23,4078736637877","-46,752489600255",,6.0
2020-07-26,"-23,621282","-46,423294",,14.0
2020-07-25,"-23,58970636158951","-46,82930911092601",,21.0
2020-07-24,"-23,64698","-46,74726",,19.0
2020-07-21,"-23,5242666939672","-46,3242827348688",,9.0
2020-07-16,"-23,60302338256648","-46,91652616043895",,2.0
2020-07-14,"-23,629325","-46,667367",,16.0
2020-07-12,"-23,576816","-46,670862",,14.0
2020-07-12,"-23,550125","-46,393045",,15.0
2020-07-11,"-23,531349","-46,436606",,14.0
2020-07-11,"-23,573803","-46,475563",,2.0
2020-07-11,"-23,64856","-46,758239",,1.0
2020-07-10,"-23,509095","-46,870002",,17.0
2020-07-06,"-23,750223","-46,547459",,4.0
2020-07-03,"-23,466400295928146","-46,57149451647865",,18.0
2020-06-21,"-23,496377163378952","-46,75484240663746",,7.0
2020-06-18,"-23,657397","-46,99909",,19.0
2020-06-15,"-23,482183","-46,720128",,18.0
2020-06-15,"-23,458611","-46,685805",,18.0
2020-06-15,"-23,571621","-46,195012",,2.0
2020-06-14,"-23,672128","-46,435392",,0.0
2020-06-13,"-23,548864","-46,203426",,23.0
2020-06-07,"-23,634419","-46,782247",,19.0
2020-06-06,"-23,711442","-46,418489",,7.0
2020-06-04,"-23,637536","-46,542764",,6.0
2020-06-02,"-23,576598","-46,526697",,18.0
2020-06-02,"-23,861224","-46,935172",,15.0
2020-06-01,"-23,324343","-46,758404",,18.0
2020-05-31,"-23,50325008557157","-46,821557128108886",,9.0
2020-05-30,"-23,796603","-46,730562",,20.0
2020-05-29,"-23,514768","-46,699788",,14.0
2020-05-28,"-23,549605","-46,483305",,3.0
2020-05-28,"-23,266999","-46,741487",,15.0
2020-05-27,"-23,542362","-46,417599",,17.0
2020-05-24,"-23,414347","-46,508601",,6.0
2020-05-23,"-23,521811","-46,860326",,9.0
2020-05-22,"-23,296372","-46,73748",,13.0
2020-05-20,"-23,675159","-46,747253",,22.0
2020-05-20,"-23,63764","-46,75043",,23.0
2020-05-17,"-23,673734","-46,773611",,2.0
2020-05-17,"-23,61537","-46,457072",,19.0
2020-05-17,"-23,77309","-46,612479",,1.0
2020-05-15,"-23,514278","-46,723932",,12.0
2020-05-14,"-23,437277","-46,562486",,3.0
2020-05-13,"-23,581653","-46,553438",,19.0
2020-05-13,"-23,584194","-46,576004",,21.0
2020-05-13,"-23,6524417","-46,6338782",,6.0
2020-05-09,"-23,733436","-46,543202",,4.0
2020-05-09,"-23,304033","-46,811314",,11.0
2020-05-08,"-23,691915","-46,55631",,14.0
2020-05-07,"-23,676325","-46,647902",,21.0
2020-05-06,"-23,418102298841816","-46,37791152937248",,9.0
2020-05-03,"-23,560518","-46,456329",,15.0
2020-05-03,"-23,422374","-46,851575",,12.0
2020-05-02,"-23,525913","-46,438689",,12.0
2020-05-02,"-23,596399","-46,527455",,13.0
2020-05-02,"-23,602612","-46,449027",,14.0
2020-05-02,"-23,601528","-46,436181",,13.0
2020-05-02,"-23,658342","-46,428622",,0.0
2020-04-30,"-23,429836","-46,50151",,15.0
2020-04-30,"-23,519595","-46,890686",,21.0
2020-04-29,"-23,464867","-46,632645",,22.0
2020-04-25,"-23,665307","-46,501094",,17.0
2020-04-25,"-23,51786","-46,835231",,10.0
2020-04-24,"-23,509518","-46,191315",,0.0
2020-04-21,"-23,549396","-46,777401",,17.0
2020-04-19,"-23,682639","-46,648853",,22.0
2020-04-19,"-23,660122","-46,474732",,5.0
2020-04-13,"-23,519589","-46,890646",,13.0
2020-04-12,"-23,357009892046243","-46,74615483608304",,6.0
2020-04-06,"-23,734869","-46,77816",,6.0
2020-04-06,"-23,668211","-46,605943",,1.0
2020-04-06,"-23,438343","-46,574401",,21.0
2020-04-05,"-23,577586","-46,843656",,15.0
2020-04-05,"-23,621507","-46,785539",,0.0
2020-03-31,"-23,520438","-46,514794",,6.0
2020-03-29,"-23,680325","-46,713075",,14.0
2020-03-28,"-23,44575","-46,706297",,23.0
2020-03-28,"-23,545501","-46,580077",,22.0
2020-03-28,"-23,669206","-46,607516",,20.0
2020-03-24,"-23,483308","-46,356049",,20.0
2020-03-23,"-23,546533","-46,570836",,4.0
2020-03-19,"-23,63772","-46,627176",,14.0
2020-03-16,"-23,718104","-46,703388",,1.0
2020-03-15,"-23,547699","-46,44908",,17.0
2020-03-15,"-23,619496","-46,524992",,18.0
2020-03-15,"-23,561173","-46,939619",,0.0
2020-03-14,"-23,637580465689986","-46,83220116398443",,3.0
2020-03-12,"-23,558281","-46,577815",,13.0
2020-03-12,"-23,358765","-46,738107",,17.0
2020-03-10,"-23,523503","-46,600672",,5.0
2020-03-10,"-23,457621426944506","-46,47932669389211",,22.0
2020-03-09,"-23,692532","-46,607201",,9.0
2020-03-08,"-23,45775816289004","-46,57131495358733",,3.0
2020-03-08,"-23,698081","-46,439438",,22.0
2020-03-08,"-23,486369","-46,805939",,5.0
2020-03-07,"-23,567323","-46,505663",,18.0
2020-03-07,"-23,510875","-46,467769",,15.0
2020-03-07,"-23,490477","-46,344318",,1.0
2020-03-01,"-23,556373","-46,660044",,23.0
2020-02-29,"-23,569649899426555","-46,701554608026676",,5.0
2020-02-29,"-23,404986","-46,745748",,23.0
2020-02-28,"-23,46606","-46,403523",,23.0
2020-02-27,"-23,463761","-46,416506",,2.0
2020-02-25,"-23,499902","-46,623511",,19.0
2020-02-24,"-23,588216","-46,50033",,0.0
2020-02-23,"-23,637543","-46,739921",,4.0
2020-02-22,"-23,545401","-46,657552",,22.0
2020-02-20,"-23,517276","-46,745031",,16.0
2020-02-19,"-23,297289","-46,756691",,18.0
2020-02-13,"-23,450716","-46,428891",,7.0
2020-02-12,"-23,628983","-46,684786",,7.0
2020-02-12,"-23,510921","-46,852891",,20.0
2020-02-12,"-23,510806","-46,770385",,12.0
2020-02-09,"-23,669177","-46,635351",,5.0
2020-02-09,"-23,47413061084957","-46,48090631126441",,23.0
2020-02-09,"-23,563590872768586","-46,820300776657284",,21.0
2020-02-08,"-23,516325132524745","-45,86877487895595",,23.0
2020-02-04,"-23,53237","-46,848291",,12.0
2020-02-02,"-23,702925","-46,514734",,18.0
2020-01-28,"-23,47424983972839","-46,48573524155362",,14.0
2020-01-27,"-23,62928","-46,744287",,5.0
2020-01-27,"-23,471438568542034","-46,56485376887023",,1.0
2020-01-26,"-23,749125","-46,787165",,22.0
2020-01-24,"-24,00278839665537","-47,15415080045932",,18.0
2020-01-24,"-23,423082","-46,541833",,18.0
2020-01-23,"-23,429713","-46,436017",,18.0
2020-01-16,"-23,273733","-46,730499",,17.0
2020-01-16,"-23,664485","-46,468711",,18.0
2020-01-13,"-23,687595","-46,670591",,1.0
2020-01-13,"-23,605275","-46,746701",,7.0
2020-01-12,"-23,651019","-46,314699",,17.0
2020-01-11,"-23,616874","-46,697146",,13.0
2020-01-10,"-23,619582","-46,508899",,21.0
2020-01-06,"-23,705129","-46,611917",,5.0
2020-01-05,"-23,617128","-46,733816",,14.0
2020-01-01,"-23,405567","-46,734923",,6.0
2020-01-01,"-23,542379","-46,366854",,18.0
2019-12-31,"-23,466832","-46,654485",,19.0
2019-12-31,"-23,884537760328133","-46,840424215421656",,9.0
2019-12-26,"-23,584098","-46,534448",,2.0
2019-12-26,"-23,573442","-46,682859",,12.0
2019-12-26,"-23,546352","-46,772262",,18.0
2019-12-25,"-23,708873","-46,501881",,3.0
2019-12-25,"-23,661762711622586","-46,852396974026746",,4.0
2019-12-22,"-23,631246","-46,756644",,0.0
2019-12-19,"-23,653778","-46,777111",,1.0
2019-12-15,"-23,547654","-46,647888",,11.0
2019-12-14,"-23,419741610261894","-46,38380622774092",,13.0
2019-12-09,"-23,27432275906369","-46,58527536103938",,22.0
2019-12-08,"-23,658771","-46,811127",,0.0
2019-12-07,"-23,512668","-46,873662",,19.0
2019-12-06,"-23,301715","-46,72529",,13.0
2019-12-05,"-23,617000058121306","-46,825924433560886",,20.0
2019-12-05,"-23,50233","-46,851205",,16.0
2019-12-04,"-23,715627","-47,053026",,13.0
2019-12-03,"-23,544039","-46,676661",,8.0
2019-12-02,"-23,402973","-46,417343",,23.0
2019-12-01,"-23,773372","-46,604077",,19.0
2019-11-30,"-23,464742","-46,583442",,0.0
2019-11-30,"-23,721427","-46,825058",,6.0
2019-11-29,"-23,502389","-46,583372",,23.0
2019-11-29,"-23,747285215401423","-46,44628054858175",,18.0
2019-11-26,"-23,558118","-46,615986",,12.0
2019-11-26,"-23,490106","-46,799341",,21.0
2019-11-22,"-23,540041","-46,954903",,6.0
2019-11-17,"-23,454239","-46,519087",,12.0
2019-11-16,"-23,484407","-46,263194",,8.0
2019-11-09,"-23,513177","-46,876202",,20.0
2019-11-06,"-23,447031662919375","-46,45404167266641",,20.0
2019-11-05,"-23,617973958219874","-46,80006209585077",,6.0
2019-11-03,"-23,447059","-46,551651",,15.0
2019-11-01,"-23,474566852119143","-46,523313803821516",,17.0
2019-11-01,"-23,637580465689986","-46,83220116398443",,16.0
2019-10-31,"-23,305944","-46,220311",,23.0
2019-10-31,"-23,499346","-46,349804",,19.0
2019-10-30,"-23,41715041226951","-46,76403010179208",,17.0
2019-10-29,"-23,80499208308091","-46,725927273329745",,3.0
2019-10-27,"-23,55624","-46,628425",,12.0
2019-10-25,"-23,569771","-46,605775",,21.0
2019-10-25,"-23,607241373356494","-46,94960767429305",,16.0
2019-10-24,"-23,421464","-46,45754",,13.0
2019-10-23,"-23,5191134","-46,9287594",,14.0
2019-10-21,"-23,456575","-46,684692",,2.0
2019-10-21,"-23,573502","-46,393699",,0.0
2019-10-21,"-23,708695","-46,596504",,0.0
2019-10-20,"-23,690532","-46,780329",,1.0
2019-10-20,"-23,649912","-46,439433",,21.0
2019-10-19,"-23,508133","-46,751129",,8.0
2019-10-19,"-23,7261810688484","-46,55073412107868",,21.0
2019-10-19,"-23,5528","-46,812584",,18.0
2019-10-16,"-23,75675","-46,714087",,16.0
2019-10-14,"-23,545333","-46,580113",,14.0
2019-10-14,"-23,567320016396604","-46,099912097114185",,6.0
2019-10-10,"-23,499293","-46,747778",,4.0
2019-10-10,"-23,545146","-46,467516",,19.0
2019-10-10,"-23,842561","-46,815848",,21.0
2019-10-07,"-23,56829","-46,792427",,13.0
2019-10-05,"-23,366394","-46,612304",,17.0
2019-09-30,"-23,561795","-46,574256",,12.0
2019-09-30,"-23,518403","-46,627717",,14.0
2019-09-30,"-23,6442756947978","-46,83944560205741",,8.0
2019-09-29,"-23,644706","-46,724386",,4.0
2019-09-29,"-23,828489","-46,725414",,19.0
2019-09-29,"-23,46226209610246","-46,49143395149008",,5.0
2019-09-29,"-23,455372","-46,407952",,1.0
2019-09-29,"-23,50867465001742","-46,824310085773796",,7.0
2019-09-29,"-23,509176","-46,777656",,0.0
2019-09-29,"-23,644919","-46,718914",,11.0
2019-09-29,"-23,52846441347526","-45,83340791556082",,15.0
2019-09-28,"-23,54272567175738","-46,96386246698371",,22.0
2019-09-28,"-23,553158","-46,821285",,20.0
2019-09-26,"-23,705595","-46,713879",,14.0
2019-09-20,"-23,661345","-46,707005",,23.0
2019-09-20,"-23,58967941090241","-46,92079618389206",,17.0
2019-09-19,"-23,439923","-46,908097",,5.0
2019-09-18,"-23,450483","-46,327532",,22.0
2019-09-16,"-23,684679","-46,604897",,9.0
2019-09-16,"-23,65649","-46,798659",,1.0
2019-09-14,"-23,299054","-46,7543502",,6.0
2019-09-12,"-23,689301","-46,697504",,20.0
2019-09-11,"-23,43235104388058","-46,56913595447968",,15.0
2019-09-10,"-23,46379","-46,402475",,20.0
2019-09-08,"-23,831875","-46,72299",,18.0
2019-09-08,"-23,573371","-46,495216",,18.0
2019-09-05,"-23,540841","-46,627809",,15.0
2019-09-03,"-23,532129","-46,548023",,13.0
2019-08-31,"-23,308423","-46,747724",,12.0
2019-08-30,"-23,443394","-46,735398",,23.0
2019-08-29,"-23,587789","-46,592488",,1.0
2019-08-28,"-23,447031662919375","-46,45404167266641",,17.0
2019-08-25,"-23,633941","-46,458107",,19.0
2019-08-25,"-23,756022","-46,806296",,17.0
2019-08-24,"-23,499639","-46,602078",,9.0
2019-08-23,"-23,592697","-46,39678",,12.0
2019-08-18,"-23,480828","-46,708112",,19.0
2019-08-17,"-23,665868","-46,496319",,5.0
2019-08-17,"-23,302429","-46,566552",,23.0
2019-08-15,"-23,451998","-46,748862",,8.0
2019-08-14,"-23,532773","-46,880635",,21.0
2019-08-11,"-23,740899","-46,70533",,3.0
2019-08-10,"-23,604165","-46,682572",,21.0
2019-08-10,"-23,733064","-46,713495",,23.0
2019-08-10,"-23,697249","-46,504327",,11.0
2019-08-10,"-23,463037","-46,414318",,2.0
2019-08-10,"-23,29845106712068","-46,234130868433446",,18.0
2019-08-04,"-23,606016","-46,626885",,1.0
2019-08-02,"-23,5544713","-46,7179133",,21.0
2019-07-31,"-23,725632","-46,874174",,7.0
2019-07-30,"-23,507850089987663","-46,82182007054563",,18.0
2019-07-28,"-23,441426","-46,58826",,20.0
2019-07-27,"-23,455354","-46,694017",,17.0
2019-07-25,"-23,576283","-46,416399",,5.0
2019-07-21,"-23,599119","-46,796414",,6.0
2019-07-19,"-23,47804731398101","-46,56006345778046",,19.0
2019-07-17,"-23,661919","-46,470638",,7.0
2019-07-13,"-23,532851627492008","-46,209093473229856",,22.0
2019-07-11,"-23,407563","-46,463899",,22.0
2019-07-10,"-23,686459","-46,655488",,1.0
2019-07-09,"-23,638733","-46,761717",,1.0
2019-07-07,"-23,629471","-46,638914",,6.0
2019-07-07,"-23,672148841324915","-46,85610447419543",,20.0
2019-07-05,"-23,554759","-46,291826",,23.0
2019-07-05,"-23,672148841324915","-46,85610447419543",,8.0
2019-06-30,"-23,685904","-46,65818",,0.0
2019-06-29,"-23,674628","-46,560298",,20.0
2019-06-28,"-23,603618","-46,83975",,19.0
2019-06-27,"-23,492717562518752","-46,55916014658048",,15.0
2019-06-22,"-23,660937","-46,778152",,16.0
2019-06-22,"-23,459539","-46,711692",,8.0
2019-06-22,"-23,536359","-46,426157",,0.0
2019-06-22,"-23,706615849550747","-46,38659943183887",,2.0
2019-06-21,"-23,718612","-46,559729",,22.0
2019-06-20,"-23,729889","-46,567625",,15.0
2019-06-16,"-23,657792","-46,742071",,1.0
2019-06-16,"-23,656881","-46,736147",,7.0
2019-06-16,"-23,636811","-46,778779",,23.0
2019-06-16,"-23,74132534564994","-46,54133445900149",,5.0
2019-06-16,"-23,759940104543706","-46,78124116511454",,12.0
2019-06-15,"-23,521333","-46,567384",,23.0
2019-06-15,"-23,556555","-46,664985",,21.0
2019-06-15,"-23,406513","-46,876309",,14.0
2019-06-14,"-23,312929","-46,582463",,19.0
2019-06-12,"-23,42075168293984","-46,38775900293406",,18.0
2019-06-12,"-23,308284","-46,209099",,18.0
2019-06-11,"-23,855526777912278","-46,940293944108305",,5.0
2019-06-09,"-23,412463","-46,368955",,10.0
2019-06-09,"-23,40871","-46,510011",,12.0
2019-06-09,"-23,604825","-46,889045",,17.0
2019-06-09,"-23,540328","-46,915367",,3.0
2019-06-04,"-23,45491265061521","-46,47285674631745",,6.0
2019-06-02,"-23,442008","-46,796108",,1.0
2019-06-01,"-23,576355","-46,527502",,2.0
2019-06-01,"-23,30059243777333","-46,571951643016725",,5.0
2019-05-31,"-23,408249","-46,465658",,22.0
2019-05-31,"-23,521571","-46,207783",,21.0
2019-05-31,"-23,523111","-46,772994",,23.0
2019-05-30,"-23,449391","-46,599101",,19.0
2019-05-24,"-23,600919","-46,491461",,5.0
2019-05-22,"-23,431228","-46,411962",,4.0
2019-05-21,"-23,35177307101706","-46,188656447051635",,18.0
2019-05-20,"-23,648341","-46,580392",,14.0
2019-05-12,"-23,344715","-46,849666",,19.0
2019-05-11,"-23,637972","-46,767731",,22.0
2019-05-11,"-23,698963241168126","-46,37950330615394",,23.0
2019-05-11,"-23,308271","-46,209109",,1.0
2019-05-09,"-23,684522759234245","-46,85724648114825",,14.0
2019-05-06,"-23,425095","-46,494695",,12.0
2019-05-06,"-23,608774016923245","-46,758165850691476",,22.0
2019-05-05,"-23,601708","-46,595429",,4.0
2019-05-05,"-23,667438","-46,729673",,4.0
2019-05-02,"-23,506865","-46,895376",,14.0
2019-05-01,"-23,617596","-47,031292",,18.0
2019-05-01,"-23,637580465689986","-46,83220116398443",,14.0
2019-04-30,"-23,51809608879967","-46,650505137096246",,12.0
2019-04-22,"-23,556037","-46,391872",,15.0
2019-04-22,"-23,660194","-46,843691",,16.0
2019-04-18,"-23,566907","-46,441886",,8.0
2019-04-17,"-23,472071949944663","-46,519110882367976",,17.0
2019-04-13,"-23,787942","-46,642225",,0.0
2019-04-11,"-23,674783","-46,569249",,18.0
2019-04-10,"-23,491881","-46,456333",,15.0
2019-04-06,"-23,608774016923245","-46,758165850691476",,4.0
2019-04-05,"-23,64904","-46,420884",,18.0
2019-04-03,"-23,596003","-46,453718",,21.0
2019-03-31,"-23,616628","-46,712457",,6.0
2019-03-24,"-23,559605","-46,5136",,1.0
2019-03-24,"-23,505945","-46,872516",,17.0
2019-03-16,"-23,297996580943227","-46,57169712341837",,20.0
2019-03-15,"-23,508804","-46,616226",,0.0
2019-03-15,"-23,26593390814124","-46,58407189670776",,15.0
2019-03-11,"-23,656854","-46,595967",,3.0
2019-03-10,"-23,422","-46,479603",,12.0
2019-03-05,"-23,513278","-46,658032",,8.0
2019-03-05,"-23,534658","-46,86249",,17.0
2019-03-04,"-23,6293","-46,631078",,22.0
2019-02-26,"-23,665473","-46,423952",,19.0
2019-02-25,"-23,290923","-46,751778",,3.0
2019-02-23,"-23,601719","-46,682634",,5.0
2019-02-23,"-23,549351","-46,203173",,18.0
2019-02-23,"-23,533006","-46,882574",,20.0
2019-02-22,"-23,810884373165187","-46,585874981502464",,18.0
2019-02-18,"-23,746854","-46,707587",,8.0
2019-02-15,"-23,513908","-46,448571",,18.0
2019-02-10,"-23,622292","-46,495426",,9.0
2019-02-10,"-23,585175","-46,499293",,1.0
2019-02-10,"-23,545532","-46,833585",,9.0
2019-02-04,"-23,586489691999247","-46,75340315949968",,3.0
2019-02-02,"-23,66868","-46,459997",,12.0
2019-02-01,"-23,636742","-46,696347",,3.0
2019-01-30,"-23,500567","-46,878152",,17.0
2019-01-27,"-23,630553","-46,783611",,22.0
2019-01-23,"-23,576169713785383","-46,18382676700285",,17.0
2019-01-22,"-23,51598247844698","-46,72701410976376",,16.0
2019-01-21,"-23,510902","-46,852863",,17.0
2019-01-21,"-23,523660779171692","-46,82020858465429",,17.0
2019-01-20,"-23,474206","-46,575406",,8.0
2019-01-20,"-23,49578","-46,152092",,2.0
2019-01-15,"-23,75593","-46,70014",,3.0
2019-01-14,"-23,445776","-46,581809",,20.0
2019-01-14,"-23,421684","-46,787069",,12.0
2019-01-14,"-23,332014","-46,729691",,5.0
2019-01-14,"-23,60212491348161","-46,926400583432",,13.0
2019-01-13,"-23,525632906292937","-46,75503622420096",,6.0
2019-01-12,"-23,451104","-46,651721",,7.0
2019-01-12,"-23,6046","-46,429177",,7.0
2019-01-11,"-23,62946","-46,575286",,5.0
2019-01-11,"-23,684439","-47,021346",,10.0
2019-01-10,"-23,68636","-46,714459",,12.0
2019-01-10,"-23,4849","-46,479126",,0.0
2019-01-09,"-23,314530799023153","-46,58109450230897",,18.0
2019-01-09,"-23,652949","-46,795693",,17.0
2019-01-08,"-23,562314","-46,409009",,19.0
